file,Red,Green,Blue,NIR,RedEdge,DeepBlue,field,range,row,PC1,PC2,PC3
Crawfordsville-TP5-4352_2_9,842.7809917355372,645.9421487603306,534.4504132231405,1434.706611570248,1115.7685950413222,456.6735537190083,Crawfordsville-TP5-4352,2,9,0.04664733531033948,-0.027056181705446946,0.03185547573291118
Crawfordsville-TP5-4351_15_18,775.594696969697,582.4507575757576,476.4128787878788,1358.8333333333333,1052.7121212121212,417.43560606060606,Crawfordsville-TP5-4351,15,18,0.045442788752428596,-0.0619150036997292,0.05297195193283362
Crawfordsville-TP5-4353_35_44,816.4958677685951,634.2603305785124,533.1404958677685,1325.400826446281,1047.9917355371902,460.24380165289256,Crawfordsville-TP5-4353,35,44,0.04119569099542732,0.013592192411554802,0.015117147489257
Crawfordsville-TP5-4351_9_19,798.017316017316,629.7835497835498,526.1385281385282,1318.7489177489178,1040.6147186147186,470.965367965368,Crawfordsville-TP5-4351,9,19,0.040713130669945176,-0.04008722696309143,0.03818741764504728
Crawfordsville-TP5-4353_35_45,968.2640692640692,743.8095238095239,599.9350649350649,1592.2207792207791,1250.108225108225,502.45021645021643,Crawfordsville-TP5-4353,35,45,0.051644883515795534,0.07011675206852747,0.0512745877841444
Crawfordsville-TP5-4352_7_5,787.3492063492064,607.9761904761905,505.57936507936506,1282.5674603174602,1008.6349206349206,439.5753968253968,Crawfordsville-TP5-4352,7,5,0.040191643249900426,0.01513551415481229,-0.0127696512654943
Crawfordsville-TP5-4351_13_16,878.2107438016529,658.1157024793389,531.9462809917355,1476.004132231405,1146.2396694214876,451.23553719008265,Crawfordsville-TP5-4351,13,16,0.04888369953447765,0.02999000910329494,-0.006072431680547461
Crawfordsville-TP5-4352_9_3,879.4710743801653,659.3553719008264,537.2603305785124,1432.5867768595042,1122.7107438016528,460.5330578512397,Crawfordsville-TP5-4352,9,3,0.04639798487082678,0.06270709234619495,-0.03602024723018944
Crawfordsville-TP5-4351_8_13,703.0378787878788,541.405303030303,446.03409090909093,1168.503787878788,896.3295454545455,389.4015151515151,Crawfordsville-TP5-4351,8,13,0.03692870088101669,-0.00862064547419266,-0.11206720667136254
Crawfordsville-TP5-4353_27_46,693.469696969697,541.6666666666666,457.5833333333333,1136.909090909091,890.5454545454545,400.7310606060606,Crawfordsville-TP5-4353,27,46,0.0350531914060877,-0.017190614915434433,-0.02868060290929283
