file,Red,Green,Blue,NIR,RedEdge,DeepBlue,field,range,row,PC1,PC2,PC3
Crawfordsville-TP1-4352_14_3,272.0079365079365,423.16269841269843,325.8531746031746,3838.309523809524,1592.6031746031747,319.36507936507934,Crawfordsville-TP1-4352,14,3,0.04386037189117184,-0.01981559064791559,0.012466534330437956
Crawfordsville-TP1-4352_2_3,236.77272727272728,365.04924242424244,292.4431818181818,3289.8939393939395,1352.628787878788,286.81439393939394,Crawfordsville-TP1-4352,2,3,0.03745466846159842,-0.03810096781146906,0.00538523064334328
Crawfordsville-TP1-4352_16_3,314.2190082644628,489.61570247933884,364.55785123966945,4161.938016528926,1798.896694214876,343.698347107438,Crawfordsville-TP1-4352,16,3,0.04751200656898321,0.04890116781529511,0.049031327086301875
Crawfordsville-TP1-4352_5_3,252.8138528138528,397.06060606060606,321.64502164502164,3902.4458874458874,1565.1948051948052,325.1991341991342,Crawfordsville-TP1-4352,5,3,0.044703214359713916,-0.07273040952306715,-0.029631183296248493
Crawfordsville-TP1-4353_21_44,282.68650793650795,434.77777777777777,333.18650793650795,3667.813492063492,1589.2896825396826,330.00396825396825,Crawfordsville-TP1-4353,21,44,0.04171039643834164,0.03264191056720816,-0.00467004805494432
Crawfordsville-TP1-4353_36_42,260.6136363636364,401.0378787878788,305.0378787878788,3309.8030303030305,1448.6363636363637,303.3484848484849,Crawfordsville-TP1-4353,36,42,0.03758704268757742,0.04058978828099111,-0.003653557183969226
Crawfordsville-TP1-4352_10_5,306.4891774891775,467.74891774891773,354.35064935064935,4044.034632034632,1730.4632034632034,357.01731601731603,Crawfordsville-TP1-4352,10,5,0.046068042882867,0.020532925242271433,-0.015196093894228274
Crawfordsville-TP1-4351_22_15,391.5844155844156,543.1904761904761,409.68398268398266,4349.952380952381,1891.8528138528138,394.13419913419915,Crawfordsville-TP1-4351,22,15,0.04912641231104439,0.04434964986911494,0.0210476184663873
Crawfordsville-TP1-4353_11_44,319.3809523809524,475.57142857142856,359.64285714285717,3781.809523809524,1655.5912698412699,350.68650793650795,Crawfordsville-TP1-4353,11,44,0.04276069143095181,0.04355590622502558,0.0236393272652145
Crawfordsville-TP1-4351_6_15,221.1818181818182,341.95454545454544,284.9015151515151,3263.784090909091,1314.0265151515152,286.6098484848485,Crawfordsville-TP1-4351,6,15,0.03722354058356365,-0.06576319851322085,-0.02742752322333671
Crawfordsville-TP1-4353_27_46,265.11742424242425,416.10227272727275,318.46590909090907,3459.7007575757575,1487.621212121212,305.5037878787879,Crawfordsville-TP1-4353,27,46,0.03931271488053338,0.020772428568552905,0.03666355260069744
Crawfordsville-TP1-4352_6_5,308.2107438016529,461.5289256198347,358.0206611570248,4024.384297520661,1686.3388429752067,346.5330578512397,Crawfordsville-TP1-4352,6,5,0.045781665914466224,-0.01230301134598568,0.019451512151889717
Crawfordsville-TP1-4351_15_16,284.06060606060606,429.82683982683983,341.7705627705628,3697.6060606060605,1579.047619047619,342.54112554112555,Crawfordsville-TP1-4351,15,16,0.0419749958373904,0.004186221863192035,-0.027460415507886075
Crawfordsville-TP1-4352_23_5,242.62878787878788,385.8484848484849,300.31439393939394,3516.492424242424,1463.784090909091,290.0416666666667,Crawfordsville-TP1-4352,23,5,0.04022573689853683,-0.013389012573153648,0.01719851620549837
Crawfordsville-TP1-4351_2_19,313.5992063492063,456.75396825396825,349.5515873015873,3457.8849206349205,1524.5992063492063,333.73809523809524,Crawfordsville-TP1-4351,2,19,0.038853895226860335,0.040855576695546895,0.04445217680137586
Crawfordsville-TP1-4353_8_45,284.6111111111111,425.17063492063494,334.85714285714283,3542.6944444444443,1539.8809523809523,329.53968253968253,Crawfordsville-TP1-4353,8,45,0.040154513710250535,0.028878937285883526,-0.014737107087781476
Crawfordsville-TP1-4351_2_17,322.04545454545456,480.6652892561983,377.2809917355372,4028.8595041322315,1710.5537190082644,365.94214876033055,Crawfordsville-TP1-4351,2,17,0.045638344415617364,-0.002520383184422371,0.01842310330342284
Crawfordsville-TP1-4351_2_18,293.3223140495868,429.27272727272725,342.91322314049586,3786.119834710744,1559.7438016528927,345.6363636363636,Crawfordsville-TP1-4351,2,18,0.04292734881621417,-0.04769658003155121,-0.018844617300667173
Crawfordsville-TP1-4351_15_17,319.67965367965365,486.1774891774892,384.9004329004329,4321.878787878788,1787.991341991342,371.15584415584414,Crawfordsville-TP1-4351,15,17,0.04919137485406788,-0.03636167224127475,0.02326673112141409
Crawfordsville-TP1-4352_13_4,303.45887445887445,461.6190476190476,365.008658008658,4240.116883116883,1754.125541125541,362.2164502164502,Crawfordsville-TP1-4352,13,4,0.04839690348475855,-0.032272632791938906,-0.016450014862648778
Crawfordsville-TP1-4352_19_9,290.1694214876033,442.1942148760331,347.6611570247934,4004.876033057851,1654.0454545454545,340.0413223140496,Crawfordsville-TP1-4352,19,9,0.045670968471141944,-0.03280628023884516,0.006603560171394503
Crawfordsville-TP1-4351_15_19,298.7765151515151,387.5833333333333,337.40909090909093,2690.617424242424,1193.284090909091,336.3030303030303,Crawfordsville-TP1-4351,15,19,0.029444070965693545,-0.007953615078630637,-0.03930413072879665
Crawfordsville-TP1-4351_7_13,294.03719008264466,427.90909090909093,341.09504132231405,3930.0165289256197,1608.7272727272727,350.297520661157,Crawfordsville-TP1-4351,7,13,0.04471265344709353,-0.05284003475199106,-0.04574733212125583
Crawfordsville-TP1-4352_12_9,245.60330578512398,381.202479338843,307.31404958677683,3495.5785123966944,1444.809917355372,316.1735537190083,Crawfordsville-TP1-4352,12,9,0.03982674465281983,-0.0373617822836844,-0.040279366954323145
Crawfordsville-TP1-4352_18_5,277.6060606060606,433.3073593073593,332.04329004329,4015.6103896103896,1682.5238095238096,343.5541125541126,Crawfordsville-TP1-4352,18,5,0.04597329334978416,-0.006774146417804354,-0.04563475589513697
Crawfordsville-TP1-4351_12_15,342.0952380952381,512.2510822510823,393.42857142857144,4134.541125541125,1815.021645021645,370.54112554112555,Crawfordsville-TP1-4351,12,15,0.04685397801975873,0.057346248014147234,0.03879761205560939
Crawfordsville-TP1-4352_16_5,268.3057851239669,418.3099173553719,323.21487603305786,3852.9256198347107,1586.1198347107438,326.93801652892563,Crawfordsville-TP1-4352,16,5,0.04402995337716134,-0.03422113907522604,-0.010729718098489873
Crawfordsville-TP1-4352_16_7,249.83333333333334,395.07575757575756,304.86742424242425,3655.878787878788,1513.6704545454545,311.54924242424244,Crawfordsville-TP1-4352,16,7,0.041821364644712256,-0.024342674177632053,-0.021014929545882126
Crawfordsville-TP1-4352_5_9,318.63492063492066,462.218253968254,353.82142857142856,3759.218253968254,1657.8373015873017,337.81349206349205,Crawfordsville-TP1-4352,5,9,0.04260944697577847,0.0607100278783657,0.008995490613516205
Crawfordsville-TP1-4353_33_45,279.38961038961037,442.995670995671,345.45887445887445,3845.5281385281387,1629.6666666666667,342.53246753246754,Crawfordsville-TP1-4353,33,45,0.043783648634361745,-0.0004827095367573728,0.0031162416790863085
Crawfordsville-TP1-4353_13_45,325.74891774891773,478.012987012987,379.3636363636364,3957.5021645021643,1702.1515151515152,365.28138528138527,Crawfordsville-TP1-4353,13,45,0.04477130969803386,0.014819454260284538,0.007673155939815688
Crawfordsville-TP1-4353_10_46,315.6320346320346,486.1082251082251,379.54545454545456,4146.493506493506,1783.9307359307359,381.16883116883116,Crawfordsville-TP1-4353,10,46,0.04712002336862558,0.01980478110628867,-0.023165831121888737
Crawfordsville-TP1-4353_19_45,251.0681818181818,382.52272727272725,307.6969696969697,3396.098484848485,1435.719696969697,289.99242424242425,Crawfordsville-TP1-4353,19,45,0.03870482546140856,0.0008562580128370287,0.01025171546313848
Crawfordsville-TP1-4352_20_7,272.76984126984127,419.9761904761905,320.8492063492063,3651.0158730158732,1577.1349206349207,324.42857142857144,Crawfordsville-TP1-4352,20,7,0.04163303399597926,0.03168685484964964,-0.029056078718696463
Crawfordsville-TP1-4352_13_9,286.718253968254,446.71031746031747,333.61507936507934,3787.4523809523807,1625.1309523809523,328.5674603174603,Crawfordsville-TP1-4352,13,9,0.04314345369764158,0.025683470152826602,0.02025970950180763
Crawfordsville-TP1-4353_29_45,270.98809523809524,421.4563492063492,328.1825396825397,3549.0873015873017,1545.0833333333333,321.96031746031747,Crawfordsville-TP1-4353,29,45,0.04035298924566602,0.035825425663431,-0.0046844607449419255
Crawfordsville-TP1-4351_12_17,239.78030303030303,372.28409090909093,295.6515151515151,3264.030303030303,1363.1174242424242,294.57954545454544,Crawfordsville-TP1-4351,12,17,0.037100436239308726,-0.022360034986822402,-0.002945414766776193
Crawfordsville-TP1-4351_4_19,270.2107438016529,413.72314049586777,339.801652892562,3921.181818181818,1585.4793388429753,340.40909090909093,Crawfordsville-TP1-4351,4,19,0.04473228790615435,-0.06967363675147434,-0.02730223245874326
Crawfordsville-TP1-4351_18_14,304.62698412698415,454.765873015873,354.2420634920635,3825.4484126984125,1622.968253968254,340.93650793650795,Crawfordsville-TP1-4351,18,14,0.04337794288852809,0.0001762214833823182,0.02567005112766473
Crawfordsville-TP1-4353_32_44,299.70661157024796,458.89669421487605,346.3801652892562,3738.1446280991736,1648.3264462809918,347.8264462809917,Crawfordsville-TP1-4353,32,44,0.04241360753494653,0.05554305509943572,-0.010908910435811858
Crawfordsville-TP1-4351_5_20,347.1168831168831,522.8658008658009,397.9307359307359,4187.744588744588,1815.891774891775,394.034632034632,Crawfordsville-TP1-4351,5,20,0.04733120662323682,0.028337757881824074,0.019583639559605594
Crawfordsville-TP1-4353_17_44,333.1168831168831,513.1688311688312,388.86580086580085,4333.675324675325,1845.8701298701299,379.15584415584414,Crawfordsville-TP1-4353,17,44,0.049275640476935494,0.013008677096887243,0.03263837613054015
Crawfordsville-TP1-4351_12_18,268.995867768595,416.3388429752066,337.6900826446281,4080.2975206611573,1616.0578512396694,343.4793388429752,Crawfordsville-TP1-4351,12,18,0.04665967636919857,-0.09768608356510243,-0.02588136804497454
Crawfordsville-TP1-4352_21_9,269.3968253968254,415.42857142857144,320.9920634920635,3815.472222222222,1613.2142857142858,322.19444444444446,Crawfordsville-TP1-4352,21,9,0.0436755651293664,0.00852846098472063,-0.03215645923932245
Crawfordsville-TP1-4351_17_20,267.3690476190476,413.16269841269843,317.3095238095238,3711.3015873015875,1548.2738095238096,316.29761904761904,Crawfordsville-TP1-4351,17,20,0.04236363550982401,-0.01439517083046799,-0.0012676184393451864
Crawfordsville-TP1-4351_19_19,284.88429752066116,439.88429752066116,350.400826446281,4118.962809917355,1666.9545454545455,343.08677685950414,Crawfordsville-TP1-4351,19,19,0.04704554969770719,-0.0636257694488423,0.008878921041662146
Crawfordsville-TP1-4353_17_45,317.9264069264069,485.46753246753246,378.01731601731603,4319.8441558441555,1814.7186147186146,378.1904761904762,Crawfordsville-TP1-4353,17,45,0.0492313549257017,-0.01055950146503698,-0.01686424052910639
Crawfordsville-TP1-4351_12_16,288.9563492063492,433.82142857142856,333.76190476190476,3465.3849206349205,1516.7896825396826,322.0595238095238,Crawfordsville-TP1-4351,12,16,0.039184882891562696,0.037904410808812954,0.02288117937940995
Crawfordsville-TP1-4352_4_7,293.66269841269843,465.7420634920635,345.7738095238095,3896.964285714286,1698.4642857142858,350.968253968254,Crawfordsville-TP1-4352,4,7,0.04437788153199292,0.046157954158799544,-0.0051393185556825914
Crawfordsville-TP1-4352_6_4,262.67424242424244,396.6969696969697,315.9734848484849,3671.098484848485,1510.7386363636363,312.99242424242425,Crawfordsville-TP1-4352,6,4,0.04189713617251658,-0.03555885385125835,-0.015528771033984335
Crawfordsville-TP1-4353_18_46,268.5,423.05371900826447,325.6776859504132,3728.103305785124,1565.3801652892562,332.26446280991735,Crawfordsville-TP1-4353,18,46,0.042476601711457444,-0.012496136921229663,-0.012627292915618435
Crawfordsville-TP1-4351_5_17,281.92148760330576,438.2685950413223,341.8677685950413,3790.0,1606.4586776859503,348.0165289256198,Crawfordsville-TP1-4351,5,17,0.04308076117442087,-0.004512945996743253,-0.020698244689151695
Crawfordsville-TP1-4353_17_43,266.8388429752066,422.3719008264463,330.21487603305786,3941.2024793388427,1615.5371900826447,324.2809917355372,Crawfordsville-TP1-4353,17,43,0.045106918088402795,-0.037967997515430944,0.008349933875389619
Crawfordsville-TP1-4353_20_42,268.0681818181818,408.2386363636364,315.8333333333333,3435.5151515151515,1486.9583333333333,310.18560606060606,Crawfordsville-TP1-4353,20,42,0.039032891979030836,0.027654193039269123,-0.0021118924270668703
Crawfordsville-TP1-4353_3_42,290.8888888888889,468.718253968254,355.50396825396825,3958.222222222222,1710.1904761904761,343.1825396825397,Crawfordsville-TP1-4353,3,42,0.045117010226392966,0.036074285949914305,0.03395512564486471
Crawfordsville-TP1-4352_8_8,272.21031746031747,430.5238095238095,324.6388888888889,3632.9285714285716,1560.7539682539682,325.18650793650795,Crawfordsville-TP1-4352,8,8,0.041339911318291234,0.020857130705768986,0.008014934837397918
Crawfordsville-TP1-4351_15_14,339.53246753246754,521.4458874458875,393.8874458874459,4312.9047619047615,1878.060606060606,388.961038961039,Crawfordsville-TP1-4351,15,14,0.04899711064866242,0.047098190154098794,0.008800210744985546
Crawfordsville-TP1-4352_9_7,287.09504132231405,447.6818181818182,344.495867768595,4011.301652892562,1674.7851239669421,332.2685950413223,Crawfordsville-TP1-4352,9,7,0.04582294739975946,-0.010698979449022077,0.02567330540227798
Crawfordsville-TP1-4352_13_6,379.02164502164504,537.4069264069265,401.5151515151515,4416.337662337663,1942.987012987013,393.04761904761904,Crawfordsville-TP1-4352,13,6,0.05011078962416052,0.0725172309704843,-0.011222010846280002
Crawfordsville-TP1-4353_6_46,262.07575757575756,401.7537878787879,314.7765151515151,3500.469696969697,1467.965909090909,300.6287878787879,Crawfordsville-TP1-4353,6,46,0.0398365062531032,-0.01053467880864081,0.02751138940244675
Crawfordsville-TP1-4351_14_18,293.4642857142857,445.32142857142856,343.18650793650795,3873.9206349206347,1614.329365079365,343.218253968254,Crawfordsville-TP1-4351,14,18,0.04403118146219989,-0.024505927811466353,0.006185927198713963
Crawfordsville-TP1-4353_19_44,263.6212121212121,386.1780303030303,309.04545454545456,3467.9848484848485,1440.4583333333333,302.0265151515151,Crawfordsville-TP1-4353,19,44,0.03945445914681796,-0.024987292356172065,-0.010238494770204472
Crawfordsville-TP1-4351_8_18,265.5206611570248,411.8595041322314,333.78512396694214,3581.6404958677685,1466.6404958677685,340.099173553719,Crawfordsville-TP1-4351,8,18,0.04053815937760495,-0.0626569069930017,-0.007359983630944217
Crawfordsville-TP1-4352_2_9,328.297520661157,483.7107438016529,376.68595041322317,3965.5454545454545,1700.099173553719,374.18595041322317,Crawfordsville-TP1-4352,2,9,0.04481253777647725,0.007132304918596705,-0.0007630278246665585
Crawfordsville-TP1-4353_18_44,292.6746031746032,441.3492063492063,342.2738095238095,3810.7341269841268,1603.4722222222222,327.50396825396825,Crawfordsville-TP1-4353,18,44,0.04333949533355004,-0.005630646534659874,0.029517659213480752
Crawfordsville-TP1-4353_34_46,263.71590909090907,401.875,305.6136363636364,3418.651515151515,1481.2386363636363,312.54924242424244,Crawfordsville-TP1-4353,34,46,0.03888604815248936,0.029577343296624033,-0.029550855784545263
Crawfordsville-TP1-4352_15_7,334.5194805194805,498.4891774891775,386.4891774891775,4187.978354978355,1777.5281385281385,367.6926406926407,Crawfordsville-TP1-4352,15,7,0.04750883059779839,0.00372252486062619,0.03955150345167243
Crawfordsville-TP1-4351_7_15,232.04545454545453,358.15909090909093,290.6401515151515,3398.439393939394,1360.6628787878788,288.5037878787879,Crawfordsville-TP1-4351,7,15,0.038786635648676404,-0.06991149393654787,-0.003967613290848672
Crawfordsville-TP1-4352_20_5,278.96031746031747,434.9563492063492,321.04761904761904,3768.3333333333335,1620.8214285714287,322.2738095238095,Crawfordsville-TP1-4352,20,5,0.04304109247320619,0.033819401427415775,-0.0019516046687132979
Crawfordsville-TP1-4353_19_43,331.3679653679654,480.64935064935065,368.64502164502164,4095.220779220779,1746.974025974026,362.27705627705626,Crawfordsville-TP1-4353,19,43,0.04650292189953099,0.013892974169063519,-0.003643499306589087
Crawfordsville-TP1-4351_19_14,307.6190476190476,452.0515873015873,356.43650793650795,3810.6190476190477,1621.7380952380952,341.8333333333333,Crawfordsville-TP1-4351,19,14,0.04318735199573612,0.003469516008185433,0.015254434700275621
Crawfordsville-TP1-4353_27_44,308.35064935064935,509.7359307359307,364.38961038961037,4468.411255411255,1896.3073593073593,361.76190476190476,Crawfordsville-TP1-4353,27,44,0.051215114029988185,0.02655788876509336,0.0461648536702264
Crawfordsville-TP1-4351_11_20,299.4834710743802,454.40495867768595,351.8719008264463,3923.504132231405,1650.8347107438017,347.2685950413223,Crawfordsville-TP1-4351,11,20,0.044595131348515636,-0.010111259364311809,0.00859766611931712
Crawfordsville-TP1-4351_16_13,278.3253968253968,433.734126984127,333.96031746031747,3941.6031746031745,1611.0595238095239,338.8174603174603,Crawfordsville-TP1-4351,16,13,0.0449600429419192,-0.04879901270711809,0.0011128222109567506
Crawfordsville-TP1-4352_4_8,294.1031746031746,447.57142857142856,345.57936507936506,3767.964285714286,1612.3015873015872,336.80555555555554,Crawfordsville-TP1-4352,4,8,0.042786317078075266,0.013777321398392656,0.01530479009796934
Crawfordsville-TP1-4351_10_19,248.6468253968254,386.531746031746,315.5833333333333,3721.6111111111113,1506.5,321.4642857142857,Crawfordsville-TP1-4351,10,19,0.04253723786450123,-0.062421983513872535,-0.03951031225665294
Crawfordsville-TP1-4353_34_45,269.0719696969697,405.8484848484849,310.95075757575756,3294.2651515151515,1447.280303030303,306.82954545454544,Crawfordsville-TP1-4353,34,45,0.037322150934408924,0.04234704758716318,-0.001593502776219854
Crawfordsville-TP1-4351_22_20,218.2310606060606,345.7537878787879,276.0,3225.1401515151515,1316.965909090909,280.50757575757575,Crawfordsville-TP1-4351,22,20,0.03682749924718506,-0.04404130712347234,-0.017900034191901365
Crawfordsville-TP1-4351_16_20,328.5584415584416,506.7142857142857,384.95238095238096,4474.675324675325,1887.3809523809523,382.17316017316017,Crawfordsville-TP1-4351,16,20,0.051059785748994856,0.0024357422520750135,0.003000047232605523
Crawfordsville-TP1-4351_11_15,284.4246031746032,437.18650793650795,334.01984126984127,3662.6111111111113,1586.75,336.1746031746032,Crawfordsville-TP1-4351,11,15,0.04160536117682644,0.029327083422017154,-0.012323381271431233
Crawfordsville-TP1-4352_14_5,312.56277056277054,489.1904761904762,377.67965367965365,4278.714285714285,1811.8831168831168,374.4761904761905,Crawfordsville-TP1-4352,14,5,0.048764824193358966,0.002844915231480033,0.001394198755651033
Crawfordsville-TP1-4352_5_5,293.06060606060606,454.034632034632,355.030303030303,4093.190476190476,1718.909090909091,356.87445887445887,Crawfordsville-TP1-4352,5,5,0.04671220474202845,-0.009697887043393683,-0.023737749053752914
Crawfordsville-TP1-4352_23_8,287.76623376623377,445.13852813852816,347.28138528138527,3979.5844155844156,1677.5021645021645,337.8874458874459,Crawfordsville-TP1-4352,23,8,0.04543150702184283,0.00024886693334576167,0.0028968382758192313
Crawfordsville-TP1-4351_22_16,285.05194805194805,444.84415584415586,343.98268398268397,3998.5194805194806,1660.6147186147186,338.75757575757575,Crawfordsville-TP1-4351,22,16,0.0456383753026918,-0.022786050868275644,0.01185223330387891
Crawfordsville-TP1-4353_30_45,236.78925619834712,381.47520661157023,303.8719008264463,3431.6363636363635,1437.206611570248,312.2107438016529,Crawfordsville-TP1-4353,30,45,0.03911735729487464,-0.019728203367790076,-0.030742377919595883
Crawfordsville-TP1-4351_16_14,343.8484848484849,504.72727272727275,401.4978354978355,4364.506493506494,1832.5194805194806,389.0952380952381,Crawfordsville-TP1-4351,16,14,0.04951667263243295,-0.018358952533603357,0.005205720624621885
Crawfordsville-TP1-4351_23_14,254.75757575757575,398.6818181818182,305.3219696969697,3512.2613636363635,1466.2613636363637,307.68939393939394,Crawfordsville-TP1-4351,23,14,0.040016622637499555,-0.017323390490438476,0.0025591897455238487
Crawfordsville-TP1-4351_22_14,269.3968253968254,413.12698412698415,323.83730158730157,3779.84126984127,1550.468253968254,316.42063492063494,Crawfordsville-TP1-4351,22,14,0.04314311869142035,-0.03865733255614265,0.011518568342899703
Crawfordsville-TP1-4351_3_18,308.94805194805195,475.2640692640693,379.1818181818182,4158.852813852814,1719.082251082251,375.3030303030303,Crawfordsville-TP1-4351,3,18,0.047210136453009935,-0.04634707698047418,0.009150699350877896
Crawfordsville-TP1-4352_16_8,288.6439393939394,424.5568181818182,334.71590909090907,3643.9242424242425,1545.7689393939395,321.86742424242425,Crawfordsville-TP1-4352,16,8,0.04137114849337435,0.0017368201398619033,0.007654604023477431
Crawfordsville-TP1-4351_23_16,342.2107438016529,512.7438016528926,386.3636363636364,4412.929752066116,1872.3512396694214,369.0165289256198,Crawfordsville-TP1-4351,23,16,0.050274442925927545,0.01602917134344607,0.03873947485461167
Crawfordsville-TP1-4353_20_46,288.6694214876033,449.1776859504132,348.0289256198347,3924.49173553719,1659.0578512396694,348.702479338843,Crawfordsville-TP1-4353,20,46,0.04468881974124807,-0.0026905114478562773,-0.007613099037668511
