file,Red,Green,Blue,NIR,RedEdge,DeepBlue,field,range,row,PC1,PC2,PC3
Lincoln-TP4-hybrids_9_39,742.4462809917355,671.0041322314049,493.53719008264466,2393.0206611570247,1662.388429752066,426.76446280991735,Lincoln-TP4-hybrids,9,39,0.04449124612631157,-0.08492622026355795,-0.06390158189038522
Lincoln-TP4-hybrids_7_27,795.9166666666666,690.9507575757576,495.655303030303,2333.685606060606,1721.246212121212,407.40909090909093,Lincoln-TP4-hybrids,7,27,0.043966045394752136,-0.05535616375670649,0.035308989935668764
Lincoln-TP4-hybrids_2_19,1162.1645021645022,909.021645021645,672.5064935064935,2303.779220779221,1869.8354978354978,540.1861471861472,Lincoln-TP4-hybrids,2,19,0.039826722902064605,0.02898378999568218,0.036260095581379125
Lincoln-TP4-hybrids_3_33,877.698347107438,735.5371900826447,536.1735537190083,2273.3553719008264,1695.5619834710744,442.6900826446281,Lincoln-TP4-hybrids,3,33,0.04146280158371693,-0.03463031449363988,-0.004673201035799026
Lincoln-TP4-hybrids_15_21,818.99173553719,782.8181818181819,537.1570247933885,2680.6611570247933,1993.1363636363637,440.6322314049587,Lincoln-TP4-hybrids,15,21,0.051514227874370676,-0.08262292460327013,0.14602099119033374
Lincoln-TP4-hybrids_8_6,1314.4718614718615,917.6060606060606,651.6017316017316,2445.125541125541,1990.6580086580086,498.34632034632034,Lincoln-TP4-hybrids,8,6,0.04378542488592241,0.06934667524844348,-0.03086329472409031
Lincoln-TP4-hybrids_15_5,1052.9242424242425,783.3901515151515,544.564393939394,2301.9242424242425,1789.371212121212,419.4318181818182,Lincoln-TP4-hybrids,15,5,0.042409368729741714,0.020075822301615334,-0.018726263267652334
Lincoln-TP4-hybrids_2_23,870.1468253968254,757.0198412698413,549.5674603174604,2448.3849206349205,1783.9444444444443,451.5674603174603,Lincoln-TP4-hybrids,2,23,0.04512949879395747,-0.055524309093010066,-0.012121596973000639
Lincoln-TP4-hybrids_2_34,892.7310606060606,720.0795454545455,519.1022727272727,2270.0719696969695,1688.4924242424242,408.4962121212121,Lincoln-TP4-hybrids,2,34,0.04191165818513574,-0.024226512114257488,-0.026323876054238537
Lincoln-TP4-hybrids_15_23,1202.6017316017317,947.2640692640692,669.1731601731602,2589.865800865801,2066.5844155844156,514.7272727272727,Lincoln-TP4-hybrids,15,23,0.04685473411344601,0.02103173337874731,0.0620922684359327
Lincoln-TP4-hybrids_8_35,850.6515151515151,686.185606060606,503.9810606060606,1983.5,1510.8598484848485,413.4280303030303,Lincoln-TP4-hybrids,8,35,0.03542833531939678,-0.010913990523167393,-0.016090384114436005
Lincoln-TP4-hybrids_7_22,1102.3801652892562,834.0578512396694,601.5785123966942,2213.3471074380163,1797.48347107438,468.11570247933884,Lincoln-TP4-hybrids,7,22,0.039475046858256146,0.03469365405036831,0.03883864346002264
Lincoln-TP4-hybrids_15_30,1028.8057851239669,816.8429752066115,583.9958677685951,2351.1611570247933,1815.4297520661157,465.93388429752065,Lincoln-TP4-hybrids,15,30,0.042551008435087696,-0.0009262368426744101,0.0045450079335509356
Lincoln-TP4-hybrids_5_38,951.468253968254,752.1944444444445,544.5119047619048,2318.84126984127,1741.9880952380952,430.37698412698415,Lincoln-TP4-hybrids,5,38,0.042529812193571354,-0.015450248078341063,-0.03104692167547699
Lincoln-TP4-hybrids_4_29,864.6322314049587,739.5743801652893,548.8636363636364,2398.995867768595,1733.8347107438017,453.7685950413223,Lincoln-TP4-hybrids,4,29,0.04385159097314401,-0.054489820994495224,-0.04593843778004189
Lincoln-TP4-hybrids_2_10,1292.6060606060605,921.5497835497836,656.987012987013,2594.082251082251,2066.038961038961,503.0779220779221,Lincoln-TP4-hybrids,2,10,0.04710652629397591,0.048105762680542966,-0.030822989598309716
