file_,Green_mean,Red_mean,NGRDI_mean,location,Green_mean_sat,Red_mean_sat,NGRDI_mean_sat
Crawfordsville-TP1-4353_23_43,115.78953786318009,76.36139282625935,-0.2008197237871824,Crawfordsville,514.88,333.165,-0.2295636227092865
Crawfordsville-TP1-4353_23_44,133.2126059959682,94.62434907668876,-0.1695876400916563,Crawfordsville,545.9154228855722,358.60696517412936,-0.2243803519431223
Crawfordsville-TP1-4353_23_45,119.04702100680844,80.22279654651624,-0.1882419228883015,Crawfordsville,532.9162790697675,340.7767441860465,-0.242947620056832
Crawfordsville-TP1-4353_23_46,117.83944562301242,78.3372139187764,-0.2033573307346293,Crawfordsville,523.3684210526316,330.1387559808612,-0.2455545492304176
Crawfordsville-TP1-4353_24_42,110.96732554427116,73.4724843498046,-0.197476426348926,Crawfordsville,500.1159420289855,325.6231884057971,-0.231244916190744
Crawfordsville-TP1-4353_24_43,116.52189761932544,74.95301014311407,-0.21866482216497,Crawfordsville,533.3592233009708,355.6941747572816,-0.2260043220661866
Crawfordsville-TP1-4353_24_44,141.1012532862026,107.7656962723492,-0.1327317474232735,Crawfordsville,600.4190476190477,408.7,-0.2096818827614273
Crawfordsville-TP1-4353_24_45,125.06440803272234,89.05887529029822,-0.1611874481354793,Crawfordsville,506.755,325.64,-0.2369650201870816
Crawfordsville-TP1-4353_24_46,116.02240268494188,80.5236119550739,-0.1765064522487375,Crawfordsville,489.395,316.22,-0.2265555784562899
Crawfordsville-TP1-4353_25_42,117.18110189172286,78.67052393832083,-0.1960124829265409,Crawfordsville,555.8669950738916,356.30541871921184,-0.2388453412210058
Crawfordsville-TP1-4353_25_43,139.4573141601376,100.69844416841838,-0.1692277444686807,Crawfordsville,578.6682464454976,377.7772511848341,-0.2379699993187403
Crawfordsville-TP1-4353_25_44,126.53635829673996,91.11819093549845,-0.1610587366600766,Crawfordsville,537.6135265700483,355.6038647342995,-0.2227017557560622
Crawfordsville-TP1-4353_25_45,136.54665929318796,98.00131841005356,-0.1685483246470933,Crawfordsville,549.4492753623189,351.8454106280193,-0.2441401160936068
Crawfordsville-TP1-4353_25_46,126.81545519404686,88.00500611814599,-0.1822146410091366,Crawfordsville,503.4858490566038,325.0188679245283,-0.2354708817358481
Crawfordsville-TP1-4353_26_42,117.1722531152332,81.64692941510737,-0.1874407724409326,Crawfordsville,492.65700483091786,317.81159420289856,-0.2318450795859236
Crawfordsville-TP1-4353_26_43,100.77191889946542,64.26446230863169,-0.2153947028363946,Crawfordsville,460.88,278.44,-0.2659731486916986
Crawfordsville-TP1-4353_26_44,120.40367714608588,78.37928749705291,-0.2119823485590815,Crawfordsville,523.795,327.105,-0.2511990217984435
Crawfordsville-TP1-4353_26_45,132.03752927565677,90.63270085821512,-0.1948466422144024,Crawfordsville,510.85645933014354,313.10526315789474,-0.2541443697357966
