file_,GRVI_mean,GRVI_median,GRVI_sum,NGRDI_mean,NGRDI_median,NGRDI_sum,Red_mean,Red_median,Red_sum,Green_mean,Green_median,Green_sum,Blue_mean,Blue_median,Blue_sum,GLI_mean,GLI_median,GLI_sum,field,range,row,plantDensity,combineYield,yieldPerAcre,totalStandCount,daysToAnthesis,GDDToAnthesis,daysToSilk,GDDToSilk,percentMoisture,percentStarch,percentProtein,percentOil,percentFiber,percentAsh,percentLodging,flagLeafHeight,location,Timepoint,exp,genotype
Scottsbluff-TP3-n150_10_10,0.1034936299116487,0.0963855421686747,16.455487155952145,-0.1034936299116487,-0.0963855421686747,-16.455487155952145,65.28301886792453,67.0,10380,79.23899371069183,81.0,12599,64.32704402515724,66.0,10228,0.1052195301569618,0.0990415335463258,16.729905294956925,Scottsbluff-TP3-n150,10,10,,,,,,,,,,,,,,,,,Scottsbluff,TP3,n150,PHB47 X 3IIH6
Scottsbluff-TP3-n150_10_11,0.0995555558077131,0.0958904109589041,15.92888892923411,-0.0995555558077131,-0.0958904109589041,-15.92888892923411,65.6,66.0,10496,79.45,80.0,12712,63.48125,64.0,10157,0.1065024382686064,0.1061093247588424,17.040390122977026,Scottsbluff-TP3-n150,10,11,,15.6,109.78,,66.0,1221.26,70.0,1309.51,9.45,67.97,10.59,4.05,1.07,1.3,,150.0,Scottsbluff,TP3,n150,LH145 X LH162
Scottsbluff-TP3-n150_10_12,0.13209205926693,0.1168831168831168,21.00263742344187,-0.13209205926693,-0.1168831168831168,-21.00263742344187,64.44025157232704,67.0,10246,81.99371069182389,84.0,13037,65.04402515723271,66.0,10342,0.1260495539424013,0.1149825783972125,20.041879076841813,Scottsbluff-TP3-n150,10,12,,22.63,150.17,,70.0,1309.51,76.0,1437.65,9.61,72.19,8.32,3.86,0.85,1.18,,180.0,Scottsbluff,TP3,n150,PHK76 X W606S
Scottsbluff-TP3-n150_10_13,0.1257942678364513,0.1157941437444543,20.12708285383222,-0.1257942678364513,-0.1157941437444543,-20.12708285383222,62.1,63.0,9936,78.1,79.5,12496,63.65,64.5,10184,0.1154885972959715,0.1083427994446548,18.478175567355454,Scottsbluff-TP3-n150,10,13,,24.61,165.53,,71.0,1328.45,77.0,1459.11,8.34,72.6,7.46,3.3,1.25,1.17,,183.0,Scottsbluff,TP3,n150,PHN46 X PHB47
Scottsbluff-TP3-n150_10_14,0.1405050171253596,0.1180340557275541,22.19979270580682,-0.1405050171253596,-0.1180340557275541,-22.19979270580682,62.5253164556962,63.0,9879,80.87341772151899,81.0,12778,64.64556962025317,66.0,10214,0.1276184619319864,0.1176470588235294,20.16371698525385,Scottsbluff-TP3-n150,10,14,,21.31,140.02,,74.0,1393.15,76.0,1437.65,8.43,70.42,7.72,3.62,1.34,1.21,,168.0,Scottsbluff,TP3,n150,LH74 X PHM49
Scottsbluff-TP3-n150_10_15,0.1353450278381311,0.12,21.51985942626285,-0.1353450278381311,-0.12,-21.51985942626285,61.125786163522015,63.0,9719,78.40880503144655,80.0,12467,62.905660377358494,65.0,10002,0.1233322955394505,0.1147540983606557,19.60983499077264,Scottsbluff-TP3-n150,10,15,,23.19,156.55,,78.0,1483.45,82.0,1573.4,8.11,71.84,8.88,3.84,1.52,1.24,,203.0,Scottsbluff,TP3,n150,LH123HT X 3IIH6
Scottsbluff-TP3-n150_10_16,0.1308508068029954,0.1254139072847682,20.936129088479277,-0.1308508068029954,-0.1254139072847682,-20.936129088479277,62.95625,63.0,10073,80.75625,81.0,12921,64.1875,65.0,10270,0.1237831774795769,0.1184522324769269,19.805308396732308,Scottsbluff-TP3-n150,10,16,,29.62,200.92,,68.0,1263.61,72.0,1350.26,9.0,72.07,8.21,3.44,1.52,1.3,,180.0,Scottsbluff,TP3,n150,PIONEER P0589 AMXT
Scottsbluff-TP3-n150_11_10,0.1184160771386931,0.1103500761035007,18.94657234219089,-0.1184160771386931,-0.1103500761035007,-18.94657234219089,62.06875,63.0,9931,77.8375,79.0,12454,61.525,63.0,9844,0.1193665551670288,0.1126294188974909,19.09864882672462,Scottsbluff-TP3-n150,11,10,,,,,,,,,,,,,,,,,Scottsbluff,TP3,n150,LH198 X PHZ51
Scottsbluff-TP3-n150_11_11,0.163776212362035,0.1478369592398099,26.2041939779256,-0.163776212362035,-0.1478369592398099,-26.2041939779256,59.2625,59.0,9482,80.75,81.0,12920,61.775,61.0,9884,0.1497509678135532,0.138732833957553,23.960154850168514,Scottsbluff-TP3-n150,11,11,,21.5,140.56,,84.0,1622.26,88.0,1717.51,11.07,72.73,6.81,4.17,1.06,1.27,,216.0,Scottsbluff,TP3,n150,2369 X PHZ51
Scottsbluff-TP3-n150_11_12,0.1264431150096881,0.1087985796014993,20.2308984015501,-0.1264431150096881,-0.1087985796014993,-20.2308984015501,63.54375,65.0,10167,79.875,81.0,12780,64.9125,65.0,10386,0.117174763471828,0.1046863584177017,18.74796215549249,Scottsbluff-TP3-n150,11,12,,23.53,166.16,,69.0,1286.36,76.0,1437.65,8.9,70.97,7.49,3.41,1.31,1.3,,175.0,Scottsbluff,TP3,n150,PHK76 X 3IIH6
