file_,GRVI_mean,GRVI_median,GRVI_sum,NGRDI_mean,NGRDI_median,NGRDI_sum,Red_mean,Red_median,Red_sum,Green_mean,Green_median,Green_sum,Blue_mean,Blue_median,Blue_sum,GLI_mean,GLI_median,GLI_sum,field,range,row,plantDensity,combineYield,yieldPerAcre,totalStandCount,daysToAnthesis,GDDToAnthesis,daysToSilk,GDDToSilk,percentMoisture,percentStarch,percentProtein,percentOil,percentFiber,percentAsh,percentLodging,flagLeafHeight,location,Timepoint,exp
Scottsbluff-TP5-n150_10_10,0.10465240630956087,0.07006369426751592,16.639732603220178,-0.10465240630956087,-0.07006369426751592,-16.639732603220178,60.9748427672956,62.0,9695,71.09433962264151,73.0,11304,59.71698113207548,61.0,9495,0.0941495242832735,0.081081081081081,14.969774361040493,Scottsbluff-TP5-n150,10,10,,,,,,,,,,,,,,,,,Scottsbluff,TP5,n150
Scottsbluff-TP5-n150_10_11,0.11874576059005289,0.09352517985611511,18.52433865204825,-0.11874576059005289,-0.09352517985611511,-18.52433865204825,61.52564102564103,63.0,9598,74.42307692307692,76.0,11610,59.46153846153846,61.0,9276,0.1149466414472254,0.102846367962647,17.931676065767164,Scottsbluff-TP5-n150,10,11,,15.6,109.78,,66.0,1221.26,70.0,1309.51,9.45,67.97,10.59,4.05,1.07,1.3,,150.0,Scottsbluff,TP5,n150
Scottsbluff-TP5-n150_10_12,0.11114926808081761,0.07792207792207792,17.116987284445912,-0.11114926808081761,-0.07792207792207792,-17.116987284445912,65.07792207792208,69.0,10022,77.48051948051948,80.0,11932,62.21428571428572,65.0,9581,0.1099524280511483,0.0921277169031794,16.932673919876848,Scottsbluff-TP5-n150,10,12,,22.63,150.17,,70.0,1309.51,76.0,1437.65,9.61,72.19,8.32,3.86,0.85,1.18,,180.0,Scottsbluff,TP5,n150
Scottsbluff-TP5-n150_10_13,0.11051986686664965,0.08176100628930817,17.462138964930645,-0.11051986686664965,-0.08176100628930817,-17.462138964930645,65.78481012658227,69.5,10394,78.84177215189874,82.0,12457,62.4873417721519,65.0,9873,0.1116661557339756,0.0987654320987654,17.643252605968147,Scottsbluff-TP5-n150,10,13,,24.61,165.53,,71.0,1328.45,77.0,1459.11,8.34,72.6,7.46,3.3,1.25,1.17,,183.0,Scottsbluff,TP5,n150
Scottsbluff-TP5-n150_10_14,0.09878882777168198,0.06666666666666667,15.114690649067342,-0.09878882777168198,-0.06666666666666667,-15.114690649067342,68.17647058823529,71.0,10431,79.14379084967321,81.0,12109,65.04575163398692,67.0,9952,0.0974117453339008,0.081967213114754,14.90399703608683,Scottsbluff-TP5-n150,10,14,,21.31,140.02,,74.0,1393.15,76.0,1437.65,8.43,70.42,7.72,3.62,1.34,1.21,,168.0,Scottsbluff,TP5,n150
Scottsbluff-TP5-n150_10_15,0.11991590687816105,0.08982035928143713,18.34713375235864,-0.11991590687816105,-0.08982035928143713,-18.34713375235864,66.67320261437908,71.0,10201,80.76470588235294,85.0,12357,65.09803921568627,68.0,9960,0.1118612850608196,0.0987654320987654,17.114776614305402,Scottsbluff-TP5-n150,10,15,,23.19,156.55,,78.0,1483.45,82.0,1573.4,8.11,71.84,8.88,3.84,1.52,1.24,,203.0,Scottsbluff,TP5,n150
Scottsbluff-TP5-n150_10_16,0.09151503767566084,0.06666666666666667,14.459375952754412,-0.09151503767566084,-0.06666666666666667,-14.459375952754412,66.37341772151899,70.0,10487,77.0379746835443,80.0,12172,63.41772151898734,67.0,10020,0.0925208912281877,0.079076479076479,14.61830081405367,Scottsbluff-TP5-n150,10,16,,29.62,200.92,,68.0,1263.61,72.0,1350.26,9.0,72.07,8.21,3.44,1.52,1.3,,180.0,Scottsbluff,TP5,n150
Scottsbluff-TP5-n150_11_10,0.11051680893828304,0.08360215053763441,17.682689430125286,-0.11051680893828304,-0.08360215053763441,-17.682689430125286,59.76875,62.0,9563,71.70625,74.0,11473,56.63125,57.5,9061,0.1116974048475336,0.1014660443100387,17.87158477560538,Scottsbluff-TP5-n150,11,10,,,,,,,,,,,,,,,,,Scottsbluff,TP5,n150
Scottsbluff-TP5-n150_11_11,0.1115518454032615,0.09322524609148813,17.402087882908795,-0.1115518454032615,-0.09322524609148813,-17.402087882908795,65.59615384615384,68.0,10233,79.91025641025641,80.0,12466,62.6474358974359,62.0,9773,0.1162780476563754,0.1080530444436311,18.13937543439457,Scottsbluff-TP5-n150,11,11,,21.5,140.56,,84.0,1622.26,88.0,1717.51,11.07,72.73,6.81,4.17,1.06,1.27,,216.0,Scottsbluff,TP5,n150
Scottsbluff-TP5-n150_11_12,0.08761356386038169,0.07300920691326118,13.667715962219544,-0.08761356386038169,-0.07300920691326118,-13.667715962219544,71.3076923076923,73.0,11124,82.3076923076923,84.0,12840,66.44871794871794,68.0,10366,0.0965213833329809,0.0909090909090909,15.05733579994502,Scottsbluff-TP5-n150,11,12,,23.53,166.16,,69.0,1286.36,76.0,1437.65,8.9,70.97,7.49,3.41,1.31,1.3,,175.0,Scottsbluff,TP5,n150
Scottsbluff-TP5-n150_11_13,0.11930545168730419,0.10220151052547002,18.85026136659406,-0.11930545168730419,-0.10220151052547002,-18.85026136659406,58.77215189873418,61.0,9286,72.40506329113924,74.0,11440,57.75949367088607,58.0,9126,0.1144035020337135,0.1103440888370487,18.075753321326733,Scottsbluff-TP5-n150,11,13,,23.93,165.46,,67.0,1240.4,72.0,1350.26,8.39,71.39,7.84,3.69,1.59,1.31,,170.0,Scottsbluff,TP5,n150
Scottsbluff-TP5-n150_11_14,0.09880416177683408,0.087248322147651,15.512253398962951,-0.09880416177683408,-0.087248322147651,-15.512253398962951,65.3312101910828,69.0,10257,77.87898089171975,80.0,12227,63.39490445859872,65.0,9953,0.0987785927520401,0.0980392156862745,15.50823906207031,Scottsbluff-TP5-n150,11,14,,22.94,156.92,,84.0,1622.26,88.0,1717.51,7.67,73.46,6.91,3.72,0.87,1.14,,193.0,Scottsbluff,TP5,n150
Scottsbluff-TP5-n150_11_15,0.11823349270770359,0.10294117647058823,18.562658355109463,-0.11823349270770359,-0.10294117647058823,-18.562658355109463,62.36942675159236,65.0,9792,75.90445859872611,76.0,11917,60.51592356687898,61.0,9501,0.1130180578428326,0.1104100946372239,17.743835081324722,Scottsbluff-TP5-n150,11,15,,26.71,180.53,,76.0,1437.65,80.0,1530.76,8.44,67.76,8.04,3.74,1.68,1.39,,178.0,Scottsbluff,TP5,n150
Scottsbluff-TP5-n150_11_16,0.11530061516738992,0.0958904109589041,17.871595350945437,-0.11530061516738992,-0.0958904109589041,-17.871595350945437,62.45806451612904,64.0,9681,75.4258064516129,78.0,11691,62.05806451612903,63.0,9619,0.1030766343538298,0.0958904109589041,15.97687832484362,Scottsbluff-TP5-n150,11,16,,20.11,140.86,,70.0,1309.51,73.0,1371.7,8.26,72.87,8.53,3.52,1.41,1.29,,173.0,Scottsbluff,TP5,n150
Scottsbluff-TP5-n150_12_10,0.12223652390909333,0.1111111111111111,19.313370777636745,-0.12223652390909333,-0.1111111111111111,-19.313370777636745,64.27215189873418,64.0,10155,79.79113924050633,81.0,12607,59.822784810126585,60.0,9452,0.1330770886412928,0.1260908025916274,21.026180005324264,Scottsbluff-TP5-n150,12,10,,,,,,,,,,,,,,,,,Scottsbluff,TP5,n150
Scottsbluff-TP5-n150_12_11,0.10974300956717496,0.07878787878787878,17.01016648291212,-0.10974300956717496,-0.07878787878787878,-17.01016648291212,67.67096774193548,70.0,10489,80.12258064516129,83.0,12419,62.78709677419355,65.0,9732,0.1162140192304659,0.0985915492957746,18.013172980722214,Scottsbluff-TP5-n150,12,11,,21.16,142.5,,78.0,1483.45,82.0,1573.4,10.21,70.86,7.8,3.57,1.8,1.41,,147.0,Scottsbluff,TP5,n150
Scottsbluff-TP5-n150_12_12,0.10575285492590537,0.08254716981132075,16.285939658589427,-0.10575285492590537,-0.08254716981132075,-16.285939658589427,71.58441558441558,73.0,11024,84.72077922077922,85.0,13047,66.57792207792208,66.5,10253,0.113985374985841,0.101316266151431,17.553747747819525,Scottsbluff-TP5-n150,12,12,,26.73,179.79,,78.0,1483.45,82.0,1573.4,10.06,71.26,7.75,3.42,1.72,1.38,,190.0,Scottsbluff,TP5,n150
Scottsbluff-TP5-n150_12_13,0.11804143572044035,0.09929577464788733,18.178381100947814,-0.11804143572044035,-0.09929577464788733,-18.178381100947814,58.98051948051948,61.0,9083,71.77272727272727,73.0,11053,57.06493506493506,57.0,8788,0.1156416362959505,0.1114711080169228,17.808811989576387,Scottsbluff-TP5-n150,12,13,,23.36,158.27,,70.0,1309.51,75.0,1414.31,8.52,71.92,7.75,3.65,1.33,1.29,,170.0,Scottsbluff,TP5,n150
Scottsbluff-TP5-n150_12_14,0.1157060420512784,0.08396946564885496,18.16584860205071,-0.1157060420512784,-0.08396946564885496,-18.16584860205071,69.87261146496816,71.0,10970,83.70063694267516,84.0,13141,66.4968152866242,67.0,10440,0.1157565742758727,0.1,18.17378216131202,Scottsbluff-TP5-n150,12,14,,29.74,192.0,,70.0,1309.51,73.0,1371.7,7.95,70.63,8.03,3.54,1.54,1.0,,183.0,Scottsbluff,TP5,n150
Scottsbluff-TP5-n150_12_15,0.09564636160867,0.0738255033557047,15.01647877256119,-0.09564636160867,-0.0738255033557047,-15.01647877256119,69.42038216560509,71.0,10899,80.43949044585987,83.0,12629,65.68789808917198,67.0,10313,0.0976496540181397,0.087378640776699,15.330995680847945,Scottsbluff-TP5-n150,12,15,,25.17,167.24,,70.0,1309.51,74.0,1393.15,8.09,70.27,8.88,4.07,1.57,1.37,,168.0,Scottsbluff,TP5,n150
Scottsbluff-TP5-n150_12_16,0.09907478298847933,0.07840103159252096,15.455666146202775,-0.09907478298847933,-0.07840103159252096,-15.455666146202775,65.71794871794872,67.0,10252,76.75,79.0,11973,63.31410256410256,65.0,9877,0.0954888441282334,0.0890651624654797,14.89625968400441,Scottsbluff-TP5-n150,12,16,,24.7,164.11,,69.0,1286.36,75.0,1414.31,9.01,70.28,7.8,3.92,1.61,1.14,,185.0,Scottsbluff,TP5,n150
Scottsbluff-TP5-n150_13_10,0.13819777526853352,0.11956521739130435,21.97344626769683,-0.13819777526853352,-0.11956521739130435,-21.97344626769683,70.96855345911949,70.0,11284,90.28930817610065,91.0,14356,64.00628930817611,63.0,10177,0.1551263201251208,0.1460055096418732,24.66508489989421,Scottsbluff-TP5-n150,13,10,,,,,,,,,,,,,,,,,Scottsbluff,TP5,n150
Scottsbluff-TP5-n150_13_11,0.1290095265769287,0.07514450867052024,19.738457566270093,-0.1290095265769287,-0.07514450867052024,-19.738457566270093,73.13725490196079,79.0,11190,86.39869281045752,90.0,13219,67.54248366013071,70.0,10334,0.1278016562219332,0.0975609756097561,19.55365340195579,Scottsbluff-TP5-n150,13,11,,18.99,117.32,,79.0,1509.4,83.0,1596.86,10.8,71.29,7.41,4.12,1.77,1.32,,198.0,Scottsbluff,TP5,n150
Scottsbluff-TP5-n150_13_12,0.13255012050502737,0.10714285714285714,20.8103689192893,-0.13255012050502737,-0.10714285714285714,-20.8103689192893,68.92993630573248,69.0,10822,86.72611464968153,86.0,13616,64.15286624203821,65.0,10072,0.1418562575270766,0.1272727272727272,22.27143243175103,Scottsbluff-TP5-n150,13,12,,22.83,158.6,,80.0,1530.76,84.0,1622.26,8.58,71.64,7.95,3.8,2.34,1.58,,185.0,Scottsbluff,TP5,n150
Scottsbluff-TP5-n150_13_13,0.1248284925314962,0.0975609756097561,19.97255880503939,-0.1248284925314962,-0.0975609756097561,-19.97255880503939,67.7625,70.0,10842,83.21875,86.0,13315,64.425,66.0,10308,0.1245989324255196,0.1107963487566887,19.935829188083147,Scottsbluff-TP5-n150,13,13,,23.42,148.71,,76.0,1437.65,80.0,1530.76,8.63,71.73,8.11,3.72,0.76,1.12,,163.0,Scottsbluff,TP5,n150
Scottsbluff-TP5-n150_13_14,0.09994813644410258,0.09521595611139523,15.991701831056414,-0.09994813644410258,-0.09521595611139523,-15.991701831056414,62.9625,64.0,10074,75.4,78.0,12064,62.11875,63.0,9939,0.0955811069097038,0.0973475732049739,15.29297710555261,Scottsbluff-TP5-n150,13,14,,28.09,186.18,,83.0,1596.86,88.0,1717.51,7.86,71.57,8.03,3.94,0.85,1.06,,211.0,Scottsbluff,TP5,n150
Scottsbluff-TP5-n150_13_15,0.0957392484346132,0.08,15.2225405011035,-0.0957392484346132,-0.08,-15.2225405011035,66.44025157232704,68.0,10564,78.26415094339623,80.0,12444,62.50943396226416,63.0,9939,0.1039552053044574,0.0974729241877256,16.528877643408734,Scottsbluff-TP5-n150,13,15,,27.51,173.1,,82.0,1573.4,87.0,1693.76,8.57,70.28,8.83,4.06,1.29,1.28,,165.0,Scottsbluff,TP5,n150
Scottsbluff-TP5-n150_13_16,0.09629843036587803,0.07792207792207792,15.407748858540485,-0.09629843036587803,-0.07792207792207792,-15.407748858540485,65.1875,67.0,10430,76.925,78.5,12308,63.0125,65.0,10082,0.0969055603872953,0.0880243336005097,15.504889661967264,Scottsbluff-TP5-n150,13,16,,21.95,139.91,,75.0,1414.31,79.0,1509.4,10.87,70.75,7.95,3.57,2.41,1.46,,196.0,Scottsbluff,TP5,n150
Scottsbluff-TP5-n150_14_10,0.1349770411767659,0.11655395471920024,21.596326588282544,-0.1349770411767659,-0.11655395471920024,-21.596326588282544,69.08125,70.0,11053,87.575,89.0,14012,62.06875,62.0,9931,0.1543481502612466,0.1381411609355889,24.69570404179946,Scottsbluff-TP5-n150,14,10,,,,,,,,,,,,,,,,,Scottsbluff,TP5,n150
Scottsbluff-TP5-n150_14_11,0.15078885752034538,0.1325493612078978,24.126217203255262,-0.15078885752034538,-0.1325493612078978,-24.126217203255262,69.35625,70.5,11097,91.21875,93.0,14595,65.66875,67.0,10507,0.156843836193904,0.1485998193315266,25.09501379102465,Scottsbluff-TP5-n150,14,11,,18.36,116.13,,82.0,1573.4,87.0,1693.76,10.18,73.0,7.73,4.14,0.85,1.26,,178.0,Scottsbluff,TP5,n150
Scottsbluff-TP5-n150_14_12,0.12048108616284739,0.07103825136612021,18.43360618291565,-0.12048108616284739,-0.07103825136612021,-18.43360618291565,74.13071895424837,83.0,11342,88.33986928104575,94.0,13516,68.41176470588235,74.0,10467,0.1246825129886609,0.0982658959537572,19.07642448726512,Scottsbluff-TP5-n150,14,12,,14.88,104.83,,69.0,1286.36,75.0,1414.31,8.86,71.79,9.04,2.75,1.34,1.23,,198.0,Scottsbluff,TP5,n150
Scottsbluff-TP5-n150_14_13,0.10912936076690025,0.09791343578175667,17.24243900117024,-0.10912936076690025,-0.09791343578175667,-17.24243900117024,72.81012658227849,75.5,11504,88.12025316455696,90.0,13923,66.81645569620254,68.0,10557,0.1226156387104402,0.1192722371967655,19.373270916249552,Scottsbluff-TP5-n150,14,13,,28.23,188.72,,83.0,1596.86,87.0,1693.76,8.78,71.03,6.2,3.48,2.59,1.55,,188.0,Scottsbluff,TP5,n150
Scottsbluff-TP5-n150_14_14,0.09961600413166037,0.0641025641025641,15.340864636275697,-0.09961600413166037,-0.0641025641025641,-15.340864636275697,66.3051948051948,69.5,10211,76.67532467532467,80.0,11808,62.63636363636363,65.0,9646,0.0986982451598583,0.0838709677419354,15.199529754618178,Scottsbluff-TP5-n150,14,14,,18.38,122.57,,84.0,1622.26,88.0,1717.51,10.1,73.09,7.26,3.54,1.18,1.28,,188.0,Scottsbluff,TP5,n150
Scottsbluff-TP5-n150_14_15,0.10132779133400382,0.087248322147651,16.111118822106608,-0.10132779133400382,-0.087248322147651,-16.111118822106608,64.72327044025157,65.0,10291,77.33333333333333,79.0,12296,61.672955974842765,62.0,9806,0.1058850551637586,0.1023622047244094,16.83572377103763,Scottsbluff-TP5-n150,14,15,,23.28,155.82,,71.0,1328.45,76.0,1437.65,8.74,70.68,8.74,2.92,1.38,1.26,,185.0,Scottsbluff,TP5,n150
Scottsbluff-TP5-n150_14_16,0.10122915991898909,0.0683651804670913,16.196665587038254,-0.10122915991898909,-0.0683651804670913,-16.196665587038254,66.65,70.0,10664,77.48125,80.0,12397,64.16875,66.5,10267,0.0957614567465747,0.0807334665855566,15.321833079451958,Scottsbluff-TP5-n150,14,16,,24.85,159.01,,69.0,1286.36,74.0,1393.15,10.32,72.06,7.44,3.82,1.59,1.25,,147.0,Scottsbluff,TP5,n150
Scottsbluff-TP5-n150_15_10,0.13800390116233216,0.1254139072847682,21.80461638364848,-0.13800390116233216,-0.1254139072847682,-21.80461638364848,73.36075949367088,74.0,11591,94.0126582278481,95.5,14854,66.32911392405063,66.0,10480,0.1565005161938215,0.1463992359121299,24.7270815586238,Scottsbluff-TP5-n150,15,10,,,,,,,,,,,,,,,,,Scottsbluff,TP5,n150
Scottsbluff-TP5-n150_15_11,0.12259851383884414,0.09851566402626133,19.370565186537373,-0.12259851383884414,-0.09851566402626133,-19.370565186537373,70.90506329113924,74.0,11203,87.67721518987342,90.0,13853,64.24683544303798,66.0,10151,0.1384782366053696,0.1233119483925849,21.879561383648404,Scottsbluff-TP5-n150,15,11,,11.45,80.01,,74.0,1393.15,79.0,1509.4,8.85,72.23,7.22,3.44,1.85,1.43,,160.0,Scottsbluff,TP5,n150
Scottsbluff-TP5-n150_15_12,0.12495891069791784,0.09876543209876543,19.993425711666855,-0.12495891069791784,-0.09876543209876543,-19.993425711666855,66.875,69.0,10700,82.85,84.0,13256,63.325,65.0,10132,0.1294368869634711,0.1149104813494513,20.709901914155385,Scottsbluff-TP5-n150,15,12,,21.75,153.06,,65.0,1198.11,70.0,1309.51,7.1,71.81,8.23,4.14,0.91,1.0,,185.0,Scottsbluff,TP5,n150
Scottsbluff-TP5-n150_15_13,0.10307903603451486,0.08641975308641975,16.183408657418834,-0.10307903603451486,-0.08641975308641975,-16.183408657418834,72.43949044585987,74.0,11373,86.49044585987261,86.0,13579,67.21019108280255,68.0,10552,0.1147682905873892,0.1061093247588424,18.01862162222011,Scottsbluff-TP5-n150,15,13,,22.76,156.07,,76.0,1437.65,80.0,1530.76,7.83,71.87,7.0,3.97,2.03,1.5,,175.0,Scottsbluff,TP5,n150
Scottsbluff-TP5-n150_15_14,0.10627133688807947,0.087248322147651,16.684599891428476,-0.10627133688807947,-0.087248322147651,-16.684599891428476,67.6687898089172,69.0,10624,80.95541401273886,83.0,12710,65.49044585987261,67.0,10282,0.1058884601863681,0.0955414012738853,16.6244882492598,Scottsbluff-TP5-n150,15,14,,28.42,184.18,,81.0,1552.11,85.0,1646.06,9.19,70.64,8.77,3.49,1.59,1.33,,173.0,Scottsbluff,TP5,n150
