,file_,Red_mean,Red_median,Red_sum,Green_mean,Green_median,Green_sum,Blue_mean,Blue_median,Blue_sum,GLI_mean,GLI_median,GLI_sum,NGRDI_mean,NGRDI_median,NGRDI_sum,field,range,row,plantDensity,combineYield,yieldPerAcre,totalStandCount,daysToAnthesis,GDDToAnthesis,daysToSilk,GDDToSilk,percentMoisture,percentStarch,percentProtein,percentOil,percentFiber,percentAsh,percentLodging,flagLeafHeight,location,Timepoint,exp
258,Crawfordsville-TP5-4352_20_4,100.845,102.0,20169,87.15,90.5,17430,78.06,79.0,15612,-0.0151404975245865,-0.0109417572893173,-3.0280995049173023,-0.0761602801201479,-0.0704259595435684,-15.232056024029584,Crawfordsville-TP5-4352,20,4,34500.0,15.85,147.07,69.0,,,,,,,,,,,7.25,227.0,Crawfordsville,TP5,4352
259,Crawfordsville-TP5-4352_20_5,107.01,109.0,21402,94.61,97.0,18922,84.32,86.0,16864,-0.0060995243826692,-0.0049261083743842,-1.2199048765338492,-0.0625340751627009,-0.0612244897959183,-12.506815032540196,Crawfordsville-TP5-4352,20,5,32000.0,15.0,139.97,64.0,,,,,,,,,,,15.62,251.0,Crawfordsville,TP5,4352
260,Crawfordsville-TP5-4352_20_6,108.18,109.5,21636,93.35,94.0,18670,82.66,83.0,16532,-0.0120107539380346,-0.0096029746174174,-2.4021507876069386,-0.0757752187195758,-0.0730436991869918,-15.155043743915178,Crawfordsville-TP5-4352,20,6,31500.0,18.4,169.57,63.0,,,,,,,,,,,0.0,262.0,Crawfordsville,TP5,4352
261,Crawfordsville-TP5-4352_20_7,96.215,96.5,19243,82.74,84.0,16548,76.46,77.0,15292,-0.0252378813707356,-0.0193192926330756,-5.047576274147128,-0.0799191231671894,-0.073170731707317,-15.983824633437894,Crawfordsville-TP5-4352,20,7,35000.0,20.65,184.88,70.0,,,,,,,,,,,5.71,234.0,Crawfordsville,TP5,4352
262,Crawfordsville-TP5-4352_20_8,103.085,105.0,20617,89.345,91.0,17869,81.04,83.0,16208,-0.0183367566181556,-0.0137937595129375,-3.6673513236311295,-0.0753435706102338,-0.0709183889100207,-15.06871412204676,Crawfordsville-TP5-4352,20,8,30000.0,15.93,147.65,60.0,,,,,,,,,,,25.0,252.0,Crawfordsville,TP5,4352
263,Crawfordsville-TP5-4352_20_9,101.02926829268291,106.0,20711,88.30243902439024,92.0,18102,79.99512195121952,83.0,16399,-0.0139800969933601,-0.0119047619047619,-2.8659198836388344,-0.0693464547916025,-0.0659340659340659,-14.21602323227853,Crawfordsville-TP5-4352,20,9,29000.0,16.12,148.22,58.0,,,,,,,,,,,3.45,195.0,Crawfordsville,TP5,4352
264,Crawfordsville-TP5-4352_21_2,102.20952380952382,109.0,21464,88.97619047619048,95.0,18685,78.33809523809524,83.0,16451,-0.0129063969976747,-0.0069767819187772,-2.7103433695116914,-0.0770658741071358,-0.0680628272251308,-16.183833562498535,Crawfordsville-TP5-4352,21,2,29000.0,11.53,114.51,58.0,,,,,,,,,,,20.69,206.0,Crawfordsville,TP5,4352
265,Crawfordsville-TP5-4352_21_3,110.55924170616112,112.0,23328,97.82938388625593,99.0,20642,88.01895734597156,88.0,18572,-0.0117165758601576,-0.008695652173913,-2.472197506493274,-0.0657896862433323,-0.0625,-13.881623797343115,Crawfordsville-TP5-4352,21,3,,,,,,,,,,,,,,,,,Crawfordsville,TP5,4352
266,Crawfordsville-TP5-4352_21_4,102.12162162162164,102.0,22671,87.25225225225225,87.0,19370,78.6036036036036,79.0,17450,-0.0225321930943213,-0.0157871125321332,-5.002146866939346,-0.0850608912880005,-0.0761069340016708,-18.88351786593611,Crawfordsville-TP5-4352,21,4,28500.0,17.61,158.77,57.0,,,,,,,,,,,8.77,236.0,Crawfordsville,TP5,4352
267,Crawfordsville-TP5-4352_21_5,94.27981651376147,96.0,20553,81.25688073394495,82.5,17714,74.88073394495413,76.0,16324,-0.0223042532586777,-0.0196630764982049,-4.862327210391755,-0.0769284938377218,-0.0733085296954664,-16.77041165662336,Crawfordsville-TP5-4352,21,5,34500.0,15.04,140.66,69.0,,,,,,,,,,,0.0,230.0,Crawfordsville,TP5,4352
268,Crawfordsville-TP5-4352_21_6,104.94761904761904,109.0,22039,90.12380952380953,93.0,18926,81.4095238095238,84.0,17096,-0.0222963475574628,-0.0130551862835327,-4.682232987067203,-0.0831462121498369,-0.071279139270771,-17.46070455146575,Crawfordsville-TP5-4352,21,6,34500.0,25.71,231.8,69.0,,,,,,,,,,,2.9,228.0,Crawfordsville,TP5,4352
269,Crawfordsville-TP5-4352_21_7,94.1,96.0,19761,81.86666666666666,83.0,17192,75.83809523809524,77.5,15926,-0.0228789638510046,-0.0153846153846153,-4.80458240871097,-0.0741188570832642,-0.0666666666666666,-15.564959987485498,Crawfordsville-TP5-4352,21,7,31000.0,6.98,69.54,62.0,,,,,,,,,,,0.0,185.0,Crawfordsville,TP5,4352
270,Crawfordsville-TP5-4352_21_8,101.78571428571428,105.0,21375,87.31428571428572,91.0,18336,79.88095238095238,82.0,16775,-0.0248745379314885,-0.0188679245283018,-5.223652965612592,-0.082935159464526,-0.0729490022172948,-17.416383487550466,Crawfordsville-TP5-4352,21,8,29000.0,17.03,152.83,58.0,,,,,,,,,,,3.45,223.0,Crawfordsville,TP5,4352
271,Crawfordsville-TP5-4352_21_9,104.35238095238095,108.0,21914,90.75238095238096,94.5,19058,82.86666666666666,85.0,17402,-0.0172280002490521,-0.0155457108336689,-3.617880052300951,-0.0719978836660947,-0.0697674418604651,-15.119555569879902,Crawfordsville-TP5-4352,21,9,31000.0,12.54,121.64,62.0,,,,,,,,,,,6.45,262.0,Crawfordsville,TP5,4352
272,Crawfordsville-TP5-4352_22_2,100.565,101.5,20113,88.295,90.0,17659,79.2,80.0,15840,-0.01178305014362,-0.006818217036245,-2.356610028724005,-0.0686526703235238,-0.0626509661835748,-13.730534064704774,Crawfordsville-TP5-4352,22,2,30500.0,13.01,125.37,61.0,,,,,,,,,,,29.51,227.0,Crawfordsville,TP5,4352
273,Crawfordsville-TP5-4352_22_3,101.585,102.5,20317,88.525,90.0,17705,79.41,80.0,15882,-0.0125830489421509,-0.0093168600445588,-2.516609788430197,-0.0710520456352079,-0.0674916489523231,-14.210409127041588,Crawfordsville-TP5-4352,22,3,31000.0,16.12,148.9,62.0,,,,,,,,,,,0.0,213.0,Crawfordsville,TP5,4352
274,Crawfordsville-TP5-4352_22_4,106.28,111.0,21256,92.405,96.0,18481,81.635,85.0,16327,-0.0104118993814211,-0.0075472772841193,-2.0823798762842367,-0.0729533282131715,-0.0676820888685295,-14.59066564263432,Crawfordsville-TP5-4352,22,4,27000.0,17.0,156.13,54.0,,,,,,,,,,,14.81,189.0,Crawfordsville,TP5,4352
275,Crawfordsville-TP5-4352_22_5,112.57142857142856,115.0,22852,97.3743842364532,102.0,19767,86.01477832512315,89.0,17461,-0.0114501865069354,-0.0089285714285714,-2.3243878609078905,-0.0755683803643559,-0.0697674418604651,-15.340381213964262,Crawfordsville-TP5-4352,22,5,28500.0,19.03,165.77,57.0,,,,,,,,,,,0.0,247.0,Crawfordsville,TP5,4352
276,Crawfordsville-TP5-4352_22_6,100.44339622641508,101.0,21294,87.9245283018868,89.0,18640,78.91981132075472,80.0,16731,-0.0107405958748436,-0.0082538601271571,-2.277006325466848,-0.0676372931475591,-0.0656336005743687,-14.339106147282536,Crawfordsville-TP5-4352,22,6,27000.0,17.04,155.78,54.0,,,,,,,,,,,3.7,233.0,Crawfordsville,TP5,4352
277,Crawfordsville-TP5-4352_22_7,98.84878048780487,101.0,20264,84.67317073170732,89.0,17358,77.59512195121951,80.0,15907,-0.0264919073013224,-0.0177215189873417,-5.430840996771094,-0.0848606699458635,-0.0729166666666666,-17.396437338902018,Crawfordsville-TP5-4352,22,7,31000.0,18.41,170.44,62.0,,,,,,,,,,,8.06,225.0,Crawfordsville,TP5,4352
278,Crawfordsville-TP5-4352_22_8,106.57,109.0,21314,90.89,94.0,18178,82.165,84.0,16433,-0.0208579899196078,-0.0186791277258566,-4.171597983921568,-0.0826025352590215,-0.0769230769230769,-16.520507051804312,Crawfordsville-TP5-4352,22,8,,,,,,,,,,,,,,,,,Crawfordsville,TP5,4352
279,Crawfordsville-TP5-4352_22_9,100.695,103.0,20139,86.42,90.5,17284,77.985,81.0,15597,-0.019827713799743,-0.0142055773033617,-3.9655427599486153,-0.0810609804039292,-0.0729490022172948,-16.212196080785844,Crawfordsville-TP5-4352,22,9,31000.0,16.44,149.61,62.0,,,,,,,,,,,9.68,240.0,Crawfordsville,TP5,4352
280,Crawfordsville-TP5-4352_23_2,104.29,105.0,20858,90.095,91.0,18019,81.76,83.0,16352,-0.0178771880128761,-0.0145634499823259,-3.57543760257523,-0.0757240768314158,-0.0714285714285714,-15.14481536628317,Crawfordsville-TP5-4352,23,2,29500.0,17.15,154.81,59.0,,,,,,,,,,,3.39,214.0,Crawfordsville,TP5,4352
281,Crawfordsville-TP5-4352_23_3,97.93,101.0,19586,83.74,86.0,16748,76.895,79.0,15379,-0.0270291701266696,-0.0180259635767225,-5.405834025333927,-0.0847099326956011,-0.0738335738335738,-16.941986539120233,Crawfordsville-TP5-4352,23,3,27500.0,21.32,191.1,55.0,,,,,,,,,,,0.0,221.0,Crawfordsville,TP5,4352
282,Crawfordsville-TP5-4352_23_4,107.36,111.0,21472,91.43,96.0,18286,83.16,85.0,16632,-0.0284629872117477,-0.0192928039702233,-5.692597442349556,-0.0893101861517911,-0.0769230769230769,-17.862037230358236,Crawfordsville-TP5-4352,23,4,33000.0,18.41,162.69,66.0,,,,,,,,,,,0.0,214.0,Crawfordsville,TP5,4352
283,Crawfordsville-TP5-4352_23_5,104.59,105.0,20918,89.02,90.0,17804,81.17,82.0,16234,-0.023042116991703,-0.0214560520864161,-4.60842339834061,-0.0830453270634095,-0.0804796226791111,-16.60906541268191,Crawfordsville-TP5-4352,23,5,31500.0,22.52,205.17,63.0,,,,,,,,,,,3.17,234.0,Crawfordsville,TP5,4352
284,Crawfordsville-TP5-4352_23_6,106.775,110.0,21355,92.35,94.5,18470,82.61,84.0,16522,-0.0152234363729078,-0.0119284765699108,-3.044687274581576,-0.076597418429678,-0.0697674418604651,-15.319483685935609,Crawfordsville-TP5-4352,23,6,30000.0,16.8,152.71,60.0,,,,,,,,,,,0.0,216.0,Crawfordsville,TP5,4352
285,Crawfordsville-TP5-4352_23_7,98.56521739130434,101.0,20403,84.27536231884058,87.0,17445,78.38164251207729,79.0,16225,-0.0274357267827774,-0.0226700251889168,-5.679195444034937,-0.08170220742792,-0.0758620689655172,-16.91235693757945,Crawfordsville-TP5-4352,23,7,30500.0,16.99,158.19,61.0,,,,,,,,,,,0.0,214.0,Crawfordsville,TP5,4352
286,Crawfordsville-TP5-4352_23_8,106.7887323943662,106.0,22746,92.17840375586854,92.0,19634,82.96244131455398,82.0,17671,-0.0167659843493408,-0.0123456790123456,-3.5711546664095986,-0.0768309178123781,-0.0718954248366013,-16.36498549403655,Crawfordsville-TP5-4352,23,8,27000.0,18.91,165.32,54.0,,,,,,,,,,,3.7,208.0,Crawfordsville,TP5,4352
287,Crawfordsville-TP5-4352_23_9,100.6,100.5,20120,86.45,86.0,17290,76.845,77.0,15369,-0.0147647028782891,-0.010752688172043,-2.9529405756578297,-0.0784376474604333,-0.0743801652892562,-15.687529492086671,Crawfordsville-TP5-4352,23,9,34000.0,19.71,182.48,68.0,,,,,,,,,,,4.41,225.0,Crawfordsville,TP5,4352
288,Crawfordsville-TP5-4352_2_2,103.39,105.0,20678,88.945,90.0,17789,80.43,82.0,16086,-0.0175495037451529,-0.0161294984824396,-3.509900749030588,-0.0766133528732373,-0.0737423496044185,-15.322670574647464,Crawfordsville-TP5-4352,2,2,17000.0,20.19,182.67,34.0,,,,,,,,,,,0.0,219.0,Crawfordsville,TP5,4352
289,Crawfordsville-TP5-4352_2_3,104.925,103.0,20985,90.3,90.0,18060,79.815,78.0,15963,-0.012710465309773,-0.0114942528735632,-2.542093061954602,-0.0772343373464568,-0.075268817204301,-15.446867469291366,Crawfordsville-TP5-4352,2,3,,,,,,,,,,,,,,,,,Crawfordsville,TP5,4352
290,Crawfordsville-TP5-4352_2_4,99.39,100.5,19878,85.53,86.0,17106,78.455,78.5,15691,-0.0255478079511909,-0.0180259635767225,-5.109561590238188,-0.0814033969144007,-0.0738916256157635,-16.280679382880148,Crawfordsville-TP5-4352,2,4,27000.0,16.24,148.47,54.0,,,,,,,,,,,0.0,233.0,Crawfordsville,TP5,4352
291,Crawfordsville-TP5-4352_2_5,107.205,109.0,21441,92.4,94.0,18480,81.725,82.0,16345,-0.0117990627274648,-0.011050061050061,-2.359812545492968,-0.075842619206147,-0.0736689766496896,-15.1685238412294,Crawfordsville-TP5-4352,2,5,,,,,,,,,,,,,,,,,Crawfordsville,TP5,4352
292,Crawfordsville-TP5-4352_2_6,101.9,105.0,20380,88.125,91.0,17625,80.2,82.5,16040,-0.0182325644787212,-0.0160427807486631,-3.646512895744242,-0.0748169894136931,-0.0710839792395454,-14.96339788273863,Crawfordsville-TP5-4352,2,6,32500.0,19.46,181.18,65.0,,,,,,,,,,,4.62,231.0,Crawfordsville,TP5,4352
293,Crawfordsville-TP5-4352_2_7,106.22,107.0,21244,92.945,94.0,18589,84.495,84.0,16899,-0.0140470175595622,-0.0130551862835327,-2.809403511912444,-0.0681632603768306,-0.0657539182129346,-13.632652075366124,Crawfordsville-TP5-4352,2,7,30500.0,15.7,145.19,61.0,,,,,,,,,,,0.0,217.0,Crawfordsville,TP5,4352
294,Crawfordsville-TP5-4352_2_8,101.9326923076923,102.0,21202,89.73076923076923,90.5,18664,80.65384615384616,81.0,16776,-0.0098440790216761,-0.0085470085470085,-2.0475684365086453,-0.065332734835666,-0.0628571428571428,-13.58920884581853,Crawfordsville-TP5-4352,2,8,29500.0,18.1,164.14,59.0,,,,,,,,,,,6.78,226.0,Crawfordsville,TP5,4352
295,Crawfordsville-TP5-4352_2_9,103.80861244019138,105.0,21696,89.94736842105263,91.0,18799,81.66985645933015,83.0,17069,-0.0167526462704529,-0.015228426395939,-3.5013030705246684,-0.0733604406582698,-0.0711297071129707,-15.332332097578403,Crawfordsville-TP5-4352,2,9,29000.0,18.33,164.88,58.0,,,,,,,,,,,0.0,238.0,Crawfordsville,TP5,4352
296,Crawfordsville-TP5-4352_3_2,99.15458937198068,100.0,20525,87.20772946859903,87.0,18052,79.40096618357488,79.0,16436,-0.0125671044079164,-0.0108695652173913,-2.6013906124387134,-0.0650082901736087,-0.0628019323671497,-13.456716065937012,Crawfordsville-TP5-4352,3,2,30500.0,16.29,148.93,61.0,,,,,,,,,,,3.28,238.0,Crawfordsville,TP5,4352
297,Crawfordsville-TP5-4352_3_3,103.43,103.0,20686,90.465,91.0,18093,81.815,82.5,16363,-0.0138328202289775,-0.0099504950495049,-2.7665640457955,-0.0695455056120463,-0.0646766169154228,-13.90910112240927,Crawfordsville-TP5-4352,3,3,31500.0,16.62,152.82,63.0,,,,,,,,,,,0.0,233.0,Crawfordsville,TP5,4352
298,Crawfordsville-TP5-4352_3_4,99.905,98.0,19981,86.845,86.0,17369,80.23,79.0,16046,-0.0199737055121873,-0.0168920846886948,-3.994741102437463,-0.0718398545051328,-0.0695419669844222,-14.36797090102657,Crawfordsville-TP5-4352,3,4,31500.0,17.42,153.03,63.0,,,,,,,,,,,0.0,236.0,Crawfordsville,TP5,4352
299,Crawfordsville-TP5-4352_3_5,94.69,95.0,18938,82.55,83.0,16510,76.72,77.5,15344,-0.0203738792833342,-0.0169491525423728,-4.074775856666849,-0.0702085881263265,-0.0674846625766871,-14.041717625265305,Crawfordsville-TP5-4352,3,5,31500.0,16.99,154.26,63.0,,,,,,,,,,,0.0,226.0,Crawfordsville,TP5,4352
300,Crawfordsville-TP5-4352_3_6,94.69,93.0,18938,81.905,82.0,16381,76.655,77.0,15331,-0.0241629607110362,-0.021505376344086,-4.832592142207259,-0.0741337298351458,-0.0717703349282296,-14.826745967029169,Crawfordsville-TP5-4352,3,6,32500.0,19.2,171.69,65.0,,,,,,,,,,,7.69,241.0,Crawfordsville,TP5,4352
301,Crawfordsville-TP5-4352_3_7,103.39,107.0,20678,88.78,91.0,17756,82.185,84.0,16437,-0.0241185778371039,-0.0188679245283018,-4.823715567420784,-0.0783225923648307,-0.073170731707317,-15.664518472966156,Crawfordsville-TP5-4352,3,7,29000.0,17.55,158.79,58.0,,,,,,,,,,,0.0,223.0,Crawfordsville,TP5,4352
302,Crawfordsville-TP5-4352_3_8,98.045,100.0,19609,85.765,87.0,17153,79.64,80.0,15928,-0.0184978337345758,-0.0169903913563445,-3.699566746915172,-0.0677561678155101,-0.0659859008915612,-13.55123356310202,Crawfordsville-TP5-4352,3,8,32000.0,18.25,167.04,64.0,,,,,,,,,,,0.0,236.0,Crawfordsville,TP5,4352
303,Crawfordsville-TP5-4352_3_9,92.86,91.0,18572,81.14,80.0,16228,76.23,75.0,15246,-0.0220582561187725,-0.0196097279630875,-4.411651223754502,-0.0689902895968719,-0.0669871794871794,-13.7980579193744,Crawfordsville-TP5-4352,3,9,32000.0,8.79,87.57,64.0,,,,,,,,,,,0.0,181.0,Crawfordsville,TP5,4352
304,Crawfordsville-TP5-4352_4_2,105.5829383886256,107.0,22278,92.97630331753554,95.0,19618,84.47867298578198,85.0,17825,-0.0116858177779735,-0.0108695652173913,-2.465707551152413,-0.0642860546383864,-0.0625,-13.564357528699546,Crawfordsville-TP5-4352,4,2,31500.0,13.53,131.24,63.0,,,,,,,,,,,0.0,264.0,Crawfordsville,TP5,4352
305,Crawfordsville-TP5-4352_4_3,102.08675799086758,105.0,22357,88.05479452054794,91.0,19284,79.99086757990868,82.0,17518,-0.0185130103354725,-0.0162162162162162,-4.0543492634684775,-0.0763066445192602,-0.0727272727272727,-16.711155149718,Crawfordsville-TP5-4352,4,3,29500.0,21.15,191.36,59.0,,,,,,,,,,,0.0,240.0,Crawfordsville,TP5,4352
306,Crawfordsville-TP5-4352_4_4,102.87214611872146,103.0,22529,89.51141552511416,91.0,19603,81.25114155251141,82.0,17794,-0.0153586361364177,-0.0123456790123456,-3.3635413138754955,-0.0709421978425959,-0.0691244239631336,-15.536341327528502,Crawfordsville-TP5-4352,4,4,34500.0,17.85,160.94,69.0,,,,,,,,,,,2.9,213.0,Crawfordsville,TP5,4352
307,Crawfordsville-TP5-4352_4_5,104.33018867924528,106.0,22118,91.08018867924528,94.0,19309,83.11320754716981,85.0,17620,-0.0194582286993313,-0.0127443018786205,-4.125144484258247,-0.0737132887593268,-0.0653189760260056,-15.62721721697729,Crawfordsville-TP5-4352,4,5,26500.0,15.81,145.87,53.0,,,,,,,,,,,0.0,234.0,Crawfordsville,TP5,4352
308,Crawfordsville-TP5-4352_4_6,109.88571428571429,111.5,23076,95.43333333333334,96.5,20041,85.22380952380952,86.0,17897,-0.0122715476544077,-0.009090909090909,-2.5770250074256253,-0.0725783686083846,-0.0685017596782302,-15.24145740776078,Crawfordsville-TP5-4352,4,6,32500.0,17.51,154.19,65.0,,,,,,,,,,,12.31,238.0,Crawfordsville,TP5,4352
309,Crawfordsville-TP5-4352_4_7,100.32857142857142,101.0,21069,87.04761904761905,89.5,18280,78.58571428571429,80.0,16503,-0.0151223933703693,-0.0131233595800524,-3.1757026077775543,-0.0727521502808017,-0.0697674418604651,-15.277951558968358,Crawfordsville-TP5-4352,4,7,32000.0,13.83,123.82,64.0,,,,,,,,,,,9.38,241.0,Crawfordsville,TP5,4352
310,Crawfordsville-TP5-4352_4_8,105.61428571428571,107.0,22179,91.91428571428573,94.0,19302,83.49047619047619,84.0,17533,-0.0149988151506767,-0.0134048257372654,-3.149751181642116,-0.0704100509385539,-0.0690730837789661,-14.786110697096326,Crawfordsville-TP5-4352,4,8,29000.0,13.35,126.68,58.0,,,,,,,,,,,6.9,245.0,Crawfordsville,TP5,4352
311,Crawfordsville-TP5-4352_4_9,102.41428571428573,102.0,21507,89.0047619047619,90.0,18691,80.87142857142857,80.0,16983,-0.0156580179287738,-0.0141643059490084,-3.288183765042503,-0.0715794460252865,-0.0695187165775401,-15.031683665310178,Crawfordsville-TP5-4352,4,9,34500.0,16.47,151.61,69.0,,,,,,,,,,,0.0,198.0,Crawfordsville,TP5,4352
312,Crawfordsville-TP5-4352_5_2,99.14,101.0,19828,86.15,89.0,17230,78.685,80.0,15737,-0.0178878191126601,-0.0149671543744401,-3.577563822532031,-0.0727952084139142,-0.0679611650485436,-14.559041682782858,Crawfordsville-TP5-4352,5,2,31500.0,15.79,146.85,63.0,,,,,,,,,,,3.17,235.0,Crawfordsville,TP5,4352
313,Crawfordsville-TP5-4352_5_3,107.425,109.0,21485,93.425,94.5,18685,82.84,83.5,16568,-0.0097279973269424,-0.0097087378640776,-1.9455994653884845,-0.0708856704074225,-0.0680119961368372,-14.177134081484514,Crawfordsville-TP5-4352,5,3,,,,,,,,,,,,,,,,,Crawfordsville,TP5,4352
314,Crawfordsville-TP5-4352_5_4,102.265,102.0,20453,89.015,89.0,17803,81.54,82.0,16308,-0.0178729612035082,-0.0148810841932769,-3.5745922407016573,-0.071463558891309,-0.0694532358397904,-14.292711778261808,Crawfordsville-TP5-4352,5,4,31500.0,18.74,171.33,63.0,,,,,,,,,,,0.0,230.0,Crawfordsville,TP5,4352
315,Crawfordsville-TP5-4352_5_5,100.54589371980676,101.0,20813,87.40579710144928,89.0,18093,80.68599033816425,80.0,16702,-0.0195704607946623,-0.0163934426229508,-4.051085384495107,-0.0717249775767951,-0.0683229813664596,-14.847070358396596,Crawfordsville-TP5-4352,5,5,29000.0,18.7,167.42,58.0,,,,,,,,,,,0.0,239.0,Crawfordsville,TP5,4352
316,Crawfordsville-TP5-4352_5_6,97.47846889952152,100.0,20373,83.70334928229666,86.0,17494,75.67942583732058,78.0,15817,-0.0197400226005769,-0.0157068062827225,-4.125664723520584,-0.0799971141573854,-0.0758620689655172,-16.719396858893564,Crawfordsville-TP5-4352,5,6,31500.0,13.39,126.22,63.0,,,,,,,,,,,6.35,254.0,Crawfordsville,TP5,4352
317,Crawfordsville-TP5-4352_5_7,112.32843137254902,113.0,22915,96.09803921568628,97.0,19604,85.31372549019608,85.0,17404,-0.0148483525804117,-0.0129202417120154,-3.029063926404,-0.079565674134216,-0.0769230769230769,-16.23139752338008,Crawfordsville-TP5-4352,5,7,29500.0,18.23,160.33,59.0,,,,,,,,,,,0.0,235.0,Crawfordsville,TP5,4352
318,Crawfordsville-TP5-4352_5_8,103.025,107.0,20605,88.29,92.0,17658,80.89,83.5,16178,-0.0223375831114509,-0.0188679245283018,-4.467516622290197,-0.0795455064369047,-0.0738916256157635,-15.909101287380944,Crawfordsville-TP5-4352,5,8,26000.0,15.2,141.2,52.0,,,,,,,,,,,0.0,217.0,Crawfordsville,TP5,4352
319,Crawfordsville-TP5-4352_5_9,99.79,100.0,19958,87.28,87.0,17456,79.665,80.0,15933,-0.0149711313248643,-0.0131601731601731,-2.9942262649728684,-0.0683472240195737,-0.0650887573964497,-13.669444803914748,Crawfordsville-TP5-4352,5,9,30000.0,18.52,170.48,60.0,,,,,,,,,,,0.0,229.0,Crawfordsville,TP5,4352
320,Crawfordsville-TP5-4352_6_2,101.485,105.0,20297,87.365,90.0,17473,78.71,82.0,15742,-0.0172256993394717,-0.013953488372093,-3.445139867894358,-0.0772151644672196,-0.073170731707317,-15.443032893443927,Crawfordsville-TP5-4352,6,2,31500.0,11.82,114.9,63.0,,,,,,,,,,,15.87,274.0,Crawfordsville,TP5,4352
321,Crawfordsville-TP5-4352_6_3,99.52,102.0,19904,85.005,87.0,17001,79.19,80.0,15838,-0.0277283485187036,-0.0258684970269391,-5.545669703740733,-0.0818508149297183,-0.0777238403451995,-16.370162985943672,Crawfordsville-TP5-4352,6,3,33000.0,20.82,190.78,66.0,,,,,,,,,,,0.0,243.0,Crawfordsville,TP5,4352
322,Crawfordsville-TP5-4352_6_4,107.125,109.0,21425,93.515,95.0,18703,83.805,85.0,16761,-0.0111396762887619,-0.0102566799915842,-2.2279352577523825,-0.0690704136290144,-0.0673076923076923,-13.814082725802889,Crawfordsville-TP5-4352,6,4,35000.0,16.69,154.52,70.0,,,,,,,,,,,11.43,236.0,Crawfordsville,TP5,4352
323,Crawfordsville-TP5-4352_6_5,103.96,106.0,20792,89.46,91.0,17892,81.425,83.0,16285,-0.01918822926312,-0.0178121661432872,-3.837645852624015,-0.0768565283247396,-0.0747663551401869,-15.371305664947933,Crawfordsville-TP5-4352,6,5,18500.0,15.98,148.28,37.0,,,,,,,,,,,13.51,253.0,Crawfordsville,TP5,4352
324,Crawfordsville-TP5-4352_6_6,108.445,107.0,21689,92.82,92.0,18564,83.295,82.0,16659,-0.0173257978746085,-0.0154528398430837,-3.465159574921701,-0.0793968193711388,-0.0762478485370051,-15.879363874227758,Crawfordsville-TP5-4352,6,6,,,,,,,,,,,,,,,,,Crawfordsville,TP5,4352
325,Crawfordsville-TP5-4352_6_7,107.78048780487804,109.0,22095,92.10731707317072,94.0,18882,81.13170731707316,83.0,16632,-0.013728447636744,-0.010752688172043,-2.8143317655325326,-0.0806415655500288,-0.0761421319796954,-16.53152093775591,Crawfordsville-TP5-4352,6,7,,,,,,,,,,,,,,,,,Crawfordsville,TP5,4352
326,Crawfordsville-TP5-4352_6_8,105.41428571428573,106.0,22137,90.81904761904762,91.0,19072,82.16190476190476,82.0,17254,-0.0171895779675248,-0.0155763239875389,-3.609811373180225,-0.0758232549606253,-0.0734463276836158,-15.922883541731313,Crawfordsville-TP5-4352,6,8,23500.0,15.3,140.36,47.0,,,,,,,,,,,0.0,237.0,Crawfordsville,TP5,4352
327,Crawfordsville-TP5-4352_6_9,100.17560975609756,98.0,20536,85.55609756097562,86.0,17539,79.01951219512195,79.0,16199,-0.025828348030975,-0.0210970464135021,-5.294811346349887,-0.0822264012419404,-0.0751445086705202,-16.856412254597796,Crawfordsville-TP5-4352,6,9,31500.0,21.32,195.59,63.0,,,,,,,,,,,0.0,236.0,Crawfordsville,TP5,4352
328,Crawfordsville-TP5-4352_7_2,109.7824074074074,111.0,23713,94.71296296296296,96.0,20458,85.94907407407408,87.0,18565,-0.0170194671114262,-0.0160427807486631,-3.676204896068073,-0.0745448248014356,-0.073170731707317,-16.101682157110094,Crawfordsville-TP5-4352,7,2,32500.0,13.66,131.06,65.0,,,,,,,,,,,7.69,265.0,Crawfordsville,TP5,4352
329,Crawfordsville-TP5-4352_7_3,104.67619047619048,106.0,21982,90.56666666666666,91.0,19019,81.52380952380952,82.0,17120,-0.0148901695237506,-0.0129312747338498,-3.1269355999876365,-0.0739951054678645,-0.0706476530005941,-15.538972148251553,Crawfordsville-TP5-4352,7,3,30500.0,20.24,178.65,61.0,,,,,,,,,,,0.0,217.0,Crawfordsville,TP5,4352
330,Crawfordsville-TP5-4352_7_4,105.71428571428572,106.0,22200,92.62380952380953,94.0,19451,84.1952380952381,84.5,17681,-0.0146634566021283,-0.0119047619047619,-3.0793258864469464,-0.0686722942507304,-0.0653189760260056,-14.42118179265339,Crawfordsville-TP5-4352,7,4,33500.0,19.77,179.08,67.0,,,,,,,,,,,14.93,234.0,Crawfordsville,TP5,4352
331,Crawfordsville-TP5-4352_7_5,101.81428571428572,103.0,21381,88.03809523809524,90.0,18488,80.38095238095238,82.0,16880,-0.0189781574583665,-0.0163048294195835,-3.985413066256975,-0.0748854969744617,-0.071279139270771,-15.725954364636973,Crawfordsville-TP5-4352,7,5,28500.0,19.9,184.86,57.0,,,,,,,,,,,1.75,244.0,Crawfordsville,TP5,4352
