file_,GRVI_mean,GRVI_median,GRVI_sum,NGRDI_mean,NGRDI_median,NGRDI_sum,Red_mean,Red_median,Red_sum,Green_mean,Green_median,Green_sum,Blue_mean,Blue_median,Blue_sum,GLI_mean,GLI_median,GLI_sum,field,range,row,plantDensity,combineYield,yieldPerAcre,totalStandCount,daysToAnthesis,GDDToAnthesis,daysToSilk,GDDToSilk,percentMoisture,percentStarch,percentProtein,percentOil,percentFiber,percentAsh,percentLodging,flagLeafHeight,location,Timepoint,exp,genotype
Crawfordsville-TP2-4351_10_13,0.0864420799431753,0.0798773006134969,12.447659511817244,-0.0864420799431753,-0.0798773006134969,-12.447659511817244,73.22222222222223,74.0,10544,86.10416666666667,87.0,12399,75.125,76.0,10818,0.0773708006056251,0.0737463126843657,11.141395287210027,Crawfordsville-TP2-4351,10,13,28500.0,19.18,176.76,57.0,,,,,,,,,,,17.54,230.0,Crawfordsville,TP2,4351,LH195 X 3IIH6
Crawfordsville-TP2-4351_10_14,0.1111156663095176,0.1014492753623188,16.00065594857054,-0.1111156663095176,-0.1014492753623188,-16.00065594857054,65.59027777777777,66.0,9445,81.04166666666667,81.0,11670,69.94444444444444,71.0,10072,0.0918241665760009,0.0874838101966325,13.22267998694413,Crawfordsville-TP2-4351,10,14,,,,,,,,,,,,,,,,,Crawfordsville,TP2,4351,
Crawfordsville-TP2-4351_10_15,0.0901598379537706,0.074074074074074,12.983016665342973,-0.0901598379537706,-0.074074074074074,-12.983016665342973,69.96527777777777,71.0,10075,82.04166666666667,82.0,11814,73.52777777777777,73.5,10588,0.0715168302501562,0.0657894736842105,10.2984235560225,Crawfordsville-TP2-4351,10,15,27500.0,18.19,168.98,55.0,,,,,,,,,,,0.0,229.0,Crawfordsville,TP2,4351,PHT69 X 3IIH6
Crawfordsville-TP2-4351_10_16,0.1115133382490611,0.0980392156862745,16.057920707864806,-0.1115133382490611,-0.0980392156862745,-16.057920707864806,66.02083333333333,68.0,9507,80.88888888888889,83.0,11648,71.81944444444444,74.0,10342,0.0845716371549114,0.0780695921985815,12.17831575030724,Crawfordsville-TP2-4351,10,16,29500.0,16.35,146.21,59.0,,,,,,,,,,,3.39,250.0,Crawfordsville,TP2,4351,F42 X MO17
Crawfordsville-TP2-4351_10_17,0.1198979179424475,0.1012658227848101,17.145402265769995,-0.1198979179424475,-0.1012658227848101,-17.145402265769995,67.74305555555556,71.0,9755,84.51388888888889,87.0,12170,71.52083333333333,74.0,10299,0.104021548476439,0.090364725095264,14.97910298060722,Crawfordsville-TP2-4351,10,17,30000.0,19.63,173.06,60.0,,,,,,,,,,,0.0,239.0,Crawfordsville,TP2,4351,PHG39 X PHM49
Crawfordsville-TP2-4351_10_18,0.088572368064617,0.0778110445775116,12.75442100130486,-0.088572368064617,-0.0778110445775116,-12.75442100130486,75.78472222222223,78.0,10913,89.20138888888889,91.0,12845,76.88888888888889,79.0,11072,0.0817111393459192,0.0778110445775116,11.766404065812369,Crawfordsville-TP2-4351,10,18,33500.0,11.28,112.14,67.0,,,,,,,,,,,0.0,201.0,Crawfordsville,TP2,4351,LH195 X PHM49
Crawfordsville-TP2-4351_10_19,0.1128409929647466,0.097891788294265,16.249102986923514,-0.1128409929647466,-0.097891788294265,-16.249102986923514,61.56944444444444,64.0,8866,75.84722222222223,77.0,10922,67.65972222222223,70.0,9743,0.0840772203238728,0.0759057180270624,12.107119726637688,Crawfordsville-TP2-4351,10,19,,,,,,,,,,,,,,,,,Crawfordsville,TP2,4351,
Crawfordsville-TP2-4351_10_20,0.1120277462109054,0.0975609756097561,16.13199545437039,-0.1120277462109054,-0.0975609756097561,-16.13199545437039,69.29166666666667,71.0,9978,85.04861111111111,87.0,12247,73.52083333333333,76.0,10587,0.0917919296563371,0.0844427271769292,13.218037870512546,Crawfordsville-TP2-4351,10,20,28500.0,15.59,142.69,57.0,,,,,,,,,,,1.75,261.0,Crawfordsville,TP2,4351,B73 X PHZ51
Crawfordsville-TP2-4351_11_13,0.1172335960113343,0.1032392894461859,16.881637825632144,-0.1172335960113343,-0.1032392894461859,-16.881637825632144,70.45138888888889,71.0,10145,87.73611111111111,88.0,12634,74.83333333333333,75.0,10776,0.098167074945379,0.0909090909090909,14.136058792134584,Crawfordsville-TP2-4351,11,13,27000.0,20.58,186.2,54.0,,,,,,,,,,,0.0,236.0,Crawfordsville,TP2,4351,PHK56 X PHJ89
Crawfordsville-TP2-4351_11_14,0.109880315026292,0.1,15.82276536378606,-0.109880315026292,-0.1,-15.82276536378606,71.59722222222223,74.0,10310,88.14583333333333,90.0,12693,76.01388888888889,77.0,10946,0.0918492616405035,0.0887811433137212,13.226293676232512,Crawfordsville-TP2-4351,11,14,28000.0,19.81,180.9,56.0,,,,,,,,,,,0.0,230.0,Crawfordsville,TP2,4351,PHP02 X PHK56
