file_,Red_mean,Red_median,Red_sum,Green_mean,Green_median,Green_sum,Blue_mean,Blue_median,Blue_sum,GLI_mean,GLI_median,GLI_sum,GRVI_mean,GRVI_median,GRVI_sum,NGRDI_mean,NGRDI_median,NGRDI_sum,NDVI_mean,NDVI_median,NDVI_sum,GNDVI_mean,GNDVI_median,GNDVI_sum,SAVI_mean,SAVI_median,SAVI_sum,NDRE_mean,NDRE_median,NDRE_sum,RedEdge_mean,RedEdge_median,RedEdge_sum,DeepBlue_mean,DeepBlue_median,DeepBlue_sum,Nir_mean,Nir_median,Nir_sum,field,range,row,exp,plantDensity,combineYield,yieldPerAcre,totalStandCount,daysToAnthesis,GDDToAnthesis,daysToSilk,GDDToSilk,percentMoisture,percentStarch,percentProtein,percentOil,percentFiber,percentAsh,percentLodging,flagLeafHeight,genotype
Lincoln-TP6-hybrids_10_10,814.530303030303,802.5,161277,661.3686868686868,652.0,130951,532.4040404040404,524.0,105416,-0.0078072859539025,-0.0084287334463623,-1.5458426188727048,-0.1032732641278921,-0.1032470865729217,-20.44810629732265,0.1032732641278921,0.1032470865729217,20.44810629732265,0.3222752474282402,0.3165120645955697,63.81049899079156,0.4116687662652999,0.4064200497811346,81.5104157205294,0.4833053988069661,0.4746841423084653,95.69446896377929,0.1094850056806202,0.1120072667899551,21.67803112476281,1255.9848484848485,1243.0,248685,460.3989898989899,460.0,91159,1564.171717171717,1565.0,309706,Lincoln-TP6-hybrids,10,10,hybrids,,2.94,27.16,,58.0,1320.57,59.0,1346.07,3.81,64.38,11.68,4.46,1.63,1.3,,195.0,PHB47 X 3IIH6
Lincoln-TP6-hybrids_10_11,872.91,854.0,174582,692.34,681.0,138468,562.78,556.0,112556,-0.0172705049118908,-0.0197369157570668,-3.45410098237817,-0.1155323134882782,-0.1162170639269754,-23.106462697655644,0.1155323134882782,0.1162170639269754,23.106462697655644,0.3012898988814228,0.2914543364505129,60.25797977628456,0.4026786068406182,0.3980185440144136,80.53572136812363,0.4518377846582714,0.4370864826010794,90.36755693165428,0.1018631395255818,0.0998022582094751,20.372627905116374,1304.245,1296.5,260849,479.57,469.0,95914,1599.735,1581.5,319947,Lincoln-TP6-hybrids,10,11,hybrids,,3.21,29.65,,58.0,1320.57,59.0,1346.07,4.62,66.24,10.17,3.83,1.52,1.23,,172.0,PHP02 X PHB47
Lincoln-TP6-hybrids_10_12,1021.1683168316832,982.5,206276,749.6188118811881,725.0,151423,579.8168316831683,564.5,117123,-0.0325440021485775,-0.0315426284959973,-6.573888434012658,-0.1543656798119947,-0.1554463317090647,-31.18186732202294,0.1543656798119947,0.1554463317090647,31.18186732202294,0.2743971807353104,0.2718812791148194,55.42823050853272,0.4108579887036283,0.4061842930759596,82.99331371813291,0.411518124481302,0.4077352336452259,83.126661145223,0.101063841096233,0.1009010124811616,20.414895901439067,1448.8069306930693,1426.5,292659,471.4009900990099,461.5,95223,1775.9554455445543,1752.0,358743,Lincoln-TP6-hybrids,10,12,hybrids,,4.76,43.87,,57.0,1295.5,64.0,1479.48,4.86,70.0,10.47,4.21,0.9,1.02,,210.0,F42 X OH43
Lincoln-TP6-hybrids_10_13,974.9575471698112,946.0,206691,730.7028301886793,705.0,154909,588.2122641509434,574.0,124701,-0.0334881041869715,-0.0328795075215872,-7.099478087637977,-0.1440086553596116,-0.142773257277074,-30.52983493623766,0.1440086553596116,0.142773257277074,30.52983493623766,0.2809283629971061,0.2708903870662811,59.55681295538649,0.4082231119821713,0.4025050162398669,86.54329974022033,0.4213108865166495,0.4062643322948263,89.3179079415297,0.1084663326698429,0.107257884770456,22.994862526006703,1383.0141509433963,1339.5,293199,472.995283018868,460.0,100275,1718.4669811320755,1659.5,364315,Lincoln-TP6-hybrids,10,13,hybrids,,8.51,78.16,,54.0,1209.83,56.0,1268.08,5.12,66.27,12.47,4.12,1.42,1.29,,160.0,PHJ40 X LH82
Lincoln-TP6-hybrids_10_14,1014.935,990.5,202987,724.31,704.0,144862,567.16,552.0,113432,-0.0453019014621073,-0.0438316179693594,-9.06038029242147,-0.1712198126571775,-0.1697541857696358,-34.2439625314355,0.1712198126571775,0.1697541857696358,34.2439625314355,0.3162506046981519,0.307491883687911,63.25012093963038,0.4609956597788065,0.452636547711603,92.1991319557613,0.4742880288243529,0.461157652363354,94.85760576487058,0.1201780902690569,0.121139797285423,24.035618053811387,1503.975,1469.0,300795,462.86,453.5,92572,1912.635,1870.5,382527,Lincoln-TP6-hybrids,10,14,hybrids,,,,,,,,,,,,,,,,,
Lincoln-TP6-hybrids_10_15,1033.25,1075.5,206650,739.36,761.5,147872,554.825,569.5,110965,-0.0345030192769805,-0.0374257188018967,-6.900603855396118,-0.1679131396660173,-0.168039848683587,-33.58262793320348,0.1679131396660173,0.168039848683587,33.58262793320348,0.3123540815469626,0.294930498620269,62.47081630939253,0.4555498697541494,0.4436893857413509,91.10997395082988,0.4684439953806131,0.4423222695893185,93.68879907612262,0.122174084363592,0.1187839380610464,24.4348168727184,1508.23,1548.0,301646,459.105,468.0,91821,1925.405,1971.0,385081,Lincoln-TP6-hybrids,10,15,hybrids,,7.52,69.07,,63.0,1451.51,63.0,1451.51,5.25,71.94,9.06,4.51,0.71,0.98,,204.0,PHW52 X PHZ51
Lincoln-TP6-hybrids_10_16,836.576354679803,825.0,169825,661.5123152709359,656.0,134287,543.8916256157636,542.0,110410,-0.0184854357597473,-0.0210555099808586,-3.7525434592287032,-0.1135490008941658,-0.1157731157731157,-23.05044718151567,0.1135490008941658,0.1157731157731157,23.05044718151567,0.3261634533500634,0.316193399846508,66.21118103006287,0.4241276820857469,0.4172185430463576,86.09791946340664,0.4891350748968346,0.4741991175906387,99.29442020405745,0.1153954756289134,0.1165162808944684,23.425281552669432,1274.1625615763546,1247.0,258655,466.4285714285714,463.0,94685,1602.2068965517242,1563.0,325248,Lincoln-TP6-hybrids,10,16,hybrids,,3.9,35.9,,58.0,1320.57,60.0,1370.73,4.34,65.51,11.6,3.97,1.56,1.22,,150.0,PHP02 X PHK56
Lincoln-TP6-hybrids_10_17,1005.4417475728156,976.0,207121,775.252427184466,757.5,159702,610.8252427184466,591.0,125830,-0.0210585245741744,-0.0211750324922148,-4.338056062279931,-0.1311881672700902,-0.1288022973058161,-27.02476245763858,0.1311881672700902,0.1288022973058161,27.02476245763858,0.2971679197002388,0.2939605178536476,61.21659145824919,0.4117758707698892,0.4076862763565298,84.82582937859718,0.4456690842749424,0.4408583240135784,91.80783136063812,0.1068408856582588,0.106261453964116,22.00922244560132,1477.9757281553398,1459.0,304463,505.4126213592233,501.5,104115,1830.485436893204,1811.0,377080,Lincoln-TP6-hybrids,10,17,hybrids,,3.15,28.73,,63.0,1451.51,68.0,1570.26,4.72,66.4,9.4,3.79,1.64,1.03,,180.0,B37 X MO17
Lincoln-TP6-hybrids_10_18,979.1372549019608,972.0,199744,749.5784313725491,741.5,152914,587.8578431372549,578.5,119923,-0.0208339978711166,-0.0224821556640825,-4.250135565707804,-0.1327299590076714,-0.1363833594140963,-27.076911637564976,0.1327299590076714,0.1363833594140963,27.076911637564976,0.3016792116296709,0.2970493434184734,61.54255917245285,0.4175299644052541,0.4143927196006481,85.17611273867185,0.4524311290160698,0.4454972912194623,92.29595031927823,0.1025406282324392,0.1023779854545612,20.91828815941761,1458.593137254902,1453.5,297553,483.0049019607843,475.5,98533,1791.686274509804,1793.5,365504,Lincoln-TP6-hybrids,10,18,hybrids,,6.59,59.0,,58.0,1320.57,63.0,1451.51,4.71,65.52,13.56,4.54,1.36,1.05,,187.0,LH198 X PHZ51
Lincoln-TP6-hybrids_10_19,997.093137254902,979.0,203407,749.5637254901961,742.5,152911,579.1862745098039,572.0,118154,-0.0245526691099298,-0.0279231413357467,-5.008744498425699,-0.1428065702615969,-0.1438118004745643,-29.13254033336577,0.1428065702615969,0.1438118004745643,29.13254033336577,0.3277686246581776,0.3248214888784517,66.86479943026822,0.4491042301770835,0.4435242580608757,91.61726295612505,0.4915633940144568,0.4871336211355778,100.2789323789492,0.1201720442440085,0.120503661928911,24.51509702577775,1522.7549019607843,1514.5,310642,486.4656862745098,479.0,99239,1938.3039215686276,1948.0,395414,Lincoln-TP6-hybrids,10,19,hybrids,,12.27,112.43,,59.0,1346.07,60.0,1370.73,4.08,67.66,8.55,3.96,1.54,1.32,,170.0,PIONEER P0589 AMXT
