file_,Red_mean,Red_median,Red_sum,Green_mean,Green_median,Green_sum,Blue_mean,Blue_median,Blue_sum,GLI_mean,GLI_median,GLI_sum,GRVI_mean,GRVI_median,GRVI_sum,NGRDI_mean,NGRDI_median,NGRDI_sum,NDVI_mean,NDVI_median,NDVI_sum,GNDVI_mean,GNDVI_median,GNDVI_sum,SAVI_mean,SAVI_median,SAVI_sum,NDRE_mean,NDRE_median,NDRE_sum,RedEdge_mean,RedEdge_median,RedEdge_sum,DeepBlue_mean,DeepBlue_median,DeepBlue_sum,Nir_mean,Nir_median,Nir_sum
Lincoln-TP5-hybrids_10_10,815.35,806.0,163070,674.895,663.0,134979,531.99,526.5,106398,0.004520009444034625,-0.0025875455900358293,0.904001888806925,-0.09201782371923872,-0.09966510807366127,-18.403564743847745,0.09201782371923872,0.09966510807366127,18.403564743847745,0.31451463600250607,0.30173471997084594,62.90292720050122,0.3955856655836735,0.38870324382772015,79.11713311673469,0.47166305403480924,0.45249591326773775,94.33261080696185,0.11689491836487655,0.11773733417545093,23.37898367297531,1206.87,1179.0,241374,476.89,473.0,95378,1530.59,1497.5,306118
Lincoln-TP5-hybrids_10_11,905.745,891.5,181149,730.245,724.5,146049,583.035,578.0,116607,-0.007147949180219311,-0.010998819686710196,-1.4295898360438621,-0.1052924470696014,-0.10971257181747678,-21.05848941392028,0.1052924470696014,0.10971257181747678,21.05848941392028,0.28528035343444624,0.27228794430393516,57.05607068688925,0.37949265156696854,0.37527198696888786,75.8985303133937,0.42783019343482115,0.40834182691614573,85.56603868696423,0.11245210659254905,0.11304090145976256,22.49042131850981,1278.33,1273.0,255666,511.555,510.0,102311,1605.015,1589.0,321003
Lincoln-TP5-hybrids_10_12,1015.0445544554456,1004.0,205039,764.6980198019802,748.5,154469,584.0940594059406,569.5,117987,-0.021561714788466916,-0.021739856905591777,-4.355466387270317,-0.1428795188911754,-0.14133734303706774,-28.861662816017432,0.1428795188911754,0.14133734303706774,28.861662816017432,0.2754135010175024,0.2680986116751651,55.633527205535486,0.4019320562315949,0.3956236712984294,81.19027535878217,0.41303883656666224,0.40206723479868867,83.43384498646577,0.11338822462725126,0.11473174319878203,22.904421374704754,1396.3069306930693,1392.0,282054,513.1039603960396,514.0,103647,1758.1930693069307,1774.5,355155
Lincoln-TP5-hybrids_10_13,955.6603773584906,951.0,202600,732.0188679245283,732.0,155188,561.9716981132076,560.0,119138,-0.016302468354803267,-0.017942241702983926,-3.4561232912182924,-0.13308438862588162,-0.13337446170432393,-28.213890388686906,0.13308438862588162,0.13337446170432393,28.213890388686906,0.2767876472715972,0.26559091720995365,58.67898122157861,0.3950932135332898,0.38803759559966666,83.75976126905744,0.41509612639375215,0.3983093904870058,88.00037879547546,0.1153674522710804,0.11469586804431231,24.457899881469046,1314.6084905660377,1310.5,278697,489.2311320754717,485.5,103717,1659.8584905660377,1651.0,351890
Lincoln-TP5-hybrids_10_14,999.48,993.5,199896,747.97,744.5,149594,563.495,557.0,112699,-0.02108616216514192,-0.021984231428167814,-4.217232433028384,-0.14780072403291467,-0.14393911336617163,-29.560144806582933,0.14780072403291467,0.14393911336617163,29.560144806582933,0.32982525419664777,0.31884137858309497,65.96505083932955,0.45433995344818795,0.4436993645277738,90.8679906896376,0.4946455082870446,0.478179244124395,98.92910165740892,0.13868648969765876,0.13912215603944927,27.73729793953175,1463.98,1456.0,292796,493.75,492.0,98750,1937.685,1933.5,387537
Lincoln-TP5-hybrids_10_15,1102.345,1146.0,220469,824.65,860.0,164930,610.96,629.0,122192,-0.016708269339594378,-0.01912158904536798,-3.341653867918876,-0.14520515534117742,-0.14429148947819898,-29.041031068235487,0.14520515534117742,0.14429148947819898,29.041031068235487,0.3053733439643125,0.28907880389465446,61.0746687928625,0.4311160023369595,0.4221233396668539,86.2232004673919,0.45797972509664553,0.43355935996165174,91.59594501932911,0.1255334144994138,0.12366327964017124,25.10668289988276,1572.105,1620.0,314421,527.5,538.5,105500,2025.255,2075.5,405051
Lincoln-TP5-hybrids_10_16,832.8571428571429,822.0,169070,678.8669950738916,676.0,137810,542.9113300492611,540.0,110211,-0.000871253197251911,-0.007717750826901874,-0.17686439904213794,-0.09584327965748365,-0.10375771172181716,-19.456185770469183,0.09584327965748365,0.10375771172181716,19.456185770469183,0.3327427995692075,0.30812690134724036,67.54678831254913,0.4160423332860293,0.39692307692307693,84.45659365706395,0.49899559762826345,0.4620899413426027,101.29610631853748,0.11854719313953466,0.11907428144830161,24.065080207325536,1254.320197044335,1227.0,254627,481.5418719211823,477.0,97753,1594.6945812807883,1559.0,323723
Lincoln-TP5-hybrids_10_17,962.747572815534,965.0,198326,780.0,775.5,160680,597.8106796116505,584.0,123149,0.003015444799379088,-0.0020815585179983723,0.6211816286720921,-0.10324787470242894,-0.10397880910407,-21.26906218870036,0.10324787470242894,0.10397880910407,21.26906218870036,0.31543254657802217,0.30157316397860456,64.97910459507257,0.40560771855561417,0.3988734620510119,83.55519002245651,0.47305736216492045,0.45227311239880985,97.44981660597361,0.11718384356691659,0.11613800019106496,24.13987177478482,1432.373786407767,1416.0,295069,528.9126213592233,521.0,108956,1816.373786407767,1784.0,374173
Lincoln-TP5-hybrids_10_18,1002.2647058823529,971.0,204462,785.2598039215686,762.0,160193,608.9460784313726,590.0,124225,-0.010461040539384896,-0.013538446499920578,-2.134052270034519,-0.12131410443523352,-0.12645803319770726,-24.74807730478764,0.12131410443523352,0.12645803319770726,24.74807730478764,0.3009216851754444,0.29235733161029515,61.38802377579066,0.4072627673185913,0.40157429735430106,83.08160453299263,0.4512947135608014,0.4384664383665463,92.06412156640349,0.11117724706252761,0.11202758314091582,22.680158400755634,1452.8970588235295,1426.5,296391,525.3823529411765,516.0,107178,1821.563725490196,1779.5,371599
Lincoln-TP5-hybrids_10_19,989.5392156862745,958.5,201866,783.6764705882352,769.0,159870,587.6372549019608,571.5,119878,3.952964410988218e-05,-0.0014281633818908884,0.008064047398415965,-0.11495395087518018,-0.11662009719208971,-23.450605978536757,0.11495395087518018,0.11662009719208971,23.450605978536757,0.34252451838422465,0.3396218798130535,69.87500175038183,0.440015713971824,0.43684900055098447,89.76320565025209,0.5136930688594574,0.5093401676857174,104.79338604732932,0.13318328019088072,0.13140875392885257,27.169389158939666,1511.1960784313726,1493.5,308284,510.88235294117646,493.5,104220,1980.5343137254902,1955.5,404029
