file_,Red_mean,Red_median,Red_sum,Green_mean,Green_median,Green_sum,Blue_mean,Blue_median,Blue_sum,GLI_mean,GLI_median,GLI_sum,NGRDI_mean,NGRDI_median,NGRDI_sum,GRVI_mean,GRVI_median,GRVI_sum,field,range,row,exp,plantDensity,combineYield,yieldPerAcre,totalStandCount,daysToAnthesis,GDDToAnthesis,daysToSilk,GDDToSilk,percentMoisture,percentStarch,percentProtein,percentOil,percentFiber,percentAsh,percentLodging,flagLeafHeight,genotype
Lincoln-TP3-hybrids_10_10,137.2615919910827,134.0,26352304,140.7719417040826,137.0,27026242,99.51688664798476,96.0,19105849,0.0870445216554373,0.0828025477707006,16711.329534540786,-0.0114018634885204,-0.0023640661938534,-2188.9981637070937,0.0114018634885204,0.0023640661938534,2188.9981637070937,Lincoln-TP3-hybrids,10,10,hybrids,,2.94,27.16,,58.0,1320.57,59.0,1346.07,3.81,64.38,11.68,4.46,1.63,1.3,,195.0,PHB47 X 3IIH6
Lincoln-TP3-hybrids_10_11,141.30545942767338,137.0,27153681,150.07254258103796,145.0,28838390,109.52934227712932,104.0,21047487,0.0896339638682525,0.0851485148514851,17224.33139881502,-0.0278508611316272,-0.0197044334975369,-5351.905027636884,0.0278508611316272,0.0197044334975369,5351.905027636884,Lincoln-TP3-hybrids,10,11,hybrids,,3.21,29.65,,58.0,1320.57,59.0,1346.07,4.62,66.24,10.17,3.83,1.52,1.23,,172.0,PHP02 X PHB47
Lincoln-TP3-hybrids_10_12,109.29476631331346,105.0,21001973,135.63276245192782,133.0,26063056,89.88948214759652,86.0,17273073,0.1549870923996192,0.1545454545454545,29782.164688418437,-0.1058733356740327,-0.1100478468899521,-20344.514309786453,0.1058733356740327,0.1100478468899521,20344.514309786453,Lincoln-TP3-hybrids,10,12,hybrids,,4.76,43.87,,57.0,1295.5,64.0,1479.48,4.86,70.0,10.47,4.21,0.9,1.02,,210.0,F42 X OH43
Lincoln-TP3-hybrids_10_13,96.13816238048396,94.0,18470929,126.2754347339548,126.0,24261173,77.03343586860912,74.0,14800357,0.1909214519282346,0.1885714285714285,36681.54763751978,-0.1366556985700189,-0.1395348837209302,-26255.52271055917,0.1366556985700189,0.1395348837209302,26255.52271055917,Lincoln-TP3-hybrids,10,13,hybrids,,8.51,78.16,,54.0,1209.83,56.0,1268.08,5.12,66.27,12.47,4.12,1.42,1.29,,160.0,PHJ40 X LH82
Lincoln-TP3-hybrids_10_14,91.25351899816036,85.0,17510364,109.90539744745604,106.0,21089417,70.29184884854106,65.0,13488092,0.1634154957071366,0.1572815533980582,31357.30922475532,-0.1009534950395725,-0.0945945945945946,-19371.663302658453,0.1009534950395725,0.0945945945945946,19371.663302658453,Lincoln-TP3-hybrids,10,14,hybrids,,,,,,,,,,,,,,,,,
Lincoln-TP3-hybrids_10_15,101.9192014367891,98.0,19578169,128.46688877898956,124.0,24677847,80.90476587105339,77.0,15541401,0.1695810307819166,0.1675126903553299,32575.668108052283,-0.1140720248936574,-0.1166666666666666,-21912.66562194712,0.1140720248936574,0.1166666666666666,21912.66562194712,Lincoln-TP3-hybrids,10,15,hybrids,,7.52,69.07,,63.0,1451.51,63.0,1451.51,5.25,71.94,9.06,4.51,0.71,0.98,,204.0,PHW52 X PHZ51
Lincoln-TP3-hybrids_10_16,125.2242328301317,121.0,24047686,140.1972953128824,135.0,26923068,100.41343074511684,96.0,19283094,0.1094212791512331,0.1056910569105691,21012.934184365364,-0.0552660807715513,-0.05,-10613.132353126412,0.0552660807715513,0.05,10613.132353126412,Lincoln-TP3-hybrids,10,16,hybrids,,3.9,35.9,,58.0,1320.57,60.0,1370.73,4.34,65.51,11.6,3.97,1.56,1.22,,150.0,PHP02 X PHK56
Lincoln-TP3-hybrids_10_17,120.45640005623449,117.0,23134013,138.8684738067096,133.0,26670107,92.27787641953005,88.0,17722243,0.13153687170599,0.1297208538587849,25262.050821750512,-0.0681335188460318,-0.0670553935860058,-13085.246694936946,0.0681335188460318,0.0670553935860058,13085.246694936946,Lincoln-TP3-hybrids,10,17,hybrids,,3.15,28.73,,63.0,1451.51,68.0,1570.26,4.72,66.4,9.4,3.79,1.64,1.03,,180.0,B37 X MO17
Lincoln-TP3-hybrids_10_18,116.9839566344862,114.0,22465833,137.59882733985273,132.0,26424754,95.26707699357432,92.0,18295280,0.1293817125585015,0.1295681063122923,24846.72284315975,-0.0794827941762071,-0.0838323353293413,-15264.034759187176,0.0794827941762071,0.0838323353293413,15264.034759187176,Lincoln-TP3-hybrids,10,18,hybrids,,6.59,59.0,,58.0,1320.57,63.0,1451.51,4.71,65.52,13.56,4.54,1.36,1.05,,187.0,LH198 X PHZ51
Lincoln-TP3-hybrids_10_19,89.161240762248,87.0,17119939,111.94834670930312,109.0,21495314,70.50459609084896,68.0,13537658,0.1696997709994359,0.1661807580174927,32584.222729372697,-0.1142014008712634,-0.1137254901960784,-21927.925182692165,0.1142014008712634,0.1137254901960784,21927.925182692165,Lincoln-TP3-hybrids,10,19,hybrids,,12.27,112.43,,59.0,1346.07,60.0,1370.73,4.08,67.66,8.55,3.96,1.54,1.32,,170.0,PIONEER P0589 AMXT
