file_,Red_mean,Red_median,Red_sum,Green_mean,Green_median,Green_sum,Blue_mean,Blue_median,Blue_sum,GLI_mean,GLI_median,GLI_sum,NGRDI_mean,NGRDI_median,NGRDI_sum,GRVI_mean,GRVI_median,GRVI_sum,field,range,row,exp,plantDensity,combineYield,yieldPerAcre,totalStandCount,daysToAnthesis,GDDToAnthesis,daysToSilk,GDDToSilk,percentMoisture,percentStarch,percentProtein,percentOil,percentFiber,percentAsh,percentLodging,flagLeafHeight,genotype
Lincoln-TP1-hybrids_10_10,106.6006596590734,102.0,20749392,130.86928064280798,130.0,25473182,93.37965845689097,88.0,18175977,0.1495815692615165,0.1428571428571428,29115.454130477152,-0.1160260452240961,-0.1111111111111111,-22584.00559868942,0.1160260452240961,0.1111111111111111,22584.00559868942,Lincoln-TP1-hybrids,10,10,hybrids,,2.94,27.16,,58.0,1320.57,59.0,1346.07,3.81,64.38,11.68,4.46,1.63,1.3,,195.0,PHB47 X 3IIH6
Lincoln-TP1-hybrids_10_11,108.38968865598028,106.0,21096969,135.6346948212084,136.0,26399937,96.60673037402384,93.0,18803534,0.1517676638816132,0.1447811447811448,29540.05809791719,-0.1214489232717244,-0.1186440677966101,-23638.818425608453,0.1214489232717244,0.1186440677966101,23638.818425608453,Lincoln-TP1-hybrids,10,11,hybrids,,3.21,29.65,,58.0,1320.57,59.0,1346.07,4.62,66.24,10.17,3.83,1.52,1.23,,172.0,PHP02 X PHB47
Lincoln-TP1-hybrids_10_12,89.95819867957972,87.0,17509014,127.07158527500192,127.0,24732578,81.47771983456212,76.0,15858416,0.2146528292814306,0.2100313479623824,41778.953427191256,-0.1877015442061599,-0.1849529780564263,-36533.29005656594,0.1877015442061599,0.1849529780564263,36533.29005656594,Lincoln-TP1-hybrids,10,12,hybrids,,4.76,43.87,,57.0,1295.5,64.0,1479.48,4.86,70.0,10.47,4.21,0.9,1.02,,210.0,F42 X OH43
Lincoln-TP1-hybrids_10_13,89.47067649854834,87.0,17411441,124.75130649263892,126.0,24277228,76.32666683795381,72.0,14853551,0.2145255246733356,0.2146596858638743,41747.73972905448,-0.1747546531895566,-0.1775700934579439,-34008.12928395367,0.1747546531895566,0.1775700934579439,34008.12928395367,Lincoln-TP1-hybrids,10,13,hybrids,,8.51,78.16,,54.0,1209.83,56.0,1268.08,5.12,66.27,12.47,4.12,1.42,1.29,,160.0,PHJ40 X LH82
Lincoln-TP1-hybrids_10_14,97.6907741829326,85.0,18998511,121.36666221024704,114.0,23602903,84.34982208601575,72.0,16404016,0.1711763187629898,0.1726384364820846,33289.685767751216,-0.1332254159268357,-0.1365638766519823,-25909.14598778731,0.1332254159268357,0.1365638766519823,25909.14598778731,Lincoln-TP1-hybrids,10,14,hybrids,,,,,,,,,,,,,,,,,
Lincoln-TP1-hybrids_10_15,96.84827380615847,92.0,18842897,126.4444724276705,125.0,24601163,83.53419750104081,79.0,16252497,0.1828479921186031,0.1808731808731808,35575.08819458754,-0.1457863271824561,-0.1468531468531468,-28364.33360294584,0.1457863271824561,0.1468531468531468,28364.33360294584,Lincoln-TP1-hybrids,10,15,hybrids,,7.52,69.07,,63.0,1451.51,63.0,1451.51,5.25,71.94,9.06,4.51,0.71,0.98,,204.0,PHW52 X PHZ51
Lincoln-TP1-hybrids_10_16,107.47696293098132,104.0,20910288,131.24741976603138,132.0,25534973,95.46492012582496,92.0,18573273,0.1421533917582973,0.138004246284501,27656.79528692729,-0.1126102069091197,-0.1111111111111111,-21908.991415410703,0.1126102069091197,0.1111111111111111,21908.991415410703,Lincoln-TP1-hybrids,10,16,hybrids,,3.9,35.9,,58.0,1320.57,60.0,1370.73,4.34,65.51,11.6,3.97,1.56,1.22,,150.0,PHP02 X PHK56
Lincoln-TP1-hybrids_10_17,107.15729274298434,103.0,20845201,133.4590009715775,134.0,25961646,91.5855939217289,87.0,17816054,0.1603730402684027,0.1591836734693877,31197.20715037212,-0.1209581748330795,-0.1228070175438596,-23529.87279210413,0.1209581748330795,0.1228070175438596,23529.87279210413,Lincoln-TP1-hybrids,10,17,hybrids,,3.15,28.73,,63.0,1451.51,68.0,1570.26,4.72,66.4,9.4,3.79,1.64,1.03,,180.0,B37 X MO17
Lincoln-TP1-hybrids_10_18,103.18751285214888,99.0,20072035,129.816353074234,130.0,25251877,89.42398725066832,85.0,17394754,0.162013326496395,0.1607142857142857,31514.83227007876,-0.1261160039629163,-0.1284916201117318,-24532.08509086649,0.1261160039629163,0.1284916201117318,24532.08509086649,Lincoln-TP1-hybrids,10,18,hybrids,,6.59,59.0,,58.0,1320.57,63.0,1451.51,4.71,65.52,13.56,4.54,1.36,1.05,,187.0,LH198 X PHZ51
Lincoln-TP1-hybrids_10_19,94.29634904394412,87.0,18340357,115.48870162521789,113.0,22462206,81.14923109353872,74.0,15783282,0.1570374782179077,0.1538461538461538,30543.31840094841,-0.120598958239232,-0.1203007518796992,-23456.13558065592,0.120598958239232,0.1203007518796992,23456.13558065592,Lincoln-TP1-hybrids,10,19,hybrids,,12.27,112.43,,59.0,1346.07,60.0,1370.73,4.08,67.66,8.55,3.96,1.54,1.32,,170.0,PIONEER P0589 AMXT
