file_,GRVI_mean,GRVI_median,GRVI_sum,NGRDI_mean,NGRDI_median,NGRDI_sum,Red_mean,Red_median,Red_sum,Green_mean,Green_median,Green_sum,Blue_mean,Blue_median,Blue_sum,GLI_mean,GLI_median,GLI_sum,field,range,row,plantDensity,combineYield,yieldPerAcre,totalStandCount,daysToAnthesis,GDDToAnthesis,daysToSilk,GDDToSilk,percentMoisture,percentStarch,percentProtein,percentOil,percentFiber,percentAsh,percentLodging,flagLeafHeight,location,Timepoint,exp
MOValley-TP1-Hybrids_23_10,0.09473860245501656,0.0769338515950555,13.642358753522384,-0.09473860245501656,-0.0769338515950555,-13.642358753522384,75.06293706293707,76.0,10734,86.92307692307692,87.0,12430,77.83216783216783,78.0,11130,0.0711094556396646,0.0666666666666666,10.16865215647205,MOValley-TP1-Hybrids,10,23,28500.0,13.69,128.9,57.0,,,,,5.0,65.51,11.22,4.02,1.57,1.26,0.0,185.0,MOValley,TP1,Hybrids
MOValley-TP1-Hybrids_23_11,0.11515895501081896,0.09849050106181484,16.58288952155793,-0.11515895501081896,-0.09849050106181484,-16.58288952155793,62.44444444444444,65.5,8992,76.72916666666667,79.0,11049,67.96527777777777,70.0,9787,0.0869969313545116,0.0777276309191202,12.527558115049674,MOValley-TP1-Hybrids,11,23,25500.0,16.09,150.82,51.0,,,,,5.61,70.05,9.34,3.86,0.8,1.18,0.0,209.0,MOValley,TP1,Hybrids
MOValley-TP1-Hybrids_23_12,0.15757288554270915,0.14285714285714285,22.69049551815012,-0.15757288554270915,-0.14285714285714285,-22.69049551815012,56.73426573426573,56.0,8113,74.85314685314685,75.0,10704,66.9020979020979,66.0,9567,0.1013871144340331,0.09375,14.498357364066734,MOValley-TP1-Hybrids,12,23,30000.0,20.83,195.47,60.0,,,,,5.35,69.21,8.28,4.02,0.97,1.18,0.0,201.0,MOValley,TP1,Hybrids
MOValley-TP1-Hybrids_23_13,0.1523905176616938,0.13157894736842105,21.944234543283905,-0.1523905176616938,-0.13157894736842105,-21.944234543283905,60.72222222222222,62.0,8744,79.09722222222223,79.0,11390,70.09722222222223,71.0,10094,0.1034384697968314,0.0960501617476736,14.895139650743728,MOValley-TP1-Hybrids,13,23,29000.0,17.79,166.76,58.0,,,,,5.41,68.16,9.08,3.86,1.4,1.12,3.45,216.0,MOValley,TP1,Hybrids
MOValley-TP1-Hybrids_23_14,0.12239170656506114,0.10967741935483871,17.624405745368804,-0.12239170656506114,-0.10967741935483871,-17.624405745368804,67.75,68.0,9756,84.63888888888889,84.0,12188,72.13194444444444,72.0,10387,0.1008701108834213,0.0954630083292503,14.525295967212664,MOValley-TP1-Hybrids,14,23,24000.0,13.93,130.72,48.0,,,,,5.39,70.73,10.27,3.95,1.64,1.33,8.33,213.0,MOValley,TP1,Hybrids
MOValley-TP1-Hybrids_23_15,0.14177951694398516,0.127479091995221,20.416250439933865,-0.14177951694398516,-0.127479091995221,-20.416250439933865,56.40972222222222,56.0,8123,72.98611111111111,72.5,10510,65.31944444444444,65.0,9406,0.0962929406329582,0.0935251798561151,13.866183451145996,MOValley-TP1-Hybrids,15,23,,,,,,,,,5.24,68.68,8.52,4.18,0.91,1.18,,185.0,MOValley,TP1,Hybrids
MOValley-TP1-Hybrids_23_16,0.09819491209243748,0.08528808502703711,14.140067341310997,-0.09819491209243748,-0.08528808502703711,-14.140067341310997,74.98611111111111,75.0,10798,88.63888888888889,89.0,12764,77.15277777777777,76.5,11110,0.0837105732975879,0.0769230769230769,12.054322554852655,MOValley-TP1-Hybrids,16,23,22500.0,15.61,146.49,45.0,,,,,5.15,67.28,8.66,3.74,1.39,1.26,17.78,197.0,MOValley,TP1,Hybrids
MOValley-TP1-Hybrids_23_17,0.1637604393057358,0.14285714285714285,23.581503260025954,-0.1637604393057358,-0.14285714285714285,-23.581503260025954,60.02777777777778,60.0,8644,80.13888888888889,80.0,11540,68.88194444444444,69.5,9919,0.1177545814282559,0.1043255813953488,16.95665972566885,MOValley-TP1-Hybrids,17,23,30500.0,19.63,182.77,61.0,,,,,4.78,71.57,8.44,4.36,0.41,0.98,3.28,193.0,MOValley,TP1,Hybrids
MOValley-TP1-Hybrids_23_18,0.14211656121529997,0.12658227848101267,20.464784815003195,-0.14211656121529997,-0.12658227848101267,-20.464784815003195,67.33333333333333,67.0,9696,86.56944444444444,86.0,12466,74.22222222222223,74.0,10688,0.1091789093794649,0.1024184149184149,15.721762950642944,MOValley-TP1-Hybrids,18,23,29500.0,21.34,200.71,59.0,,,,,5.51,68.72,8.09,4.38,0.5,1.16,5.08,186.0,MOValley,TP1,Hybrids
MOValley-TP1-Hybrids_23_19,0.14439184761263377,0.12055923848376679,20.792426056219263,-0.14439184761263377,-0.12055923848376679,-20.792426056219263,65.9375,66.0,9495,85.09722222222223,86.0,12254,73.42361111111111,73.5,10573,0.1074616784542038,0.0957095709570957,15.474481697405349,MOValley-TP1-Hybrids,19,23,32000.0,19.85,188.37,64.0,,,,,5.24,68.6,8.5,3.66,1.09,0.97,0.0,194.0,MOValley,TP1,Hybrids
