file_,Red_mean,Red_median,Red_sum,Green_mean,Green_median,Green_sum,Blue_mean,Blue_median,Blue_sum,GLI_mean,GLI_median,GLI_sum,NGRDI_mean,NGRDI_median,NGRDI_sum,GRVI_mean,GRVI_median,GRVI_sum,field,range,row,exp,plantDensity,combineYield,yieldPerAcre,totalStandCount,daysToAnthesis,GDDToAnthesis,daysToSilk,GDDToSilk,percentMoisture,percentStarch,percentProtein,percentOil,percentFiber,percentAsh,percentLodging,flagLeafHeight,genotype
MOValley-TP2-Hybrids_23_10,77.21389908044331,75.0,18330348,96.74532112874216,95.0,22967049,64.6012249522951,59.0,15336137,0.156484756983405,0.1549295774647887,37149.0118535894,-0.1051736927261784,-0.11284046692607,-24967.919132116574,0.1051736927261784,0.11284046692607,24967.919132116574,MOValley-TP2-Hybrids,23,10,Hybrids,28500.0,13.69,128.9,57.0,,,,,5.0,65.51,11.22,4.02,1.57,1.26,0.0,185.0,PHP02 X LH145
MOValley-TP2-Hybrids_23_11,64.03028580092487,57.0,15203223,86.2375525400315,79.0,20476072,52.933511063940905,43.0,12568427,0.2002407736031837,0.1977401129943503,47544.768802792736,-0.1478011252603733,-0.1546391752577319,-35093.60357957253,0.1478011252603733,0.1546391752577319,35093.60357957253,MOValley-TP2-Hybrids,23,11,Hybrids,25500.0,16.09,150.82,51.0,,,,,5.61,70.05,9.34,3.86,0.8,1.18,0.0,209.0,LH82 X W606S
MOValley-TP2-Hybrids_23_12,66.31629520773768,62.0,15749258,87.5785790380105,83.0,20798774,56.58767006194023,49.0,13438836,0.1778350561571774,0.1782945736434108,42233.51398159959,-0.1325452778621887,-0.1401869158878504,-31477.780403657624,0.1325452778621887,0.1401869158878504,31477.780403657624,MOValley-TP2-Hybrids,23,12,Hybrids,30000.0,20.83,195.47,60.0,,,,,5.35,69.21,8.28,4.02,0.97,1.18,0.0,201.0,PIONEER 1311 AMXT
MOValley-TP2-Hybrids_23_13,68.6194758252415,65.0,16345365,91.13102689722632,89.0,21707684,58.16374269005848,52.0,13854778,0.1896910398976604,0.1841155234657039,45184.97477674241,-0.1427977270438242,-0.1452991452991453,-34014.84697502006,0.1427977270438242,0.1452991452991453,34014.84697502006,MOValley-TP2-Hybrids,23,13,Hybrids,29000.0,17.79,166.76,58.0,,,,,5.41,68.16,9.08,3.86,1.4,1.12,3.45,216.0,B73 X PHM49
MOValley-TP2-Hybrids_23_14,63.46305519918832,59.0,15137081,84.79553744371493,78.0,20225262,53.197515491493306,45.0,12688565,0.1888236976614502,0.1887850467289719,45037.85071881378,-0.1365414691028261,-0.145374449339207,-32567.59812746788,0.1365414691028261,0.145374449339207,32567.59812746788,MOValley-TP2-Hybrids,23,14,Hybrids,24000.0,13.93,130.72,48.0,,,,,5.39,70.73,10.27,3.95,1.64,1.33,8.33,213.0,PHN46 X PHK56
MOValley-TP2-Hybrids_23_15,58.42878002727368,53.0,13925039,78.72216091471729,72.0,18761459,49.045895311024864,40.0,11688863,0.1948951762382527,0.1920529801324503,46448.39287698158,-0.1446756067244112,-0.1512195121951219,-34479.813972595315,0.1446756067244112,0.1512195121951219,34479.813972595315,MOValley-TP2-Hybrids,23,15,Hybrids,,,,,,,,,5.24,68.68,8.52,4.18,0.91,1.18,,185.0,PHB47 X PHJ89
MOValley-TP2-Hybrids_23_16,68.72672352076765,65.0,16415859,88.65173723190026,85.0,21175088,58.24510481166556,52.0,13912251,0.1658260260357928,0.1671732522796352,39608.70710083136,-0.1201144195401288,-0.1304347826086956,-28690.16990809655,0.1201144195401288,0.1304347826086956,28690.16990809655,MOValley-TP2-Hybrids,23,16,Hybrids,22500.0,15.61,146.49,45.0,,,,,5.15,67.28,8.66,3.74,1.39,1.26,17.78,197.0,PHK56 X 3IIH6
MOValley-TP2-Hybrids_23_17,69.9369031592456,69.0,16675965,91.45512764056818,90.0,21806835,59.56772058731018,55.0,14203506,0.1755545361301515,0.1743119266055046,41859.75025848173,-0.130137064352228,-0.1365313653136531,-31030.272035338312,0.130137064352228,0.1365313653136531,31030.272035338312,MOValley-TP2-Hybrids,23,17,Hybrids,30500.0,19.63,182.77,61.0,,,,,4.78,71.57,8.44,4.36,0.41,0.98,3.28,193.0,PHW52 X PHN82
MOValley-TP2-Hybrids_23_18,70.75577386313651,69.0,16889757,93.81320458306276,92.0,22393681,60.22720093839676,55.0,14376534,0.1786974473664491,0.180327868852459,42655.97417360824,-0.1343735615137574,-0.1428571428571428,-32075.64100114147,0.1343735615137574,0.1428571428571428,32075.64100114147,MOValley-TP2-Hybrids,23,18,Hybrids,29500.0,21.34,200.71,59.0,,,,,5.51,68.72,8.09,4.38,0.5,1.16,5.08,186.0,LH82 X PHJ89
MOValley-TP2-Hybrids_23_19,75.63298101857089,76.0,18054122,96.744092129682,97.0,23093492,63.72316270574386,61.0,15211165,0.1612339171060469,0.1623931623931624,38487.66465063315,-0.1107769019498395,-0.1221719457013574,-26443.22193374034,0.1107769019498395,0.1221719457013574,26443.22193374034,MOValley-TP2-Hybrids,23,19,Hybrids,32000.0,19.85,188.37,64.0,,,,,5.24,68.6,8.5,3.66,1.09,0.97,0.0,194.0,LH74 X PHM49
MOValley-TP2-Hybrids_23_2,69.24921501274946,65.0,16430415,88.48011295387015,84.0,20993234,56.8645565085453,49.0,13491969,0.1673785857025436,0.1673151750972762,39713.080136714016,-0.1119863917074596,-0.1195652173913043,-26570.45122847041,0.1119863917074596,0.1195652173913043,26570.45122847041,MOValley-TP2-Hybrids,23,2,Hybrids,27000.0,16.71,156.64,54.0,,,,,5.01,68.78,8.48,3.97,0.72,1.11,3.7,182.0,PHP02 X PHN46
MOValley-TP2-Hybrids_23_20,72.75702881089576,71.0,17361646,95.30047145102148,95.0,22741075,61.3685322158198,57.0,14644066,0.1757172876245238,0.1746987951807229,41930.537759402,-0.1242380767147361,-0.1333333333333333,-29646.31105605392,0.1242380767147361,0.1333333333333333,29646.31105605392,MOValley-TP2-Hybrids,23,20,Hybrids,30500.0,17.92,166.09,61.0,,,,,5.56,71.87,7.83,3.99,1.85,1.25,11.48,201.0,B14A X MO17
MOValley-TP2-Hybrids_23_21,60.18023072691156,55.0,14329936,83.850384474859,78.0,19966202,49.83215394112978,41.0,11865883,0.214533091156547,0.2130518234165067,51083.976066923504,-0.158980648273345,-0.1666666666666666,-37855.9950249041,0.158980648273345,0.1666666666666666,37855.9950249041,MOValley-TP2-Hybrids,23,21,Hybrids,,,,,,,,,,,,,,,,,
MOValley-TP2-Hybrids_23_22,69.02044116045474,65.0,16477526,87.88061608317207,83.0,20980091,58.05245168262585,51.0,13859094,0.1619736046724887,0.1622189707932479,38668.60653788192,-0.1082982427635869,-0.1188118811881188,-25854.47268792216,0.1082982427635869,0.1188118811881188,25854.47268792216,MOValley-TP2-Hybrids,23,22,Hybrids,27000.0,17.14,161.93,54.0,,,,,5.17,67.53,8.35,4.4,0.98,1.19,3.7,196.0,PHP02 X PHG47
MOValley-TP2-Hybrids_23_23,73.60319089655981,70.0,17567536,94.60489192597588,92.0,22580201,59.40800405565634,54.0,14179443,0.1755325709889268,0.1755725190839694,41895.93851106607,-0.1153354981802918,-0.125,-27528.16137017388,0.1153354981802918,0.125,27528.16137017388,MOValley-TP2-Hybrids,23,23,Hybrids,30500.0,12.04,112.61,61.0,,,,,5.72,72.42,7.25,3.72,1.58,1.3,4.92,217.0,B84 X 3IIH6
MOValley-TP2-Hybrids_23_24,77.47929207246833,76.0,18496244,99.13546130484868,99.0,23666113,64.46178657451043,60.0,15388640,0.1648220726187131,0.1666666666666666,39347.14928590231,-0.1107047474614956,-0.1227154046997389,-26427.99083774555,0.1107047474614956,0.1227154046997389,26427.99083774555,MOValley-TP2-Hybrids,23,24,Hybrids,31500.0,16.78,159.23,63.0,,,,,5.27,67.94,7.83,4.13,1.08,1.1,0.0,177.0,PHP02 X PHK76
