file_,Red_mean,Red_median,Red_sum,Green_mean,Green_median,Green_sum,Blue_mean,Blue_median,Blue_sum,GLI_mean,GLI_median,GLI_sum,NGRDI_mean,NGRDI_median,NGRDI_sum,GRVI_mean,GRVI_median,GRVI_sum,field,range,row,exp,plantDensity,combineYield,yieldPerAcre,totalStandCount,daysToAnthesis,GDDToAnthesis,daysToSilk,GDDToSilk,percentMoisture,percentStarch,percentProtein,percentOil,percentFiber,percentAsh,percentLodging,flagLeafHeight,genotype
MOValley-TP1-Hybrids_23_10,84.36451864616186,85.0,20758396,109.61419758103848,113.0,26971231,74.8325584419807,74.0,18413000,0.1658343198232673,0.1652892561983471,40804.52939843386,-0.1316952059536225,-0.1379310344827586,-32404.395596124537,0.1316952059536225,0.1379310344827586,32404.395596124537,MOValley-TP1-Hybrids,23,10,Hybrids,28500.0,13.69,128.9,57.0,,,,,5.0,65.51,11.22,4.02,1.57,1.26,0.0,185.0,PHP02 X LH145
MOValley-TP1-Hybrids_23_11,67.1872854114223,61.0,16574633,92.12060739461596,89.0,22725509,56.15195810177022,49.0,13852295,0.2067374384988932,0.2100840336134453,51000.67891560747,-0.1634037399977476,-0.1716417910447761,-40310.55883126435,0.1634037399977476,0.1716417910447761,40310.55883126435,MOValley-TP1-Hybrids,23,11,Hybrids,25500.0,16.09,150.82,51.0,,,,,5.61,70.05,9.34,3.86,0.8,1.18,0.0,209.0,LH82 X W606S
MOValley-TP1-Hybrids_23_12,59.88811562735455,55.0,14784100,86.68533026549247,83.0,21399314,56.12891413016179,49.0,13856096,0.1995127038745217,0.2,49252.10510387218,-0.179754418782497,-0.1875,-44374.53532948477,0.179754418782497,0.1875,44374.53532948477,MOValley-TP1-Hybrids,23,12,Hybrids,30000.0,20.83,195.47,60.0,,,,,5.35,69.21,8.28,4.02,0.97,1.18,0.0,201.0,PIONEER 1311 AMXT
MOValley-TP1-Hybrids_23_13,61.69353022200616,59.0,15228431,89.56904877653541,89.0,22109224,58.29764624858208,54.0,14390191,0.2000961555525473,0.2014134275618374,49391.735036590784,-0.1799489938739948,-0.1887550200803212,-44418.60964785689,0.1799489938739948,0.1887550200803212,44418.60964785689,MOValley-TP1-Hybrids,23,13,Hybrids,29000.0,17.79,166.76,58.0,,,,,5.41,68.16,9.08,3.86,1.4,1.12,3.45,216.0,B73 X PHM49
MOValley-TP1-Hybrids_23_14,65.69008922170967,62.0,16219737,92.26267146727795,91.0,22780853,60.165288988429126,56.0,14855592,0.1918457628304515,0.1926605504587156,47369.21283775529,-0.1659693197482855,-0.175438596491228,-40979.982647008415,0.1659693197482855,0.175438596491228,40979.982647008415,MOValley-TP1-Hybrids,23,14,Hybrids,24000.0,13.93,130.72,48.0,,,,,5.39,70.73,10.27,3.95,1.64,1.33,8.33,213.0,PHN46 X PHK56
MOValley-TP1-Hybrids_23_15,48.47351430608211,44.0,11967529,74.10006156637827,69.0,18294416,45.38914406532517,39.0,11206035,0.2280860752871792,0.2250922509225092,56311.71495550111,-0.2087175728120879,-0.2121212121212121,-51529.86411643076,0.2087175728120879,0.2121212121212121,51529.86411643076,MOValley-TP1-Hybrids,23,15,Hybrids,,,,,,,,,5.24,68.68,8.52,4.18,0.91,1.18,,185.0,PHB47 X PHJ89
MOValley-TP1-Hybrids_23_16,61.61370906999911,57.0,15215259,83.74550711491581,81.0,20680618,56.44321025649332,51.0,13938425,0.1786875179640709,0.1826086956521739,44126.16781115547,-0.1560906894480406,-0.1619047619047619,-38545.97139643584,0.1560906894480406,0.1619047619047619,38545.97139643584,MOValley-TP1-Hybrids,23,16,Hybrids,22500.0,15.61,146.49,45.0,,,,,5.15,67.28,8.66,3.74,1.39,1.26,17.78,197.0,PHK56 X 3IIH6
MOValley-TP1-Hybrids_23_17,54.48350660707346,51.0,13457862,79.02716511206114,75.0,19520342,52.32707037828735,46.0,12925205,0.1922652368808588,0.197452229299363,47491.05163146718,-0.1762559961633624,-0.1851851851851851,-43536.64110031983,0.1762559961633624,0.1851851851851851,43536.64110031983,MOValley-TP1-Hybrids,23,17,Hybrids,30500.0,19.63,182.77,61.0,,,,,4.78,71.57,8.44,4.36,0.41,0.98,3.28,193.0,PHW52 X PHN82
MOValley-TP1-Hybrids_23_18,68.48365484532248,68.0,16937446,96.30917714225642,98.0,23819282,63.03894938157293,61.0,15590856,0.1927371555092956,0.1958762886597938,47667.94603771451,-0.1681287374715069,-0.1764705882352941,-41581.76748019056,0.1681287374715069,0.1764705882352941,41581.76748019056,MOValley-TP1-Hybrids,23,18,Hybrids,29500.0,21.34,200.71,59.0,,,,,5.51,68.72,8.09,4.38,0.5,1.16,5.08,186.0,LH82 X PHJ89
MOValley-TP1-Hybrids_23_19,69.27042814926808,67.0,17135218,96.73912445880008,97.0,23930067,64.33828683696693,61.0,15915169,0.1879485074804707,0.1859649122807017,46492.2584499216,-0.1626134176578202,-0.1682242990654205,-40225.19328576203,0.1626134176578202,0.1682242990654205,40225.19328576203,MOValley-TP1-Hybrids,23,19,Hybrids,32000.0,19.85,188.37,64.0,,,,,5.24,68.6,8.5,3.66,1.09,0.97,0.0,194.0,LH74 X PHM49
MOValley-TP1-Hybrids_23_2,76.32015333084014,75.0,18775063,101.54462122567112,103.0,24980383,66.25294304157656,63.0,16298489,0.1798071640428717,0.1808731808731808,44233.28158320263,-0.1440407577190652,-0.1502145922746781,-35434.60256192091,0.1440407577190652,0.1502145922746781,35434.60256192091,MOValley-TP1-Hybrids,23,2,Hybrids,27000.0,16.71,156.64,54.0,,,,,5.01,68.78,8.48,3.97,0.72,1.11,3.7,182.0,PHP02 X PHN46
MOValley-TP1-Hybrids_23_20,58.42877649551568,55.0,14449787,87.66678123458388,86.0,21680521,55.09367342482592,50.0,13624996,0.2169756388410345,0.2134831460674157,53659.3773392209,-0.1943545958979116,-0.2,-48065.057693128925,0.1943545958979116,0.2,48065.057693128925,MOValley-TP1-Hybrids,23,20,Hybrids,30500.0,17.92,166.09,61.0,,,,,5.56,71.87,7.83,3.99,1.85,1.25,11.48,201.0,B14A X MO17
MOValley-TP1-Hybrids_23_21,52.5281485944912,48.0,12989003,80.51074301289647,76.0,19908455,47.39982691475552,40.0,11720887,0.2447109802147699,0.2398921832884097,60511.39705456766,-0.2137261849947547,-0.217391304347826,-52849.569846947976,0.2137261849947547,0.217391304347826,52849.569846947976,MOValley-TP1-Hybrids,23,21,Hybrids,,,,,,,,,,,,,,,,,
MOValley-TP1-Hybrids_23_22,69.27422501363168,68.0,17151259,94.15643920269808,94.0,23311722,62.85753579578731,60.0,15562583,0.1768154201273642,0.1776649746192893,43776.84579223348,-0.1492450412533932,-0.1531531531531531,-36950.83353872135,0.1492450412533932,0.1531531531531531,36950.83353872135,MOValley-TP1-Hybrids,23,22,Hybrids,27000.0,17.14,161.93,54.0,,,,,5.17,67.53,8.35,4.4,0.98,1.19,3.7,196.0,PHP02 X PHG47
MOValley-TP1-Hybrids_23_23,64.3810609275538,61.0,15929484,92.14442760432456,91.0,22798835,57.694533697079926,53.0,14275070,0.209901615723685,0.2100840336134453,51934.90727043276,-0.1794097708528048,-0.1830985915492957,-44390.46255325523,0.1794097708528048,0.1830985915492957,44390.46255325523,MOValley-TP1-Hybrids,23,23,Hybrids,30500.0,12.04,112.61,61.0,,,,,5.72,72.42,7.25,3.72,1.58,1.3,4.92,217.0,B84 X 3IIH6
