file_,Red_mean,Red_median,Red_sum,Green_mean,Green_median,Green_sum,Blue_mean,Blue_median,Blue_sum,GLI_mean,GLI_median,GLI_sum,NGRDI_mean,NGRDI_median,NGRDI_sum,GRVI_mean,GRVI_median,GRVI_sum
MOValley-TP1-Hybrids_23_10,84.36451864616186,85.0,20758396,109.61419758103847,113.0,26971231,74.8325584419807,74.0,18413000,0.16583431982326732,0.1652892561983471,40804.529398433864,-0.1316952059536225,-0.13793103448275862,-32404.395596124537,0.1316952059536225,0.13793103448275862,32404.395596124537
MOValley-TP1-Hybrids_23_11,67.1872854114223,61.0,16574633,92.12060739461597,89.0,22725509,56.15195810177022,49.0,13852295,0.20673743849889323,0.21008403361344538,51000.67891560747,-0.16340373999774763,-0.17164179104477612,-40310.55883126435,0.16340373999774763,0.17164179104477612,40310.55883126435
MOValley-TP1-Hybrids_23_12,59.88811562735455,55.0,14784100,86.68533026549247,83.0,21399314,56.12891413016179,49.0,13856096,0.19951270387452172,0.2,49252.10510387218,-0.179754418782497,-0.1875,-44374.535329484774,0.179754418782497,0.1875,44374.535329484774
MOValley-TP1-Hybrids_23_13,61.69353022200616,59.0,15228431,89.56904877653541,89.0,22109224,58.297646248582076,54.0,14390191,0.20009615555254734,0.20141342756183744,49391.735036590784,-0.17994899387399485,-0.18875502008032127,-44418.60964785689,0.17994899387399485,0.18875502008032127,44418.60964785689
MOValley-TP1-Hybrids_23_14,65.69008922170967,62.0,16219737,92.26267146727795,91.0,22780853,60.165288988429126,56.0,14855592,0.19184576283045157,0.1926605504587156,47369.21283775529,-0.1659693197482855,-0.17543859649122806,-40979.982647008415,0.1659693197482855,0.17543859649122806,40979.982647008415
MOValley-TP1-Hybrids_23_15,48.47351430608211,44.0,11967529,74.10006156637827,69.0,18294416,45.38914406532517,39.0,11206035,0.22808607528717922,0.22509225092250923,56311.714955501106,-0.20871757281208791,-0.21212121212121213,-51529.86411643076,0.20871757281208791,0.21212121212121213,51529.86411643076
MOValley-TP1-Hybrids_23_16,61.61370906999911,57.0,15215259,83.74550711491581,81.0,20680618,56.44321025649332,51.0,13938425,0.17868751796407098,0.1826086956521739,44126.16781115547,-0.1560906894480406,-0.1619047619047619,-38545.97139643584,0.1560906894480406,0.1619047619047619,38545.97139643584
MOValley-TP1-Hybrids_23_17,54.48350660707346,51.0,13457862,79.02716511206114,75.0,19520342,52.327070378287345,46.0,12925205,0.19226523688085884,0.19745222929936307,47491.05163146718,-0.17625599616336243,-0.18518518518518517,-43536.64110031983,0.17625599616336243,0.18518518518518517,43536.64110031983
MOValley-TP1-Hybrids_23_18,68.48365484532248,68.0,16937446,96.30917714225642,98.0,23819282,63.038949381572934,61.0,15590856,0.19273715550929565,0.1958762886597938,47667.94603771451,-0.16812873747150692,-0.17647058823529413,-41581.76748019056,0.16812873747150692,0.17647058823529413,41581.76748019056
MOValley-TP1-Hybrids_23_19,69.27042814926808,67.0,17135218,96.73912445880008,97.0,23930067,64.33828683696693,61.0,15915169,0.18794850748047073,0.18596491228070175,46492.2584499216,-0.16261341765782028,-0.16822429906542055,-40225.19328576203,0.16261341765782028,0.16822429906542055,40225.19328576203
MOValley-TP1-Hybrids_23_2,76.32015333084014,75.0,18775063,101.54462122567112,103.0,24980383,66.25294304157656,63.0,16298489,0.17980716404287178,0.18087318087318088,44233.28158320263,-0.1440407577190652,-0.15021459227467812,-35434.60256192091,0.1440407577190652,0.15021459227467812,35434.60256192091
MOValley-TP1-Hybrids_23_20,58.42877649551568,55.0,14449787,87.66678123458388,86.0,21680521,55.09367342482592,50.0,13624996,0.21697563884103457,0.21348314606741572,53659.3773392209,-0.1943545958979116,-0.2,-48065.057693128925,0.1943545958979116,0.2,48065.057693128925
MOValley-TP1-Hybrids_23_21,52.5281485944912,48.0,12989003,80.51074301289647,76.0,19908455,47.399826914755515,40.0,11720887,0.2447109802147699,0.2398921832884097,60511.39705456766,-0.21372618499475476,-0.21739130434782608,-52849.569846947976,0.21372618499475476,0.21739130434782608,52849.569846947976
MOValley-TP1-Hybrids_23_22,69.27422501363168,68.0,17151259,94.15643920269807,94.0,23311722,62.85753579578731,60.0,15562583,0.17681542012736426,0.17766497461928935,43776.84579223348,-0.1492450412533932,-0.15315315315315314,-36950.83353872135,0.1492450412533932,0.15315315315315314,36950.83353872135
MOValley-TP1-Hybrids_23_23,64.3810609275538,61.0,15929484,92.14442760432455,91.0,22798835,57.694533697079926,53.0,14275070,0.20990161572368501,0.21008403361344538,51934.90727043276,-0.17940977085280482,-0.18309859154929578,-44390.46255325523,0.17940977085280482,0.18309859154929578,44390.46255325523
MOValley-TP1-Hybrids_23_24,77.1148616441123,78.0,19089784,105.82708543728539,110.0,26197495,67.13089072914563,66.0,16618252,0.19326774620349635,0.19324577861163228,47843.43057267552,-0.15420245901525928,-0.15987460815047022,-38172.81872922744,0.15420245901525928,0.15987460815047022,38172.81872922744
MOValley-TP1-Hybrids_23_25,74.04806951131415,73.0,18348149,100.36958355361661,102.0,24870278,66.5927147106184,64.0,16500809,0.1818630590954311,0.17960088691796008,45063.30182407959,-0.15023711506947326,-0.15384615384615385,-37226.80403171957,0.15023711506947326,0.15384615384615385,37226.80403171957
MOValley-TP1-Hybrids_23_26,71.86156641098103,70.0,17800110,100.10595478401292,101.0,24796245,61.190036334275334,59.0,15156772,0.20882614250853787,0.20570264765784113,51726.23549936483,-0.1659301504712991,-0.168,-41100.89827174079,0.1659301504712991,0.168,41100.89827174079
MOValley-TP1-Hybrids_23_27,78.52424299918053,80.0,19452104,107.81919175201133,113.0,26709078,65.97192405972848,65.0,16342631,0.20290713708361816,0.20250521920668058,50264.358905490975,-0.15541566162105105,-0.16109422492401215,-38499.723112428386,0.15541566162105105,0.16109422492401215,38499.723112428386
MOValley-TP1-Hybrids_23_28,73.19491098658051,71.0,18168514,95.9263760922726,96.0,23810941,63.4217693104129,60.0,15742615,0.1692341170410109,0.1724137931034483,42007.461766036766,-0.13353703847401624,-0.14084507042253522,-33146.69722705879,0.13353703847401624,0.14084507042253522,33146.69722705879
MOValley-TP1-Hybrids_23_29,62.496962298661636,59.0,15512621,90.59136068070295,89.0,22486044,54.52512751093814,49.0,13533900,0.21600387874308555,0.2188365650969529,53615.18675833623,-0.1797034835472741,-0.18885448916408668,-44604.9204652031,0.1797034835472741,0.18885448916408668,44604.9204652031
MOValley-TP1-Hybrids_23_3,74.86433953972852,74.0,18399259,102.50827609778328,106.0,25193254,67.40618388073305,65.0,16566283,0.18230623022791334,0.18469217970049917,44805.0375906538,-0.152966468030379,-0.1624548736462094,-37594.26291489018,0.152966468030379,0.1624548736462094,37594.26291489018
MOValley-TP1-Hybrids_23_30,76.22157607118677,76.0,18913317,103.28082180739594,105.0,25627690,67.35365686558984,66.0,16712867,0.1883172790239197,0.18518518518518517,46728.29634787934,-0.1545588133265217,-0.15492957746478872,-38351.60570358978,0.1545588133265217,0.15492957746478872,38351.60570358978
MOValley-TP1-Hybrids_23_31,74.76143579895265,73.0,18530519,105.04355246064343,107.0,26036305,63.73607894715608,61.0,15797752,0.21618002916333562,0.21212121212121213,53582.81438848269,-0.1764669753361011,-0.17437722419928825,-43739.45744075669,0.1764669753361011,0.17437722419928825,43739.45744075669
MOValley-TP1-Hybrids_23_32,61.16708710013558,56.0,15203263,84.43088999126947,81.0,20985551,52.233495471790725,46.0,12982792,0.19878281776084672,0.20082815734989648,49408.065702911736,-0.16270340541252337,-0.1705685618729097,-40440.419525498924,0.16270340541252337,0.1705685618729097,40440.419525498924
MOValley-TP1-Hybrids_23_33,72.29429545463692,71.0,17961590,98.90685084785329,100.0,24573506,63.92172702061976,61.0,15881417,0.19116650388277587,0.18811881188118812,47495.509056179544,-0.15698294587676517,-0.15819209039548024,-39002.569886028185,0.15698294587676517,0.15819209039548024,39002.569886028185
MOValley-TP1-Hybrids_23_34,59.266621047758974,55.0,14723903,91.41292893513393,90.0,22710171,54.334695191901304,48.0,13498640,0.24293191868977362,0.23902439024390243,60352.79121969391,-0.2148650227506187,-0.21875,-53379.99192704995,0.2148650227506187,0.21875,53379.99192704995
MOValley-TP1-Hybrids_23_35,64.45219942527581,62.0,16036674,93.25534232260917,93.0,23203328,57.991724775435564,53.0,14429211,0.21306408280024206,0.21212121212121213,53013.53976194223,-0.18197461424780378,-0.1902439024390244,-45278.0136440673,0.18197461424780378,0.1902439024390244,45278.0136440673
MOValley-TP1-Hybrids_23_36,71.609987172218,70.0,17807900,97.49021027107234,99.0,24243768,61.68336288950816,59.0,15339357,0.19040771238958046,0.1895424836601307,47350.399509328476,-0.1532916434617294,-0.1568627450980392,-38120.412604419405,0.1532916434617294,0.1568627450980392,38120.412604419405
MOValley-TP1-Hybrids_23_37,74.09666111928479,74.0,18432730,100.1469614014777,102.0,24913159,64.37368852656714,62.0,16013985,0.185349991527087,0.18796992481203006,46108.775992227325,-0.1450887028356567,-0.15492957746478872,-36093.136249614974,0.1450887028356567,0.15492957746478872,36093.136249614974
MOValley-TP1-Hybrids_23_38,70.21494092227123,70.0,17483099,98.44218334578343,100.0,24511513,60.429428018345824,58.0,15046565,0.20611397105502413,0.20689655172413793,51321.14210887468,-0.1680833397325476,-0.17419354838709677,-41851.743093365956,0.1680833397325476,0.17419354838709677,41851.743093365956
MOValley-TP1-Hybrids_23_39,65.87470086568267,64.0,16406226,94.61247048809084,94.0,23563425,58.37089041645921,55.0,14537387,0.21326920515158304,0.21188118811881188,53115.12208141206,-0.18035219476610703,-0.18518518518518517,-44917.07481088849,0.18035219476610703,0.18518518518518517,44917.07481088849
