file_,GRVI_mean,GRVI_median,GRVI_sum,NGRDI_mean,NGRDI_median,NGRDI_sum,Red_mean,Red_median,Red_sum,Green_mean,Green_median,Green_sum,Blue_mean,Blue_median,Blue_sum,GLI_mean,GLI_median,GLI_sum,field,range,row,plantDensity,combineYield,yieldPerAcre,totalStandCount,daysToAnthesis,GDDToAnthesis,daysToSilk,GDDToSilk,percentMoisture,percentStarch,percentProtein,percentOil,percentFiber,percentAsh,percentLodging,flagLeafHeight,location,Timepoint,exp,genotype
Lincoln-TP1-hybrids_10_10,0.126735986381627,0.125,18.2499820389543,-0.126735986381627,-0.125,-18.2499820389543,62.0972222222222,61.0,8942,79.4791666666667,79.0,11445,67.2638888888889,66.0,9686,0.105155533674094,0.103695464095909,15.1423968490696,Lincoln-TP1-hybrids,10,10,,2.94,27.16,,58.0,1320.57,59.0,1346.07,3.81,64.38,11.68,4.46,1.63,1.3,,195.0,Lincoln,TP1,hybrids,PHK76 X LH145
Lincoln-TP1-hybrids_10_11,0.124468319651027,0.118012422360248,17.9234380297479,-0.124468319651027,-0.118012422360248,-17.9234380297479,67.5902777777778,68.0,9733,85.9930555555556,85.0,12383,72.1944444444444,73.0,10396,0.106405907247054,0.100323624595469,15.3224506435758,Lincoln-TP1-hybrids,10,11,,3.21,29.65,,58.0,1320.57,59.0,1346.07,4.62,66.24,10.17,3.83,1.52,1.23,,172.0,Lincoln,TP1,hybrids,PHP02 X PHB47
Lincoln-TP1-hybrids_10_12,0.175102986708997,0.166666666666667,25.2148300860956,-0.175102986708997,-0.166666666666667,-25.2148300860956,57.4027777777778,57.0,8266,80.6875,80.0,11619,66.2222222222222,66.0,9536,0.1363808249026,0.131408760584039,19.6388387859744,Lincoln-TP1-hybrids,10,12,,4.76,43.87,,57.0,1295.5,64.0,1479.48,4.86,70.0,10.47,4.21,0.9,1.02,,210.0,Lincoln,TP1,hybrids,F42 X OH43
Lincoln-TP1-hybrids_10_13,0.149751646166145,0.144827586206897,21.5642370479249,-0.149751646166145,-0.144827586206897,-21.5642370479249,61.0486111111111,62.0,8791,82.0208333333333,82.0,11811,66.9791666666667,68.0,9645,0.125357527589379,0.12,18.0514839728706,Lincoln-TP1-hybrids,10,13,,8.51,78.16,,54.0,1209.83,56.0,1268.08,5.12,66.27,12.47,4.12,1.42,1.29,,160.0,Lincoln,TP1,hybrids,LH195 X 3IIH6
Lincoln-TP1-hybrids_10_14,0.133668641997248,0.124543795620438,19.2482844476037,-0.133668641997248,-0.124543795620438,-19.2482844476037,56.1944444444444,56.0,8092,71.9791666666667,72.0,10365,62.2083333333333,63.0,8958,0.103456656919189,0.0956617522453821,14.8977585963632,Lincoln-TP1-hybrids,10,14,,,,,,,,,,,,,,,,,Lincoln,TP1,hybrids,
Lincoln-TP1-hybrids_10_15,0.138615494454862,0.130102887487554,19.9606312015002,-0.138615494454862,-0.130102887487554,-19.9606312015002,58.5277777777778,60.0,8428,76.5625,77.0,11025,64.6944444444444,65.0,9316,0.111178932393497,0.105661881977671,16.0097662646635,Lincoln-TP1-hybrids,10,15,,7.52,69.07,,63.0,1451.51,63.0,1451.51,5.25,71.94,9.06,4.51,0.71,0.98,,204.0,Lincoln,TP1,hybrids,PHT69 X 3IIH6
Lincoln-TP1-hybrids_10_16,0.11418993251766,0.11189358372457,16.4433502825431,-0.11418993251766,-0.11189358372457,-16.4433502825431,67.5972222222222,66.0,9734,84.2222222222222,82.0,12128,72.0069444444444,70.0,10369,0.0967012920541144,0.0942286348501664,13.9249860557925,Lincoln-TP1-hybrids,10,16,,3.9,35.9,,58.0,1320.57,60.0,1370.73,4.34,65.51,11.6,3.97,1.56,1.22,,150.0,Lincoln,TP1,hybrids,F42 X MO17
Lincoln-TP1-hybrids_10_17,0.140508907561649,0.1385738349242,20.2332826888775,-0.140508907561649,-0.1385738349242,-20.2332826888775,63.2222222222222,62.0,9104,83.3541666666667,83.0,12003,69.3402777777778,69.0,9985,0.11617747107907,0.113385008034786,16.7295558353861,Lincoln-TP1-hybrids,10,17,,3.15,28.73,,63.0,1451.51,68.0,1570.26,4.72,66.4,9.4,3.79,1.64,1.03,,180.0,Lincoln,TP1,hybrids,B37 X H95
Lincoln-TP1-hybrids_10_18,0.127380437134755,0.124543795620438,18.3427829474047,-0.127380437134755,-0.124543795620438,-18.3427829474047,64.3680555555556,64.0,9269,82.5902777777778,83.0,11893,69.4166666666667,69.0,9996,0.107196080477049,0.105263157894737,15.436235588695,Lincoln-TP1-hybrids,10,18,,6.59,59.0,,58.0,1320.57,63.0,1451.51,4.71,65.52,13.56,4.54,1.36,1.05,,187.0,Lincoln,TP1,hybrids,2FACC X 3IIH6
Lincoln-TP1-hybrids_10_19,0.122382385627199,0.103470588235294,17.6230635303167,-0.122382385627199,-0.103470588235294,-17.6230635303167,57.8680555555556,59.0,8333,72.6944444444444,73.0,10468,63.2361111111111,63.5,9106,0.0965428951049717,0.0855018587360594,13.9021768951159,Lincoln-TP1-hybrids,10,19,,12.27,112.43,,59.0,1346.07,60.0,1370.73,4.08,67.66,8.55,3.96,1.54,1.32,,170.0,Lincoln,TP1,hybrids,LH195 X PHM49
Lincoln-TP1-hybrids_10_2,0.171530074725823,0.163484901076015,24.7003307605185,-0.171530074725823,-0.163484901076015,-24.7003307605185,52.2916666666667,53.0,7530,73.0763888888889,73.0,10523,61.6805555555556,63.0,8882,0.126790172881133,0.124292791604374,18.2577848948831,Lincoln-TP1-hybrids,10,2,,11.14,102.31,,57.0,1295.5,56.0,1268.08,4.59,69.36,8.1,3.27,0.78,1.05,,188.0,Lincoln,TP1,hybrids,PHP02 X W606S
Lincoln-TP1-hybrids_10_20,0.144207812743152,0.142857142857143,20.7659250350139,-0.144207812743152,-0.142857142857143,-20.7659250350139,61.7708333333333,62.0,8895,81.875,83.0,11790,68.5416666666667,69.0,9870,0.116353469483331,0.113536948863856,16.7548996055996,Lincoln-TP1-hybrids,10,20,,5.67,52.14,,62.0,1422.27,66.0,1522.76,4.65,71.32,9.43,3.72,1.81,1.23,,176.0,Lincoln,TP1,hybrids,PHK76 X W606S
Lincoln-TP1-hybrids_10_21,0.151832361653698,0.136690647482014,21.8638600781325,-0.151832361653698,-0.136690647482014,-21.8638600781325,58.4166666666667,60.0,8412,78.1388888888889,78.0,11252,64.9444444444444,65.0,9352,0.122192171802044,0.114189837008629,17.5956727394943,Lincoln-TP1-hybrids,10,21,,7.19,66.04,,58.0,1320.57,64.0,1479.48,4.82,69.99,7.85,3.48,0.82,0.94,,168.0,Lincoln,TP1,hybrids,PHP02 X W606S
Lincoln-TP1-hybrids_10_22,0.15771129956311,0.144657577679138,22.7104271370878,-0.15771129956311,-0.144657577679138,-22.7104271370878,64.1805555555556,65.0,9242,86.7291666666667,88.0,12489,70.2013888888889,71.0,10109,0.132385964819297,0.122250135461307,19.0635789339787,Lincoln-TP1-hybrids,10,22,,5.31,48.6,,61.0,1395.88,62.0,1422.27,5.27,68.6,9.66,4.02,2.38,1.25,,175.0,Lincoln,TP1,hybrids,LH185 X LH145
Lincoln-TP1-hybrids_10_23,0.101784183654184,0.0980392156862745,14.6569224462025,-0.101784183654184,-0.0980392156862745,-14.6569224462025,71.3611111111111,71.0,10276,87.0763888888889,87.0,12539,72.7013888888889,73.0,10469,0.0964618137276116,0.0962977273525589,13.8905011767761,Lincoln-TP1-hybrids,10,23,,1.18,11.15,,59.0,1346.07,61.0,1395.88,5.12,67.09,12.07,4.66,1.29,1.15,,170.0,Lincoln,TP1,hybrids,PHP02 X LH145
Lincoln-TP1-hybrids_10_24,0.135736547067881,0.128801843317972,19.5460627777749,-0.135736547067881,-0.128801843317972,-19.5460627777749,63.1388888888889,62.5,9092,81.7152777777778,80.0,11767,68.1041666666667,68.0,9807,0.113870158445531,0.104895104895105,16.3973028161564,Lincoln-TP1-hybrids,10,24,,3.71,34.23,,64.0,1479.48,66.0,1522.76,3.56,72.7,6.87,3.78,1.64,1.13,,171.0,Lincoln,TP1,hybrids,PIONEER 1311 AMXT
Lincoln-TP1-hybrids_10_25,0.129436519161492,0.120750517995549,18.6388587592549,-0.129436519161492,-0.120750517995549,-18.6388587592549,68.8958333333333,70.0,9921,88.25,88.0,12708,72.3472222222222,74.0,10418,0.115111105525762,0.109018176169023,16.5759991957098,Lincoln-TP1-hybrids,10,25,,4.32,39.63,,62.0,1422.27,65.0,1498.26,5.23,68.59,9.34,4.45,0.71,1.02,,166.0,Lincoln,TP1,hybrids,PHN46 X PHB47
Lincoln-TP1-hybrids_10_26,0.129922030384549,0.123858572576521,18.7087723753751,-0.129922030384549,-0.123858572576521,-18.7087723753751,70.0,69.0,10080,89.8680555555556,90.0,12941,74.125,74.0,10674,0.113600238242814,0.111768573307035,16.3584343069652,Lincoln-TP1-hybrids,10,26,,4.69,43.42,,58.0,1320.57,60.0,1370.73,5.22,67.95,10.02,4.34,0.9,1.21,,179.0,Lincoln,TP1,hybrids,PHP02 X PHJ89
Lincoln-TP1-hybrids_10_27,0.124191422590998,0.115646258503401,17.8835648531037,-0.124191422590998,-0.115646258503401,-17.8835648531037,64.5972222222222,64.0,9302,81.4513888888889,82.0,11729,68.1180555555556,68.0,9809,0.10774873025469,0.104136604136604,15.5158171566753,Lincoln-TP1-hybrids,10,27,,,,,,,,,,,,,,,,,Lincoln,TP1,hybrids,WF9 X H95
