file_,GRVI_mean,GRVI_median,GRVI_sum,NGRDI_mean,NGRDI_median,NGRDI_sum,Red_mean,Red_median,Red_sum,Green_mean,Green_median,Green_sum,Blue_mean,Blue_median,Blue_sum,GLI_mean,GLI_median,GLI_sum,field,range,row,plantDensity,combineYield,yieldPerAcre,totalStandCount,daysToAnthesis,GDDToAnthesis,daysToSilk,GDDToSilk,percentMoisture,percentStarch,percentProtein,percentOil,percentFiber,percentAsh,percentLodging,flagLeafHeight,location,Timepoint,exp
Lincoln-TP2-hybrids_10_10,0.00181788723271857,0.00395355742034285,0.261775761511474,-0.00181788723271857,-0.00395355742034285,-0.261775761511474,99.158273381295,99,13783,99.5179856115108,101,13833,80.4820143884892,82,11187,0.0536977689313872,0.050632911392405,7.46398988146283,Lincoln-TP2-hybrids,10,10,,2.94,27.16,,58,1320.57,59,1346.07,3.81,64.38,11.68,4.46,1.63,1.3,,195,Lincoln,TP2,hybrids
Lincoln-TP2-hybrids_10_11,0.0151201999649304,0.0138260592545397,2.17730879494998,-0.0151201999649304,-0.0138260592545397,-2.17730879494998,98.2238805970149,100,13162,101.440298507463,104,13593,81.7089552238806,85,10949,0.0634808268890052,0.0585783502362394,8.5064308031267,Lincoln-TP2-hybrids,10,11,,3.21,29.65,,58,1320.57,59,1346.07,4.62,66.24,10.17,3.83,1.52,1.23,,172,Lincoln,TP2,hybrids
Lincoln-TP2-hybrids_10_12,0.0830755285464743,0.0817999330879893,11.9628761106923,-0.0830755285464743,-0.0817999330879893,-11.9628761106923,82.0972222222222,84,11822,96.5138888888889,100,13898,77.2847222222222,80,11129,0.0986687910593231,0.0943734015345268,14.2083059125425,Lincoln-TP2-hybrids,10,12,,4.76,43.87,,57,1295.5,64,1479.48,4.86,70,10.47,4.21,0.9,1.02,,210,Lincoln,TP2,hybrids
Lincoln-TP2-hybrids_10_13,0.118172930083405,0.11377245508982,17.0169019320103,-0.118172930083405,-0.11377245508982,-17.0169019320103,74.3194444444444,74,10702,93.4722222222222,93,13460,73.0486111111111,72,10519,0.122086547218084,0.118012422360248,17.5804627994041,Lincoln-TP2-hybrids,10,13,,8.51,78.16,,54,1209.83,56,1268.08,5.12,66.27,12.47,4.12,1.42,1.29,,160,Lincoln,TP2,hybrids
Lincoln-TP2-hybrids_10_14,0.0492896840440213,0.05,7.09771450233906,-0.0492896840440213,-0.05,-7.09771450233906,76.8055555555556,76,11060,84.5208333333333,83,12171,69.4513888888889,68,10001,0.0739426823231483,0.075,10.6477462545334,Lincoln-TP2-hybrids,10,14,,,,,,,,,,,,,,,,,Lincoln,TP2,hybrids
Lincoln-TP2-hybrids_10_15,0.0761849443003512,0.0719461697722567,10.9706319792506,-0.0761849443003512,-0.0719461697722567,-10.9706319792506,75.7777777777778,78,10912,88.1041666666667,92,12687,71.0763888888889,74,10235,0.0935296409805928,0.0888252148997134,13.4682683012054,Lincoln-TP2-hybrids,10,15,,7.52,69.07,,63,1451.51,63,1451.51,5.25,71.94,9.06,4.51,0.71,0.98,,204,Lincoln,TP2,hybrids
Lincoln-TP2-hybrids_10_16,0.0426901664948456,0.0385431587882646,6.14738397525776,-0.0426901664948456,-0.0385431587882646,-6.14738397525776,94.1048951048951,94,13457,102.076923076923,102,14597,82.4405594405594,82,11789,0.076319211290475,0.0734177215189873,10.9136472145379,Lincoln-TP2-hybrids,10,16,,3.9,35.9,,58,1320.57,60,1370.73,4.34,65.51,11.6,3.97,1.56,1.22,,150,Lincoln,TP2,hybrids
Lincoln-TP2-hybrids_10_17,0.0558321188694916,0.0531975099037917,8.03982511720679,-0.0558321188694916,-0.0531975099037917,-8.03982511720679,89.4236111111111,92,12877,99.5972222222222,101,14342,77.6180555555556,80,11177,0.0907013527021134,0.0843989769820971,13.0609947891043,Lincoln-TP2-hybrids,10,17,,3.15,28.73,,63,1451.51,68,1570.26,4.72,66.4,9.4,3.79,1.64,1.03,,180,Lincoln,TP2,hybrids
Lincoln-TP2-hybrids_10_18,0.060554362959979,0.06,8.71982826623698,-0.060554362959979,-0.06,-8.71982826623698,83.8194444444444,86,12070,94.3611111111111,99,13588,77.9097222222222,82,11219,0.0792703507604151,0.0767201136594276,11.4149305094998,Lincoln-TP2-hybrids,10,18,,6.59,59,,58,1320.57,63,1451.51,4.71,65.52,13.56,4.54,1.36,1.05,,187,Lincoln,TP2,hybrids
Lincoln-TP2-hybrids_10_19,0.0569530836440017,0.0545454545454545,8.20124404473625,-0.0569530836440017,-0.0545454545454545,-8.20124404473625,74.5069444444444,74,10729,83.3263888888889,83,11999,70.1666666666667,70,10104,0.0717265329634775,0.0700636942675159,10.3286207467408,Lincoln-TP2-hybrids,10,19,,12.27,112.43,,59,1346.07,60,1370.73,4.08,67.66,8.55,3.96,1.54,1.32,,170,Lincoln,TP2,hybrids
