file_,GRVI_mean,GRVI_median,GRVI_sum,NGRDI_mean,NGRDI_median,NGRDI_sum,Red_mean,Red_median,Red_sum,Green_mean,Green_median,Green_sum,Blue_mean,Blue_median,Blue_sum,GLI_mean,GLI_median,GLI_sum,field,range,row,plantDensity,combineYield,yieldPerAcre,totalStandCount,daysToAnthesis,GDDToAnthesis,daysToSilk,GDDToSilk,percentMoisture,percentStarch,percentProtein,percentOil,percentFiber,percentAsh,percentLodging,flagLeafHeight,location,Timepoint,exp,genotype
Lincoln-TP3-hybrids_10_10,-0.0310308119963152,-0.0315789473684211,-4.46843692746939,0.0310308119963152,0.0315789473684211,4.46843692746939,105.923611111111,108.0,15253,99.7847222222222,101.5,14369,83.0555555555556,85.0,11960,0.0290269648118324,0.0256410256410256,4.17988293290387,Lincoln-TP3-hybrids,10,10,,2.94,27.16,,58.0,1320.57,59.0,1346.07,3.81,64.38,11.68,4.46,1.63,1.3,,195.0,Lincoln,TP3,hybrids,PHK76 X LH145
Lincoln-TP3-hybrids_10_11,-0.0366852088657971,-0.0379746835443038,-5.28267007667478,0.0366852088657971,0.0379746835443038,5.28267007667478,113.347222222222,112.0,16322,105.354166666667,105.5,15171,87.625,88.0,12618,0.0262276786755545,0.0219105746811137,3.77678572927986,Lincoln-TP3-hybrids,10,11,,3.21,29.65,,58.0,1320.57,59.0,1346.07,4.62,66.24,10.17,3.83,1.52,1.23,,172.0,Lincoln,TP3,hybrids,PHP02 X PHB47
Lincoln-TP3-hybrids_10_12,-0.024120214006122,-0.0234375,-3.47331081688156,0.024120214006122,0.0234375,3.47331081688156,119.506944444444,122.0,17209,113.791666666667,116.0,16386,93.3402777777778,97.0,13441,0.0361884380297364,0.0346326836581709,5.21113507628205,Lincoln-TP3-hybrids,10,12,,4.76,43.87,,57.0,1295.5,64.0,1479.48,4.86,70.0,10.47,4.21,0.9,1.02,,210.0,Lincoln,TP3,hybrids,F42 X OH43
Lincoln-TP3-hybrids_10_13,-0.0675316840653818,-0.0605710767336258,-9.72456250541497,0.0675316840653818,0.0605710767336258,9.72456250541497,118.354166666667,120.0,17043,104.097222222222,105.5,14990,84.4236111111111,86.0,12157,0.0158294417906309,0.012196935891715,2.27943961785086,Lincoln-TP3-hybrids,10,13,,8.51,78.16,,54.0,1209.83,56.0,1268.08,5.12,66.27,12.47,4.12,1.42,1.29,,160.0,Lincoln,TP3,hybrids,LH195 X 3IIH6
Lincoln-TP3-hybrids_10_14,-0.0147521074623295,-0.014085748925383,-2.12430347457544,0.0147521074623295,0.014085748925383,2.12430347457544,101.618055555556,102.0,14633,98.5069444444444,99.0,14185,83.6319444444444,84.0,12043,0.0324996746304935,0.0312876506024096,4.67995314679106,Lincoln-TP3-hybrids,10,14,,,,,,,,,,,,,,,,,Lincoln,TP3,hybrids,
Lincoln-TP3-hybrids_10_15,0.00670640714294,0.0086232530478739,0.965722628583359,-0.00670640714294,-0.0086232530478739,-0.965722628583359,108.625,109.5,15642,110.0,110.0,15840,89.9236111111111,92.0,12949,0.0526756340029271,0.0508812621152531,7.5852912964215,Lincoln-TP3-hybrids,10,15,,7.52,69.07,,63.0,1451.51,63.0,1451.51,5.25,71.94,9.06,4.51,0.71,0.98,,204.0,Lincoln,TP3,hybrids,PHT69 X 3IIH6
Lincoln-TP3-hybrids_10_16,-0.018146743035549,-0.0256410256410256,-2.61313099711906,0.018146743035549,0.0256410256410256,2.61313099711906,107.041666666667,109.5,15414,102.638888888889,105.0,14780,85.9583333333333,88.5,12378,0.0359463071264578,0.0253833268908645,5.17626822620994,Lincoln-TP3-hybrids,10,16,,3.9,35.9,,58.0,1320.57,60.0,1370.73,4.34,65.51,11.6,3.97,1.56,1.22,,150.0,Lincoln,TP3,hybrids,F42 X MO17
Lincoln-TP3-hybrids_10_17,0.0038873434867817,0.0046527732692765,0.559777462096564,-0.0038873434867817,-0.0046527732692765,-0.559777462096564,109.916666666667,110.5,15828,110.5625,110.5,15921,91.4722222222222,92.0,13172,0.0492040021540661,0.0470416957838341,7.08537631018553,Lincoln-TP3-hybrids,10,17,,3.15,28.73,,63.0,1451.51,68.0,1570.26,4.72,66.4,9.4,3.79,1.64,1.03,,180.0,Lincoln,TP3,hybrids,B37 X H95
Lincoln-TP3-hybrids_10_18,0.0081173846145473,0.0047620127440531,1.16890338449481,-0.0081173846145473,-0.0047620127440531,-1.16890338449481,105.625,108.0,15210,107.1875,110.0,15435,88.4027777777778,91.0,12730,0.052766595907578,0.0490999678559948,7.59838981069124,Lincoln-TP3-hybrids,10,18,,6.59,59.0,,58.0,1320.57,63.0,1451.51,4.71,65.52,13.56,4.54,1.36,1.05,,187.0,Lincoln,TP3,hybrids,2FACC X 3IIH6
Lincoln-TP3-hybrids_10_19,0.0159146442536703,0.0112715298885512,2.29170877252852,-0.0159146442536703,-0.0112715298885512,-2.29170877252852,97.1875,99.0,13995,99.9444444444444,101.0,14392,81.7430555555556,83.0,11771,0.0581628008110602,0.0526315789473684,8.37544331679268,Lincoln-TP3-hybrids,10,19,,12.27,112.43,,59.0,1346.07,60.0,1370.73,4.08,67.66,8.55,3.96,1.54,1.32,,170.0,Lincoln,TP3,hybrids,LH195 X PHM49
Lincoln-TP3-hybrids_10_2,-0.0406413496477818,-0.039537050195001,-5.85235434928058,0.0406413496477818,0.039537050195001,5.85235434928058,117.479166666667,120.0,16917,108.743055555556,111.0,15659,88.125,92.0,12690,0.0309180033189505,0.0265364710285159,4.45219247792888,Lincoln-TP3-hybrids,10,2,,11.14,102.31,,57.0,1295.5,56.0,1268.08,4.59,69.36,8.1,3.27,0.78,1.05,,188.0,Lincoln,TP3,hybrids,PHP02 X W606S
Lincoln-TP3-hybrids_10_20,-0.0291938950009027,-0.0325392323690679,-4.20392088012998,0.0291938950009027,0.0325392323690679,4.20392088012998,112.527777777778,115.0,16204,106.152777777778,108.0,15286,88.3402777777778,91.0,12721,0.0297549318743225,0.0254965691585409,4.28471018990245,Lincoln-TP3-hybrids,10,20,,5.67,52.14,,62.0,1422.27,66.0,1522.76,4.65,71.32,9.43,3.72,1.81,1.23,,176.0,Lincoln,TP3,hybrids,PHK76 X W606S
Lincoln-TP3-hybrids_10_21,-0.0086195072848828,-0.0080005120327701,-1.24120904902313,0.0086195072848828,0.0080005120327701,1.24120904902313,113.534722222222,112.0,16349,111.513888888889,110.0,16058,88.8263888888889,87.0,12791,0.0506004691623158,0.0502538200556108,7.28646755937348,Lincoln-TP3-hybrids,10,21,,7.19,66.04,,58.0,1320.57,64.0,1479.48,4.82,69.99,7.85,3.48,0.82,0.94,,168.0,Lincoln,TP3,hybrids,PHP02 X W606S
Lincoln-TP3-hybrids_10_22,-0.0238244822514254,-0.0231486443039331,-3.43072544420526,0.0238244822514254,0.0231486443039331,3.43072544420526,108.722222222222,108.0,15656,103.784722222222,102.0,14945,85.4861111111111,85.0,12310,0.0381594954429003,0.032258064516129,5.49496734377765,Lincoln-TP3-hybrids,10,22,,5.31,48.6,,61.0,1395.88,62.0,1422.27,5.27,68.6,9.66,4.02,2.38,1.25,,175.0,Lincoln,TP3,hybrids,LH185 X LH145
Lincoln-TP3-hybrids_10_23,-0.0206568119695094,-0.0205133599831685,-2.97458092360936,0.0206568119695094,0.0205133599831685,2.97458092360936,107.076388888889,107.0,15419,102.805555555556,102.0,14804,86.7708333333333,87.0,12495,0.0310467509491422,0.0284469343292872,4.47073213667648,Lincoln-TP3-hybrids,10,23,,1.18,11.15,,59.0,1346.07,61.0,1395.88,5.12,67.09,12.07,4.66,1.29,1.15,,170.0,Lincoln,TP3,hybrids,PHP02 X LH145
