file_,Red_mean,Red_median,Red_sum,Green_mean,Green_median,Green_sum,Blue_mean,Blue_median,Blue_sum,GLI_mean,GLI_median,GLI_sum,GRVI_mean,GRVI_median,GRVI_sum,NGRDI_mean,NGRDI_median,NGRDI_sum,NDVI_mean,NDVI_median,NDVI_sum,GNDVI_mean,GNDVI_median,GNDVI_sum,SAVI_mean,SAVI_median,SAVI_sum,NDRE_mean,NDRE_median,NDRE_sum,RedEdge_mean,RedEdge_median,RedEdge_sum,DeepBlue_mean,DeepBlue_median,DeepBlue_sum,Nir_mean,Nir_median,Nir_sum
Scottsbluff-TP3-n150_10_11,513.404,496.5,128351,697.58,701.5,174395,511.0,512.0,127750,0.17763888865846955,0.1615494760552527,44.409722164617385,0.19203183982994265,0.16632007673167545,48.00795995748566,-0.19203183982994265,-0.16632007673167545,-48.00795995748566,0.7780521664089536,0.7858161860573136,194.5130416022384,0.704201962821699,0.7126307804016343,176.05049070542475,1.1669435423569943,1.1786045264784146,291.73588558924854,0.3151549785591397,0.32736196371447623,78.78874463978492,2068.4,2114.5,517100,480.596,478.5,120149,3987.9,4058.5,996975
Scottsbluff-TP3-n150_10_12,494.4308300395257,478.0,125091,661.2411067193676,661.0,167294,495.9486166007905,496.0,125475,0.16115377219108562,0.15111940298507462,40.771904364344664,0.17204302141912212,0.15723270440251572,43.5268844190379,-0.17204302141912212,-0.15723270440251572,-43.5268844190379,0.780127490465258,0.7919178388033044,197.37225508771027,0.7127330662996401,0.721937770775896,180.32146577380894,1.1700548352303966,1.187744167875879,296.0238733132903,0.3220026377149937,0.33194488945850686,81.46666734189341,2007.3833992094862,2048.0,507868,461.7786561264822,460.0,116830,3930.4387351778655,4065.0,994401
Scottsbluff-TP3-n150_10_13,515.2292490118577,505.0,130353,704.9881422924901,706.0,178362,504.8102766798419,510.0,127717,0.1846122877321017,0.16984258492129245,46.70690879622173,0.19398836897151814,0.1720345640219953,49.07905734979409,-0.19398836897151814,-0.1720345640219953,-49.07905734979409,0.7817776680735954,0.7859809207797595,197.78975002261964,0.7083678552677565,0.7124081948202551,179.21706738274239,1.1725359594203308,1.1788491446345257,296.6515977333437,0.3203745361930487,0.3274534509309814,81.05475765684132,2104.9407114624505,2135.0,532550,479.6837944664032,473.0,121360,4099.739130434783,4121.0,1037234
Scottsbluff-TP3-n150_10_14,592.0237154150198,587.0,149782,735.4901185770751,746.0,186079,553.4308300395257,558.0,140018,0.15632034508143847,0.13089005235602094,39.549047305603935,0.15574718901326484,0.11808118081180811,39.40403882035601,-0.15574718901326484,-0.11808118081180811,-39.40403882035601,0.747459374875687,0.7441020191285866,189.1072218435488,0.6881434548843784,0.6866063612489057,174.10029408574775,1.1210570421529824,1.1160344277972585,283.62743166470455,0.3104104432568553,0.31933777095067417,78.53384214398439,2049.395256916996,2083.0,518497,513.3320158102766,511.0,129873,3905.5375494071145,4016.0,988101
Scottsbluff-TP3-n150_10_15,569.5328185328185,585.0,147509,732.2162162162163,743.0,189644,532.5830115830116,546.0,137939,0.16299817261303345,0.1502472422974515,42.21652670677567,0.1580175006729947,0.1370911621433542,40.926532674305626,-0.1580175006729947,-0.1370911621433542,-40.926532674305626,0.7452572221522311,0.7506556384910228,193.02162053742785,0.6801767178483821,0.6848300740459464,176.16576992273096,1.1177541760497065,1.1258698940998486,289.498331596874,0.30337007618976797,0.31448355452971727,78.57284973314991,2037.4401544401544,2062.0,527697,483.2123552123552,486.0,125152,3826.4015444015445,3916.0,991038
Scottsbluff-TP3-n150_10_16,539.7537878787879,534.5,142495,710.8257575757576,721.5,187658,521.8371212121212,531.0,137765,0.1608689666265728,0.15229388530212,42.46940718941522,0.16112110112006262,0.1509008358008091,42.535970695696534,-0.16112110112006262,-0.1509008358008091,-42.535970695696534,0.758402956658676,0.7692153961958539,200.21838055789044,0.6899953090258348,0.6968813731326892,182.1587615828204,1.137471504815282,1.1537035510278466,300.2924772712344,0.3067069607833705,0.3134316451503649,80.97063764680982,2042.4469696969697,2078.0,539206,481.3863636363636,485.0,127086,3860.469696969697,3962.5,1019164
Scottsbluff-TP3-n150_10_17,630.0509803921568,597.0,160663,787.9960784313726,785.0,200939,576.1137254901961,569.0,146909,0.14579362887511807,0.15140719629497684,37.17737536315511,0.1302755294201109,0.1336996336996337,33.22026000212828,-0.1302755294201109,-0.1336996336996337,-33.22026000212828,0.7322562187856347,0.7496081504702194,186.72533579033686,0.6733681875195533,0.6822218023805026,171.7088878174861,1.0982635529130715,1.124302086394358,280.05720599283325,0.29501371961116424,0.2984358061019049,75.22849850084688,2186.5372549019608,2227.0,557567,518.4980392156863,509.0,132217,4028.1372549019607,4156.0,1027175
Scottsbluff-TP3-n150_11_11,518.597609561753,487.0,130168,693.8247011952192,690.0,174150,501.23107569721117,491.0,125809,0.17757397560493832,0.16756756756756758,44.571067876839514,0.1843860210376323,0.1702325581395349,46.28089128044571,-0.1843860210376323,-0.1702325581395349,-46.28089128044571,0.7732050903355143,0.7880794701986755,194.0744776742141,0.702371051825578,0.7118934348239772,176.2951340082201,1.159673001523967,1.1820006019865557,291.0779233825157,0.30988030435378056,0.3158171308460326,77.77995639279892,2071.776892430279,2107.0,520016,468.8924302788845,461.0,117692,3945.027888446215,3981.0,990202
Scottsbluff-TP3-n150_11_12,528.5,504.5,134239,699.2598425196851,697.5,177612,520.2795275590552,516.5,132151,0.15798799077400305,0.15265595103375645,40.128949656596774,0.1643215602372915,0.15469364744266384,41.73767630027204,-0.1643215602372915,-0.15469364744266384,-41.73767630027204,0.7778486647753134,0.7879398354846583,197.5735608529296,0.7139548588687615,0.7215775085549447,181.34453415266543,1.166647065303253,1.181796471529066,296.32835458702624,0.3221199526850929,0.3278288727493143,81.8184679820136,2139.8976377952754,2166.5,543534,476.24015748031496,484.5,120965,4183.968503937008,4286.5,1062728
Scottsbluff-TP3-n150_11_13,518.4435797665369,507.0,133240,693.1634241245137,696.0,178143,506.2451361867704,504.0,130105,0.16380573098102114,0.15426195426195427,42.09807286212243,0.1648726298629203,0.15283165244375485,42.37226587477052,-0.1648726298629203,-0.15283165244375485,-42.37226587477052,0.7826337291359784,0.7891325071496663,201.13686838794644,0.7167951797232262,0.7210857592446892,184.21636118886912,1.1738223706518742,1.1835859307978267,301.67234925753166,0.3203966819032123,0.32330615687377,82.34194724912557,2145.303501945525,2193.0,551343,476.1634241245136,480.0,122374,4178.634241245136,4292.0,1073909
