,file_,Red_mean,Red_median,Red_sum,Green_mean,Green_median,Green_sum,Blue_mean,Blue_median,Blue_sum,GLI_mean,GLI_median,GLI_sum,NGRDI_mean,NGRDI_median,NGRDI_sum,field,range,row,plantDensity,combineYield,yieldPerAcre,totalStandCount,daysToAnthesis,GDDToAnthesis,daysToSilk,GDDToSilk,percentMoisture,percentStarch,percentProtein,percentOil,percentFiber,percentAsh,percentLodging,flagLeafHeight,location,Timepoint,exp
0,Crawfordsville-TP3-4351_10_13,62.46072933802428,57.0,15605376,86.38606644973044,84.0,21582954,55.55759416913822,52.0,13880676,0.1969229513635061,0.2,49199.82093751246,0.1682066077034431,0.1785714285714285,42025.24348845135,Crawfordsville-TP3-4351,10,13,28500.0,19.18,176.76,57.0,,,,,,,,,,,17.54,230.0,Crawfordsville,TP3,4351
1,Crawfordsville-TP3-4351_10_14,44.41775163475012,42.0,9129447,69.03885937256733,66.0,14189971,41.43634205200063,38.0,8516660,0.2341084558960595,0.2347826086956521,48117.715591052496,0.2148511147120807,0.2203389830508474,44159.63871346222,Crawfordsville-TP3-4351,10,14,,,,,,,,,,,,,,,,,Crawfordsville,TP3,4351
2,Crawfordsville-TP3-4351_10_15,64.69268860322896,61.0,15455148,89.82323640336374,89.0,21458861,60.561575715463725,59.0,14468221,0.1840901456641263,0.1871657754010695,43979.31988930544,0.1664242323874404,0.1773049645390071,39758.91554159191,Crawfordsville-TP3-4351,10,15,27500.0,18.19,168.98,55.0,,,,,,,,,,,0.0,229.0,Crawfordsville,TP3,4351
3,Crawfordsville-TP3-4351_10_16,56.66003793924249,52.0,12425433,79.3632454468349,76.0,17404201,52.982184060046144,49.0,11618887,0.1876782425334261,0.1884057971014492,41157.46323109529,0.1700499168664773,0.1780821917808219,37291.60666898475,Crawfordsville-TP3-4351,10,16,29500.0,16.35,146.21,59.0,,,,,,,,,,,3.39,250.0,Crawfordsville,TP3,4351
4,Crawfordsville-TP3-4351_10_17,60.42586558707465,56.0,13000202,84.66944311457961,82.0,18216038,55.23977075712433,52.0,11884450,0.1923603758665793,0.1909385113268608,41384.98834506347,0.1675436478686246,0.1735537190082644,36045.84303339951,Crawfordsville-TP3-4351,10,17,30000.0,19.63,173.06,60.0,,,,,,,,,,,0.0,239.0,Crawfordsville,TP3,4351
5,Crawfordsville-TP3-4351_10_18,68.55557473902296,65.0,16280098,89.94550959477499,90.0,21359630,61.16464187507633,60.0,14524951,0.1681323773706848,0.1685393258426966,39926.90005134863,0.1373075052660631,0.1404255319148936,32606.82519804782,Crawfordsville-TP3-4351,10,18,33500.0,11.28,112.14,67.0,,,,,,,,,,,0.0,201.0,Crawfordsville,TP3,4351
6,Crawfordsville-TP3-4351_10_19,45.93304708173149,43.0,9199930,70.75363223326177,67.0,14171245,42.9803734584852,39.0,8608539,0.231170342932387,0.2307692307692307,46301.1079859278,0.2120656980994029,0.217391304347826,42474.63867232942,Crawfordsville-TP3-4351,10,19,,,,,,,,,,,,,,,,,Crawfordsville,TP3,4351
7,Crawfordsville-TP3-4351_10_20,59.79273459344592,56.0,13365171,86.7914819371435,85.0,19400066,56.38114752264848,54.0,12602596,0.2032478855874275,0.2016806722689075,45430.98362592974,0.1875377754404408,0.1944444444444444,41919.38125532453,Crawfordsville-TP3-4351,10,20,28500.0,15.59,142.69,57.0,,,,,,,,,,,1.75,261.0,Crawfordsville,TP3,4351
8,Crawfordsville-TP3-4351_11_13,62.41480787715969,60.0,15194136,90.27994807712848,91.0,21977570,57.44813463797764,56.0,13985059,0.2047750564508427,0.2082379862700228,49850.030192280254,0.1814624902379196,0.1954022988505747,44174.86569853867,Crawfordsville-TP3-4351,11,13,27000.0,20.58,186.2,54.0,,,,,,,,,,,0.0,236.0,Crawfordsville,TP3,4351
9,Crawfordsville-TP3-4351_11_14,62.10177111173162,59.0,15568293,90.36466552315608,91.0,22653518,58.912294068371295,57.0,14768723,0.2009029693847116,0.2045454545454545,50364.36539505337,0.1847118434105236,0.1976744186046511,46305.41202458417,Crawfordsville-TP3-4351,11,14,28000.0,19.81,180.9,56.0,,,,,,,,,,,0.0,230.0,Crawfordsville,TP3,4351
10,Crawfordsville-TP3-4351_11_15,59.02430453879941,57.0,14109760,88.49607613469985,88.0,21154987,53.71819702991006,52.0,12841335,0.2230329877473722,0.225,53316.035721009335,0.1973614723873516,0.2087912087912088,47179.2599741964,Crawfordsville-TP3-4351,11,15,30000.0,15.76,145.08,60.0,,,,,,,,,,,6.67,209.0,Crawfordsville,TP3,4351
11,Crawfordsville-TP3-4351_11_16,55.71312870192664,52.0,12801707,82.22566901239887,80.0,18893732,51.54716923652728,49.0,11844457,0.2134103212653354,0.2161520190023753,49037.21021002752,0.1929574474589056,0.2048192771084337,44337.56931965989,Crawfordsville-TP3-4351,11,16,27000.0,21.41,195.96,54.0,,,,,,,,,,,7.41,229.0,Crawfordsville,TP3,4351
12,Crawfordsville-TP3-4351_11_17,55.9048704797207,52.0,12970489,79.50341364596353,78.0,18445587,51.34140769794406,48.0,11911720,0.2010413527991761,0.2033898305084746,46643.60426293687,0.181138140450851,0.1929824561403508,42025.85996600195,Crawfordsville-TP3-4351,11,17,26500.0,17.98,167.22,53.0,,,,,,,,,,,0.0,232.0,Crawfordsville,TP3,4351
13,Crawfordsville-TP3-4351_11_18,69.16072172333939,65.0,16604936,98.14075021241857,98.0,23562809,63.969794911950416,63.0,15358636,0.1983947698731571,0.1984435797665369,47632.99708838605,0.1785382516038546,0.1851851851851851,42865.60590407266,Crawfordsville-TP3-4351,11,18,27500.0,16.71,148.2,55.0,,,,,,,,,,,0.0,245.0,Crawfordsville,TP3,4351
