file_,Red_mean,Red_median,Red_sum,Green_mean,Green_median,Green_sum,Blue_mean,Blue_median,Blue_sum,GLI_mean,GLI_median,GLI_sum,NGRDI_mean,NGRDI_median,NGRDI_sum,GRVI_mean,GRVI_median,GRVI_sum,field,range,row,exp,plantDensity,combineYield,yieldPerAcre,totalStandCount,daysToAnthesis,GDDToAnthesis,daysToSilk,GDDToSilk,percentMoisture,percentStarch,percentProtein,percentOil,percentFiber,percentAsh,percentLodging,flagLeafHeight,genotype
Crawfordsville-TP2-4351_10_13,76.35319289005925,73.0,21804334,101.57548008908437,101.0,29007113,63.35761209082123,61.0,18093160,0.1908051724723936,0.1875,54488.614713286406,-0.1404460934499251,-0.1428571428571428,-40107.47179868201,0.1404460934499251,0.1428571428571428,40107.47179868201,Crawfordsville-TP2-4351,10,13,4351,28500.0,19.18,176.76,57.0,,,,,,,,,,,17.54,230.0,LH195 X 3IIH6
Crawfordsville-TP2-4351_10_14,57.68269287971417,55.0,16483464,83.73875371376779,81.0,23929270,50.428312470911,46.0,14410445,0.2137653123899151,0.2140077821011673,61085.78943385455,-0.1759452525511639,-0.184,-50278.29131427316,0.1759452525511639,0.184,50278.29131427316,Crawfordsville-TP2-4351,10,14,4351,,,,,,,,,,,,,,,,,
Crawfordsville-TP2-4351_10_15,80.73686794477506,78.0,23023006,107.33177748710378,109.0,30606837,70.96816184541365,70.0,20237352,0.1785760569071075,0.1741293532338308,50922.92696368769,-0.1416796045796506,-0.144578313253012,-40401.49772153775,0.1416796045796506,0.144578313253012,40401.49772153775,Crawfordsville-TP2-4351,10,15,4351,27500.0,18.19,168.98,55.0,,,,,,,,,,,0.0,229.0,PHT69 X 3IIH6
Crawfordsville-TP2-4351_10_16,71.05313192050009,67.0,20277427,96.66355506966052,95.0,27586232,62.0375739354694,59.0,17704531,0.1852478116794524,0.1851851851851851,52866.76148832886,-0.1451235568197146,-0.1521035598705501,-41415.941139437455,0.1451235568197146,0.1521035598705501,41415.941139437455,Crawfordsville-TP2-4351,10,16,4351,29500.0,16.35,146.21,59.0,,,,,,,,,,,3.39,250.0,F42 X MO17
Crawfordsville-TP2-4351_10_17,75.26381695150943,69.0,21433404,99.33465132366727,95.0,28288224,62.609389100945656,57.0,17829714,0.1850811963159212,0.1824324324324324,52706.867843259104,-0.1349928399536292,-0.1395348837209302,-38442.85598347467,0.1349928399536292,0.1395348837209302,38442.85598347467,Crawfordsville-TP2-4351,10,17,4351,30000.0,19.63,173.06,60.0,,,,,,,,,,,0.0,239.0,PHG39 X PHM49
Crawfordsville-TP2-4351_10_18,88.45858886030881,89.0,25242366,110.15133271189173,115.0,31432564,74.22105215203358,75.0,21179571,0.1541684529750588,0.1509054325955734,43993.20140405684,-0.1072464278694108,-0.108433734939759,-30603.626163959336,0.1072464278694108,0.108433734939759,30603.626163959336,Crawfordsville-TP2-4351,10,18,4351,33500.0,11.28,112.14,67.0,,,,,,,,,,,0.0,201.0,LH195 X PHM49
Crawfordsville-TP2-4351_10_19,54.95096772838495,52.0,15697788,81.01310257675841,79.0,23142932,49.72917257385296,46.0,14206083,0.2116247638258012,0.2133333333333333,60454.6346573528,-0.1844787386333476,-0.1904761904761904,-52699.856786649776,0.1844787386333476,0.1904761904761904,52699.856786649776,Crawfordsville-TP2-4351,10,19,4351,,,,,,,,,,,,,,,,,
Crawfordsville-TP2-4351_10_20,68.55408311964914,65.0,19569997,96.31365336920426,96.0,27494466,62.74630431431894,61.0,17912062,0.191169514175381,0.1904761904761904,54572.77887261767,-0.1662889304890727,-0.1714285714285714,-47470.16840885462,0.1662889304890727,0.1714285714285714,47470.16840885462,Crawfordsville-TP2-4351,10,20,4351,28500.0,15.59,142.69,57.0,,,,,,,,,,,1.75,261.0,B73 X PHZ51
Crawfordsville-TP2-4351_11_13,72.74575416529515,70.0,20774296,102.18440754410416,102.0,29181210,64.51399637221876,62.0,18423520,0.2012624396701897,0.200845665961945,57475.31994637475,-0.1635975711197503,-0.1735537190082644,-46719.21277495159,0.1635975711197503,0.1735537190082644,46719.21277495159,Crawfordsville-TP2-4351,11,13,4351,27000.0,20.58,186.2,54.0,,,,,,,,,,,0.0,236.0,PHK56 X PHJ89
Crawfordsville-TP2-4351_11_14,78.34497396343683,78.0,22387233,109.35436322405442,113.0,31248228,72.01815210392228,72.0,20579331,0.1869322063459086,0.1874531484257871,53416.251827756096,-0.159469107017553,-0.1672862453531598,-45568.61626847983,0.159469107017553,0.1672862453531598,45568.61626847983,Crawfordsville-TP2-4351,11,14,4351,28000.0,19.81,180.9,56.0,,,,,,,,,,,0.0,230.0,PHP02 X PHK56
Crawfordsville-TP2-4351_11_15,77.35689007516318,77.0,22055455,108.14548617565669,111.0,30833684,66.7524244773125,66.0,19031984,0.2010287986860735,0.2026143790849673,57315.923879782495,-0.1591265354241375,-0.1688311688311688,-45369.04389438213,0.1591265354241375,0.1688311688311688,45369.04389438213,Crawfordsville-TP2-4351,11,15,4351,30000.0,15.76,145.08,60.0,,,,,,,,,,,6.67,209.0,LH82 X PHB47
Crawfordsville-TP2-4351_11_16,73.16119550615396,70.0,20858330,103.68743708370016,104.0,29561392,63.86306957885101,61.0,18207425,0.2076921759276291,0.2071005917159763,59213.247049142985,-0.1670995701268481,-0.1764705882352941,-47640.25454273453,0.1670995701268481,0.1764705882352941,47640.25454273453,Crawfordsville-TP2-4351,11,16,4351,27000.0,21.41,195.96,54.0,,,,,,,,,,,7.41,229.0,PHN46 X PHK56
Crawfordsville-TP2-4351_11_17,72.4980000069991,69.0,20716376,96.99341034677045,97.0,27715964,61.57649492040273,59.0,17595545,0.1847650064124211,0.1829944547134935,52796.78534735574,-0.140799755394894,-0.1457627118644067,-40233.67090384637,0.140799755394894,0.1457627118644067,40233.67090384637,Crawfordsville-TP2-4351,11,17,4351,26500.0,17.98,167.22,53.0,,,,,,,,,,,0.0,232.0,2369 X 3IIH6
