file_,GRVI_mean,GRVI_median,GRVI_sum,NGRDI_mean,NGRDI_median,NGRDI_sum,Red_mean,Red_median,Red_sum,Green_mean,Green_median,Green_sum,Blue_mean,Blue_median,Blue_sum,GLI_mean,GLI_median,GLI_sum,field,range,row,plantDensity,combineYield,yieldPerAcre,totalStandCount,daysToAnthesis,GDDToAnthesis,daysToSilk,GDDToSilk,percentMoisture,percentStarch,percentProtein,percentOil,percentFiber,percentAsh,percentLodging,flagLeafHeight,location,Timepoint,exp,genotype
Ames-TP6-4231_10_2,-0.0199797566366927,-0.0221001221001221,-2.877084955683756,0.0199797566366927,0.0221001221001221,2.877084955683756,87.05555555555556,88.0,12536,83.65277777777777,84.0,12046,71.66666666666667,72.0,10320,0.0275155271829385,0.0248804979538498,3.962235914343148,Ames-TP6-4231,10,2,29500.0,17.5,152.81,59.0,,,,,,,,,,,0.0,200.0,Ames,TP6,4231,PHP02 X W606S
Ames-TP6-4231_10_3,0.0871658050141261,0.0898203592814371,12.55187592203416,-0.0871658050141261,-0.0898203592814371,-12.55187592203416,72.40972222222223,72.0,10427,85.84027777777777,87.0,12361,70.60416666666667,72.0,10167,0.0937719180536194,0.0941783583293017,13.503156199721197,Ames-TP6-4231,10,3,30500.0,18.19,153.29,61.0,,,,,,,,,,,4.92,191.0,Ames,TP6,4231,HOEGEMEYER 8065RR
Ames-TP6-4231_10_4,0.076878652435438,0.0769230769230769,10.993647298267636,-0.076878652435438,-0.0769230769230769,-10.993647298267636,70.62937062937063,72.0,10100,82.38461538461539,85.0,11781,69.81118881118881,72.0,9983,0.0805360842054347,0.0813648293963254,11.516660041377166,Ames-TP6-4231,10,4,26000.0,17.33,146.77,52.0,,,,,,,,,,,0.0,218.0,Ames,TP6,4231,PHK56 X PHJ89
Ames-TP6-4231_10_5,0.0577284065308611,0.054054054054054,8.312890540444005,-0.0577284065308611,-0.054054054054054,-8.312890540444005,79.01388888888889,78.0,11378,88.30555555555556,87.0,12716,75.84722222222223,75.0,10922,0.0680534830929045,0.0644218072061875,9.79970156537825,Ames-TP6-4231,10,5,34000.0,12.95,109.4,68.0,,,,,,,,,,,0.0,242.0,Ames,TP6,4231,B73 X PHZ51
Ames-TP6-4231_10_6,0.0022513591284874,0.0050256332550445,0.3241957145021891,-0.0022513591284874,-0.0050256332550445,-0.3241957145021891,79.11805555555556,80.0,11393,79.49305555555556,81.0,11447,71.25,72.0,10260,0.0287440136602183,0.0292437664603071,4.139137967071441,Ames-TP6-4231,10,6,34000.0,12.54,119.39,68.0,,,,,,,,,,,0.0,186.0,Ames,TP6,4231,2FACC X 3IIH6
Ames-TP6-4231_10_7,-0.0236490065046384,-0.0222672064777327,-3.405456936667934,0.0236490065046384,0.0222672064777327,3.405456936667934,75.95833333333333,76.0,10938,72.53472222222223,72.0,10445,67.08333333333333,67.0,9660,0.0071521847409418,0.0096467012004094,1.029914602695627,Ames-TP6-4231,10,7,34500.0,6.31,62.87,69.0,,,,,,,,,,,0.0,212.0,Ames,TP6,4231,PHZ51 X LH145
Ames-TP6-4231_11_2,-0.0145367435357349,-0.0145049400882909,-2.093291069145834,0.0145367435357349,0.0145049400882909,2.093291069145834,79.0625,81.0,11385,76.89583333333333,79.0,11073,66.59722222222223,69.0,9590,0.0281542606871686,0.0262613492701988,4.054213538952286,Ames-TP6-4231,11,2,25500.0,13.03,123.24,51.0,,,,,,,,,,,0.0,212.0,Ames,TP6,4231,PHK76 X W606S
Ames-TP6-4231_11_3,0.0641265884437031,0.060689770634522,9.234228735893256,-0.0641265884437031,-0.060689770634522,-9.234228735893256,82.03472222222223,81.0,11813,92.79166666666669,92.0,13362,76.61805555555556,77.0,11033,0.0810165633616177,0.0769056704689219,11.666385124072953,Ames-TP6-4231,11,3,32000.0,13.94,113.07,64.0,,,,,,,,,,,1.56,230.0,Ames,TP6,4231,LH123HT X PHB47
Ames-TP6-4231_11_4,0.0843345707078583,0.0802919708029197,12.1441781819316,-0.0843345707078583,-0.0802919708029197,-12.1441781819316,70.98611111111111,68.0,10222,83.48611111111111,81.0,12022,71.75,71.0,10332,0.0813048893998417,0.0763877982482633,11.707904073577218,Ames-TP6-4231,11,4,24000.0,14.08,120.13,48.0,,,,,,,,,,,0.0,219.0,Ames,TP6,4231,PHP02 X PHN46
Ames-TP6-4231_11_5,0.1106091291893921,0.1089346479364802,15.92771460327247,-0.1106091291893921,-0.1089346479364802,-15.92771460327247,66.84027777777777,66.0,9625,83.04166666666667,83.0,11958,67.77777777777777,69.0,9760,0.1068771184864389,0.1055900621118012,15.390305062047204,Ames-TP6-4231,11,5,30000.0,18.77,141.98,60.0,,,,,,,,,,,0.0,223.0,Ames,TP6,4231,PHW52 X PHM49
Ames-TP6-4231_11_6,0.0764188449247463,0.076505016722408,11.004313669163476,-0.0764188449247463,-0.076505016722408,-11.004313669163476,77.81944444444444,78.0,11206,90.14583333333331,91.0,12981,74.06944444444444,76.0,10666,0.0892915542775036,0.0858725761772853,12.857983815960525,Ames-TP6-4231,11,6,31500.0,16.85,143.59,63.0,,,,,,,,,,,0.0,231.0,Ames,TP6,4231,PHW52 X PHZ51
