file_,GRVI_mean,GRVI_median,GRVI_sum,NGRDI_mean,NGRDI_median,NGRDI_sum,Red_mean,Red_median,Red_sum,Green_mean,Green_median,Green_sum,Blue_mean,Blue_median,Blue_sum,GLI_mean,GLI_median,GLI_sum,field,range,row,plantDensity,combineYield,yieldPerAcre,totalStandCount,daysToAnthesis,GDDToAnthesis,daysToSilk,GDDToSilk,percentMoisture,percentStarch,percentProtein,percentOil,percentFiber,percentAsh,percentLodging,flagLeafHeight,location,Timepoint,exp
Ames-TP5-4231_10_2,0.09098907142307922,0.08379888268156424,13.102426284923407,-0.09098907142307922,-0.08379888268156424,-13.102426284923407,76.20138888888889,76.0,10973,90.71527777777776,92.0,13063,74.27777777777777,76.0,10696,0.0972580855824576,0.0909090909090909,14.005164323873904,Ames-TP5-4231,10,2,29500.0,17.5,152.81,59.0,,,,,,,,,,,0.0,200.0,Ames,TP5,4231
Ames-TP5-4231_10_3,0.1253101700058824,0.10967741935483871,18.044664480847068,-0.1253101700058824,-0.10967741935483871,-18.044664480847068,69.94444444444444,73.0,10072,88.8125,89.0,12789,72.32638888888889,74.0,10415,0.1157855473105573,0.1017964071856287,16.673118812720254,Ames-TP5-4231,10,3,30500.0,18.19,153.29,61.0,,,,,,,,,,,4.92,191.0,Ames,TP5,4231
Ames-TP5-4231_10_4,0.14831326674115508,0.11538461538461539,21.208797143985176,-0.14831326674115508,-0.11538461538461539,-21.208797143985176,65.64335664335664,70.0,9387,85.81118881118881,87.0,12271,70.93706293706293,74.0,10144,0.1248822935443501,0.1005917159763313,17.858167976842076,Ames-TP5-4231,10,4,26000.0,17.33,146.77,52.0,,,,,,,,,,,0.0,218.0,Ames,TP5,4231
Ames-TP5-4231_10_5,0.1188685517204665,0.1111111111111111,17.117071447747175,-0.1188685517204665,-0.1111111111111111,-17.117071447747175,72.63194444444444,73.0,10459,91.79166666666669,92.0,13218,76.10416666666667,76.0,10959,0.1069377580660238,0.1009287693805707,15.399037161507428,Ames-TP5-4231,10,5,34000.0,12.95,109.4,68.0,,,,,,,,,,,0.0,242.0,Ames,TP5,4231
Ames-TP5-4231_10_6,0.07708723812784427,0.07314700490141056,11.100562290409574,-0.07708723812784427,-0.07314700490141056,-11.100562290409574,76.07638888888889,76.0,10955,88.35416666666667,87.0,12723,73.21527777777777,74.0,10543,0.0865344578054786,0.0836021505376344,12.460961923988924,Ames-TP5-4231,10,6,34000.0,12.54,119.39,68.0,,,,,,,,,,,0.0,186.0,Ames,TP5,4231
Ames-TP5-4231_10_7,0.003928574709284528,0.0,0.5657147581369719,-0.003928574709284528,0.0,-0.5657147581369719,84.95833333333333,84.0,12234,85.34027777777777,83.0,12289,71.82638888888889,70.0,10343,0.0455823488235439,0.0413193598180193,6.563858230590322,Ames-TP5-4231,10,7,34500.0,6.31,62.87,69.0,,,,,,,,,,,0.0,212.0,Ames,TP5,4231
Ames-TP5-4231_11_2,0.0762456504828732,0.06749482401656315,10.979373669533741,-0.0762456504828732,-0.06749482401656315,-10.979373669533741,70.07638888888889,73.0,10091,80.9375,81.0,11655,66.625,67.0,9594,0.0884014276500572,0.0798754657275557,12.72980558160824,Ames-TP5-4231,11,2,25500.0,13.03,123.24,51.0,,,,,,,,,,,0.0,212.0,Ames,TP5,4231
Ames-TP5-4231_11_3,0.13460751038785435,0.1246301775147929,19.383481495851026,-0.13460751038785435,-0.1246301775147929,-19.383481495851026,74.50694444444444,76.0,10729,96.5,98.0,13896,77.15277777777777,79.0,11110,0.1251388945721062,0.1177460883343236,18.02000081838329,Ames-TP5-4231,11,3,32000.0,13.94,113.07,64.0,,,,,,,,,,,1.56,230.0,Ames,TP5,4231
Ames-TP5-4231_11_4,0.13166767874832072,0.10843373493975904,18.960145739758183,-0.13166767874832072,-0.10843373493975904,-18.960145739758183,66.85416666666667,70.0,9627,85.97222222222223,86.0,12380,72.39583333333333,74.0,10425,0.1097441218721432,0.0982733391864208,15.803153549588629,Ames-TP5-4231,11,4,24000.0,14.08,120.13,48.0,,,,,,,,,,,0.0,219.0,Ames,TP5,4231
Ames-TP5-4231_11_5,0.144751484552599,0.14285714285714285,20.844213775574257,-0.144751484552599,-0.14285714285714285,-20.844213775574257,64.0,63.0,9216,84.59722222222223,84.0,12182,70.25694444444444,70.0,10117,0.1194796545158453,0.1134020618556701,17.20507025028173,Ames-TP5-4231,11,5,30000.0,18.77,141.98,60.0,,,,,,,,,,,0.0,223.0,Ames,TP5,4231
