model,testset,r2
Scottsbluff_TP3,Lincoln_TP1,0.06506
Scottsbluff_TP3,Lincoln_TP2,0.0804
Scottsbluff_TP3,Lincoln_TP4,0.00568
Scottsbluff_TP3,Lincoln_TP3,0.00036
Scottsbluff_TP3,Lincoln_TP6,0.02806
Scottsbluff_TP3,Lincoln_TP5,0.02792
Scottsbluff_TP3,Movalley_TP1,0.02361
Scottsbluff_TP3,Movalley_TP2,0.06549
Scottsbluff_TP3,Movalley_TP4,0.03826
Scottsbluff_TP3,Movalley_TP3,0.09969
Scottsbluff_TP3,Movalley_TP6,0.02211
Scottsbluff_TP3,Movalley_TP5,0.02702
Scottsbluff_TP3,Ames_TP1,0.00463
Scottsbluff_TP3,Ames_TP2,0.00743
Scottsbluff_TP3,Ames_TP4,0.01745
Scottsbluff_TP3,Ames_TP3,0.01928
Scottsbluff_TP3,Ames_TP6,0.01841
Scottsbluff_TP3,Ames_TP5,0.00796
Scottsbluff_TP6,Scottsbluff_TP1,0.02176
Scottsbluff_TP6,Scottsbluff_TP2,0.00465
Scottsbluff_TP6,Scottsbluff_TP4,0.16458
Scottsbluff_TP6,Scottsbluff_TP3,0.10133
Scottsbluff_TP6,Scottsbluff_TP6,0.48511
Scottsbluff_TP6,Scottsbluff_TP5,0.18594
Scottsbluff_TP6,Crawfordsville_TP1,0.08109
Scottsbluff_TP6,Crawfordsville_TP2,0.07077
Scottsbluff_TP6,Crawfordsville_TP4,0.00196
Scottsbluff_TP6,Crawfordsville_TP3,0.1183
Scottsbluff_TP6,Crawfordsville_TP6,0.0035
Scottsbluff_TP6,Crawfordsville_TP5,0.01121
Scottsbluff_TP6,Lincoln_TP1,0.22694
Scottsbluff_TP6,Lincoln_TP2,0.18851
Scottsbluff_TP6,Lincoln_TP4,0.12991
Scottsbluff_TP6,Lincoln_TP3,0.13272
Scottsbluff_TP6,Lincoln_TP6,0.04409
Scottsbluff_TP6,Lincoln_TP5,0.05384
Scottsbluff_TP6,Movalley_TP1,0.13091
Scottsbluff_TP6,Movalley_TP2,0.1075
Scottsbluff_TP6,Movalley_TP4,0.01268
Scottsbluff_TP6,Movalley_TP3,0.21276
Scottsbluff_TP6,Movalley_TP6,0.00341
Scottsbluff_TP6,Movalley_TP5,0.00198
Scottsbluff_TP6,Ames_TP1,3e-05
Scottsbluff_TP6,Ames_TP2,0.03121
Scottsbluff_TP6,Ames_TP4,0.05812
Scottsbluff_TP6,Ames_TP3,0.08221
Scottsbluff_TP6,Ames_TP6,0.00036
Scottsbluff_TP6,Ames_TP5,0.00365
Scottsbluff_TP5,Scottsbluff_TP1,0.01547
Scottsbluff_TP5,Scottsbluff_TP2,0.00933
Scottsbluff_TP5,Scottsbluff_TP4,0.23834
Scottsbluff_TP5,Scottsbluff_TP3,0.15821
Scottsbluff_TP5,Scottsbluff_TP6,0.18753
Scottsbluff_TP5,Scottsbluff_TP5,0.71234
Scottsbluff_TP5,Crawfordsville_TP1,0.02971
Scottsbluff_TP5,Crawfordsville_TP2,0.04571
Scottsbluff_TP5,Crawfordsville_TP4,0.06242
Scottsbluff_TP5,Crawfordsville_TP3,0.0414
Scottsbluff_TP5,Crawfordsville_TP6,1e-05
Scottsbluff_TP5,Crawfordsville_TP5,0.02452
Scottsbluff_TP5,Lincoln_TP1,0.15894
Scottsbluff_TP5,Lincoln_TP2,0.17555
Scottsbluff_TP5,Lincoln_TP4,0.03285
Scottsbluff_TP5,Lincoln_TP3,0.01719
Scottsbluff_TP5,Lincoln_TP6,0.02198
Scottsbluff_TP5,Lincoln_TP5,0.026
Scottsbluff_TP5,Movalley_TP1,0.05099
Scottsbluff_TP5,Movalley_TP2,0.1118
Scottsbluff_TP5,Movalley_TP4,0.02636
Scottsbluff_TP5,Movalley_TP3,0.18616
Scottsbluff_TP5,Movalley_TP6,0.02687
Scottsbluff_TP5,Movalley_TP5,0.04112
Scottsbluff_TP5,Ames_TP1,0.00634
Scottsbluff_TP5,Ames_TP2,0.01043
Scottsbluff_TP5,Ames_TP4,0.03629
Scottsbluff_TP5,Ames_TP3,0.04401
Scottsbluff_TP5,Ames_TP6,0.00134
Scottsbluff_TP5,Ames_TP5,0.00109
Crawfordsville_TP1,Scottsbluff_TP1,0.0187
Crawfordsville_TP1,Scottsbluff_TP2,0.00608
Crawfordsville_TP1,Scottsbluff_TP4,0.03797
Crawfordsville_TP1,Scottsbluff_TP3,0.02639
Crawfordsville_TP1,Scottsbluff_TP6,0.07209
Crawfordsville_TP1,Scottsbluff_TP5,0.05081
Crawfordsville_TP1,Crawfordsville_TP1,0.66412
Crawfordsville_TP1,Crawfordsville_TP2,0.15309
Crawfordsville_TP1,Crawfordsville_TP4,0.02322
Crawfordsville_TP1,Crawfordsville_TP3,0.14697
Crawfordsville_TP1,Crawfordsville_TP6,0.04893
Crawfordsville_TP1,Crawfordsville_TP5,0.00463
Crawfordsville_TP1,Lincoln_TP1,0.21466
Crawfordsville_TP1,Lincoln_TP2,0.16141
Crawfordsville_TP1,Lincoln_TP4,0.23137
Crawfordsville_TP1,Lincoln_TP3,0.10698
Crawfordsville_TP1,Lincoln_TP6,0.05488
Crawfordsville_TP1,Lincoln_TP5,0.09276
Crawfordsville_TP1,Movalley_TP1,0.0617
Crawfordsville_TP1,Movalley_TP2,0.2124
Crawfordsville_TP1,Movalley_TP4,0.03809
Crawfordsville_TP1,Movalley_TP3,0.13917
Crawfordsville_TP1,Movalley_TP6,0.00881
Crawfordsville_TP1,Movalley_TP5,0.00309
Crawfordsville_TP1,Ames_TP1,0.01436
Crawfordsville_TP1,Ames_TP2,0.12771
Crawfordsville_TP1,Ames_TP4,0.23614
Crawfordsville_TP1,Ames_TP3,0.24284
Crawfordsville_TP1,Ames_TP6,0.04041
Crawfordsville_TP1,Ames_TP5,0.13584
Crawfordsville_TP2,Scottsbluff_TP1,0.02491
Crawfordsville_TP2,Scottsbluff_TP2,0.01524
Crawfordsville_TP2,Scottsbluff_TP4,0.05934
Crawfordsville_TP2,Scottsbluff_TP3,0.03506
Crawfordsville_TP2,Scottsbluff_TP6,0.07308
Crawfordsville_TP2,Scottsbluff_TP5,0.07017
Crawfordsville_TP2,Crawfordsville_TP1,0.1583
Crawfordsville_TP2,Crawfordsville_TP2,0.36915
Crawfordsville_TP2,Crawfordsville_TP4,0.04876
Crawfordsville_TP2,Crawfordsville_TP3,0.21159
Crawfordsville_TP2,Crawfordsville_TP6,0.02872
Crawfordsville_TP2,Crawfordsville_TP5,0.00095
Crawfordsville_TP2,Lincoln_TP1,0.26203
Crawfordsville_TP2,Lincoln_TP2,0.22625
Crawfordsville_TP2,Lincoln_TP4,0.15788
Crawfordsville_TP2,Lincoln_TP3,0.12769
Crawfordsville_TP2,Lincoln_TP6,0.11516
Crawfordsville_TP2,Lincoln_TP5,0.13013
Crawfordsville_TP2,Movalley_TP1,0.21037
Crawfordsville_TP2,Movalley_TP2,0.27819
Crawfordsville_TP2,Movalley_TP4,0.21418
Crawfordsville_TP2,Movalley_TP3,0.40199
Crawfordsville_TP2,Movalley_TP6,0.00062
Crawfordsville_TP2,Movalley_TP5,0.09361
Crawfordsville_TP2,Ames_TP1,0.00118
Crawfordsville_TP2,Ames_TP2,0.10577
Crawfordsville_TP2,Ames_TP4,0.25445
Crawfordsville_TP2,Ames_TP3,0.23704
Crawfordsville_TP2,Ames_TP6,0.04682
Crawfordsville_TP2,Ames_TP5,0.09559
Crawfordsville_TP4,Scottsbluff_TP1,0.00389
Crawfordsville_TP4,Scottsbluff_TP2,0.0128
Crawfordsville_TP4,Scottsbluff_TP4,0.02053
Crawfordsville_TP4,Scottsbluff_TP3,0.02052
Crawfordsville_TP4,Scottsbluff_TP6,0.02509
Crawfordsville_TP4,Scottsbluff_TP5,0.0281
Crawfordsville_TP4,Crawfordsville_TP1,0.0516
Crawfordsville_TP4,Crawfordsville_TP2,0.06525
Crawfordsville_TP4,Crawfordsville_TP4,0.60882
Crawfordsville_TP4,Crawfordsville_TP3,0.05187
Crawfordsville_TP4,Crawfordsville_TP6,0.00117
Crawfordsville_TP4,Crawfordsville_TP5,0.02219
Crawfordsville_TP4,Lincoln_TP1,0.10744
Crawfordsville_TP4,Lincoln_TP2,0.16273
Crawfordsville_TP4,Lincoln_TP4,0.058
Crawfordsville_TP4,Lincoln_TP3,0.01091
Crawfordsville_TP4,Lincoln_TP6,0.09025
Crawfordsville_TP4,Lincoln_TP5,0.09245
Crawfordsville_TP4,Movalley_TP1,0.0353
Crawfordsville_TP4,Movalley_TP2,0.10729
Crawfordsville_TP4,Movalley_TP4,0.10744
Crawfordsville_TP4,Movalley_TP3,0.25584
Crawfordsville_TP4,Movalley_TP6,0.04863
Crawfordsville_TP4,Movalley_TP5,0.06036
Crawfordsville_TP4,Ames_TP1,8e-05
Crawfordsville_TP4,Ames_TP2,0.01985
Crawfordsville_TP4,Ames_TP4,0.22293
Crawfordsville_TP4,Ames_TP3,0.10232
Crawfordsville_TP4,Ames_TP6,0.0933
Crawfordsville_TP4,Ames_TP5,0.15136
Crawfordsville_TP3,Scottsbluff_TP1,0.03014
Crawfordsville_TP3,Scottsbluff_TP2,0.00468
Crawfordsville_TP3,Scottsbluff_TP4,0.02689
Crawfordsville_TP3,Scottsbluff_TP3,0.01302
Crawfordsville_TP3,Scottsbluff_TP6,0.07374
Crawfordsville_TP3,Scottsbluff_TP5,0.04558
Crawfordsville_TP3,Crawfordsville_TP1,0.13863
Crawfordsville_TP3,Crawfordsville_TP2,0.18198
Crawfordsville_TP3,Crawfordsville_TP4,0.02331
Crawfordsville_TP3,Crawfordsville_TP3,0.56372
Crawfordsville_TP3,Crawfordsville_TP6,0.02871
Crawfordsville_TP3,Crawfordsville_TP5,8e-05
Crawfordsville_TP3,Lincoln_TP1,0.25638
Crawfordsville_TP3,Lincoln_TP2,0.26618
Crawfordsville_TP3,Lincoln_TP4,0.27453
Crawfordsville_TP3,Lincoln_TP3,0.19207
Crawfordsville_TP3,Lincoln_TP6,0.18378
Crawfordsville_TP3,Lincoln_TP5,0.19964
Crawfordsville_TP3,Movalley_TP1,0.18508
Crawfordsville_TP3,Movalley_TP2,0.26684
Crawfordsville_TP3,Movalley_TP4,0.16218
Crawfordsville_TP3,Movalley_TP3,0.40467
Crawfordsville_TP3,Movalley_TP6,0.03217
Crawfordsville_TP3,Movalley_TP5,0.05364
Crawfordsville_TP3,Ames_TP1,0.01121
Crawfordsville_TP3,Ames_TP2,0.12762
Crawfordsville_TP3,Ames_TP4,0.28909
Crawfordsville_TP3,Ames_TP3,0.30813
Crawfordsville_TP3,Ames_TP6,0.03067
Crawfordsville_TP3,Ames_TP5,0.13104
Crawfordsville_TP6,Scottsbluff_TP1,0.00611
Crawfordsville_TP6,Scottsbluff_TP2,0.00055
Crawfordsville_TP6,Scottsbluff_TP4,0.00789
Crawfordsville_TP6,Scottsbluff_TP3,0.00985
Crawfordsville_TP6,Scottsbluff_TP6,0.00017
Crawfordsville_TP6,Scottsbluff_TP5,0.00597
Crawfordsville_TP6,Crawfordsville_TP1,0.02571
Crawfordsville_TP6,Crawfordsville_TP2,0.00393
Crawfordsville_TP6,Crawfordsville_TP4,0.02197
Crawfordsville_TP6,Crawfordsville_TP3,0.00041
Crawfordsville_TP6,Crawfordsville_TP6,0.36666
Crawfordsville_TP6,Crawfordsville_TP5,0.03072
Crawfordsville_TP6,Lincoln_TP1,0.00382
Crawfordsville_TP6,Lincoln_TP2,0.01489
Crawfordsville_TP6,Lincoln_TP4,0.03143
Crawfordsville_TP6,Lincoln_TP3,0.05866
Crawfordsville_TP6,Lincoln_TP6,0.03236
Crawfordsville_TP6,Lincoln_TP5,0.01627
Crawfordsville_TP6,Movalley_TP1,0.0001
Crawfordsville_TP6,Movalley_TP2,0.00019
Crawfordsville_TP6,Movalley_TP4,0.02537
Crawfordsville_TP6,Movalley_TP3,0.0312
Crawfordsville_TP6,Movalley_TP6,0.08325
Crawfordsville_TP6,Movalley_TP5,0.04439
Crawfordsville_TP6,Ames_TP1,0.02702
Crawfordsville_TP6,Ames_TP2,0.01526
Crawfordsville_TP6,Ames_TP4,0.01095
Crawfordsville_TP6,Ames_TP3,0.03517
Crawfordsville_TP6,Ames_TP6,0.00064
Crawfordsville_TP6,Ames_TP5,0.0112
Crawfordsville_TP5,Scottsbluff_TP1,0.00128
Crawfordsville_TP5,Scottsbluff_TP2,0.00155
Crawfordsville_TP5,Scottsbluff_TP4,0.01566
Crawfordsville_TP5,Scottsbluff_TP3,0.01331
Crawfordsville_TP5,Scottsbluff_TP6,0.01428
Crawfordsville_TP5,Scottsbluff_TP5,0.02822
Crawfordsville_TP5,Crawfordsville_TP1,0.00015
Crawfordsville_TP5,Crawfordsville_TP2,0.00356
Crawfordsville_TP5,Crawfordsville_TP4,0.04097
Crawfordsville_TP5,Crawfordsville_TP3,0.00225
Crawfordsville_TP5,Crawfordsville_TP6,0.07877
Crawfordsville_TP5,Crawfordsville_TP5,0.39416
Crawfordsville_TP5,Lincoln_TP1,0.01185
Crawfordsville_TP5,Lincoln_TP2,0.0154
Crawfordsville_TP5,Lincoln_TP4,0.1175
Crawfordsville_TP5,Lincoln_TP3,0.07002
Crawfordsville_TP5,Lincoln_TP6,0.01687
Crawfordsville_TP5,Lincoln_TP5,0.01293
Crawfordsville_TP5,Movalley_TP1,0.00088
Crawfordsville_TP5,Movalley_TP2,9e-05
Crawfordsville_TP5,Movalley_TP4,0.00123
Crawfordsville_TP5,Movalley_TP3,0.00041
Crawfordsville_TP5,Movalley_TP6,0.03319
Crawfordsville_TP5,Movalley_TP5,0.01187
Crawfordsville_TP5,Ames_TP1,0.00033
Crawfordsville_TP5,Ames_TP2,0.0
Crawfordsville_TP5,Ames_TP4,0.00215
Crawfordsville_TP5,Ames_TP3,0.01195
Crawfordsville_TP5,Ames_TP6,0.03419
Crawfordsville_TP5,Ames_TP5,0.03403
Lincoln_TP1,Scottsbluff_TP1,0.01087
Lincoln_TP1,Scottsbluff_TP2,0.00533
Lincoln_TP1,Scottsbluff_TP4,0.07042
Lincoln_TP1,Scottsbluff_TP3,0.05773
Lincoln_TP1,Scottsbluff_TP6,0.08053
Lincoln_TP1,Scottsbluff_TP5,0.07606
Lincoln_TP1,Crawfordsville_TP1,0.107
Lincoln_TP1,Crawfordsville_TP2,0.10092
Lincoln_TP1,Crawfordsville_TP4,0.0021
Lincoln_TP1,Crawfordsville_TP3,0.11829
Lincoln_TP1,Crawfordsville_TP6,0.04753
Lincoln_TP1,Crawfordsville_TP5,0.00964
Lincoln_TP1,Lincoln_TP1,0.58649
Lincoln_TP1,Lincoln_TP2,0.27871
Lincoln_TP1,Lincoln_TP4,0.20261
Lincoln_TP1,Lincoln_TP3,0.17114
Lincoln_TP1,Lincoln_TP6,0.06972
Lincoln_TP1,Lincoln_TP5,0.08673
Lincoln_TP1,Movalley_TP1,0.11815
Lincoln_TP1,Movalley_TP2,0.21904
Lincoln_TP1,Movalley_TP4,0.05916
Lincoln_TP1,Movalley_TP3,0.28436
Lincoln_TP1,Movalley_TP6,0.00871
Lincoln_TP1,Movalley_TP5,0.02603
Lincoln_TP1,Ames_TP1,0.02157
Lincoln_TP1,Ames_TP2,0.12675
Lincoln_TP1,Ames_TP4,0.16559
Lincoln_TP1,Ames_TP3,0.25203
Lincoln_TP1,Ames_TP6,0.00026
Lincoln_TP1,Ames_TP5,0.01873
Lincoln_TP2,Scottsbluff_TP1,0.01272
Lincoln_TP2,Scottsbluff_TP2,0.00014
Lincoln_TP2,Scottsbluff_TP4,0.03122
Lincoln_TP2,Scottsbluff_TP3,0.01396
Lincoln_TP2,Scottsbluff_TP6,0.0426
Lincoln_TP2,Scottsbluff_TP5,0.03379
Lincoln_TP2,Crawfordsville_TP1,0.04633
Lincoln_TP2,Crawfordsville_TP2,0.06672
Lincoln_TP2,Crawfordsville_TP4,0.05467
Lincoln_TP2,Crawfordsville_TP3,0.11039
Lincoln_TP2,Crawfordsville_TP6,0.00791
Lincoln_TP2,Crawfordsville_TP5,0.00103
Lincoln_TP2,Lincoln_TP1,0.26608
Lincoln_TP2,Lincoln_TP2,0.62686
Lincoln_TP2,Lincoln_TP4,0.23467
Lincoln_TP2,Lincoln_TP3,0.11938
Lincoln_TP2,Lincoln_TP6,0.25468
Lincoln_TP2,Lincoln_TP5,0.25199
Lincoln_TP2,Movalley_TP1,0.0997
Lincoln_TP2,Movalley_TP2,0.17222
Lincoln_TP2,Movalley_TP4,0.1668
Lincoln_TP2,Movalley_TP3,0.35211
Lincoln_TP2,Movalley_TP6,0.00046
Lincoln_TP2,Movalley_TP5,0.0796
Lincoln_TP2,Ames_TP1,0.0034
Lincoln_TP2,Ames_TP2,0.0687
Lincoln_TP2,Ames_TP4,0.21967
Lincoln_TP2,Ames_TP3,0.21322
Lincoln_TP2,Ames_TP6,0.00536
Lincoln_TP2,Ames_TP5,0.07161
Lincoln_TP4,Scottsbluff_TP1,0.00922
Lincoln_TP4,Scottsbluff_TP2,0.00159
Lincoln_TP4,Scottsbluff_TP4,0.00045
Lincoln_TP4,Scottsbluff_TP3,0.00838
Lincoln_TP4,Scottsbluff_TP6,0.01474
Lincoln_TP4,Scottsbluff_TP5,0.0014
Lincoln_TP4,Crawfordsville_TP1,0.05146
Lincoln_TP4,Crawfordsville_TP2,0.04196
Lincoln_TP4,Crawfordsville_TP4,0.00787
Lincoln_TP4,Crawfordsville_TP3,0.08276
Lincoln_TP4,Crawfordsville_TP6,0.10579
Lincoln_TP4,Crawfordsville_TP5,0.04924
Lincoln_TP4,Lincoln_TP1,0.16935
Lincoln_TP4,Lincoln_TP2,0.24975
Lincoln_TP4,Lincoln_TP4,0.64787
Lincoln_TP4,Lincoln_TP3,0.30521
Lincoln_TP4,Lincoln_TP6,0.29902
Lincoln_TP4,Lincoln_TP5,0.33827
Lincoln_TP4,Movalley_TP1,0.04139
Lincoln_TP4,Movalley_TP2,0.09012
Lincoln_TP4,Movalley_TP4,0.03595
Lincoln_TP4,Movalley_TP3,0.14985
Lincoln_TP4,Movalley_TP6,0.14719
Lincoln_TP4,Movalley_TP5,0.00059
Lincoln_TP4,Ames_TP1,0.03827
Lincoln_TP4,Ames_TP2,0.04669
Lincoln_TP4,Ames_TP4,0.12557
Lincoln_TP4,Ames_TP3,0.30866
Lincoln_TP4,Ames_TP6,0.00324
Lincoln_TP4,Ames_TP5,0.04868
Lincoln_TP3,Scottsbluff_TP1,0.00499
Lincoln_TP3,Scottsbluff_TP2,0.00118
Lincoln_TP3,Scottsbluff_TP4,0.02878
Lincoln_TP3,Scottsbluff_TP3,0.00053
Lincoln_TP3,Scottsbluff_TP6,0.05606
Lincoln_TP3,Scottsbluff_TP5,0.02033
Lincoln_TP3,Crawfordsville_TP1,0.05612
Lincoln_TP3,Crawfordsville_TP2,0.0548
Lincoln_TP3,Crawfordsville_TP4,0.0331
Lincoln_TP3,Crawfordsville_TP3,0.07468
Lincoln_TP3,Crawfordsville_TP6,0.08599
Lincoln_TP3,Crawfordsville_TP5,0.03707
Lincoln_TP3,Lincoln_TP1,0.12516
Lincoln_TP3,Lincoln_TP2,0.12333
Lincoln_TP3,Lincoln_TP4,0.37467
Lincoln_TP3,Lincoln_TP3,0.57708
Lincoln_TP3,Lincoln_TP6,0.0595
Lincoln_TP3,Lincoln_TP5,0.05606
Lincoln_TP3,Movalley_TP1,0.05787
Lincoln_TP3,Movalley_TP2,0.09731
Lincoln_TP3,Movalley_TP4,0.01228
Lincoln_TP3,Movalley_TP3,0.07963
Lincoln_TP3,Movalley_TP6,0.12452
Lincoln_TP3,Movalley_TP5,0.02547
Lincoln_TP3,Ames_TP1,0.03174
Lincoln_TP3,Ames_TP2,0.04824
Lincoln_TP3,Ames_TP4,0.02379
Lincoln_TP3,Ames_TP3,0.22873
Lincoln_TP3,Ames_TP6,0.0142
Lincoln_TP3,Ames_TP5,0.00457
Lincoln_TP6,Scottsbluff_TP1,0.00649
Lincoln_TP6,Scottsbluff_TP2,0.00943
Lincoln_TP6,Scottsbluff_TP4,0.01843
Lincoln_TP6,Scottsbluff_TP3,0.03329
Lincoln_TP6,Scottsbluff_TP6,0.00616
Lincoln_TP6,Scottsbluff_TP5,0.03283
Lincoln_TP6,Crawfordsville_TP1,0.00124
Lincoln_TP6,Crawfordsville_TP2,0.00193
Lincoln_TP6,Crawfordsville_TP4,0.03829
Lincoln_TP6,Crawfordsville_TP3,0.0216
Lincoln_TP6,Crawfordsville_TP6,0.03447
Lincoln_TP6,Crawfordsville_TP5,0.0406
Lincoln_TP6,Lincoln_TP1,0.10074
Lincoln_TP6,Lincoln_TP2,0.22361
Lincoln_TP6,Lincoln_TP4,0.31416
Lincoln_TP6,Lincoln_TP3,0.12791
Lincoln_TP6,Lincoln_TP6,0.57583
Lincoln_TP6,Lincoln_TP5,0.46833
Lincoln_TP6,Movalley_TP1,0.02937
Lincoln_TP6,Movalley_TP2,0.0415
Lincoln_TP6,Movalley_TP4,0.15071
Lincoln_TP6,Movalley_TP3,0.27788
Lincoln_TP6,Movalley_TP6,0.08443
Lincoln_TP6,Movalley_TP5,0.04805
Lincoln_TP6,Ames_TP1,1e-05
Lincoln_TP6,Ames_TP2,0.00041
Lincoln_TP6,Ames_TP4,0.04573
Lincoln_TP6,Ames_TP3,0.07286
Lincoln_TP6,Ames_TP6,0.00342
Lincoln_TP6,Ames_TP5,0.03351
Lincoln_TP5,Scottsbluff_TP1,0.00955
Lincoln_TP5,Scottsbluff_TP2,0.01136
Lincoln_TP5,Scottsbluff_TP4,0.00664
Lincoln_TP5,Scottsbluff_TP3,0.02162
Lincoln_TP5,Scottsbluff_TP6,0.00092
Lincoln_TP5,Scottsbluff_TP5,0.01836
Lincoln_TP5,Crawfordsville_TP1,0.0001
Lincoln_TP5,Crawfordsville_TP2,0.00711
Lincoln_TP5,Crawfordsville_TP4,0.03619
Lincoln_TP5,Crawfordsville_TP3,0.03634
Lincoln_TP5,Crawfordsville_TP6,0.06527
Lincoln_TP5,Crawfordsville_TP5,0.03795
Lincoln_TP5,Lincoln_TP1,0.09637
Lincoln_TP5,Lincoln_TP2,0.21331
Lincoln_TP5,Lincoln_TP4,0.36287
