index,qrCode,location,sublocation,irrigationProvided,nitrogenTreatment,poundsOfNitrogenPerAcre,experiment,plotLength,totalStandCount,block,range,row,plotNumber,genotype,plantingDate,anthesisDate,silkDate,daysToAnthesis,daysToSilk,anthesisSilkingInterval,GDDToAnthesis,GDDToSilk,anthesisSilkingIntervalGDD,earHeight,flagLeafHeight,plantDensity,combineYield,yieldPerAcre,combineMoisture,combineTestWeight,earLength,earFillLength,earWidth,shelledCobWidth,kernelsPerRow,kernelRowNumber,kernelsPerEar,hundredKernelMass,kernelMassPerEar,shelledCobMass,percentMoisture,percentStarch,percentProtein,percentOil,percentFiber,percentAsh,kernelColor,percentLodging,harvestDate,notes,rangeRow,file_,NDRE_mean,predicted,residual
1585,MV$HYBRID-HIPS$REP1$PLOT23$ROW27$RANGE7$PHB47 X LH185,Missouri Valley,Missouri Valley,0,Medium,175,LC_4211,17.5,50,2,27,7,223,PHT69 X 3IIH6,2022-04-29,,,,,,,,,83,200,25000,12.9,121.06,10.8,55.2,16,15.4,4,2,31.5,14.5,439,24.4,106.6,19.4,5.37,71.58,10.04,3.92,1.43,1.41,yellow,2,2022-10-11,,7-27,MOValley-TP3-Hybrids_27_7,0.299895400840877,148.880626911739,-27.8206269117391
1589,MV$HYBRID-HIPS$REP1$PLOT27$ROW27$RANGE8$LH82 X PHJ89,Missouri Valley,Missouri Valley,0,Medium,175,LC_4211,17.5,50,2,27,8,227,LH82 X PHB47,2022-04-29,,,,,,,,,78,178,25000,12.32,116.26,10.3,58.5,18.4,16.8,4,2.5,43.2,17.2,484,26.2,135.2,22.8,5.68,66.34,11.08,4.51,1.13,1.24,yellow,8,2022-10-11,,8-27,MOValley-TP3-Hybrids_27_8,0.305101932463988,153.299542830592,-37.039542830592
1593,MV$HYBRID-HIPS$REP1$PLOT31$ROW27$RANGE9$SOLAR 4,Missouri Valley,Missouri Valley,0,Medium,175,LC_4211,17.5,62,2,27,9,231,2369 X PHZ51,2022-04-29,,,,,,,,,104,231,31000,11.43,107.62,10.5,60.9,16.2,15.1,3,2,33.5,13.8,378,22.4,85.1,16.6,5.05,69.21,10.62,4.25,0.41,0.99,yellow,3.23,2022-10-11,,9-27,MOValley-TP3-Hybrids_27_9,0.288627520512783,139.317290057598,-31.6972900575984
1597,MV$HYBRID-HIPS$REP1$PLOT35$ROW27$RANGE10$LH195 X PHZ51,Missouri Valley,Missouri Valley,0,Medium,175,LC_4211,17.5,63,2,27,10,235,WF9 X H95,2022-04-29,,,,,,,,,90,214,31500,9.59,89.59,11.2,59.1,16.6,14.8,3.9,2.5,37.2,16.5,466,19.4,90.4,16.3,5.58,69.77,11.79,4.53,0.81,1.06,yellow,0,2022-10-11,,10-27,MOValley-TP3-Hybrids_27_10,0.254633038987298,110.465308270083,-20.8753082700828
1601,MV$HYBRID-HIPS$REP1$PLOT39$ROW27$RANGE11$LH123HT X 3IIH6,Missouri Valley,Missouri Valley,0,Medium,175,LC_4211,17.5,62,2,27,11,239,B73 X 3IIH6,2022-04-29,,,,,,,,,86,191,31000,11.09,104.07,10.8,54.5,16.6,15.2,4.5,2.9,35.5,19,545,26.5,145,23.5,5.56,64.9,9.08,4.75,1.95,1.57,yellow,48.39,2022-10-11,,11-27,MOValley-TP3-Hybrids_27_11,0.287003608699293,137.93903476542,-33.8690347654201
1605,MV$HYBRID-HIPS$REP1$PLOT43$ROW27$RANGE12$LH145 X LH162,Missouri Valley,Missouri Valley,0,Medium,175,LC_4211,17.5,52,2,27,12,243,PHP02 X PHK76,2022-04-29,,,,,,,,,67,170,26000,14.45,136.21,10.4,59.8,17.4,16.4,4,2.8,39.2,13,405,31.9,132.9,24.3,5.19,67.37,9.59,4.43,1.06,1.17,orange,9.62,2022-10-11,,12-27,MOValley-TP3-Hybrids_27_12,0.303216606940734,151.699419068749,-15.4894190687494
1609,MV$HYBRID-HIPS$REP1$PLOT47$ROW27$RANGE13$B105 X 3IIH6,Missouri Valley,Missouri Valley,0,Medium,175,LC_4211,17.5,45,2,27,13,247,PHK56 X LH185,2022-04-29,,,,,,,,,70,200,22500,14.82,138.92,10.9,57.5,15.4,15.4,4,2.4,37.8,13,339,32.9,112.5,19.6,5.66,71.83,9.25,3.53,1.55,1.11,yellow,0,2022-10-11,,13-27,MOValley-TP3-Hybrids_27_13,0.329130530273112,173.693225430183,-34.7732254301835
1613,MV$HYBRID-HIPS$REP1$PLOT51$ROW27$RANGE14$SOLAR 3,Missouri Valley,Missouri Valley,0,Medium,175,LC_4211,17.5,,2,27,14,251,PHG39 X PHN82,2022-04-29,,,,,,,,,77,186,,,,,,19.4,18.4,4.2,2.9,35,17,550,30.4,167.6,20.6,5.25,69.41,7.89,3.72,0.89,1.07,yellow,,-Inf,,14-27,,,,
1617,MV$HYBRID-HIPS$REP1$PLOT55$ROW27$RANGE15$PHP02 X PHB47,Missouri Valley,Missouri Valley,0,Medium,175,LC_4211,17.5,50,2,27,15,255,PHK76 X LH145,2022-04-29,,,,,,,,,93,182,25000,12.73,120.8,9.8,63.4,18.9,19.1,3.8,2.5,43.5,14,566,21.2,120.9,25.6,5.9,70.27,10.42,4.22,0.94,1.03,orange,2,2022-10-11,,15-27,MOValley-TP3-Hybrids_27_15,0.299474532515809,148.523425251208,-27.7234252512076
1621,MV$HYBRID-HIPS$REP1$PLOT59$ROW27$RANGE16$B73 X MO17,Missouri Valley,Missouri Valley,0,Medium,175,LC_4211,17.5,,2,27,16,259,PHK56 X LH145,2022-04-29,,,,,,,,,93,195,,,,,,19,19.1,4.4,2.8,38,17,583,33.1,196.1,24,5.28,69.19,7.57,3.89,0.96,1.11,yellow,,-Inf,,16-27,,,,
1625,MV$HYBRID-HIPS$REP1$PLOT63$ROW27$RANGE17$B73 X 3IIH6,Missouri Valley,Missouri Valley,0,Medium,175,LC_4211,17.5,43,2,27,17,263,PHP02 X PHB47,2022-04-29,,,,,,,,,83,195,21500,13.02,121.22,11.5,55.3,19.1,19.2,4.4,2.5,45.2,14.5,622,27.2,168.5,27.6,5.26,67.33,9.59,3.99,1.43,1.2,yellow,4.65,2022-10-11,,17-27,MOValley-TP3-Hybrids_27_17,0.294232332387733,144.074236564262,-22.8542365642623
1628,MV$HYBRID-HIPS$REP1$PLOT67$ROW27$RANGE18$PHG39 X PHN82,Missouri Valley,Missouri Valley,0,Medium,175,LC_4211,17.5,53,2,27,18,267,2369 X 3IIH6,2022-04-29,,,,,,,,,85,184,26500,16.57,156.54,10.2,58.1,16.8,16.8,4.4,2.6,36.2,18.5,630,20,125.4,20.7,5.4,72.31,8.4,4.05,1.78,1.36,yellow,3.77,2022-10-11,,18-27,MOValley-TP3-Hybrids_27_18,0.294609368800647,144.394236965224,12.1457630347761
1632,MV$HYBRID-HIPS$REP1$PLOT71$ROW27$RANGE19$SOLAR 1,Missouri Valley,Missouri Valley,0,Medium,175,LC_4211,17.5,63,2,27,19,271,LH195 X 3IIH6,2022-04-29,,,,,,,,,74,177,31500,17.08,159.92,11,58.1,19.6,,4.2,2.5,39.8,17.5,655,28,179.8,27.4,4.78,69.42,8.13,4.17,1.32,1.35,yellow,3.17,2022-10-11,,19-27,MOValley-TP3-Hybrids_27_19,0.30278673441513,151.334575314025,8.58542468597528
1636,MV$HYBRID-HIPS$REP1$PLOT75$ROW27$RANGE20$B37 X OH43,Missouri Valley,Missouri Valley,0,Medium,175,LC_4211,17.5,62,2,27,20,275,2369 X LH123HT,2022-04-29,,,,,,,,,120,244,31000,14.45,134.23,11.7,60.4,17.8,,4.2,2.8,41.2,15,596,25.7,153.6,28.2,5.33,70.89,9.78,3.96,0.98,0.89,yellow,3.23,2022-10-11,,20-27,MOValley-TP3-Hybrids_27_20,0.288205989348714,138.959525828735,-4.72952582873492
1638,MV$HYBRID-HIPS$REP1$PLOT79$ROW27$RANGE21$LH198 X PHB47,Missouri Valley,Missouri Valley,0,Medium,175,LC_4211,17.5,65,2,27,21,279,N209 X 3IIH6,2022-04-29,,,,,,,,,92,200,32500,18.33,171.24,11.2,56.2,16.2,,4.2,2.5,36.5,17.5,588,27.6,163.3,26.1,4.92,70.26,8.93,4.5,1.83,1.38,yellow,4.62,2022-10-11,,21-27,MOValley-TP3-Hybrids_27_21,0.312734618485383,159.777597744124,11.4624022558763
1642,MV$HYBRID-HIPS$REP1$PLOT83$ROW27$RANGE22$LH123HT X PHB47,Missouri Valley,Missouri Valley,0,Medium,175,LC_4211,17.5,64,2,27,22,283,B37 X OH43,2022-04-29,,,,,,,,,95,211,32000,16.05,150.28,11,59.9,17.4,,4.1,2.8,41.8,16.5,615,24.9,145.1,25.5,5.78,66.62,9.4,4.21,1.43,1.05,yellow,0,2022-10-11,,22-27,MOValley-TP3-Hybrids_27_22,0.316830863710264,163.254185334873,-12.9741853348734
1646,MV$HYBRID-HIPS$REP1$PLOT87$ROW27$RANGE23$PHP02 X LH198,Missouri Valley,Missouri Valley,0,Medium,175,LC_4211,17.5,60,2,27,23,287,PHW52 X LH185,2022-04-29,,,,,,,,,75,192,30000,17.79,166.2,11.2,59.5,18.6,,4.5,2.6,40.8,13.8,509,32.1,164.2,21.5,5.63,69.98,7.52,4.53,0.97,1.26,yellow,1.67,2022-10-11,,23-27,MOValley-TP3-Hybrids_27_23,0.321658144176102,167.351221142852,-1.15122114285165
1482,MV$HYBRID-HIPS$REP2$PLOT3$ROW27$RANGE24$2369 X PHP02,Missouri Valley,Missouri Valley,0,Medium,175,LC_4211,17.5,56,1,27,24,103,LH82 X W606S,2022-04-29,,,,,,,,,86,168,28000,17.25,161.33,11.1,60.3,20.5,,4.4,3,41.8,17.5,716,25,185.8,30.8,5.72,68.97,8.35,3.95,0.95,1.05,orange,0,2022-10-11,,24-27,MOValley-TP3-Hybrids_27_24,0.314211813163938,161.031330469252,0.298669530747816
1486,MV$HYBRID-HIPS$REP2$PLOT7$ROW27$RANGE25$B73 X PHZ51,Missouri Valley,Missouri Valley,0,Medium,175,LC_4211,17.5,50,1,27,25,107,PHP02 X W606S,2022-04-29,,,,,,,,,99,195,25000,15.28,144.2,10.3,59.4,18.1,,4.1,3,39,16.2,564,22.2,133.5,20.4,5.68,69.08,7.81,4.13,0.72,1.05,orange,8,2022-10-11,,25-27,MOValley-TP3-Hybrids_27_25,0.309333884713682,156.891308427673,-12.6913084276725
1490,MV$HYBRID-HIPS$REP2$PLOT11$ROW27$RANGE26$SOLAR 4,Missouri Valley,Missouri Valley,0,Medium,175,LC_4211,17.5,65,1,27,26,111,B73 X PHZ51,2022-04-29,,,,,,,,,99,223,32500,15.09,141.61,10.8,61.5,17.4,,3.9,2.6,39.5,16.2,596,24.3,149,26.1,5.32,69.8,6.74,3.85,0.78,1.03,yellow,0,2022-10-11,,26-27,MOValley-TP3-Hybrids_27_26,0.301701724263345,150.413699579676,-8.80369957967614
1494,MV$HYBRID-HIPS$REP2$PLOT15$ROW27$RANGE27$2369 X PHN82,Missouri Valley,Missouri Valley,0,Medium,175,LC_4211,17.5,63,1,27,27,115,LH74 X PHN82,2022-04-29,,,,,,,,,96,187,31500,16.4,154.59,10.4,61.2,16,,4,2.4,35.8,15,435,26.5,114.8,20,5.38,68.44,8,3.48,1.22,0.99,yellow,0,2022-10-11,,27-27,MOValley-TP3-Hybrids_27_27,0.306000240659047,154.061959861838,0.528040138161714
4,,Missouri Valley,,,,0,LC_4211,,,,27,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28-27,,,,
1501,MV$HYBRID-HIPS$REP2$PLOT23$ROW27$RANGE29$PHT69 X 3IIH6,Missouri Valley,Missouri Valley,0,Medium,175,LC_4211,17.5,68,1,27,29,123,PHB47 X LH185,2022-04-29,,,,,,,,,72,205,34000,17.27,162.79,10.4,58.4,18.1,,3.5,1.9,43.5,14.5,537,25.5,145.7,19.3,5.23,68.46,8.37,3.78,1.6,1.03,yellow,0,2022-10-11,,29-27,MOValley-TP3-Hybrids_27_29,0.299012338066097,148.13114905675,14.6588509432498
1505,MV$HYBRID-HIPS$REP2$PLOT27$ROW27$RANGE30$LH82 X PHB47,Missouri Valley,Missouri Valley,0,Medium,175,LC_4211,17.5,59,1,27,30,127,LH82 X PHJ89,2022-04-29,,,,,,,,,67,184,29500,16.01,150.58,10.6,58.6,15.1,,4,2,39.2,17.5,629,19.9,122.6,13.9,5.43,69.06,8.08,4.3,0.32,1.13,yellow,3.39,2022-10-11,,30-27,MOValley-TP3-Hybrids_27_30,0.268657356071478,122.368103163182,28.2118968368177
5,,Missouri Valley,,,,0,LC_4211,,,,27,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31-27,,,,
1512,MV$HYBRID-HIPS$REP2$PLOT35$ROW27$RANGE32$WF9 X H95,Missouri Valley,Missouri Valley,0,Medium,175,LC_4211,17.5,60,1,27,32,135,LH195 X PHZ51,2022-04-29,,,,,,,,,95,228,30000,15.47,145.99,10.3,62.5,18.2,16.8,3.6,2.6,34.5,13.5,409,29.2,116.7,25.3,4.68,71.2,9.38,4.41,0.48,1.01,yellow,0,2022-10-11,,32-27,MOValley-TP3-Hybrids_27_32,0.299702292172312,148.716730669219,-2.72673066921899
1516,MV$HYBRID-HIPS$REP2$PLOT39$ROW27$RANGE33$B73 X 3IIH6,Missouri Valley,Missouri Valley,0,Medium,175,LC_4211,17.5,68,1,27,33,139,LH123HT X 3IIH6,2022-04-29,,,,,,,,,97,210,34000,10.02,94.56,10.3,58.3,18.9,18.8,4.4,2.5,39.5,15.5,584,27.4,162.8,33.5,4.85,69.36,10.16,4.16,1.15,0.94,yellow,16.18,2022-10-11,,33-27,MOValley-TP3-Hybrids_27_33,0.265545447858527,119.726947450389,-25.1669474503887
1520,MV$HYBRID-HIPS$REP2$PLOT43$ROW27$RANGE34$PHP02 X PHK76,Missouri Valley,Missouri Valley,0,Medium,175,LC_4211,17.5,65,1,27,34,143,LH145 X LH162,2022-04-29,,,,,,,,,90,202,32500,16.69,153.81,12.4,60.6,17,16.4,3.8,2.4,39.5,16,558,24.8,136.1,21,4.68,68.76,7.8,3.65,0.87,1.04,yellow,0,2022-10-11,,34-27,MOValley-TP3-Hybrids_27_34,0.304965942294271,153.184124511975,0.62587548802523
1524,MV$HYBRID-HIPS$REP2$PLOT47$ROW27$RANGE35$PHK56 X LH185,Missouri Valley,Missouri Valley,0,Medium,175,LC_4211,17.5,61,1,27,35,147,B105 X 3IIH6,2022-04-29,,,,,,,,,77,188,30500,11.95,112.77,10.3,57.1,14,,3.6,2,,12.8,357,25.1,79.8,12.7,5.31,69.47,9.77,4.33,1.37,1.33,yellow,32.79,2022-10-11,,35-27,MOValley-TP3-Hybrids_27_35,0.297430101106195,146.78826427363,-34.0182642736303
6,,Missouri Valley,,,,0,LC_4211,,,,27,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36-27,,,,
1531,MV$HYBRID-HIPS$REP2$PLOT55$ROW27$RANGE37$PHK76 X LH145,Missouri Valley,Missouri Valley,0,Medium,175,LC_4211,17.5,51,1,27,37,155,PHP02 X PHB47,2022-04-29,,,,,,,,,88,201,25500,15.83,149.89,10,59.4,19.9,17,4,2.1,46.5,14.2,426,33.1,151.6,27.6,5.24,66.59,9.28,4.05,1.64,1.23,yellow,1.96,2022-10-11,,37-27,MOValley-TP3-Hybrids_27_37,0.290828013815283,141.184904736165,8.70509526383464
1535,MV$HYBRID-HIPS$REP2$PLOT59$ROW27$RANGE38$,Missouri Valley,Missouri Valley,0,Medium,175,LC_4211,17.5,70,1,27,38,159,B73 X MO17,2022-04-29,,,,,,,,,114,221,35000,15.59,144.82,11.7,58.5,18.6,17.2,4.1,3.1,40.2,15.5,461,34.7,155.2,23.7,5.61,72.35,6.75,3.96,1.62,1.24,yellow,2.86,2022-10-11,,38-27,MOValley-TP3-Hybrids_27_38,0.307879883405365,155.657260506243,-10.8372605062429
1539,MV$HYBRID-HIPS$REP2$PLOT63$ROW27$RANGE39$PHP02 X PHB47,Missouri Valley,Missouri Valley,0,Medium,175,LC_4211,17.5,65,1,27,39,163,B73 X 3IIH6,2022-04-29,,,,,,,,,103,212,32500,15.51,144.08,11.7,56.2,17.1,16.4,4.4,3,38.2,20.5,592,26.6,160.7,25.3,5.27,71.85,7.45,4.36,1.62,1.39,yellow,30.77,2022-10-11,,39-27,MOValley-TP3-Hybrids_27_39,0.280421003425019,132.352210111384,11.7277898886159
1543,MV$HYBRID-HIPS$REP2$PLOT67$ROW27$RANGE40$2369 X 3IIH6,Missouri Valley,Missouri Valley,0,Medium,175,LC_4211,17.5,65,1,27,40,167,PHG39 X PHN82,2022-04-29,,,,,,,,,75,185,32500,19.09,179.75,10.5,61.5,20.1,18.5,4,2.5,42.2,15.5,522,28.2,144.5,24.2,5.58,70.16,6.96,3.88,0.77,0.94,yellow,1.54,2022-10-11,,40-27,MOValley-TP3-Hybrids_27_40,0.296168953343615,145.717896065483,34.032103934517
7,,Missouri Valley,,,,0,LC_4211,,,,27,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41-27,,,,
1550,MV$HYBRID-HIPS$REP2$PLOT75$ROW27$RANGE42$2369 X LH123HT,Missouri Valley,Missouri Valley,0,Medium,175,LC_4211,17.5,73,1,27,42,175,B37 X OH43,2022-04-29,,,,,,,,,97,231,36500,15.12,142.69,10.3,60.6,17,15.4,4.2,2.6,38,15.5,476,26.4,126.9,24.7,,,,,,,,0,2022-10-11,,42-27,MOValley-TP3-Hybrids_27_42,0.294230018173615,144.072272431833,-1.38227243183275
1554,MV$HYBRID-HIPS$REP2$PLOT79$ROW27$RANGE43$N209 X 3IIH6,Missouri Valley,Missouri Valley,0,Medium,175,LC_4211,17.5,54,1,27,43,179,LH198 X PHB47,2022-04-29,,,,,,,,,91,204,27000,14.51,137.69,9.8,62.5,16.8,16.1,3.9,2,42.5,12,473,32.7,155.9,27.8,5.44,68.46,11.56,5.03,1.11,1.11,yellow,0,2022-10-11,,43-27,MOValley-TP3-Hybrids_27_43,0.29937327630661,148.437486529022,-10.7474865290219
1558,MV$HYBRID-HIPS$REP2$PLOT83$ROW27$RANGE44$B37 X OH43,Missouri Valley,Missouri Valley,0,Medium,175,LC_4211,17.5,62,1,27,44,183,LH123HT X PHB47,2022-04-29,,,,,,,,,82,222,31000,13.66,128.62,10.5,60.8,17.8,17,3.6,2.5,38,13,454,26.8,121.3,24.8,5.35,69.72,9.37,3.64,1.74,0.79,yellow,4.84,2022-10-11,,44-27,MOValley-TP3-Hybrids_27_44,0.274216876820762,127.086609938625,1.53339006137503
1562,MV$HYBRID-HIPS$REP2$PLOT87$ROW27$RANGE45$PHW52 X LH185,Missouri Valley,Missouri Valley,0,Medium,175,LC_4211,17.5,50,1,27,45,187,PHP02 X LH198,2022-04-29,,,,,,,,,79,192,25000,15.46,145.73,10.4,61.1,15.8,15,4.2,2.6,34.2,15.5,502,29.6,153.4,25.7,5.24,67.18,9.01,4.15,1.48,1.24,yellow,6,2022-10-11,,45-27,MOValley-TP3-Hybrids_27_45,0.296468563689487,145.972182992494,-0.242182992493838
1567,MV$HYBRID-HIPS$REP1$PLOT4$ROW29$RANGE2$COMMERCIAL HYBRID 1,Missouri Valley,Missouri Valley,0,Medium,175,LC_4211,17.5,57,2,29,2,204,PHG39 X PHM49,2022-04-29,,,,,,,,,104,202,28500,13.81,129.74,10.7,59.6,19,16.6,3.2,2,38.5,12.5,460,26.7,122.9,19.6,4.55,70.32,7.43,3.15,0.82,0.81,yellow,1.75,2022-10-11,,2-29,MOValley-TP3-Hybrids_29_2,0.304367262362776,152.67600961494,-22.9360096149403
1571,MV$HYBRID-HIPS$REP1$PLOT8$ROW29$RANGE3$PHK76 X W606S,Missouri Valley,Missouri Valley,0,Medium,175,LC_4211,17.5,51,2,29,3,208,PHK76 X 3IIH6,2022-04-29,,,,,,,,,105,260,25500,9.61,90.49,10.5,57.9,18.4,17.2,3.8,2.5,36.8,16,550,22.1,122.6,24.2,4.86,67.53,9.47,4.25,0.73,1.09,yellow,3.92,2022-10-11,,3-29,MOValley-TP3-Hybrids_29_3,0.262224868827926,116.908687503018,-26.4186875030183
1574,MV$HYBRID-HIPS$REP1$PLOT12$ROW29$RANGE4$PHW52 X PHN82,Missouri Valley,Missouri Valley,0,Medium,175,LC_4211,17.5,53,2,29,4,212,PHK76 X LH198,2022-04-29,,,,,,,,,113,220,26500,11.86,111.3,10.8,61,16.9,15.5,3.6,2.4,41,13.5,493,24.7,122.6,23.6,5.11,71.68,9,4.65,0.43,0.94,yellow,3.77,2022-10-11,,4-29,MOValley-TP3-Hybrids_29_4,0.282991672611264,134.534002485175,-23.2340024851746
1578,MV$HYBRID-HIPS$REP1$PLOT16$ROW29$RANGE5$2369 X LH123HT,Missouri Valley,Missouri Valley,0,Medium,175,LC_4211,17.5,57,2,29,5,216,LH195 X LH123HT,2022-04-29,,,,,,,,,119,235,28500,14.07,130.7,11.7,61.5,17.1,16.4,3.8,2.5,37,14.2,508,25.3,129.9,24,4.72,70.81,9.63,3.66,0.68,0.92,yellow,1.75,2022-10-11,,5-29,MOValley-TP3-Hybrids_29_5,0.281751095937949,133.481093484116,-2.78109348411633
1582,MV$HYBRID-HIPS$REP1$PLOT20$ROW29$RANGE6$B73 X PHN82,Missouri Valley,Missouri Valley,0,Medium,175,LC_4211,17.5,59,2,29,6,220,PHK56 X W606S,2022-04-29,,,,,,,,,94,216,29500,15.84,148.65,10.8,58.9,18.6,17.9,4.4,3,41.8,16,616,25.3,154.8,29,5.14,68.3,9.59,3.66,1.24,1.01,yellow,0,2022-10-11,,6-29,MOValley-TP3-Hybrids_29_6,0.318210992120235,164.425535447069,-15.7755354470686
1586,MV$HYBRID-HIPS$REP1$PLOT24$ROW29$RANGE7$2369 X PHN82,Missouri Valley,Missouri Valley,0,Medium,175,LC_4211,17.5,58,2,29,7,224,F42 X OH43,2022-04-29,,,,,,,,,115,220,29000,15.55,146.09,10.7,58,16.2,15.4,4.4,3.2,37.8,18.5,466,24.7,111.8,23.6,5.79,70.95,9.9,3.98,1.04,1.21,yellow,1.72,2022-10-11,,7-29,MOValley-TP3-Hybrids_29_7,0.302895341620814,151.426753014045,-5.33675301404458
1590,MV$HYBRID-HIPS$REP1$PLOT28$ROW29$RANGE8$PHB47 X 3IIH6,Missouri Valley,Missouri Valley,0,Medium,175,LC_4211,17.5,54,2,29,8,228,LH145 X LH162,2022-04-29,,,,,,,,,97,207,27000,16.67,153.8,12.3,59.8,18.6,16.1,3.9,2.2,39.8,15.5,546,27.4,154.9,26.7,5.25,68.84,8.31,4.09,0.89,1.04,yellow,1.85,2022-10-11,,8-29,MOValley-TP3-Hybrids_29_8,0.317510964423496,163.831404121903,-10.0314041219032
1594,MV$HYBRID-HIPS$REP1$PLOT32$ROW29$RANGE9$LH74 X PHM49,Missouri Valley,Missouri Valley,0,Medium,175,LC_4211,17.5,50,2,29,9,232,PIONEER P0589 AMXT,2022-04-29,,,,,,,,,83,193,25000,15.68,148.3,10.1,60.5,17.9,15.5,4.1,2.5,36.8,14,454,26.6,125.2,19.3,5.28,69.67,7.87,3.94,0.8,1.09,yellow,8,2022-10-11,,9-29,MOValley-TP3-Hybrids_29_9,0.295387327629708,145.0545104261,3.2454895739003
1598,MV$HYBRID-HIPS$REP1$PLOT36$ROW29$RANGE10$PHB47 X PHK56,Missouri Valley,Missouri Valley,0,Medium,175,LC_4211,17.5,58,2,29,10,236,PHB47 X 3IIH6,2022-04-29,,,,,,,,,91,209,29000,12.96,121.76,10.7,56.1,19,15.9,3.6,2,38.8,14,469,25.8,120.1,21,5.21,67.03,9.62,4.01,1.35,1.16,yellow,3.45,2022-10-11,,10-29,MOValley-TP3-Hybrids_29_10,0.26861777396751,122.334508823997,-0.574508823996879
1602,MV$HYBRID-HIPS$REP1$PLOT40$ROW29$RANGE11$PHZ51 X LH145,Missouri Valley,Missouri Valley,0,Medium,175,LC_4211,17.5,62,2,29,11,240,4N506 X 3IIH6,2022-04-29,,,,,,,,,102,206,31000,14.42,135.17,10.9,55.3,16.8,14.5,4.4,2.4,31.5,16.5,468,28,132.7,21.5,5.14,69.28,8.53,4.28,1.42,1.38,yellow,3.23,2022-10-11,,11-29,MOValley-TP3-Hybrids_29_11,0.307604521693729,155.423554012348,-20.2535540123484
1606,MV$HYBRID-HIPS$REP1$PLOT44$ROW29$RANGE12$F42 X OH43,Missouri Valley,Missouri Valley,0,Medium,175,LC_4211,17.5,66,2,29,12,244,LH123HT X PHB47,2022-04-29,,,,,,,,,94,219,33000,14.44,136.27,10.3,59.8,16.5,15.4,4.2,2.6,38.2,14,361,,146.6,27.5,5.37,69.03,11.03,4.26,1.43,0.91,yellow,4.55,2022-10-11,,12-29,MOValley-TP3-Hybrids_29_12,0.308301681599502,156.015251370323,-19.7452513703229
1610,MV$HYBRID-HIPS$REP1$PLOT48$ROW29$RANGE13$LH195 X LH123HT,Missouri Valley,Missouri Valley,0,Medium,175,LC_4211,17.5,49,2,29,13,248,PHP02 X LH185,2022-04-29,,,,,,,,,78,171,24500,17.45,163.57,10.9,55.6,19.4,18.9,4.5,3.1,42.5,14.5,558,30.1,171.3,28.2,5.01,66.62,9.77,3.91,1.52,1.22,yellow,2.04,2022-10-11,,13-29,MOValley-TP3-Hybrids_29_13,0.318508359360428,164.677918593192,-1.10791859319247
1614,MV$HYBRID-HIPS$REP1$PLOT52$ROW29$RANGE14$LH198 X PHZ51,Missouri Valley,Missouri Valley,0,Medium,175,LC_4211,17.5,51,2,29,14,252,PHP02 X W606S,2022-04-29,,,,,,,,,75,193,25500,18.4,172.67,10.8,57.6,20.9,19.4,4.4,3.5,42.5,16,629,31.5,193.1,33.3,5.32,68.71,9.02,4.08,0.96,1.03,,3.92,2022-10-11,,14-29,MOValley-TP3-Hybrids_29_14,0.33828396322102,181.461976970291,-8.79197697029127
1618,MV$HYBRID-HIPS$REP1$PLOT56$ROW29$RANGE15$PHW52 X PHM49,Missouri Valley,Missouri Valley,0,Medium,175,LC_4211,17.5,65,2,29,15,256,PHJ40 X LH82,2022-04-29,,,,,,,,,87,176,32500,17.47,164.49,10.5,58.7,17,15.4,4.2,2.8,37.5,17,572,23.1,138.6,25.1,5.29,68.57,9.34,4.19,0.6,1.08,red,0,2022-10-11,,15-29,MOValley-TP3-Hybrids_29_15,0.319938040573833,165.891325431011,-1.40132543101132
1622,MV$HYBRID-HIPS$REP1$PLOT60$ROW29$RANGE16$B73 X PHM49,Missouri Valley,Missouri Valley,0,Medium,175,LC_4211,17.5,48,2,29,16,260,PHK56 X LH198,2022-04-29,,,,,,,,,80,212,24000,17.87,167.88,10.7,60.6,15.8,15,4.4,2.5,40.2,16.5,505,27.3,137.4,24.9,5.38,71.46,7.79,3.75,1.28,1.13,yellow,4.17,2022-10-11,,16-29,MOValley-TP3-Hybrids_29_16,0.3290166641338,173.596584339329,-5.7165843393291
1,,Missouri Valley,,,,0,LC_4211,,,,29,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17-29,,,,
1629,MV$HYBRID-HIPS$REP1$PLOT68$ROW29$RANGE18$B14A X MO17,Missouri Valley,Missouri Valley,0,Medium,175,LC_4211,17.5,54,2,29,18,268,LH195 X PHM49,2022-04-29,,,,,,,,,65,184,27000,12.36,116.64,10.3,60.8,16.6,16.8,3.5,2.2,37.5,13,500,20.3,101,15.7,4.81,71.76,8.01,4.34,0.41,0.94,yellow,3.7,2022-10-11,,18-29,MOValley-TP3-Hybrids_29_18,0.278903427748974,131.064205005803,-14.4242050058025
