index,qrCode,location,sublocation,irrigationProvided,nitrogenTreatment,poundsOfNitrogenPerAcre,experiment,plotLength,totalStandCount,block,range,row,plotNumber,genotype,plantingDate,anthesisDate,silkDate,daysToAnthesis,daysToSilk,anthesisSilkingInterval,GDDToAnthesis,GDDToSilk,anthesisSilkingIntervalGDD,earHeight,flagLeafHeight,plantDensity,combineYield,yieldPerAcre,combineMoisture,combineTestWeight,earLength,earFillLength,earWidth,shelledCobWidth,kernelsPerRow,kernelRowNumber,kernelsPerEar,hundredKernelMass,kernelMassPerEar,shelledCobMass,percentMoisture,percentStarch,percentProtein,percentOil,percentFiber,percentAsh,kernelColor,percentLodging,harvestDate,notes,rangeRow,file_,NGRDI_mean,range_y,row_y,predicted,residual
1520,MV$HYBRID-HIPS$REP2$PLOT43$ROW27$RANGE34$PHP02 X PHK76,Missouri Valley,Missouri Valley,0,Medium,175,LC_4211,17.5,65,1,27,34,143,LH145 X LH162,2022-04-29,,,,,,,,,90,202,32500,16.69,153.81,12.4,60.6,17,16.4,3.8,2.4,39.5,16,558,24.8,136.1,21,4.68,68.76,7.8,3.65,0.87,1.04,yellow,0,2022-10-11,,34-27,MOValley-TP1-Hybrids_27_34,-0.197255754447977,27,34,60.2879940791446,4.7120059208554
1521,MV$HYBRID-HIPS$REP2$PLOT44$ROW29$RANGE34$LH123HT X PHB47,Missouri Valley,Missouri Valley,0,Medium,175,LC_4211,17.5,69,1,29,34,144,F42 X OH43,2022-04-29,,,,,,,,,103,227,34500,17.78,167.23,10.6,60.4,16.8,15.6,4,2.6,39,18.8,651,23.8,149,26.1,5.45,69.59,7.8,4.19,0.54,0.99,yellow,4.35,2022-10-11,,34-29,MOValley-TP1-Hybrids_29_34,-0.207061176197982,29,34,61.9337882537006,7.0662117462994
1522,MV$HYBRID-HIPS$REP2$PLOT45$ROW23$RANGE35$B73 X PHM49,Missouri Valley,Missouri Valley,0,Medium,175,LC_4211,17.5,51,1,23,35,145,HOEGEMEYER 7089 AMXT,2022-04-29,,,,,,,,,73,190,25500,20.64,194.13,10.6,60.3,15.9,15.2,3.8,2.1,34.2,15,482,27.8,134.1,19.6,4.15,69.47,7.24,4.04,0.98,1.12,yellow,3.92,2022-10-11,,35-23,MOValley-TP1-Hybrids_23_35,-0.186138178716421,23,35,58.4219609965624,-7.42196099656243
1523,MV$HYBRID-HIPS$REP2$PLOT46$ROW25$RANGE35$,Missouri Valley,Missouri Valley,0,Medium,175,LC_4211,17.5,63,1,25,35,146,B84 X 3IIH6,2022-04-29,,,,,,,,,115,196,31500,13.07,122.51,10.9,57.3,18.9,19.4,4.5,2.9,42,16.5,651,31,193.3,36.5,4.79,67.68,8.35,3.91,1.33,1.25,yellow,26.98,2022-10-11,,35-25,MOValley-TP1-Hybrids_25_35,-0.198447576943926,25,35,60.4880359101792,2.51196408982078
1524,MV$HYBRID-HIPS$REP2$PLOT47$ROW27$RANGE35$PHK56 X LH185,Missouri Valley,Missouri Valley,0,Medium,175,LC_4211,17.5,61,1,27,35,147,B105 X 3IIH6,2022-04-29,,,,,,,,,77,188,30500,11.95,112.77,10.3,57.1,14,,3.6,2,,12.8,357,25.1,79.8,12.7,5.31,69.47,9.77,4.33,1.37,1.33,yellow,32.79,2022-10-11,,35-27,MOValley-TP1-Hybrids_27_35,-0.146532642454925,27,35,51.7743569953064,9.22564300469365
1525,MV$HYBRID-HIPS$REP2$PLOT48$ROW29$RANGE35$PHP02 X LH185,Missouri Valley,Missouri Valley,0,Medium,175,LC_4211,17.5,55,1,29,35,148,LH195 X LH123HT,2022-04-29,,,,,,,,,103,226,27500,13.65,127.23,11.4,61.3,19.2,18.9,4,2.5,44,14.5,643,30.7,187.8,32.3,5.36,71.42,8.81,4.72,0.9,1.04,yellow,3.64,2022-10-11,,35-29,MOValley-TP1-Hybrids_29_35,-0.233934352714205,29,35,66.4443252290421,-11.4443252290421
1526,MV$HYBRID-HIPS$REP2$PLOT49$ROW23$RANGE36$PHN46 X PHK56,Missouri Valley,Missouri Valley,0,Medium,175,LC_4211,17.5,55,1,23,36,149,PHK76 X 3IIH6,2022-04-29,,,,,,,,,95,177,27500,15.79,149.17,10.2,60.8,15.2,14.5,3.4,2,33.8,14,437,23,103.1,18.5,4.9,67.89,8.17,4.28,0.73,1.07,orange,7.27,2022-10-11,,36-23,MOValley-TP1-Hybrids_23_36,-0.167133278105726,23,36,55.2320773270424,-0.232077327042383
1527,MV$HYBRID-HIPS$REP2$PLOT50$ROW25$RANGE36$,Missouri Valley,Missouri Valley,0,Medium,175,LC_4211,17.5,58,1,25,36,150,4N506 X 3IIH6,2022-04-29,,,,,,,,,95,211,29000,17.24,162.15,10.6,56.7,18,16.2,4,2.2,38.2,15,554,29.2,160.1,26.9,4.57,66.82,8.43,4.69,1.29,1.31,yellow,3.45,2022-10-11,,36-25,MOValley-TP1-Hybrids_25_36,-0.181000771550787,25,36,57.5596712347255,0.440328765274522
1528,MV$HYBRID-HIPS$REP2$PLOT52$ROW29$RANGE36$PHP02 X W606S,Missouri Valley,Missouri Valley,0,Medium,175,LC_4211,17.5,61,1,29,36,152,LH198 X PHZ51,2022-04-29,,,,,,,,,100,237,30500,15.18,142.93,10.5,62.5,16.8,17,4.1,2.5,40,13,513,28.5,143.5,26.6,5.19,70.04,7.01,3.97,0.66,1.07,yellow,3.28,2022-10-11,,36-29,MOValley-TP1-Hybrids_29_36,-0.207101550833988,29,36,61.9405649474964,-0.940564947496398
1529,MV$HYBRID-HIPS$REP2$PLOT53$ROW23$RANGE37$,Missouri Valley,Missouri Valley,0,Medium,175,LC_4211,17.5,50,1,23,37,153,PHK76 X LH145,2022-04-29,,,,,,,,,76,201,25000,14.24,135.58,9.5,64.1,17.9,17.4,3.2,2,44.2,12,377,33.1,123,23.2,5.21,70.11,9.47,4.43,0.64,0.92,orange,4,2022-10-11,,37-23,MOValley-TP1-Hybrids_23_37,-0.167407305721069,23,37,55.2780715804766,-5.27807158047659
1530,MV$HYBRID-HIPS$REP2$PLOT54$ROW25$RANGE37$PHW52 X PHM49,Missouri Valley,Missouri Valley,0,Medium,175,LC_4211,17.5,58,1,25,37,154,PHG39 X PHM49,2022-04-29,,,,,,,,,91,202,29000,18.53,174.28,10.6,61.5,20.8,19.9,4.4,2.6,44.2,14.5,512,35.3,174.7,27.7,5.6,68.99,8.63,3.75,1.02,0.99,yellow,0,2022-10-11,,37-25,MOValley-TP1-Hybrids_25_37,-0.209727151288627,25,37,62.3812597022074,-4.38125970220742
1531,MV$HYBRID-HIPS$REP2$PLOT55$ROW27$RANGE37$PHK76 X LH145,Missouri Valley,Missouri Valley,0,Medium,175,LC_4211,17.5,51,1,27,37,155,PHP02 X PHB47,2022-04-29,,,,,,,,,88,201,25500,15.83,149.89,10,59.4,19.9,17,4,2.1,46.5,14.2,426,33.1,151.6,27.6,5.24,66.59,9.28,4.05,1.64,1.23,yellow,1.96,2022-10-11,,37-27,MOValley-TP1-Hybrids_27_37,-0.168563507964182,27,37,55.4721347186912,-4.47213471869122
1532,MV$HYBRID-HIPS$REP2$PLOT56$ROW29$RANGE37$PHJ40 X LH82,Missouri Valley,Missouri Valley,0,Medium,175,LC_4211,17.5,59,1,29,37,156,PHW52 X PHM49,2022-04-29,,,,,,,,,90,203,29500,17.89,167.51,11,61.8,17.6,16.6,4.1,2.5,36.8,14.5,484,31.2,210.3,18.2,5.21,70.23,7.47,4.17,0.54,1,yellow,3.39,2022-10-11,,37-29,MOValley-TP1-Hybrids_29_37,-0.218668324519045,29,37,63.8819938053897,-4.88199380538971
1533,MV$HYBRID-HIPS$REP2$PLOT57$ROW23$RANGE38$PHK56 X 3IIH6,Missouri Valley,Missouri Valley,0,Medium,175,LC_4211,17.5,52,1,23,38,157,PHN46 X PHB47,2022-04-29,,,,,,,,,88,209,26000,19.24,181.57,10.3,59.8,17.4,16.5,4,2.6,42,14.5,459,36.7,176.9,24.1,5.29,69.47,8.06,3.14,0.86,0.93,yellow,1.92,2022-10-11,,38-23,MOValley-TP1-Hybrids_23_38,-0.16254801006988,23,38,54.4624615354351,-2.46246153543512
1534,MV$HYBRID-HIPS$REP2$PLOT58$ROW25$RANGE38$LH195 X PHZ51,Missouri Valley,Missouri Valley,0,Medium,175,LC_4211,17.5,50,1,25,38,158,LH195 X PHM49,2022-04-29,,,,,,,,,72,171,25000,15.07,143.8,9.3,62.2,17.5,16.5,3.5,2.5,40.2,14.4,409,27.5,121.4,17.3,5.14,68.65,9.23,4.1,0.56,1.06,yellow,4,2022-10-11,,38-25,MOValley-TP1-Hybrids_25_38,-0.162212338357604,25,38,54.4061206086793,-4.40612060867929
1535,MV$HYBRID-HIPS$REP2$PLOT59$ROW27$RANGE38$,Missouri Valley,Missouri Valley,0,Medium,175,LC_4211,17.5,70,1,27,38,159,B73 X MO17,2022-04-29,,,,,,,,,114,221,35000,15.59,144.82,11.7,58.5,18.6,17.2,4.1,3.1,40.2,15.5,461,34.7,155.2,23.7,5.61,72.35,6.75,3.96,1.62,1.24,yellow,2.86,2022-10-11,,38-27,MOValley-TP1-Hybrids_27_38,-0.194481013825594,27,38,59.822266844901,10.177733155099
1536,MV$HYBRID-HIPS$REP2$PLOT60$ROW29$RANGE38$PHK56 X LH198,Missouri Valley,Missouri Valley,0,Medium,175,LC_4211,17.5,61,1,29,38,160,B73 X PHM49,2022-04-29,,,,,,,,,112,225,30500,17.8,166.1,11.3,59.1,17.1,15.5,4.4,2.5,37.8,16,430,35.3,156.2,23.9,5.44,71.81,7.97,3.85,1.68,1.26,yellow,1.64,2022-10-11,,38-29,MOValley-TP1-Hybrids_29_38,-0.18801228691661,29,38,58.7365212915704,2.26347870842965
1537,MV$HYBRID-HIPS$REP2$PLOT61$ROW23$RANGE39$PHW52 X PHN82,Missouri Valley,Missouri Valley,0,Medium,175,LC_4211,17.5,50,1,23,39,161,PHN46 X PHK56,2022-04-29,,,,,,,,,72,172,25000,17.66,166.65,10.3,59,14.6,13.7,4,2.8,36,17,483,25.6,108.2,17.1,5.72,71.88,8.22,4.05,1.26,1.27,,4,2022-10-11,,39-23,MOValley-TP1-Hybrids_23_39,-0.184378226853653,23,39,58.126561308809,-8.12656130880896
1538,MV$HYBRID-HIPS$REP2$PLOT62$ROW25$RANGE39$2FACC X 3IIH6,Missouri Valley,Missouri Valley,0,Medium,175,LC_4211,17.5,63,1,25,39,162,2FACC X 3IIH6,2022-04-29,,,,,,,,,83,190,31500,16.12,151.44,10.7,55.6,17.2,16,4.1,2.6,36.2,16,480,30.1,150.1,28,5.1,70.51,9.13,3.92,1.79,1.37,yellow,3.17,2022-10-11,,39-25,MOValley-TP1-Hybrids_25_39,-0.160986284294554,25,39,54.2003331692295,8.79966683077046
1539,MV$HYBRID-HIPS$REP2$PLOT63$ROW27$RANGE39$PHP02 X PHB47,Missouri Valley,Missouri Valley,0,Medium,175,LC_4211,17.5,65,1,27,39,163,B73 X 3IIH6,2022-04-29,,,,,,,,,103,212,32500,15.51,144.08,11.7,56.2,17.1,16.4,4.4,3,38.2,20.5,592,26.6,160.7,25.3,5.27,71.85,7.45,4.36,1.62,1.39,yellow,30.77,2022-10-11,,39-27,MOValley-TP1-Hybrids_27_39,-0.19100997269145,27,39,59.2396688267979,5.76033117320215
1540,MV$HYBRID-HIPS$REP2$PLOT64$ROW29$RANGE39$SOLAR 1,Missouri Valley,Missouri Valley,0,Medium,175,LC_4211,17.5,60,1,29,39,164,PHW52 X PHZ51,2022-04-29,,,,,,,,,93,221,30000,17.23,162.23,10.5,60.8,19.6,19.2,3.9,2.5,43.2,14.5,518,30.9,160.6,27.2,5.36,70.47,6.6,3.93,0.51,0.99,yellow,5,2022-10-11,,39-29,MOValley-TP1-Hybrids_29_39,-0.210417235692852,29,39,62.4970871414937,-2.49708714149374
1541,MV$HYBRID-HIPS$REP2$PLOT65$ROW23$RANGE40$LH82 X PHJ89,Missouri Valley,Missouri Valley,0,Medium,175,LC_4211,17.5,53,1,23,40,165,PHP02 X PHK56,2022-04-29,,,,,,,,,86,205,26500,21.33,201.74,10.1,58.6,16.4,15.8,4.8,2.8,40.8,15,399,35.6,146,21.5,5.17,67.2,8.5,3.83,1.45,1.2,yellow,0,2022-10-11,,40-23,MOValley-TP1-Hybrids_23_40,-0.172387880247981,23,40,56.1140377175099,-3.11403771750986
1542,MV$HYBRID-HIPS$REP2$PLOT66$ROW25$RANGE40$COMMERCIAL HYBRID 4,Missouri Valley,Missouri Valley,0,Medium,175,LC_4211,17.5,63,1,25,40,166,PHB47 X PHJ89,2022-04-29,,,,,,,,,90,206,31500,16.27,154.05,10,59.4,15.4,14.4,3.5,2.4,35.2,13,302,36.4,106.9,14,5.48,68.65,8.43,4.4,0.58,0.99,yellow,6.35,2022-10-11,,40-25,MOValley-TP1-Hybrids_25_40,-0.182762140718961,25,40,57.8553088105617,5.14469118943829
1543,MV$HYBRID-HIPS$REP2$PLOT67$ROW27$RANGE40$2369 X 3IIH6,Missouri Valley,Missouri Valley,0,Medium,175,LC_4211,17.5,65,1,27,40,167,PHG39 X PHN82,2022-04-29,,,,,,,,,75,185,32500,19.09,179.75,10.5,61.5,20.1,18.5,4,2.5,42.2,15.5,522,28.2,144.5,24.2,5.58,70.16,6.96,3.88,0.77,0.94,yellow,1.54,2022-10-11,,40-27,MOValley-TP1-Hybrids_27_40,-0.196154121933551,27,40,60.1030902146328,4.89690978536719
1544,MV$HYBRID-HIPS$REP2$PLOT68$ROW29$RANGE40$LH195 X PHM49,Missouri Valley,Missouri Valley,0,Medium,175,LC_4211,17.5,64,1,29,40,168,B14A X MO17,2022-04-29,,,,,,,,,128,213,32000,17.11,158.58,11.9,57.1,17.1,16.1,3.6,2.5,40.8,14.5,424,27.2,127.4,21.8,5.93,71.71,6.38,4.25,1.71,1.2,yellow,3.12,2022-10-11,,40-29,MOValley-TP1-Hybrids_29_40,-0.198186864321718,29,40,60.44427651606,3.55572348393996
1545,MV$HYBRID-HIPS$REP2$PLOT69$ROW23$RANGE41$LH74 X PHM49,Missouri Valley,Missouri Valley,0,Medium,175,LC_4211,17.5,66,1,23,41,169,PHP02 X LH82,2022-04-29,,,,,,,,,87,173,33000,17.85,168.07,10.5,56.8,13.8,12.2,3.8,2.1,28.8,16.8,330,25,88.9,14.4,5.37,66.57,10.65,4.14,1.13,1.27,yellow,1.52,2022-10-11,,41-23,MOValley-TP1-Hybrids_23_41,-0.187996153789238,23,41,58.7338134216058,7.26618657839416
1546,MV$HYBRID-HIPS$REP2$PLOT70$ROW25$RANGE41$PHP02 X LH198,Missouri Valley,Missouri Valley,0,Medium,175,LC_4211,17.5,57,1,25,41,170,2369 X 3IIH6,2022-04-29,,,,,,,,,80,200,28500,16.79,157.56,10.8,57.6,18.4,17.1,4.2,2.1,42.5,15.5,506,33.9,174.1,26.6,5.43,69.7,8.49,3.84,1.55,1.31,yellow,3.51,2022-10-11,,41-25,MOValley-TP1-Hybrids_25_41,-0.163241889526893,25,41,54.57892595658,2.42107404341996
1547,MV$HYBRID-HIPS$REP2$PLOT72$ROW29$RANGE41$LH198 X PHZ51,Missouri Valley,Missouri Valley,0,Medium,175,LC_4211,17.5,61,1,29,41,172,F42 X MO17,2022-04-29,,,,,,,,,105,203,30500,19.5,180.74,11.9,58.8,18.1,17.4,4.4,2.5,44.5,15.5,448,35.3,162.9,22.3,5.73,72.81,6.44,4.21,1.29,1.25,yellow,4.92,2022-10-11,,41-29,MOValley-TP1-Hybrids_29_41,-0.170084452295254,29,41,55.7274181102395,5.27258188976053
1548,MV$HYBRID-HIPS$REP2$PLOT73$ROW23$RANGE42$B14A X MO17,Missouri Valley,Missouri Valley,0,Medium,175,LC_4211,17.5,62,1,23,42,173,PHK76 X LH198,2022-04-29,,,,,,,,,102,210,31000,17.46,165.5,9.9,63.7,15.5,14.2,4,2.5,36.8,13,384,31.2,115.4,21.5,5.09,69.1,8.1,4.19,0.43,1.02,yellow,1.61,2022-10-11,,42-23,MOValley-TP1-Hybrids_23_42,-0.173610235771607,23,42,56.3192043744177,5.68079562558228
1549,MV$HYBRID-HIPS$REP2$PLOT74$ROW25$RANGE42$PHK76 X LH82,Missouri Valley,Missouri Valley,0,Medium,175,LC_4211,17.5,57,1,25,42,174,PHT69 X 3IIH6,2022-04-29,,,,,,,,,85,182,28500,16.99,159.97,10.5,56.8,18.5,17.5,4.1,2.2,39,14,469,30,145.8,23.4,5.2,70.51,8.41,4.2,1.4,1.36,yellow,0,2022-10-11,,42-25,MOValley-TP1-Hybrids_25_42,-0.163083445749857,25,42,54.5523319097467,2.44766809025333
1550,MV$HYBRID-HIPS$REP2$PLOT75$ROW27$RANGE42$2369 X LH123HT,Missouri Valley,Missouri Valley,0,Medium,175,LC_4211,17.5,73,1,27,42,175,B37 X OH43,2022-04-29,,,,,,,,,97,231,36500,15.12,142.69,10.3,60.6,17,15.4,4.2,2.6,38,15.5,476,26.4,126.9,24.7,,,,,,,,0,2022-10-11,,42-27,MOValley-TP1-Hybrids_27_42,-0.216159676618109,27,42,63.4609289897564,9.53907101024359
1551,MV$HYBRID-HIPS$REP2$PLOT76$ROW29$RANGE42$SOLAR 3,Missouri Valley,Missouri Valley,0,Medium,175,LC_4211,17.5,63,1,29,42,176,N209 X 3IIH6,2022-04-29,,,,,,,,,116,208,31500,21.12,198.86,10.5,56.2,16.2,16.2,4.5,3,34.2,19.5,552,24.1,132.4,18,4.59,70.22,7.69,4.34,1.95,1.43,yellow,0,2022-10-11,,42-29,MOValley-TP1-Hybrids_29_42,-0.196425782117602,29,42,60.1486871057986,2.85131289420136
1552,MV$HYBRID-HIPS$REP2$PLOT77$ROW23$RANGE43$SOLAR 2,Missouri Valley,Missouri Valley,0,Medium,175,LC_4211,17.5,59,1,23,43,177,HOEGEMEYER 8065RR,2022-04-29,,,,,,,,,85,183,29500,22.66,214.08,10.2,60.1,17.5,16.8,4.2,2.5,40.8,16.5,586,25.6,159.3,17.7,5.26,71.16,7.32,3.57,1.11,1.22,yellow,1.69,2022-10-11,,43-23,MOValley-TP1-Hybrids_23_43,-0.162413758231702,23,43,54.439927992378,4.56007200762198
1553,MV$HYBRID-HIPS$REP2$PLOT78$ROW25$RANGE43$PHK56 X LH82,Missouri Valley,Missouri Valley,0,Medium,175,LC_4211,17.5,51,1,25,43,178,PHK56 X 3IIH6,2022-04-29,,,,,,,,,75,207,25500,14.54,137.36,10.2,57.8,17.2,17,4.2,2.5,38.5,16,561,30.9,173.5,29.3,4.91,65.54,9.68,4.1,1.45,1.24,yellow,1.96,2022-10-11,,43-25,MOValley-TP1-Hybrids_25_43,-0.134754011260641,25,43,49.7973688454813,1.20263115451866
1554,MV$HYBRID-HIPS$REP2$PLOT79$ROW27$RANGE43$N209 X 3IIH6,Missouri Valley,Missouri Valley,0,Medium,175,LC_4211,17.5,54,1,27,43,179,LH198 X PHB47,2022-04-29,,,,,,,,,91,204,27000,14.51,137.69,9.8,62.5,16.8,16.1,3.9,2,42.5,12,473,32.7,155.9,27.8,5.44,68.46,11.56,5.03,1.11,1.11,yellow,0,2022-10-11,,43-27,MOValley-TP1-Hybrids_27_43,-0.192397683130727,27,43,59.4725895328278,-5.4725895328278
1555,MV$HYBRID-HIPS$REP2$PLOT80$ROW29$RANGE43$B37 X H95,Missouri Valley,Missouri Valley,0,Medium,175,LC_4211,17.5,61,1,29,43,180,2369 X PHP02,2022-04-29,,,,,,,,,100,213,30500,18.37,173.36,10.3,59.4,18.6,18.2,4,2.5,42.2,14.5,562,28.5,168.4,30.4,5.47,68.53,8.06,3.71,1.32,1.14,yellow,1.64,2022-10-11,,43-29,MOValley-TP1-Hybrids_29_43,-0.187570380944892,29,43,58.6623494412923,2.33765055870774
1556,MV$HYBRID-HIPS$REP2$PLOT81$ROW23$RANGE44$PHP02 X PHG47,Missouri Valley,Missouri Valley,0,Medium,175,LC_4211,17.5,54,1,23,44,181,PHK56 X PHJ89,2022-04-29,,,,,,,,,68,193,27000,16.67,157.49,10.2,59.8,17.4,16.6,4,2.5,41.2,14,492,33.4,161.2,25.6,5.47,68.05,9.21,3.93,1.21,1,yellow,1.85,2022-10-11,,44-23,MOValley-TP1-Hybrids_23_44,-0.156645530997259,23,44,53.4717580327374,0.528241967262602
1557,MV$HYBRID-HIPS$REP2$PLOT82$ROW25$RANGE44$F42 X MO17,Missouri Valley,Missouri Valley,0,Medium,175,LC_4211,17.5,53,1,25,44,182,LH185 X W606S,2022-04-29,,,,,,,,,65,195,26500,18.34,173.07,10.3,59.9,22.1,21.8,4.1,2.9,42.2,14.5,593,30.4,176.1,31,5.6,70.01,9.37,4.08,0.94,0.92,,7.55,2022-10-11,,44-25,MOValley-TP1-Hybrids_25_44,-0.16862010868241,25,44,55.4816348844883,-2.48163488448829
1558,MV$HYBRID-HIPS$REP2$PLOT83$ROW27$RANGE44$B37 X OH43,Missouri Valley,Missouri Valley,0,Medium,175,LC_4211,17.5,62,1,27,44,183,LH123HT X PHB47,2022-04-29,,,,,,,,,82,222,31000,13.66,128.62,10.5,60.8,17.8,17,3.6,2.5,38,13,454,26.8,121.3,24.8,5.35,69.72,9.37,3.64,1.74,0.79,yellow,4.84,2022-10-11,,44-27,MOValley-TP1-Hybrids_27_44,-0.207638702320897,27,44,62.0307233119756,-0.0307233119755779
1559,MV$HYBRID-HIPS$REP2$PLOT84$ROW29$RANGE44$LH185 X LH82,Missouri Valley,Missouri Valley,0,Medium,175,LC_4211,17.5,45,1,29,44,184,PHK56 X LH82,2022-04-29,,,,,,,,,87,166,22500,18.29,172.02,10.6,59.2,15.2,13.8,3.8,2.5,36.2,17.5,475,25.3,121.1,17.9,4.93,68.5,7.28,4.1,1.05,1.19,yellow,4.44,2022-10-11,,44-29,MOValley-TP1-Hybrids_29_44,-0.188965107866931,29,44,58.8964478311333,-13.8964478311333
1560,MV$HYBRID-HIPS$REP2$PLOT85$ROW23$RANGE45$B84 X 3IIH6,Missouri Valley,Missouri Valley,0,Medium,175,LC_4211,17.5,54,1,23,45,185,PIONEER P0589 AMXT,2022-04-29,,,,,,,,,87,206,27000,18.62,176.11,10.1,61.1,15.6,13.8,3.5,2.5,36.2,15.5,407,27.4,103.4,17.6,5.4,72.19,7.23,3.74,1.39,1.19,yellow,0,2022-10-11,,45-23,MOValley-TP1-Hybrids_23_45,-0.175493113177212,23,45,56.6352365395356,-2.63523653953557
1561,MV$HYBRID-HIPS$REP2$PLOT86$ROW25$RANGE45$LH195 X LH185,Missouri Valley,Missouri Valley,0,Medium,175,LC_4211,17.5,53,1,25,45,186,PHP02 X PHJ89,2022-04-29,,,,,,,,,73,210,26500,15.26,143.69,10.5,56.6,17.4,16.4,4.1,3,41.5,15.5,525,31.2,161.1,23.2,5.1,66.88,9.77,4.43,1.18,1.23,yellow,9.43,2022-10-11,,45-25,MOValley-TP1-Hybrids_25_45,-0.177754598496955,25,45,57.0148162720519,-4.01481627205193
1562,MV$HYBRID-HIPS$REP2$PLOT87$ROW27$RANGE45$PHW52 X LH185,Missouri Valley,Missouri Valley,0,Medium,175,LC_4211,17.5,50,1,27,45,187,PHP02 X LH198,2022-04-29,,,,,,,,,79,192,25000,15.46,145.73,10.4,61.1,15.8,15,4.2,2.6,34.2,15.5,502,29.6,153.4,25.7,5.24,67.18,9.01,4.15,1.48,1.24,yellow,6,2022-10-11,,45-27,MOValley-TP1-Hybrids_27_45,-0.185705514580958,27,45,58.3493403452698,-8.3493403452698
1563,MV$HYBRID-HIPS$REP2$PLOT88$ROW29$RANGE45$PHZ51 X LH145,Missouri Valley,Missouri Valley,0,Medium,175,LC_4211,17.5,67,1,29,45,188,PHJ40 X LH82,2022-04-29,,,,,,,,,86,177,33500,14.17,133.87,10.2,60.1,15.5,14.2,3.5,2.5,37.8,16,444,24.7,107.2,19.8,5.52,71.83,8.91,4.11,1.08,1.15,yellow,4.48,2022-10-11,,45-29,MOValley-TP1-Hybrids_29_45,-0.197284965674492,29,45,60.2928970468757,6.70710295312431
1564,MV$HYBRID-HIPS$REP1$PLOT1$ROW23$RANGE2$PHP02 X PHK76,Missouri Valley,Missouri Valley,0,Medium,175,LC_4211,17.5,54,2,23,2,201,PHP02 X PHN46,2022-04-29,,,,,,,,,81,182,27000,16.71,156.64,10.9,58.3,14.8,13.4,4.1,2.4,33.5,14.5,466,27.2,128.8,17.8,5.01,68.78,8.48,3.97,0.72,1.11,yellow,3.7,2022-10-11,,2-23,MOValley-TP1-Hybrids_23_2,-0.130105086067963,23,2,49.0170684978648,4.98293150213523
1565,MV$HYBRID-HIPS$REP1$PLOT2$ROW25$RANGE2$LH185 X LH82,Missouri Valley,Missouri Valley,0,Medium,175,LC_4211,17.5,54,2,25,2,202,PHW52 X PHZ51,2022-04-29,,,,,,,,,80,213,27000,15.35,144.05,10.8,59.9,21,20,4,2.6,41.2,13.5,500,32.7,163.6,31.4,4.92,71.18,7.85,3.22,0.66,0.89,yellow,5.56,2022-10-11,,2-25,MOValley-TP1-Hybrids_25_2,-0.18704676413818,25,2,58.5744628095739,-4.57446280957386
1566,MV$HYBRID-HIPS$REP1$PLOT3$ROW27$RANGE2$LH82 X W606S,Missouri Valley,Missouri Valley,0,Medium,175,LC_4211,17.5,55,2,27,2,203,2369 X PHP02,2022-04-29,,,,,,,,,77,205,27500,11.43,107.62,10.5,60.1,17.8,16.2,4,2.6,39.5,15,573,25,137.1,23.5,4.8,69.12,8.24,3.69,0.92,1.13,yellow,1.82,2022-10-11,,2-27,MOValley-TP1-Hybrids_27_2,-0.165203862528798,27,2,54.9082339475565,0.091766052443468
1567,MV$HYBRID-HIPS$REP1$PLOT4$ROW29$RANGE2$COMMERCIAL HYBRID 1,Missouri Valley,Missouri Valley,0,Medium,175,LC_4211,17.5,57,2,29,2,204,PHG39 X PHM49,2022-04-29,,,,,,,,,104,202,28500,13.81,129.74,10.7,59.6,19,16.6,3.2,2,38.5,12.5,460,26.7,122.9,19.6,4.55,70.32,7.43,3.15,0.82,0.81,yellow,1.75,2022-10-11,,2-29,MOValley-TP1-Hybrids_29_2,-0.157191580057289,29,2,53.5634098132453,3.43659018675467
1568,MV$HYBRID-HIPS$REP1$PLOT5$ROW23$RANGE3$PHP02 X LH145,Missouri Valley,Missouri Valley,0,Medium,175,LC_4211,17.5,48,2,23,3,205,LH198 X PHB47,2022-04-29,,,,,,,,,102,213,24000,13.8,130.08,10.4,61.2,16.4,15.4,4,2.5,40.8,13,500,24.4,121.9,23.4,5.17,68.95,9.38,4.53,0.93,0.96,yellow,0,2022-10-11,,3-23,MOValley-TP1-Hybrids_23_3,-0.145242776536118,23,3,51.5578590343564,-3.55785903435635
1569,MV$HYBRID-HIPS$REP1$PLOT6$ROW25$RANGE3$LH185 X LH145,Missouri Valley,Missouri Valley,0,Medium,175,LC_4211,17.5,69,2,25,3,206,B37 X MO17,2022-04-29,,,,,,,,,105,211,34500,16.9,157.7,11.3,58.8,18.2,17.1,3.9,2.5,46.2,15,590,25.3,145.4,26.7,5.33,71.53,8.98,3.89,1.45,1.11,yellow,2.9,2022-10-11,,3-25,MOValley-TP1-Hybrids_25_3,-0.200600291405516,25,3,60.849358962945,8.15064103705505
1570,MV$HYBRID-HIPS$REP1$PLOT7$ROW27$RANGE3$PHP02 X W606S,Missouri Valley,Missouri Valley,0,Medium,175,LC_4211,17.5,55,2,27,3,207,B73 X PHZ51,2022-04-29,,,,,,,,,123,223,27500,11.61,109.44,10.4,59.3,17,15.8,3.8,2.5,42.5,15.5,590,18.4,108.6,22.4,5.24,68.94,9.25,3.89,1.11,1.17,yellow,3.64,2022-10-11,,3-27,MOValley-TP1-Hybrids_27_3,-0.189783457000969,27,3,59.0338039053431,-4.03380390534313
