file_,Red_mean,Red_median,Red_sum,Green_mean,Green_median,Green_sum,Blue_mean,Blue_median,Blue_sum,GLI_mean,GLI_median,GLI_sum,NGRDI_mean,NGRDI_median,NGRDI_sum,GRVI_mean,GRVI_median,GRVI_sum,field,range,row,exp,plantDensity,combineYield,yieldPerAcre,totalStandCount,daysToAnthesis,GDDToAnthesis,daysToSilk,GDDToSilk,percentMoisture,percentStarch,percentProtein,percentOil,percentFiber,percentAsh,percentLodging,flagLeafHeight,genotype
Scottsbluff-TP3-n150_10_11,140.44095224107775,134.0,21037212,153.1973310012417,152.0,22948041,138.13993884935311,131.0,20692534,0.0504656150512864,0.0596442562717473,7559.446340992407,-0.0478827214713463,-0.056768558951965,-7172.544380078852,0.0478827214713463,0.056768558951965,7172.544380078852,Scottsbluff-TP3-n150,10,11,n150,,15.6,109.78,,66.0,1221.26,70.0,1309.51,9.45,67.97,10.59,4.05,1.07,1.3,,150.0,LH145 X LH162
Scottsbluff-TP3-n150_10_12,129.14276282884865,119.0,19365603,140.91466773365343,137.0,21130859,129.1453902837518,119.0,19365997,0.045974390424248,0.0518867924528301,6894.089716068121,-0.0480184600544292,-0.0536912751677852,-7200.608177461932,0.0480184600544292,0.0536912751677852,7200.608177461932,Scottsbluff-TP3-n150,10,12,n150,,22.63,150.17,,70.0,1309.51,76.0,1437.65,9.61,72.19,8.32,3.86,0.85,1.18,,180.0,PHK76 X W606S
Scottsbluff-TP3-n150_10_13,147.87304097195812,145.0,22163655,158.31998292001094,159.0,23729474,144.08118332299193,141.0,21595320,0.0436079198665293,0.0496,6536.085853355015,-0.0379421746086895,-0.0439024390243902,-5686.886956874214,0.0379421746086895,0.0439024390243902,5686.886956874214,Scottsbluff-TP3-n150,10,13,n150,,24.61,165.53,,71.0,1328.45,77.0,1459.11,8.34,72.6,7.46,3.3,1.25,1.17,,183.0,PHN46 X PHB47
Scottsbluff-TP3-n150_10_14,145.36692063407344,141.0,21788757,151.12374573014517,149.0,22651636,146.59591161400513,142.0,21972968,0.017146579897628,0.0240811153358681,2570.0665676956664,-0.0218441925342781,-0.0256410256410256,-3274.18233057789,0.0218441925342781,0.0256410256410256,3274.18233057789,Scottsbluff-TP3-n150,10,14,n150,,21.31,140.02,,74.0,1393.15,76.0,1437.65,8.43,70.42,7.72,3.62,1.34,1.21,,168.0,LH74 X PHM49
Scottsbluff-TP3-n150_10_15,148.7592754503407,147.0,22288751,153.97154126983068,155.0,23069710,144.5036140718543,142.0,21651121,0.0258157730944781,0.034324942791762,3868.0030985187623,-0.0198890898713384,-0.0266666666666666,-2980.0022245125133,0.0198890898713384,0.0266666666666666,2980.0022245125133,Scottsbluff-TP3-n150,10,15,n150,,23.19,156.55,,78.0,1483.45,82.0,1573.4,8.11,71.84,8.88,3.84,1.52,1.24,,203.0,LH123HT X 3IIH6
Scottsbluff-TP3-n150_10_16,139.94559784313333,134.0,20970428,148.15426401596295,147.0,22200472,136.94404959725586,131.0,20520655,0.035634757631437,0.0418353576248313,5339.76152679795,-0.0314687479209916,-0.0382513661202185,-4715.497469716835,0.0314687479209916,0.0382513661202185,4715.497469716835,Scottsbluff-TP3-n150,10,16,n150,,29.62,200.92,,68.0,1263.61,72.0,1350.26,9.0,72.07,8.21,3.44,1.52,1.3,,180.0,PIONEER P0589 AMXT
Scottsbluff-TP3-n150_10_17,154.07941657488067,154.0,23081867,159.72619071459565,161.0,23927782,152.83646740762993,152.0,22895667,0.0211057227710862,0.0268199233716475,3161.742799722578,-0.0198208465115136,-0.0249110320284697,-2969.261911657298,0.0198208465115136,0.0249110320284697,2969.261911657298,Scottsbluff-TP3-n150,10,17,n150,,33.21,216.31,,73.0,1371.7,76.0,1437.65,8.28,71.42,7.48,3.85,2.44,1.58,,188.0,SYNGENTA NK0760-3111
Scottsbluff-TP3-n150_11_11,143.53772288063206,138.0,21509989,154.5778814328422,154.0,23164423,139.4888025838138,133.0,20903234,0.0466145470004279,0.0561224489795918,6985.469555296137,-0.0409320378885254,-0.0503597122302158,-6133.911469822864,0.0409320378885254,0.0503597122302158,6133.911469822864,Scottsbluff-TP3-n150,11,11,n150,,21.5,140.56,,84.0,1622.26,88.0,1717.51,11.07,72.73,6.81,4.17,1.06,1.27,,216.0,2369 X PHZ51
Scottsbluff-TP3-n150_11_12,141.66830137315344,135.0,21232395,149.15044637495495,146.0,22353774,142.4566769419646,136.0,21350552,0.0277910311125589,0.032258064516129,4165.152996963656,-0.0314025978263224,-0.0359712230215827,-4706.432946622246,0.0314025978263224,0.0359712230215827,4706.432946622246,Scottsbluff-TP3-n150,11,12,n150,,23.53,166.16,,69.0,1286.36,76.0,1437.65,8.9,70.97,7.49,3.41,1.31,1.3,,175.0,PHK76 X 3IIH6
Scottsbluff-TP3-n150_11_13,144.78185637127424,142.0,21712935,154.16071214242848,154.0,23119482,143.52070414082817,140.0,21523800,0.0356870178040316,0.039274924471299,5351.982060070628,-0.0349203477944737,-0.0402010050251256,-5237.004558737226,0.0349203477944737,0.0402010050251256,5237.004558737226,Scottsbluff-TP3-n150,11,13,n150,,23.93,165.46,,67.0,1240.4,72.0,1350.26,8.39,71.39,7.84,3.69,1.59,1.31,,170.0,PHB47 X 3IIH6
Scottsbluff-TP3-n150_11_14,138.6339164826956,131.0,20785799,147.83485957060822,145.0,22165324,138.15136761086617,130.0,20713449,0.0346153592641544,0.040983606557377,5189.984660552469,-0.0353561674995381,-0.0417827298050139,-5301.056261708255,0.0353561674995381,0.0417827298050139,5301.056261708255,Scottsbluff-TP3-n150,11,14,n150,,22.94,156.92,,84.0,1622.26,88.0,1717.51,7.67,73.46,6.91,3.72,0.87,1.14,,193.0,HOEGEMEYER 7089 AMXT
Scottsbluff-TP3-n150_11_15,151.06746158770807,150.0,22652868,156.78025634869826,159.0,23509513,148.42279529449425,147.0,22256295,0.0248522239922513,0.0328638497652582,3726.6406920860686,-0.021649518351257,-0.0285714285714285,-3246.3885758076976,0.021649518351257,0.0285714285714285,3246.3885758076976,Scottsbluff-TP3-n150,11,15,n150,,26.71,180.53,,76.0,1437.65,80.0,1530.76,8.44,67.76,8.04,3.74,1.68,1.39,,178.0,PHK56 X W606S
Scottsbluff-TP3-n150_11_16,144.95449600555284,140.0,21718967,152.62676446443706,153.0,22868526,142.81319202044943,139.0,21398129,0.032622626127721,0.0398481973434535,4887.945940594824,-0.0302815117824712,-0.037037037037037,-4537.169754903009,0.0302815117824712,0.037037037037037,4537.169754903009,Scottsbluff-TP3-n150,11,16,n150,,20.11,140.86,,70.0,1309.51,73.0,1371.7,8.26,72.87,8.53,3.52,1.41,1.29,,173.0,PHT69 X 3IIH6
Scottsbluff-TP3-n150_11_17,143.5543792942432,141.0,21520237,156.41654992995797,159.0,23448405,143.9858781935828,142.0,21584923,0.0456945041718885,0.0554216867469879,6850.063120407815,-0.0476760782946742,-0.0573566084788029,-7147.120897154618,0.0476760782946742,0.0573566084788029,7147.120897154618,Scottsbluff-TP3-n150,11,17,n150,,34.79,229.16,,74.0,1393.15,76.0,1437.65,8.57,70.09,8.4,3.95,2.73,1.72,,183.0,SYNGENTA NK0760-3111
Scottsbluff-TP3-n150_12_11,144.43091765552438,138.0,21677492,155.8165022086895,154.0,23386343,138.11751693994896,131.0,20729920,0.0527307343798293,0.0612244897959183,7914.303192334209,-0.0429539463754206,-0.0513447432762836,-6446.914857540516,0.0429539463754206,0.0513447432762836,6446.914857540516,Scottsbluff-TP3-n150,12,11,n150,,21.16,142.5,,78.0,1483.45,82.0,1573.4,10.21,70.86,7.8,3.57,1.8,1.41,,147.0,PHN46 X PHK56
Scottsbluff-TP3-n150_12_12,140.18470140550338,136.0,21035135,148.17141276748882,147.0,22233565,137.89682312249673,134.0,20691832,0.0339068937008455,0.0368188512518409,5087.831120492975,-0.0319357404029655,-0.0354609929078014,-4792.053654686197,0.0319357404029655,0.0354609929078014,4792.053654686197,Scottsbluff-TP3-n150,12,12,n150,,26.73,179.79,,78.0,1483.45,82.0,1573.4,10.06,71.26,7.75,3.42,1.72,1.38,,190.0,PHK56 X LH198
Scottsbluff-TP3-n150_12_13,146.09550340893188,145.0,21921192,154.60527701320254,155.0,23198058,143.7878398101928,142.0,21574934,0.0345256942252058,0.0407239819004524,5180.476841409459,-0.0326391159545199,-0.037037037037037,-4897.401431627847,0.0326391159545199,0.037037037037037,4897.401431627847,Scottsbluff-TP3-n150,12,13,n150,,23.36,158.27,,70.0,1309.51,75.0,1414.31,8.52,71.92,7.75,3.65,1.33,1.29,,170.0,PHP02 X PHN46
Scottsbluff-TP3-n150_12_14,151.3815265059117,153.0,22713587,158.14348649044933,162.0,23728165,149.1558430306181,150.0,22379641,0.0283141947465243,0.0336391437308868,4248.318408158002,-0.0261501698258091,-0.029585798816568,-3923.623781004052,0.0261501698258091,0.029585798816568,3923.623781004052,Scottsbluff-TP3-n150,12,14,n150,,29.74,192.0,,70.0,1309.51,73.0,1371.7,7.95,70.63,8.03,3.54,1.54,1.0,,183.0,LH123HT X PHB47
Scottsbluff-TP3-n150_12_15,145.66905980854864,141.0,21852107,153.54636962376344,154.0,23033798,143.84703223742102,140.0,21578781,0.0330424873440994,0.0411622276029055,4956.769611463046,-0.0317371511004062,-0.0379008746355685,-4760.953510874146,0.0317371511004062,0.0379008746355685,4760.953510874146,Scottsbluff-TP3-n150,12,15,n150,,25.17,167.24,,70.0,1309.51,74.0,1393.15,8.09,70.27,8.88,4.07,1.57,1.37,,168.0,PHP02 X PHK56
Scottsbluff-TP3-n150_12_16,144.00790703566167,141.0,21600178,152.91357596687843,153.0,22935966,141.77965638396458,139.0,21265956,0.0369439340944448,0.0432190760059612,5541.331506628068,-0.0348614423092661,-0.0395778364116095,-5228.972316293751,0.0348614423092661,0.0395778364116095,5228.972316293751,Scottsbluff-TP3-n150,12,16,n150,,24.7,164.11,,69.0,1286.36,75.0,1414.31,9.01,70.28,7.8,3.92,1.61,1.14,,185.0,PHB47 X LH185
Scottsbluff-TP3-n150_12_17,142.4404115023302,138.0,21364210,150.02784241300913,148.0,22502226,139.73873735723762,134.0,20958994,0.0324177140827065,0.0411985018726591,4862.235682122903,-0.0288237108073933,-0.0360824742268041,-4323.181912868512,0.0288237108073933,0.0360824742268041,4323.181912868512,Scottsbluff-TP3-n150,12,17,n150,,32.97,216.9,,75.0,1414.31,77.0,1459.11,8.17,70.41,7.53,3.76,2.72,1.68,,188.0,SYNGENTA NK0760-3111
