file_,Red_mean,Red_median,Red_sum,Green_mean,Green_median,Green_sum,Blue_mean,Blue_median,Blue_sum,GLI_mean,GLI_median,GLI_sum,NGRDI_mean,NGRDI_median,NGRDI_sum,GRVI_mean,GRVI_median,GRVI_sum
Scottsbluff-TP3-n150_10_11,140.44095224107775,134.0,21037212,153.1973310012417,152.0,22948041,138.13993884935311,131.0,20692534,0.05046561505128648,0.059644256271747326,7559.446340992407,-0.047882721471346326,-0.056768558951965066,-7172.544380078852,0.047882721471346326,0.056768558951965066,7172.544380078852
Scottsbluff-TP3-n150_10_12,129.14276282884865,119.0,19365603,140.91466773365343,137.0,21130859,129.1453902837518,119.0,19365997,0.04597439042424808,0.05188679245283019,6894.089716068121,-0.04801846005442921,-0.053691275167785234,-7200.608177461932,0.04801846005442921,0.053691275167785234,7200.608177461932
Scottsbluff-TP3-n150_10_13,147.87304097195812,145.0,22163655,158.31998292001094,159.0,23729474,144.08118332299193,141.0,21595320,0.04360791986652933,0.0496,6536.085853355015,-0.03794217460868954,-0.04390243902439024,-5686.886956874214,0.03794217460868954,0.04390243902439024,5686.886956874214
Scottsbluff-TP3-n150_10_14,145.36692063407344,141.0,21788757,151.12374573014517,149.0,22651636,146.59591161400513,142.0,21972968,0.017146579897628005,0.024081115335868188,2570.0665676956664,-0.021844192534278193,-0.02564102564102564,-3274.18233057789,0.021844192534278193,0.02564102564102564,3274.18233057789
Scottsbluff-TP3-n150_10_15,148.7592754503407,147.0,22288751,153.97154126983068,155.0,23069710,144.5036140718543,142.0,21651121,0.025815773094478196,0.034324942791762014,3868.0030985187627,-0.019889089871338462,-0.02666666666666667,-2980.0022245125133,0.019889089871338462,0.02666666666666667,2980.0022245125133
Scottsbluff-TP3-n150_10_16,139.94559784313333,134.0,20970428,148.15426401596295,147.0,22200472,136.94404959725586,131.0,20520655,0.035634757631437065,0.04183535762483131,5339.76152679795,-0.03146874792099165,-0.03825136612021858,-4715.497469716835,0.03146874792099165,0.03825136612021858,4715.497469716835
Scottsbluff-TP3-n150_10_17,154.07941657488067,154.0,23081867,159.72619071459565,161.0,23927782,152.83646740762993,152.0,22895667,0.021105722771086268,0.02681992337164751,3161.742799722578,-0.01982084651151362,-0.02491103202846975,-2969.261911657298,0.01982084651151362,0.02491103202846975,2969.261911657298
Scottsbluff-TP3-n150_11_11,143.53772288063206,138.0,21509989,154.5778814328422,154.0,23164423,139.4888025838138,133.0,20903234,0.04661454700042799,0.05612244897959184,6985.469555296137,-0.04093203788852541,-0.050359712230215826,-6133.911469822864,0.04093203788852541,0.050359712230215826,6133.911469822864
Scottsbluff-TP3-n150_11_12,141.66830137315344,135.0,21232395,149.15044637495495,146.0,22353774,142.4566769419646,136.0,21350552,0.02779103111255892,0.03225806451612903,4165.152996963656,-0.03140259782632242,-0.03597122302158273,-4706.432946622246,0.03140259782632242,0.03597122302158273,4706.432946622246
Scottsbluff-TP3-n150_11_13,144.78185637127424,142.0,21712935,154.16071214242848,154.0,23119482,143.52070414082817,140.0,21523800,0.03568701780403166,0.03927492447129909,5351.982060070628,-0.034920347794473734,-0.04020100502512563,-5237.004558737226,0.034920347794473734,0.04020100502512563,5237.004558737226
Scottsbluff-TP3-n150_11_14,138.6339164826956,131.0,20785799,147.83485957060822,145.0,22165324,138.15136761086617,130.0,20713449,0.03461535926415445,0.040983606557377046,5189.984660552469,-0.03535616749953816,-0.04178272980501393,-5301.056261708255,0.03535616749953816,0.04178272980501393,5301.056261708255
Scottsbluff-TP3-n150_11_15,151.06746158770807,150.0,22652868,156.78025634869826,159.0,23509513,148.42279529449425,147.0,22256295,0.024852223992251312,0.03286384976525822,3726.6406920860686,-0.021649518351257054,-0.02857142857142857,-3246.3885758076976,0.021649518351257054,0.02857142857142857,3246.3885758076976
Scottsbluff-TP3-n150_11_16,144.95449600555284,140.0,21718967,152.62676446443706,153.0,22868526,142.81319202044943,139.0,21398129,0.03262262612772102,0.03984819734345351,4887.945940594824,-0.03028151178247121,-0.037037037037037035,-4537.169754903009,0.03028151178247121,0.037037037037037035,4537.169754903009
Scottsbluff-TP3-n150_11_17,143.5543792942432,141.0,21520237,156.41654992995797,159.0,23448405,143.9858781935828,142.0,21584923,0.04569450417188857,0.05542168674698795,6850.063120407815,-0.04767607829467426,-0.057356608478802994,-7147.120897154618,0.04767607829467426,0.057356608478802994,7147.120897154618
Scottsbluff-TP3-n150_12_11,144.43091765552438,138.0,21677492,155.8165022086895,154.0,23386343,138.11751693994896,131.0,20729920,0.05273073437982936,0.061224489795918366,7914.303192334209,-0.042953946375420694,-0.05134474327628362,-6446.914857540516,0.042953946375420694,0.05134474327628362,6446.914857540516
