file_,Red_mean,Red_median,Red_sum,Green_mean,Green_median,Green_sum,Blue_mean,Blue_median,Blue_sum,GLI_mean,GLI_median,GLI_sum,NGRDI_mean,NGRDI_median,NGRDI_sum,GRVI_mean,GRVI_median,GRVI_sum,field,range,row,exp,plantDensity,combineYield,yieldPerAcre,totalStandCount,daysToAnthesis,GDDToAnthesis,daysToSilk,GDDToSilk,percentMoisture,percentStarch,percentProtein,percentOil,percentFiber,percentAsh,percentLodging,flagLeafHeight,genotype
Scottsbluff-TP1-n150_10_11,184.34120489161123,194.0,25791731,169.9024250784416,178.0,23771558,115.7496658637868,121.0,16194883,0.0688946180737338,0.0408921933085501,9639.25269855032,0.0401294918244225,0.0538641686182669,5614.637589630431,-0.0401294918244225,-0.0538641686182669,-5614.637589630431,Scottsbluff-TP1-n150,10,11,n150,,15.6,109.78,,66.0,1221.26,70.0,1309.51,9.45,67.97,10.59,4.05,1.07,1.3,,150.0,LH145 X LH162
Scottsbluff-TP1-n150_10_12,180.21770832588692,190.0,25210475,164.3971863405986,172.0,22997358,111.26097834711808,117.0,15564187,0.0678051681764683,0.0444049733570159,9485.197171037982,0.045632578747429,0.0562347188264058,6383.495808399102,-0.045632578747429,-0.0562347188264058,-6383.495808399102,Scottsbluff-TP1-n150,10,12,n150,,22.63,150.17,,70.0,1309.51,76.0,1437.65,9.61,72.19,8.32,3.86,0.85,1.18,,180.0,PHK76 X W606S
Scottsbluff-TP1-n150_10_13,179.32897953931283,187.0,25084179,164.95403851928108,173.0,23073441,107.67099901342598,111.0,15060804,0.0772803607669895,0.0551724137931034,10809.82230336497,0.0407970388643425,0.0542635658914728,5706.608202266512,-0.0407970388643425,-0.0542635658914728,-5706.608202266512,Scottsbluff-TP1-n150,10,13,n150,,24.61,165.53,,71.0,1328.45,77.0,1459.11,8.34,72.6,7.46,3.3,1.25,1.17,,183.0,PHN46 X PHB47
Scottsbluff-TP1-n150_10_14,185.8524739024739,197.0,25993327,171.17555412555413,181.0,23940613,120.0934076934077,126.0,16796264,0.0633047337984036,0.0355029585798816,8853.80006904474,0.04043793762005,0.052863436123348,5655.649955540206,-0.04043793762005,-0.052863436123348,-5655.649955540206,Scottsbluff-TP1-n150,10,14,n150,,21.31,140.02,,74.0,1393.15,76.0,1437.65,8.43,70.42,7.72,3.62,1.34,1.21,,168.0,LH74 X PHM49
Scottsbluff-TP1-n150_10_15,179.84645092079384,191.0,25147030,163.46290720543536,174.0,22856201,109.3611728946898,116.0,15291426,0.0682082780066962,0.0402298850574712,9537.222472286296,0.0482014606910124,0.0618556701030927,6739.769241120818,-0.0482014606910124,-0.0618556701030927,-6739.769241120818,Scottsbluff-TP1-n150,10,15,n150,,23.19,156.55,,78.0,1483.45,82.0,1573.4,8.11,71.84,8.88,3.84,1.52,1.24,,203.0,LH123HT X 3IIH6
Scottsbluff-TP1-n150_10_16,187.3716347666867,197.0,26196803,166.9491316911281,175.0,23341492,115.71752782307672,122.0,16178699,0.0535929031058088,0.0336391437308868,7492.930969029349,0.0593435948914813,0.0646766169154228,8296.946688967793,-0.0593435948914813,-0.0646766169154228,-8296.946688967793,Scottsbluff-TP1-n150,10,16,n150,,29.62,200.92,,68.0,1263.61,72.0,1350.26,9.0,72.07,8.21,3.44,1.52,1.3,,180.0,PIONEER P0589 AMXT
Scottsbluff-TP1-n150_10_17,186.87527540129904,197.0,26124416,170.30175398437723,180.0,23807504,117.45536352971472,124.0,16419790,0.0625366217446248,0.0368230233596315,8742.36957341158,0.0465718883806448,0.0588235294117647,6510.563708060628,-0.0465718883806448,-0.0588235294117647,-6510.563708060628,Scottsbluff-TP1-n150,10,17,n150,,33.21,216.31,,73.0,1371.7,76.0,1437.65,8.28,71.42,7.48,3.85,2.44,1.58,,188.0,SYNGENTA NK0760-3111
Scottsbluff-TP1-n150_11_11,181.2126843278464,190.0,25363977,167.13196587791495,175.0,23393127,111.97222222222224,117.0,15672528,0.0727496019288515,0.0446927374301676,10182.616282777495,0.0397781376367255,0.0546318289786223,5567.666368737206,-0.0397781376367255,-0.0546318289786223,-5567.666368737206,Scottsbluff-TP1-n150,11,11,n150,,21.5,140.56,,84.0,1622.26,88.0,1717.51,11.07,72.73,6.81,4.17,1.06,1.27,,216.0,2369 X PHZ51
Scottsbluff-TP1-n150_11_12,170.88000314371044,177.0,23916707,161.36527057344136,170.0,22585006,104.37229390834656,106.0,14608155,0.0889452925964744,0.0670391061452514,12448.961042387757,0.0266764413981671,0.0434782608695652,3733.688090970277,-0.0266764413981671,-0.0434782608695652,-3733.688090970277,Scottsbluff-TP1-n150,11,12,n150,,23.53,166.16,,69.0,1286.36,76.0,1437.65,8.9,70.97,7.49,3.41,1.31,1.3,,175.0,PHK76 X 3IIH6
Scottsbluff-TP1-n150_11_13,176.03986364318538,185.0,24632730,163.1209845133534,173.0,22825030,106.40523987507773,110.0,14888966,0.0805714675835977,0.0564102564102564,11274.123744570084,0.0363655676798755,0.0530973451327433,5088.524788741939,-0.0363655676798755,-0.0530973451327433,-5088.524788741939,Scottsbluff-TP1-n150,11,13,n150,,23.93,165.46,,67.0,1240.4,72.0,1350.26,8.39,71.39,7.84,3.69,1.59,1.31,,170.0,PHB47 X 3IIH6
Scottsbluff-TP1-n150_11_14,184.73561764264423,195.0,25846545,167.59952398310355,176.0,23449017,115.54738369391973,121.0,16166350,0.0617999702578249,0.0377833753148614,8646.49563874254,0.0489400540846532,0.0582959641255605,6847.251907037923,-0.0489400540846532,-0.0582959641255605,-6847.251907037923,Scottsbluff-TP1-n150,11,14,n150,,22.94,156.92,,84.0,1622.26,88.0,1717.51,7.67,73.46,6.91,3.72,0.87,1.14,,193.0,HOEGEMEYER 7089 AMXT
Scottsbluff-TP1-n150_11_15,176.30917304626908,188.0,24665477,161.95576094182232,173.0,22657449,106.56727353304883,113.0,14908655,0.0758642364591934,0.0466165413533834,10613.330816404705,0.0418930318102283,0.0593406593406593,5860.7932572191385,-0.0418930318102283,-0.0593406593406593,-5860.7932572191385,Scottsbluff-TP1-n150,11,15,n150,,26.71,180.53,,76.0,1437.65,80.0,1530.76,8.44,67.76,8.04,3.74,1.68,1.39,,178.0,PHK56 X W606S
Scottsbluff-TP1-n150_11_16,182.7748623722028,193.0,25564720,165.2199613927218,174.0,23109316,112.52049045542287,118.0,15738241,0.0633383527305925,0.0376811594202898,8859.135396427975,0.0509320592209758,0.0610328638497652,7123.8671232378965,-0.0509320592209758,-0.0610328638497652,-7123.8671232378965,Scottsbluff-TP1-n150,11,16,n150,,20.11,140.86,,70.0,1309.51,73.0,1371.7,8.26,72.87,8.53,3.52,1.41,1.29,,173.0,PHT69 X 3IIH6
Scottsbluff-TP1-n150_11_17,186.06774498026428,196.0,26021202,169.32032635432756,178.0,23679109,118.65790000572048,124.0,16594070,0.0596130928978939,0.0349206349206349,8336.771815584678,0.0469392633989486,0.0581717451523545,6564.362107816173,-0.0469392633989486,-0.0581717451523545,-6564.362107816173,Scottsbluff-TP1-n150,11,17,n150,,34.79,229.16,,74.0,1393.15,76.0,1437.65,8.57,70.09,8.4,3.95,2.73,1.72,,183.0,SYNGENTA NK0760-3111
Scottsbluff-TP1-n150_12_11,175.10355883066993,185.0,24522553,162.84547934250176,172.0,22805858,107.46354055096182,112.0,15049839,0.0787573648521145,0.0517482517482517,11029.65391807923,0.0353276461120776,0.0520833333333333,4947.495527412022,-0.0353276461120776,-0.0520833333333333,-4947.495527412022,Scottsbluff-TP1-n150,12,11,n150,,21.16,142.5,,78.0,1483.45,82.0,1573.4,10.21,70.86,7.8,3.57,1.8,1.41,,147.0,PHN46 X PHK56
Scottsbluff-TP1-n150_12_12,175.31248526754143,187.0,24543222,163.112159546276,174.0,22835213,106.65853554004728,113.0,14931875,0.0817712878248931,0.0550070521861777,11447.73498162156,0.0349777927410373,0.0523560209424083,4896.786050367001,-0.0349777927410373,-0.0523560209424083,-4896.786050367001,Scottsbluff-TP1-n150,12,12,n150,,26.73,179.79,,78.0,1483.45,82.0,1573.4,10.06,71.26,7.75,3.42,1.72,1.38,,190.0,PHK56 X LH198
Scottsbluff-TP1-n150_12_13,176.63557923758776,186.0,24729511,163.229559366585,172.0,22852628,107.6435219245302,112.0,15070416,0.077870809018522,0.0491803278688524,10902.146875020138,0.0376253131091245,0.0554323725055432,5267.6567112167695,-0.0376253131091245,-0.0554323725055432,-5267.6567112167695,Scottsbluff-TP1-n150,12,13,n150,,23.36,158.27,,70.0,1309.51,75.0,1414.31,8.52,71.92,7.75,3.65,1.33,1.29,,170.0,PHP02 X PHN46
Scottsbluff-TP1-n150_12_14,184.22905235482395,195.0,25786172,167.00210762459992,177.0,23374951,114.52325531550068,121.0,16029591,0.0619345795041192,0.0387016229712858,8668.859224032563,0.0501492644678626,0.0591259640102827,7019.292249037798,-0.0501492644678626,-0.0591259640102827,-7019.292249037798,Scottsbluff-TP1-n150,12,14,n150,,29.74,192.0,,70.0,1309.51,73.0,1371.7,7.95,70.63,8.03,3.54,1.54,1.0,,183.0,LH123HT X PHB47
Scottsbluff-TP1-n150_12_15,177.22229367631297,187.0,24802260,161.0435798499464,169.0,22538049,107.6165844944623,112.0,15060941,0.0683102170455243,0.044776119402985,9560.01487552113,0.0473206778062368,0.0611246943765281,6622.528858982845,-0.0473206778062368,-0.0611246943765281,-6622.528858982845,Scottsbluff-TP1-n150,12,15,n150,,25.17,167.24,,70.0,1309.51,74.0,1393.15,8.09,70.27,8.88,4.07,1.57,1.37,,168.0,PHP02 X PHK56
Scottsbluff-TP1-n150_12_16,178.50423074724145,191.0,24977740,164.1829512320622,176.0,22973792,109.07453833400034,115.0,15262582,0.07426217381977,0.0446280991735537,10391.357458252784,0.04214730710233,0.0580046403712296,5897.588388214834,-0.04214730710233,-0.0580046403712296,-5897.588388214834,Scottsbluff-TP1-n150,12,16,n150,,24.7,164.11,,69.0,1286.36,75.0,1414.31,9.01,70.28,7.8,3.92,1.61,1.14,,185.0,PHB47 X LH185
