,file_,Red_mean,Red_median,Red_sum,Green_mean,Green_median,Green_sum,Blue_mean,Blue_median,Blue_sum,GLI_mean,GLI_median,GLI_sum,NGRDI_mean,NGRDI_median,NGRDI_sum,NDVI_mean,NDVI_median,NDVI_sum,NDRE_mean,NDRE_median,NDRE_sum,RedEdge_mean,RedEdge_median,RedEdge_sum,DeepBlue_mean,DeepBlue_median,DeepBlue_sum,field,range,row,plantDensity,combineYield,yieldPerAcre,totalStandCount,daysToAnthesis,GDDToAnthesis,daysToSilk,GDDToSilk,percentMoisture,percentStarch,percentProtein,percentOil,percentFiber,percentAsh,percentLodging,flagLeafHeight,location,Timepoint,exp
0,Crawfordsville-TP6-4351_10_13,1404.5450236966824,1483.0,296359,1017.0142180094788,1058.0,214590,773.2227488151659,800.0,163150,-0.0273751172446923,-0.0342130987292277,-5.776149738630091,-0.1486077502078996,-0.1614333210195788,-31.356235293866835,0.2534653163679028,0.2194262707599396,53.48118175362749,0.1023612531690906,0.1051731509191962,21.59822441867813,1801.9668246445497,1852.0,380215,621.6255924170616,632.0,131163,Crawfordsville-TP6-4351,10,13,28500.0,19.18,176.76,57.0,,,,,,,,,,,17.54,230.0,Crawfordsville,TP6,4351
1,Crawfordsville-TP6-4351_10_14,1396.845,1421.0,279369,992.87,990.5,198574,755.735,768.5,151147,-0.0348917978964837,-0.0384751382430118,-6.978359579296744,-0.1605763259001522,-0.1715146956790447,-32.115265180030455,0.2660169965366478,0.2373405363782067,53.20339930732957,0.1062875222547648,0.1067515285361243,21.25750445095297,1841.845,1825.0,368369,606.485,620.0,121297,Crawfordsville-TP6-4351,10,14,,,,,,,,,,,,,,,,,Crawfordsville,TP6,4351
2,Crawfordsville-TP6-4351_10_15,1451.49,1542.5,290298,1041.28,1099.0,208256,785.67,826.5,157134,-0.0279592680336255,-0.0352267756266165,-5.591853606725119,-0.1527273132543193,-0.1624478538867145,-30.54546265086387,0.2408360898064412,0.2133761163182507,48.167217961288245,0.098774234414764,0.0990884188517889,19.75484688295281,1850.215,1921.5,370043,627.72,654.0,125544,Crawfordsville-TP6-4351,10,15,27500.0,18.19,168.98,55.0,,,,,,,,,,,0.0,229.0,Crawfordsville,TP6,4351
3,Crawfordsville-TP6-4351_10_16,1367.738317757009,1300.5,292696,980.9158878504672,905.5,209916,752.7943925233645,709.5,161098,-0.0303354270729769,-0.0385730114731256,-6.491781393617059,-0.1520645285295192,-0.1641946565675379,-32.541809105317114,0.2577752101458228,0.2366224125257164,55.16389497120609,0.1041417655853636,0.1059416690124908,22.28633783526783,1762.261682242991,1682.0,377124,627.8271028037383,593.0,134355,Crawfordsville-TP6-4351,10,16,29500.0,16.35,146.21,59.0,,,,,,,,,,,3.39,250.0,Crawfordsville,TP6,4351
4,Crawfordsville-TP6-4351_10_17,1347.485576923077,1291.0,280277,954.3269230769232,916.5,198500,728.4855769230769,687.0,151525,-0.0190164106387745,-0.0419434372126247,-3.955413412865107,-0.1366844867772205,-0.1653008624304567,-28.430373249661876,0.3105687179659223,0.2601299802664674,64.59829333691184,0.1048769912883263,0.1057793021646603,21.814414187971877,1835.8413461538464,1727.0,381855,607.2884615384615,580.5,126316,Crawfordsville-TP6-4351,10,17,30000.0,19.63,173.06,60.0,,,,,,,,,,,0.0,239.0,Crawfordsville,TP6,4351
5,Crawfordsville-TP6-4351_10_18,1503.7428571428572,1596.5,315786,1080.4380952380952,1144.0,226892,820.8285714285714,874.0,172374,-0.0320711444194177,-0.0376304905589196,-6.734940328077723,-0.1582845046848186,-0.1638129802870569,-33.239745983811915,0.2411328014629246,0.2123905006604,50.63788830721418,0.1065981937374537,0.1079089592627712,22.385620684865287,1901.090476190476,1950.5,399229,661.3428571428572,693.0,138882,Crawfordsville-TP6-4351,10,18,33500.0,11.28,112.14,67.0,,,,,,,,,,,0.0,201.0,Crawfordsville,TP6,4351
6,Crawfordsville-TP6-4351_10_19,1363.2761904761903,1252.5,286288,960.9761904761904,902.0,201805,713.5095238095238,659.0,149837,-0.0255099108235053,-0.0333123043488266,-5.357081272936129,-0.1550003506741081,-0.1678833339554395,-32.550073641562705,0.281997915123718,0.2485604845521149,59.21956217598079,0.1141135921062613,0.1167907027555071,23.963854342314875,1760.3,1691.0,369663,593.2,550.5,124572,Crawfordsville-TP6-4351,10,19,,,,,,,,,,,,,,,,,Crawfordsville,TP6,4351
7,Crawfordsville-TP6-4351_10_20,1389.1141552511417,1446.0,304216,1001.3926940639268,1050.0,219305,763.945205479452,782.0,167304,-0.028992953674002,-0.0355359765051395,-6.3494568546064585,-0.1512917536529151,-0.1626485568760611,-33.132894049988415,0.2527629259248735,0.2248726882873224,55.3550807775473,0.0988605981545812,0.0977102697800952,21.6504709958533,1812.146118721461,1843.0,396860,631.8173515981736,657.0,138368,Crawfordsville-TP6-4351,10,20,28500.0,15.59,142.69,57.0,,,,,,,,,,,1.75,261.0,Crawfordsville,TP6,4351
8,Crawfordsville-TP6-4351_11_13,1440.2322274881517,1554.0,303889,1022.9194312796208,1079.0,215836,774.872037914692,833.0,163498,-0.0332425470518817,-0.0408314773570898,-7.014177427947052,-0.158036499305355,-0.170432537120723,-33.34570135342991,0.2530859146244826,0.223121387283237,53.40112798576583,0.1032649139823298,0.1048867699642431,21.788896850271605,1849.8815165876777,1940.0,390325,619.9810426540284,663.0,130816,Crawfordsville-TP6-4351,11,13,27000.0,20.58,186.2,54.0,,,,,,,,,,,0.0,236.0,Crawfordsville,TP6,4351
9,Crawfordsville-TP6-4351_11_14,1440.8803827751196,1363.0,301144,1042.1483253588517,997.0,217809,801.5645933014354,778.0,167527,-0.029975686979424,-0.0377524143985952,-6.264918578699626,-0.1503403663262392,-0.1600183402109124,-31.421136562184,0.2435459120190286,0.220832121035787,50.90109561197698,0.0951570045330325,0.093891133824578,19.8878139474038,1864.157894736842,1772.0,389609,644.0813397129186,631.0,134613,Crawfordsville-TP6-4351,11,14,28000.0,19.81,180.9,56.0,,,,,,,,,,,0.0,230.0,Crawfordsville,TP6,4351
