,file_,Red_mean,Red_median,Red_sum,Green_mean,Green_median,Green_sum,Blue_mean,Blue_median,Blue_sum,GLI_mean,GLI_median,GLI_sum,NGRDI_mean,NGRDI_median,NGRDI_sum,NDVI_mean,NDVI_median,NDVI_sum,NDRE_mean,NDRE_median,NDRE_sum,RedEdge_mean,RedEdge_median,RedEdge_sum,DeepBlue_mean,DeepBlue_median,DeepBlue_sum,field,range,row,plantDensity,combineYield,yieldPerAcre,totalStandCount,daysToAnthesis,GDDToAnthesis,daysToSilk,GDDToSilk,percentMoisture,percentStarch,percentProtein,percentOil,percentFiber,percentAsh,percentLodging,flagLeafHeight,location,Timepoint,exp
0,Crawfordsville-TP2-4351_10_13,408.6872037914692,400.0,86233,556.8578199052133,552.0,117497,416.86729857819904,410.0,87959,0.1574155803653752,0.1495145631067961,33.214687457094165,0.1709316207868017,0.1554307116104868,36.06657198601516,0.8444947665041898,0.8439633313828749,178.18839573238404,0.4002371262851072,0.3994808191520046,84.45003364615764,2036.0663507109005,2041.0,429610,396.4549763033176,391.0,83652,Crawfordsville-TP2-4351,10,13,28500.0,19.18,176.76,57.0,,,,,,,,,,,17.54,230.0,Crawfordsville,TP2,4351
1,Crawfordsville-TP2-4351_10_14,355.8,354.0,71160,517.7,522.0,103540,383.105,386.0,76621,0.1744733489155206,0.1676680053547523,34.89466978310413,0.2018862550705212,0.1841884561797448,40.37725101410424,0.8625650645161871,0.8596743380210539,172.5130129032374,0.411257505557862,0.4131405127242578,82.25150111157241,1970.49,1946.0,394098,383.94,386.5,76788,Crawfordsville-TP2-4351,10,14,,,,,,,,,,,,,,,,,Crawfordsville,TP2,4351
2,Crawfordsville-TP2-4351_10_15,408.285,407.5,81657,540.87,540.5,108174,419.0,419.5,83800,0.1427878849787748,0.1343208797949943,28.557576995754964,0.1598035553610955,0.1410734368800884,31.96071107221912,0.8375820619968267,0.8332010335215402,167.51641239936535,0.391171202585712,0.3896009053024472,78.23424051714241,1974.165,1962.5,394833,397.77,398.0,79554,Crawfordsville-TP2-4351,10,15,27500.0,18.19,168.98,55.0,,,,,,,,,,,0.0,229.0,Crawfordsville,TP2,4351
3,Crawfordsville-TP2-4351_10_16,376.6028037383177,392.0,80593,531.2429906542056,545.5,113686,404.8738317757009,416.0,86643,0.1616273792771415,0.1519804671534005,34.58825916530829,0.1899450151993125,0.1675950824023846,40.64823325265288,0.8472790252497351,0.8410512577133662,181.3177114034433,0.4003805740431091,0.4003545170888727,85.68144284522536,1907.4392523364488,1923.0,408192,393.2616822429907,403.0,84158,Crawfordsville-TP2-4351,10,16,29500.0,16.35,146.21,59.0,,,,,,,,,,,3.39,250.0,Crawfordsville,TP2,4351
4,Crawfordsville-TP2-4351_10_17,380.57211538461536,399.5,79159,550.0625,567.5,114413,396.28365384615387,413.5,82427,0.1871522453388706,0.1656157882909677,38.9276670304851,0.2113563956148559,0.1741886640412784,43.962130287890034,0.847829704406781,0.8398709377847519,176.34857851661044,0.3916867811800685,0.3920673164183182,81.47085048545425,1958.0288461538464,1978.0,407270,382.3605769230769,394.0,79531,Crawfordsville-TP2-4351,10,17,30000.0,19.63,173.06,60.0,,,,,,,,,,,0.0,239.0,Crawfordsville,TP2,4351
5,Crawfordsville-TP2-4351_10_18,463.35238095238094,481.0,97304,605.7761904761904,622.5,127213,450.4047619047619,462.0,94585,0.1501697882662314,0.1400706805433972,31.5356555359086,0.1519080738251653,0.1312947589123054,31.900695503284723,0.8207477231189256,0.8140236181194814,172.3570218549744,0.3756599753988476,0.3745346971149205,78.88859483375799,2082.3714285714286,2112.0,437298,414.9190476190476,423.5,87133,Crawfordsville-TP2-4351,10,18,33500.0,11.28,112.14,67.0,,,,,,,,,,,0.0,201.0,Crawfordsville,TP2,4351
6,Crawfordsville-TP2-4351_10_19,324.6952380952381,336.0,68186,478.7619047619048,490.0,100540,364.6619047619048,372.5,76579,0.1738032780532876,0.1570790723723786,36.498688391190406,0.2156168201411839,0.1876116406632838,45.27953222964863,0.8685524754823887,0.8625794866094219,182.3960198513016,0.4150013840057326,0.4155772878810296,87.15029064120385,1861.419047619048,1857.0,390898,370.87619047619046,376.5,77884,Crawfordsville-TP2-4351,10,19,,,,,,,,,,,,,,,,,Crawfordsville,TP2,4351
7,Crawfordsville-TP2-4351_10_20,386.3561643835616,386.0,84612,550.648401826484,556.0,120592,408.6849315068493,412.0,89502,0.1706288608716594,0.1616111387369468,37.36772053089342,0.1939194454940207,0.1746031746031746,42.46835856319053,0.8517007725954967,0.848255569567045,186.52246919841377,0.4021407883745817,0.3996368207850258,88.0688326540334,2012.6712328767123,2016.0,440775,384.716894977169,384.0,84253,Crawfordsville-TP2-4351,10,20,28500.0,15.59,142.69,57.0,,,,,,,,,,,1.75,261.0,Crawfordsville,TP2,4351
8,Crawfordsville-TP2-4351_11_13,392.22274881516586,395.0,82759,570.2464454976304,569.0,120322,416.1563981042654,419.0,87809,0.1819605020741857,0.16875,38.39366593765318,0.2092361662226748,0.1810089020771513,44.14883107298439,0.851889006378046,0.8484433130996671,179.7485803457677,0.3940589224415475,0.3922119630670413,83.14643263516652,2079.165876777251,2087.0,438704,404.90521327014216,408.0,85435,Crawfordsville-TP2-4351,11,13,27000.0,20.58,186.2,54.0,,,,,,,,,,,0.0,236.0,Crawfordsville,TP2,4351
9,Crawfordsville-TP2-4351_11_14,408.5358851674641,407.0,85384,580.1913875598086,583.0,121260,431.29665071770336,435.0,90141,0.1691422759223718,0.1620727673649393,35.35073566777572,0.1919042539276752,0.1762208067940552,40.10798907088412,0.8461333519247692,0.8429693076374019,176.84187055227676,0.3844081882265099,0.382770754594031,80.34131133934058,2139.3014354066986,2149.0,447114,404.9856459330144,408.0,84642,Crawfordsville-TP2-4351,11,14,28000.0,19.81,180.9,56.0,,,,,,,,,,,0.0,230.0,Crawfordsville,TP2,4351
10,Crawfordsville-TP2-4351_11_15,399.4077669902912,408.0,82278,571.8349514563107,579.0,117798,421.42233009708735,426.0,86813,0.1746957464494928,0.1649936403649241,35.98732376859552,0.1984582788959476,0.1746518777503165,40.88240545256521,0.8448988011098579,0.83979461230133,174.04915302863074,0.3802738096642218,0.3804963260672813,78.3364047908297,2080.1116504854367,2086.0,428503,401.75728155339806,405.0,82762,Crawfordsville-TP2-4351,11,15,30000.0,15.76,145.08,60.0,,,,,,,,,,,6.67,209.0,Crawfordsville,TP2,4351
11,Crawfordsville-TP2-4351_11_16,372.9285714285714,369.0,78315,543.3428571428572,544.0,114102,404.95714285714286,403.0,85041,0.1763156490767837,0.1674649251466564,37.02628630612458,0.2079551316196929,0.1880972738209635,43.67057764013552,0.8524836507907098,0.8502680953666935,179.02156666604904,0.393023766260586,0.3948972860466537,82.53499091472307,1992.3809523809523,2012.5,418400,390.6857142857143,394.5,82044,Crawfordsville-TP2-4351,11,16,27000.0,21.41,195.96,54.0,,,,,,,,,,,7.41,229.0,Crawfordsville,TP2,4351
12,Crawfordsville-TP2-4351_11_17,380.9383259911894,380.0,86473,511.25550660792953,511.0,116055,386.2599118942731,385.0,87681,0.1539541616249619,0.1413043478260869,34.94759468886637,0.1683019181249874,0.146726862302483,38.20453541437215,0.8438954565890048,0.8412343470483006,191.5642686457041,0.3942382385058722,0.3955104996379435,89.49208014083298,1910.52422907489,1925.0,433689,372.488986784141,375.0,84555,Crawfordsville-TP2-4351,11,17,26500.0,17.98,167.22,53.0,,,,,,,,,,,0.0,232.0,Crawfordsville,TP2,4351
13,Crawfordsville-TP2-4351_11_18,442.8118811881188,436.5,89448,621.1732673267327,620.5,125477,448.5049504950495,447.0,90598,0.1720750799331539,0.1626571523379563,34.759166146497094,0.1813855979635619,0.1696893297072468,36.63989078863951,0.83328737288746,0.8327285790596834,168.32404932326693,0.383246637909007,0.3832062738377171,77.41582085761941,2129.9752475247524,2139.5,430255,418.6881188118812,419.5,84575,Crawfordsville-TP2-4351,11,18,27500.0,16.71,148.2,55.0,,,,,,,,,,,0.0,245.0,Crawfordsville,TP2,4351
14,Crawfordsville-TP2-4351_11_19,391.055,397.0,78211,554.595,560.5,110919,408.28,413.0,81656,0.1720556007674233,0.163382462008651,34.41112015348467,0.1922897297989616,0.1714277079366667,38.45794595979233,0.8512671083438041,0.8485969883364661,170.25342166876084,0.3994577188655004,0.4005790344412693,79.89154377310008,2042.01,2059.0,408402,401.485,406.0,80297,Crawfordsville-TP2-4351,11,19,28000.0,18.02,163.8,56.0,,,,,,,,,,,0.0,237.0,Crawfordsville,TP2,4351
15,Crawfordsville-TP2-4351_11_20,409.57,421.5,81914,579.93,584.0,115986,427.4,434.5,85480,0.1789010410403205,0.1599156233055956,35.7802082080641,0.20753909844888,0.1688498079644229,41.507819689776,0.8491117960730092,0.8425609612316356,169.82235921460185,0.3955382325183019,0.3966637078092186,79.10764650366039,2089.175,2088.0,417835,409.28,410.5,81856,Crawfordsville-TP2-4351,11,20,29000.0,16.63,149.41,58.0,,,,,,,,,,,0.0,251.0,Crawfordsville,TP2,4351
16,Crawfordsville-TP2-4351_12_13,351.73809523809524,358.0,73865,521.1666666666666,525.0,109445,385.8666666666667,391.0,81032,0.1828481196614635,0.1667652859960552,38.39810512890733,0.219608028620123,0.1884407964066981,46.11768601022583,0.8637798734052553,0.8589079882588485,181.3937734151036,0.4078784942802793,0.4105741485305898,85.65448379885865,1973.1761904761904,1970.0,414367,380.9142857142857,384.0,79992,Crawfordsville-TP2-4351,12,13,30000.0,23.33,213.04,60.0,,,,,,,,,,,0.0,231.0,Crawfordsville,TP2,4351
17,Crawfordsville-TP2-4351_12_14,380.1517857142857,380.5,85154,543.4732142857143,549.5,121738,408.1071428571428,409.5,91416,0.1728919708630566,0.1606674644997497,38.72780147332468,0.2050881598973753,0.177948082286477,45.93974781701208,0.8570265854979315,0.8540856151070928,191.97395515153667,0.4012690728297484,0.4025584443256337,89.88427231386365,2052.4151785714284,2065.0,459741,392.4910714285714,398.5,87918,Crawfordsville-TP2-4351,12,14,32000.0,20.05,177.61,64.0,,,,,,,,,,,3.12,236.0,Crawfordsville,TP2,4351
18,Crawfordsville-TP2-4351_12_15,420.6161137440759,421.0,88750,593.0379146919431,598.0,125131,430.5876777251185,433.0,90854,0.1748095247436887,0.1631497683993824,36.88480972091832,0.1907573393784678,0.1688311688311688,40.24979860885671,0.8374464286706423,0.8356897210546427,176.70119644950557,0.3746718973205965,0.3755952380952381,79.05577033464587,2113.018957345972,2138.0,445847,414.1232227488152,417.0,87380,Crawfordsville-TP2-4351,12,15,31500.0,15.42,140.97,63.0,,,,,,,,,,,3.17,210.0,Crawfordsville,TP2,4351
19,Crawfordsville-TP2-4351_12_16,411.955,417.0,82391,572.43,578.5,114486,429.505,435.0,85901,0.163397142343369,0.1527915920607997,32.679428468673805,0.1849414901462414,0.165119724988146,36.98829802924829,0.8325539174367553,0.8266822944032046,166.51078348735106,0.3774954656556739,0.378446955453444,75.49909313113477,1986.045,1997.5,397209,410.465,417.5,82093,Crawfordsville-TP2-4351,12,16,25000.0,18.98,173.52,50.0,,,,,,,,,,,0.0,204.0,Crawfordsville,TP2,4351
20,Crawfordsville-TP2-4351_12_17,363.015,369.0,72603,519.0,521.0,103800,386.45,392.0,77290,0.1757150156312058,0.1559629018396401,35.14300312624117,0.2060039471288519,0.1728912708266138,41.2007894257704,0.8489953625918933,0.8452252025029842,169.7990725183787,0.3994092325143032,0.3993649290066043,79.88184650286064,1846.735,1850.0,369347,381.795,383.0,76359,Crawfordsville-TP2-4351,12,17,29000.0,19.7,178.45,58.0,,,,,,,,,,,3.45,250.0,Crawfordsville,TP2,4351
21,Crawfordsville-TP2-4351_12_18,317.03636363636366,323.0,69748,471.1909090909091,482.5,103662,357.4909090909091,362.0,78648,0.180556143803083,0.1664502164502164,39.72235163667826,0.2281258060951578,0.193875309025749,50.18767734093472,0.8709163457740543,0.8656212837334407,191.60159607029195,0.4207342883463784,0.4219937965930547,92.56154343620324,1822.7636363636364,1826.5,401008,361.69545454545454,368.5,79573,Crawfordsville-TP2-4351,12,18,,,,,,,,,,,,,,,,,Crawfordsville,TP2,4351
22,Crawfordsville-TP2-4351_12_19,423.68,431.0,84736,598.285,605.0,119657,429.97,436.5,85994,0.1739025132376981,0.1658535471724105,34.780502647539635,0.1832415874201196,0.1686883400797034,36.64831748402392,0.8431180030449287,0.8406867480897493,168.62360060898573,0.3920459845326605,0.3928441612599769,78.4091969065321,2138.92,2167.0,427784,408.5,413.5,81700,Crawfordsville-TP2-4351,12,19,30000.0,18.08,166.24,60.0,,,,,,,,,,,0.0,228.0,Crawfordsville,TP2,4351
23,Crawfordsville-TP2-4351_12_20,485.845,484.5,97169,686.61,691.0,137322,471.935,471.0,94387,0.1922991334181775,0.1794611889595228,38.4598266836355,0.1976525944842716,0.1700728688925325,39.53051889685433,0.8361062835702461,0.8301744744123016,167.22125671404922,0.3771650414858702,0.3760293787539063,75.43300829717404,2381.255,2410.5,476251,421.935,421.5,84387,Crawfordsville-TP2-4351,12,20,31000.0,12.45,118.67,62.0,,,,,,,,,,,0.0,251.0,Crawfordsville,TP2,4351
24,Crawfordsville-TP2-4351_13_13,388.81592039801,390.0,78152,558.726368159204,558.0,112304,419.2437810945274,420.0,84268,0.173226674056526,0.1602209944751381,34.81856148536173,0.2052291108962496,0.1788359788359788,41.25105129014617,0.8545220339512826,0.8503026967528894,171.7589288242078,0.396447433669349,0.3954836740921574,79.68593416753914,2084.2985074626868,2103.0,418944,389.56716417910445,387.0,78303,Crawfordsville-TP2-4351,13,13,30000.0,14.39,135.49,60.0,,,,,,,,,,,0.0,200.0,Crawfordsville,TP2,4351
