,file_,Red_mean,Red_median,Red_sum,Green_mean,Green_median,Green_sum,Blue_mean,Blue_median,Blue_sum,GLI_mean,GLI_median,GLI_sum,NGRDI_mean,NGRDI_median,NGRDI_sum,NDVI_mean,NDVI_median,NDVI_sum,NDRE_mean,NDRE_median,NDRE_sum,RedEdge_mean,RedEdge_median,RedEdge_sum,DeepBlue_mean,DeepBlue_median,DeepBlue_sum,field,range,row,plantDensity,combineYield,yieldPerAcre,totalStandCount,daysToAnthesis,GDDToAnthesis,daysToSilk,GDDToSilk,percentMoisture,percentStarch,percentProtein,percentOil,percentFiber,percentAsh,percentLodging,flagLeafHeight,location,Timepoint,exp
13,Crawfordsville-TP3-4351_11_18,562.3019801980198,564.5,113585,731.8663366336634,739.0,147837,585.4009900990098,591.0,118251,0.1245756013839148,0.1194167849962951,25.16427147955079,0.1390086562257657,0.1278056348045449,28.07974855760467,0.7844160444123884,0.7789182921404713,158.45204097130247,0.3444404970974612,0.3443865469549607,69.57698041368717,2238.8762376237623,2245.5,452253,598.6732673267327,604.0,120932,Crawfordsville-TP3-4351,11,18,27500.0,16.71,148.2,55.0,,,,,,,,,,,0.0,245.0,Crawfordsville,TP3,4351
14,Crawfordsville-TP3-4351_11_19,520.465,525.5,104093,694.18,700.5,138836,570.89,573.5,114178,0.1216395619669839,0.119177124781121,24.327912393396797,0.1480965116406653,0.1410505782187198,29.61930232813307,0.8019229601223222,0.8010734853381911,160.38459202446444,0.3600810533187084,0.3603945450130627,72.01621066374167,2207.495,2215.0,441499,578.39,581.0,115678,Crawfordsville-TP3-4351,11,19,28000.0,18.02,163.8,56.0,,,,,,,,,,,0.0,237.0,Crawfordsville,TP3,4351
15,Crawfordsville-TP3-4351_11_20,556.555,555.5,111311,724.07,721.5,144814,581.53,582.0,116306,0.1232725637735274,0.1197102349115107,24.65451275470549,0.1390446364965289,0.1312176318906232,27.8089272993058,0.793387669055073,0.7909406331654776,158.6775338110146,0.3545385913188502,0.3544031040987843,70.90771826377004,2268.165,2265.5,453633,600.735,597.5,120147,Crawfordsville-TP3-4351,11,20,29000.0,16.63,149.41,58.0,,,,,,,,,,,0.0,251.0,Crawfordsville,TP3,4351
16,Crawfordsville-TP3-4351_12_13,474.3047619047619,483.5,99604,648.1571428571428,654.0,136113,543.8904761904762,546.0,114217,0.124182477161407,0.1178649658425908,26.078320203895483,0.1658693658228852,0.1486208801573827,34.8325668228059,0.81677913949107,0.8119313399434883,171.52361929312468,0.375285458850014,0.374981243670604,78.80994635850294,2101.0761904761903,2124.5,441226,564.4047619047619,566.5,118525,Crawfordsville-TP3-4351,12,13,30000.0,23.33,213.04,60.0,,,,,,,,,,,0.0,231.0,Crawfordsville,TP3,4351
17,Crawfordsville-TP3-4351_12_14,511.6741071428572,526.0,114615,683.4866071428571,689.0,153101,558.0446428571429,562.0,125002,0.1240082332177301,0.1221322086273854,27.77784424077156,0.1488868841443232,0.1407729787773375,33.350662048328395,0.8059154872867057,0.803174451728266,180.52506915222207,0.3624627957699692,0.3621934548653908,81.1916662524731,2207.941964285714,2216.5,494579,572.2455357142857,576.0,128183,Crawfordsville-TP3-4351,12,14,32000.0,20.05,177.61,64.0,,,,,,,,,,,3.12,236.0,Crawfordsville,TP3,4351
18,Crawfordsville-TP3-4351_12_15,539.2227488151659,538.0,113776,723.1516587677725,727.0,152585,580.3364928909953,581.0,122451,0.1292409901591857,0.1295383236216943,27.269848923588192,0.1502064198777931,0.147410358565737,31.693554594214344,0.7922688987598233,0.7916828604741547,167.1687376383227,0.339192411634005,0.3398142774230992,71.56959885477507,2278.2464454976302,2288.0,480710,593.9241706161138,595.0,125318,Crawfordsville-TP3-4351,12,15,31500.0,15.42,140.97,63.0,,,,,,,,,,,3.17,210.0,Crawfordsville,TP3,4351
19,Crawfordsville-TP3-4351_12_16,528.21,533.5,105642,705.885,711.0,141177,562.755,566.5,112551,0.1308627065225281,0.1299413232718782,26.17254130450562,0.1505633610088033,0.1468209676365153,30.112672201760663,0.790597437891809,0.7900829488640255,158.1194875783618,0.3444202362070348,0.3460751538447656,68.88404724140696,2178.73,2207.0,435746,584.62,581.5,116924,Crawfordsville-TP3-4351,12,16,25000.0,18.98,173.52,50.0,,,,,,,,,,,0.0,204.0,Crawfordsville,TP3,4351
20,Crawfordsville-TP3-4351_12_17,522.675,537.0,104535,676.74,684.0,135348,551.94,565.5,110388,0.1176450460400266,0.1129365694098469,23.529009208005327,0.1348338837647298,0.1219902804654402,26.96677675294596,0.7904754321390581,0.7874251648879488,158.09508642781162,0.3557201805946161,0.3554058913698797,71.14403611892321,2099.755,2104.5,419951,578.035,582.0,115607,Crawfordsville-TP3-4351,12,17,29000.0,19.7,178.45,58.0,,,,,,,,,,,3.45,250.0,Crawfordsville,TP3,4351
21,Crawfordsville-TP3-4351_12_18,452.70454545454544,447.5,99595,617.8727272727273,615.5,135932,521.0136363636364,521.5,114623,0.1210962918237339,0.1180354167461619,26.641184201221467,0.1610886007063084,0.1560105804476549,35.43949215538787,0.8148121129600339,0.8142024639914567,179.25866485120744,0.3691564076586439,0.3700128720891071,81.21440968490167,2021.5,2022.5,444730,554.5318181818182,552.0,121997,Crawfordsville-TP3-4351,12,18,,,,,,,,,,,,,,,,,Crawfordsville,TP3,4351
22,Crawfordsville-TP3-4351_12_19,533.41,539.0,106682,710.43,712.5,142086,575.525,580.5,115105,0.1254085237625225,0.1230016594147217,25.081704752504507,0.1471114402106897,0.1388806689277882,29.42228804213795,0.7914938358239922,0.7907810251802765,158.29876716479845,0.3475342344401955,0.3495769143122003,69.5068468880391,2201.075,2206.5,440215,586.65,591.0,117330,Crawfordsville-TP3-4351,12,19,30000.0,18.08,166.24,60.0,,,,,,,,,,,0.0,228.0,Crawfordsville,TP3,4351
23,Crawfordsville-TP3-4351_12_20,622.86,618.0,124572,792.96,797.0,158592,619.55,620.0,123910,0.1245738182129333,0.1222302206332007,24.914763642586664,0.1270994778887862,0.123328470575431,25.41989557775724,0.7746306405273199,0.7726013258171633,154.926128105464,0.336304079310494,0.3351889152390443,67.2608158620988,2403.57,2424.5,480714,625.05,627.0,125010,Crawfordsville-TP3-4351,12,20,31000.0,12.45,118.67,62.0,,,,,,,,,,,0.0,251.0,Crawfordsville,TP3,4351
24,Crawfordsville-TP3-4351_13_13,507.9303482587065,520.0,102094,677.8009950248756,683.0,136238,552.6915422885572,560.0,111091,0.1253645829450811,0.1210762331838565,25.19828117196132,0.151614024895765,0.138047138047138,30.474419004048777,0.8027642061721887,0.7986682334508421,161.3556054406099,0.3584633666667453,0.3587270973963355,72.0511367000158,2161.3980099502487,2170.0,434441,585.0895522388059,586.0,117603,Crawfordsville-TP3-4351,13,13,30000.0,14.39,135.49,60.0,,,,,,,,,,,0.0,200.0,Crawfordsville,TP3,4351
25,Crawfordsville-TP3-4351_13_14,530.1,531.5,106020,694.425,692.5,138885,561.57,560.5,112314,0.1212217953088188,0.1216188042922841,24.24435906176377,0.1377348943393151,0.1339170133628633,27.546978867863015,0.7947765885175542,0.7937570143873107,158.95531770351084,0.3496911439377739,0.3499002736600812,69.93822878755478,2219.695,2219.5,443939,582.975,582.0,116595,Crawfordsville-TP3-4351,13,14,32500.0,19.09,175.93,65.0,,,,,,,,,,,0.0,235.0,Crawfordsville,TP3,4351
26,Crawfordsville-TP3-4351_13_15,521.954128440367,534.5,113786,698.8853211009174,702.0,152357,561.0,563.0,122298,0.1305133690860159,0.1234496887145027,28.45191446075148,0.1534637915815501,0.1379887247381984,33.45510656477794,0.7990029208836515,0.7965508976431378,174.18263675263603,0.3519182116566194,0.3542538792746224,76.71817014114303,2209.1422018348626,2223.5,481593,578.1559633027523,578.0,126038,Crawfordsville-TP3-4351,13,15,28500.0,18.29,166.25,57.0,,,,,,,,,,,0.0,232.0,Crawfordsville,TP3,4351
27,Crawfordsville-TP3-4351_13_16,495.26237623762376,506.0,100043,659.6980198019802,661.5,133259,547.9653465346535,547.5,110689,0.1195897663071038,0.1175304036796162,24.15713279403497,0.1491421497563313,0.1386569363026269,30.12671425077892,0.8043812694378555,0.801608271563422,162.4850164264468,0.366281348045292,0.3676833140679993,73.98883230514899,2095.410891089109,2105.5,423273,573.7970297029703,573.5,115907,Crawfordsville-TP3-4351,13,16,32000.0,22.83,205.12,64.0,,,,,,,,,,,3.12,231.0,Crawfordsville,TP3,4351
28,Crawfordsville-TP3-4351_13_17,491.4,494.5,98280,655.705,656.0,131141,542.09,543.5,108418,0.1215014575655322,0.1198261975031105,24.300291513106444,0.150308206278898,0.1434623623588682,30.061641255779616,0.803773093198824,0.8021058848180022,160.7546186397648,0.3642059554914001,0.3656010128066469,72.84119109828002,2080.815,2081.5,416163,573.39,572.0,114678,Crawfordsville-TP3-4351,13,17,32000.0,20.41,186.59,64.0,,,,,,,,,,,0.0,226.0,Crawfordsville,TP3,4351
29,Crawfordsville-TP3-4351_13_18,524.0436893203884,525.0,107953,678.8883495145631,678.5,139851,554.8106796116505,553.0,114291,0.1172350857786229,0.1151152487486486,24.15042767039633,0.135749869994131,0.1274648370497427,27.964473218791,0.7980271114750497,0.7963969368669936,164.39358496386023,0.362632718697994,0.3636241117373193,74.70234005178678,2156.1893203883496,2163.0,444175,585.8980582524272,585.0,120695,Crawfordsville-TP3-4351,13,18,28500.0,18.18,167.55,57.0,,,,,,,,,,,17.54,250.0,Crawfordsville,TP3,4351
30,Crawfordsville-TP3-4351_13_19,543.784140969163,556.0,123439,713.9339207048458,717.0,162063,574.9691629955947,580.0,130518,0.1241656748502065,0.1194918618499404,28.18560819099689,0.1419897617292008,0.1327705295471987,32.231675912528594,0.7921733142794439,0.7888908733702447,179.82334234143377,0.3462043395849352,0.3473741794310722,78.58838508578029,2251.466960352423,2266.0,511083,588.352422907489,593.0,133556,Crawfordsville-TP3-4351,13,19,30000.0,9.43,93.85,60.0,,,,,,,,,,,0.0,276.0,Crawfordsville,TP3,4351
31,Crawfordsville-TP3-4351_13_20,571.0761904761905,569.5,119926,737.3142857142857,734.5,154836,585.1,586.5,122871,0.1243826676948446,0.1204952738665423,26.12036021591737,0.1345445550775894,0.1319622269233974,28.254356566293787,0.7812097300626117,0.7790094707511488,164.05404331314847,0.3394511969525232,0.3383310372842678,71.28475136002987,2260.8190476190475,2262.5,474772,602.9809523809524,601.0,126626,Crawfordsville-TP3-4351,13,20,30000.0,10.86,107.28,60.0,,,,,,,,,,,8.33,264.0,Crawfordsville,TP3,4351
32,Crawfordsville-TP3-4351_14_13,571.1327014218009,587.0,120509,735.7582938388625,744.0,155245,586.1232227488151,591.0,123672,0.1210696993279646,0.1196388261851015,25.54570655820054,0.1297012433888198,0.1234294161123429,27.36696235504098,0.7864752959883144,0.7839005942733658,165.94628745353435,0.3444786221677479,0.3448982379456358,72.6849892773948,2315.478672985782,2331.0,488566,598.7298578199052,607.0,126332,Crawfordsville-TP3-4351,14,13,30500.0,14.49,136.89,61.0,,,,,,,,,,,0.0,222.0,Crawfordsville,TP3,4351
33,Crawfordsville-TP3-4351_14_14,560.035,561.0,112007,720.955,723.0,144191,575.955,578.5,115191,0.1203742001062081,0.1185948044197491,24.074840021241627,0.1295818212366564,0.1265337379364097,25.91636424733129,0.7855572202472083,0.7853563398920242,157.11144404944167,0.3471351512733914,0.3483431760383964,69.42703025467829,2244.225,2257.5,448845,588.4,587.0,117680,Crawfordsville-TP3-4351,14,14,29500.0,16.7,154.43,59.0,,,,,,,,,,,0.0,217.0,Crawfordsville,TP3,4351
34,Crawfordsville-TP3-4351_14_15,542.55,536.0,108510,696.42,696.0,139284,568.465,565.5,113693,0.1144129132240226,0.1126023216296203,22.882582644804536,0.1286888199636863,0.1238489275147929,25.73776399273726,0.7813924288943163,0.781092114941568,156.27848577886326,0.3441197127912639,0.3443106493139886,68.8239425582528,2139.705,2143.0,427941,579.925,578.0,115985,Crawfordsville-TP3-4351,14,15,29000.0,17.09,154.26,58.0,,,,,,,,,,,0.0,203.0,Crawfordsville,TP3,4351
35,Crawfordsville-TP3-4351_14_16,519.5131578947369,518.0,118449,691.5745614035088,684.0,157679,551.2236842105264,549.0,125679,0.1313793999830168,0.1271885658599967,29.954503196127845,0.1516279685036972,0.1435831572952413,34.571176818842964,0.7970835886385245,0.7957615771921256,181.7350582095836,0.3516624957576799,0.351568779708918,80.17904903275101,2171.25,2160.5,495045,579.5526315789474,574.0,132138,Crawfordsville-TP3-4351,14,16,30500.0,18.43,166.55,61.0,,,,,,,,,,,3.28,219.0,Crawfordsville,TP3,4351
36,Crawfordsville-TP3-4351_14_17,559.495238095238,568.5,117494,737.2190476190476,746.5,154816,583.1857142857143,590.0,122469,0.1303537571363728,0.1269395981433178,27.374288998638303,0.1452542191268994,0.1341874247974221,30.50338601664888,0.7909569242195066,0.7861833885134659,166.10095408609638,0.3462062650476063,0.3479668476904491,72.70331565999733,2295.928571428572,2322.5,482145,600.2523809523809,607.0,126053,Crawfordsville-TP3-4351,14,17,31500.0,17.98,162.68,63.0,,,,,,,,,,,0.0,250.0,Crawfordsville,TP3,4351
37,Crawfordsville-TP3-4351_14_18,537.1105769230769,550.0,111719,677.8317307692307,682.0,140989,570.6201923076923,577.0,118689,0.1022363324061746,0.0995077362156255,21.26515714048432,0.1195452120290794,0.1105607829915918,24.86540410204853,0.7896582248113534,0.7862187185107088,164.2489107607615,0.3559612541254119,0.3564731896070355,74.03994085808569,2157.1490384615386,2167.0,448687,592.9711538461538,596.5,123338,Crawfordsville-TP3-4351,14,18,33000.0,19.03,170.57,66.0,,,,,,,,,,,1.52,212.0,Crawfordsville,TP3,4351
38,Crawfordsville-TP3-4351_14_19,536.8962264150944,532.0,113822,683.4764150943396,680.0,144897,563.5235849056604,562.0,119467,0.1104356600551276,0.1071802771049278,23.412359931687064,0.1260446711483309,0.1194609616564225,26.721470283446155,0.7887389603236432,0.7882442993305752,167.21265958861235,0.3563914527912385,0.3580586288059006,75.55498799174256,2133.561320754717,2136.0,452315,600.8679245283018,599.5,127384,Crawfordsville-TP3-4351,14,19,27500.0,16.65,153.8,55.0,,,,,,,,,,,9.09,232.0,Crawfordsville,TP3,4351
39,Crawfordsville-TP3-4351_14_20,541.0144230769231,530.0,112531,698.7884615384615,697.0,145348,573.4326923076923,568.0,119274,0.1164375277173203,0.1157827087222153,24.219005765202628,0.1362098844358583,0.1347939820026766,28.33165596265853,0.7856392108343583,0.7877666060203556,163.41295585354652,0.3479978990838393,0.3488271447550289,72.38356300943857,2148.6201923076924,2168.0,446913,595.9278846153846,593.0,123953,Crawfordsville-TP3-4351,14,20,31000.0,18.58,168.1,62.0,,,,,,,,,,,1.61,245.0,Crawfordsville,TP3,4351
40,Crawfordsville-TP3-4351_15_13,523.046511627907,527.0,112455,697.7255813953489,704.0,150011,567.6,569.0,122034,0.1263481529364785,0.1220621683093252,27.164852881342892,0.1524538345421902,0.1423757371524852,32.7775744265709,0.7982734578021103,0.7944394618834081,171.62879342745373,0.3511818123375074,0.3522619209346556,75.5040896525641,2208.758139534884,2221.0,474883,582.8511627906977,586.0,125313,Crawfordsville-TP3-4351,15,13,31000.0,18.23,165.13,62.0,,,,,,,,,,,0.0,220.0,Crawfordsville,TP3,4351
41,Crawfordsville-TP3-4351_15_14,550.4678899082569,550.5,120002,718.8807339449542,713.0,156716,584.4220183486239,581.5,127404,0.1212753760562919,0.1194512860303883,26.43803198027164,0.1412568392989414,0.1350366541670889,30.793990967169236,0.7883644286687184,0.78757170606868,171.8634454497806,0.345965194862028,0.3463929733611905,75.4204124799221,2226.5733944954127,2234.0,485393,591.8532110091743,590.0,129024,Crawfordsville-TP3-4351,15,14,32500.0,19.52,172.3,65.0,,,,,,,,,,,0.0,239.0,Crawfordsville,TP3,4351
42,Crawfordsville-TP3-4351_15_15,535.7095238095238,544.0,112499,709.995238095238,716.5,149099,569.3714285714286,574.0,119568,0.1267072092056762,0.1236506702884392,26.60851393319201,0.1445715390057517,0.1371307625757014,30.36002319120785,0.7868277125964347,0.785521049927443,165.2338196452513,0.3397399428117366,0.3407578448424773,71.34538799046469,2195.1666666666665,2197.5,460985,581.7380952380952,585.0,122165,Crawfordsville-TP3-4351,15,15,33000.0,16.81,153.5,66.0,,,,,,,,,,,0.0,178.0,Crawfordsville,TP3,4351
43,Crawfordsville-TP3-4351_15_16,488.0485436893204,494.5,100538,666.1116504854369,667.0,137219,541.3980582524272,547.5,111528,0.1315450829521147,0.1257255608326726,27.09828708813563,0.1626424291579187,0.1481171548117154,33.50434040653126,0.8044021137741547,0.802362117517616,165.70683543747586,0.3550455029983694,0.3568247493147829,73.13937361766409,2115.21359223301,2136.0,435734,581.2038834951456,585.5,119728,Crawfordsville-TP3-4351,15,16,27000.0,16.42,149.6,54.0,,,,,,,,,,,0.0,242.0,Crawfordsville,TP3,4351
44,Crawfordsville-TP3-4351_15_17,546.8479262672811,551.0,118666,715.5622119815669,717.0,155277,586.2396313364055,588.0,127214,0.1188484410539535,0.1168733558812476,25.79011170870793,0.139725868060243,0.1332813717848792,30.32051336907273,0.797983087753058,0.7964338781575037,173.1623300424136,0.3556656422201838,0.3566896551724138,77.17944436177989,2289.1244239631337,2289.0,496740,598.4239631336405,598.0,129858,Crawfordsville-TP3-4351,15,17,28500.0,19.32,176.43,57.0,,,,,,,,,,,0.0,232.0,Crawfordsville,TP3,4351
45,Crawfordsville-TP3-4351_15_18,520.985,518.5,104197,675.825,675.0,135165,550.405,550.5,110081,0.117683979611756,0.1173402946067772,23.536795922351214,0.1342637075269767,0.1311582653081491,26.85274150539535,0.7932454622025074,0.7944154681784141,158.64909244050148,0.3590453745501769,0.360988824692192,71.80907491003539,2116.34,2130.5,423268,574.06,573.5,114812,Crawfordsville-TP3-4351,15,18,30500.0,18.81,166.43,61.0,,,,,,,,,,,3.28,206.0,Crawfordsville,TP3,4351
46,Crawfordsville-TP3-4351_15_19,526.22,541.5,105244,648.505,663.0,129701,556.41,572.0,111282,0.1049198726767902,0.0888215968150169,20.98397453535805,0.148706436605901,0.1024841884147316,29.74128732118021,0.766356721153725,0.7641250233827482,153.271344230745,0.3394558281970515,0.3495129371890934,67.8911656394103,1856.3,1925.0,371260,589.325,590.5,117865,Crawfordsville-TP3-4351,15,19,,,,,,,,,,,,,,,,,Crawfordsville,TP3,4351
47,Crawfordsville-TP3-4351_15_20,545.9909090909091,553.5,120118,703.2181818181818,705.0,154708,582.9136363636363,584.0,128241,0.1113521370011628,0.1098522386845051,24.497470140255828,0.1305700036821726,0.1248062820699254,28.725400810077986,0.7927347120201598,0.7903350052002838,174.40163664443514,0.3592507501914113,0.3602515823339478,79.03516504211048,2208.036363636364,2210.0,485768,590.959090909091,591.5,130011,Crawfordsville-TP3-4351,15,20,32500.0,20.05,186.26,65.0,,,,,,,,,,,0.0,218.0,Crawfordsville,TP3,4351
48,Crawfordsville-TP3-4351_16_13,528.0528846153846,518.5,109835,693.5,686.0,144248,572.6201923076923,571.5,119105,0.1178154930847847,0.1163175887139486,24.50562256163522,0.1423528259700537,0.1383674489638956,29.60938780177117,0.8025344728536102,0.8029397647284934,166.9271703535509,0.3621380392954067,0.3634288702973713,75.3247121734446,2233.067307692308,2243.5,464478,583.8894230769231,580.0,121449,Crawfordsville-TP3-4351,16,13,31000.0,20.15,175.95,62.0,,,,,,,,,,,0.0,263.0,Crawfordsville,TP3,4351
49,Crawfordsville-TP3-4351_16_14,539.5688073394496,544.0,117626,707.0137614678899,716.0,154129,570.4908256880734,570.0,124367,0.1231925670437134,0.120895834203819,26.855979615529524,0.1412177965413757,0.1327174368380698,30.78547964601992,0.7950671013157771,0.7919117053856655,173.3246280868394,0.343363815585906,0.3431309946277298,74.85331179772751,2284.4633027522937,2297.0,498013,589.5550458715596,594.5,128523,Crawfordsville-TP3-4351,16,14,35000.0,16.74,153.75,70.0,,,,,,,,,,,0.0,263.0,Crawfordsville,TP3,4351
