,file_,Red_mean,Red_median,Red_sum,Green_mean,Green_median,Green_sum,Blue_mean,Blue_median,Blue_sum,GLI_mean,GLI_median,GLI_sum,NGRDI_mean,NGRDI_median,NGRDI_sum,NDVI_mean,NDVI_median,NDVI_sum,NDRE_mean,NDRE_median,NDRE_sum,RedEdge_mean,RedEdge_median,RedEdge_sum,DeepBlue_mean,DeepBlue_median,DeepBlue_sum,field,range,row,plantDensity,combineYield,yieldPerAcre,totalStandCount,daysToAnthesis,GDDToAnthesis,daysToSilk,GDDToSilk,percentMoisture,percentStarch,percentProtein,percentOil,percentFiber,percentAsh,percentLodging,flagLeafHeight,location,Timepoint,exp
0,Crawfordsville-TP1-4351_10_13,325.6255924170616,323.0,68707,514.6066350710901,506.0,108582,400.4739336492891,400.0,84500,0.1771849638805868,0.1717597471022128,37.386027378803824,0.2356945335240327,0.2243346007604562,49.7315465735709,0.8734746146088451,0.8745658047086067,184.30314368246636,0.4279027805427805,0.4286130112065202,90.28748669452668,1909.052132701422,1901.0,402810,395.7061611374408,392.0,83494,Crawfordsville-TP1-4351,10,13,28500.0,19.18,176.76,57.0,,,,,,,,,,,17.54,230.0,Crawfordsville,TP1,4351
1,Crawfordsville-TP1-4351_10_14,298.735,298.5,59747,464.01,464.0,92802,372.335,370.0,74467,0.1672544738264901,0.1610136193048716,33.450894765298024,0.2326408143028857,0.2190730020442864,46.52816286057715,0.8760833160643877,0.8761520829494815,175.2166632128775,0.4292941913464451,0.4306621349753093,85.85883826928902,1778.885,1796.5,355777,388.165,387.0,77633,Crawfordsville-TP1-4351,10,14,,,,,,,,,,,,,,,,,Crawfordsville,TP1,4351
2,Crawfordsville-TP1-4351_10_15,360.175,359.0,72035,519.69,521.5,103938,412.265,414.0,82453,0.1529650758476594,0.1478865754098576,30.59301516953188,0.1938910136418493,0.1807786983522641,38.77820272836988,0.8529967253651678,0.8523700738008826,170.59934507303356,0.4047753623216419,0.404699914206938,80.9550724643284,1897.21,1899.0,379442,404.215,401.0,80843,Crawfordsville-TP1-4351,10,15,27500.0,18.19,168.98,55.0,,,,,,,,,,,0.0,229.0,Crawfordsville,TP1,4351
3,Crawfordsville-TP1-4351_10_16,321.89252336448595,323.5,68885,496.3457943925234,501.0,106218,395.33644859813086,400.0,84602,0.1709363557041104,0.159908638853344,36.58038012067963,0.2371958558701706,0.2144113213867023,50.75991315621651,0.8665144672716567,0.8640152964650618,185.43409599613452,0.4145921008971372,0.4138589170400408,88.72270959198737,1820.0,1808.0,389480,387.7616822429907,383.5,82981,Crawfordsville-TP1-4351,10,16,29500.0,16.35,146.21,59.0,,,,,,,,,,,3.39,250.0,Crawfordsville,TP1,4351
4,Crawfordsville-TP1-4351_10_17,295.47115384615387,302.0,61458,464.5673076923077,471.0,96630,362.99038461538464,363.5,75502,0.1788270581096034,0.1692878197204526,37.19602808679752,0.2445324662801283,0.2179371918791972,50.8627529862667,0.8732120373261588,0.8709768425743312,181.62810376384104,0.4235790100970426,0.4268159662793868,88.10443410018486,1733.451923076923,1743.5,360558,376.9951923076923,383.0,78415,Crawfordsville-TP1-4351,10,17,30000.0,19.63,173.06,60.0,,,,,,,,,,,0.0,239.0,Crawfordsville,TP1,4351
5,Crawfordsville-TP1-4351_10_18,418.4857142857143,412.5,87882,598.5952380952381,589.5,125705,451.03333333333336,447.0,94717,0.1687433698700053,0.1610643519017697,35.43610767270112,0.1985483049631634,0.1822420935747273,41.69514404226432,0.8379427888727561,0.8351536428543253,175.96798566327877,0.3904846671151242,0.3892246147044366,82.0017800941761,2020.019047619048,2006.0,424204,424.9380952380952,421.0,89237,Crawfordsville-TP1-4351,10,18,33500.0,11.28,112.14,67.0,,,,,,,,,,,0.0,201.0,Crawfordsville,TP1,4351
6,Crawfordsville-TP1-4351_10_19,298.37619047619046,301.0,62659,463.83809523809526,460.0,97406,378.7,381.5,79527,0.1656572105578772,0.1528975373705196,34.78801421715422,0.2421133680692306,0.2152210129696233,50.84380729453844,0.8776020688249379,0.8759694534562736,184.2964344532369,0.4234831756406185,0.426338379890498,88.9314668845299,1807.8,1804.5,379638,385.75714285714287,387.0,81009,Crawfordsville-TP1-4351,10,19,,,,,,,,,,,,,,,,,Crawfordsville,TP1,4351
7,Crawfordsville-TP1-4351_10_20,342.00456621004565,355.0,74899,521.9041095890411,530.0,114297,419.7671232876712,426.0,91929,0.1632247379635285,0.1531938948558507,35.74621761401274,0.2259670782670816,0.2014218009478673,49.48679014049089,0.8641374409825116,0.8596650067904029,189.24609957517004,0.4151919900041792,0.4160337552742616,90.92704581091525,1902.611872146119,1916.0,416672,406.7534246575343,413.0,89079,Crawfordsville-TP1-4351,10,20,28500.0,15.59,142.69,57.0,,,,,,,,,,,1.75,261.0,Crawfordsville,TP1,4351
8,Crawfordsville-TP1-4351_11_13,342.7535545023697,359.0,72321,533.2511848341233,550.0,112516,412.563981042654,424.0,87051,0.1766311469488386,0.1692307692307692,37.26917200620496,0.2326039963061505,0.2125279642058165,49.07944322059775,0.863575468192728,0.8599730717445663,182.2144237886656,0.406259169855498,0.4036658737931999,85.72068483951007,1946.6824644549763,2000.0,410750,413.0331753554502,422.0,87150,Crawfordsville-TP1-4351,11,13,27000.0,20.58,186.2,54.0,,,,,,,,,,,0.0,236.0,Crawfordsville,TP1,4351
9,Crawfordsville-TP1-4351_11_14,360.2631578947368,374.0,75295,546.311004784689,560.0,114179,426.8373205741627,440.0,89209,0.1727936921205295,0.1599539700805523,36.11388165319068,0.2300085376431275,0.199017199017199,48.071784367413656,0.8579564429327767,0.8521028503089496,179.31289657295034,0.3968310159542655,0.3971407072987208,82.93768233444149,1993.1291866028707,2029.0,416564,413.7607655502392,419.0,86476,Crawfordsville-TP1-4351,11,14,28000.0,19.81,180.9,56.0,,,,,,,,,,,0.0,230.0,Crawfordsville,TP1,4351
10,Crawfordsville-TP1-4351_11_15,347.93689320388347,355.0,71675,534.8106796116505,548.0,110171,408.6067961165049,413.5,84173,0.1793469824716608,0.1724281595144919,36.94547838916213,0.2315063181670573,0.2130580777796813,47.69030154241381,0.8583982909635002,0.8548057606684956,176.83004793848104,0.3949523122813442,0.3958185152292596,81.36017632995691,1941.0728155339805,1971.0,399861,411.24271844660194,417.0,84716,Crawfordsville-TP1-4351,11,15,30000.0,15.76,145.08,60.0,,,,,,,,,,,6.67,209.0,Crawfordsville,TP1,4351
11,Crawfordsville-TP1-4351_11_16,332.3666666666667,335.0,69797,510.35238095238094,518.5,107174,399.85238095238094,401.5,83969,0.1758136734116315,0.166569654637175,36.92087141644262,0.2384114062515207,0.2110337846750282,50.06639531281936,0.8639384040955813,0.8606005277589892,181.42706486007208,0.4064238251250362,0.4106608905732283,85.3490032762576,1868.7904761904765,1896.5,392446,404.6571428571429,408.0,84978,Crawfordsville-TP1-4351,11,16,27000.0,21.41,195.96,54.0,,,,,,,,,,,7.41,229.0,Crawfordsville,TP1,4351
12,Crawfordsville-TP1-4351_11_17,322.00881057268725,328.0,73096,486.25550660792953,492.0,110380,388.295154185022,395.0,88143,0.1625476532374002,0.1561085972850678,36.89831728488984,0.2197474569000464,0.2025974025974026,49.88267271631055,0.868019734149361,0.867193675889328,197.04047965190492,0.422009680104243,0.4245056920311564,95.79619738366316,1820.0748898678412,1841.0,413157,395.2026431718062,396.0,89711,Crawfordsville-TP1-4351,11,17,26500.0,17.98,167.22,53.0,,,,,,,,,,,0.0,232.0,Crawfordsville,TP1,4351
13,Crawfordsville-TP1-4351_11_18,347.46039603960395,356.5,70187,537.019801980198,547.5,108478,410.1534653465346,413.0,82851,0.1813843169515974,0.1707608998509939,36.63963202422268,0.2353216347615528,0.2089733767477494,47.53497022183367,0.8631858042938784,0.858243010495781,174.36353246736343,0.4036973339728783,0.4025005689427734,81.54686146252142,1968.8267326732675,1993.0,397703,396.8019801980198,399.5,80154,Crawfordsville-TP1-4351,11,18,27500.0,16.71,148.2,55.0,,,,,,,,,,,0.0,245.0,Crawfordsville,TP1,4351
14,Crawfordsville-TP1-4351_11_19,340.56,336.5,68112,519.615,515.5,103923,404.34,402.0,80868,0.1728947220992855,0.1656311920741451,34.57894441985711,0.2276750954370555,0.2113473418570897,45.53501908741111,0.866944264320418,0.8673950795501515,173.38885286408362,0.4136073897202786,0.4119017475753351,82.72147794405572,1941.795,1948.0,388359,409.035,404.5,81807,Crawfordsville-TP1-4351,11,19,28000.0,18.02,163.8,56.0,,,,,,,,,,,0.0,237.0,Crawfordsville,TP1,4351
15,Crawfordsville-TP1-4351_11_20,362.375,376.0,72475,549.83,560.0,109966,425.765,434.0,85153,0.1742524733791927,0.1634777500036366,34.85049467583854,0.226230186800788,0.1985613671805097,45.246037360157615,0.8609163740265738,0.8547320386564563,172.18327480531477,0.4074898696976422,0.4067545779446277,81.49797393952845,1997.51,2009.0,399502,420.195,427.0,84039,Crawfordsville-TP1-4351,11,20,29000.0,16.63,149.41,58.0,,,,,,,,,,,0.0,251.0,Crawfordsville,TP1,4351
