file,RedMean,RedMedian,RedSum,GreenMean,GreenMedian,GreenSum,BlueMean,BlueMedian,BlueSum,GLIMean,GLIMedian,GLIsum,NGRDIMean,NGRDIMedian,NGRDISum
CrawfordsvilleV2-TP2-4351_23_17,70.9117098503075,69.0,20455050,101.87487259843721,103.0,29386622,62.863591926727636,61.0,18133506,0.21011604817457133,0.20945945945945946,60609.65502434049,,0.21212121212121213,
CrawfordsvilleV2-TP2-4351_23_18,70.90432761521517,69.0,20439236,100.19993061939535,101.0,28884133,60.42742268398869,58.0,17419111,0.21349825005782302,0.21212121212121213,61544.07305291836,,0.205607476635514,
CrawfordsvilleV2-TP2-4351_23_19,45.21167118688743,41.0,13036062,69.4949815144936,64.0,20037766,38.94663827366873,34.0,11229640,0.2375128389486323,0.24731182795698925,68483.02690541494,,0.21794871794871795,
CrawfordsvilleV2-TP2-4351_23_20,54.64415248477788,54.0,15759155,79.79620729829817,81.0,23012907,52.12211681160626,51.0,15031810,0.20336991752206268,0.2,58651.07073369279,,0.19540229885057472,
CrawfordsvilleV2-TP2-4351_2_13,78.52643544669095,76.0,22312894,104.61170881064245,105.0,29724894,66.4886519206743,64.0,18892418,0.1903628629187715,0.18637274549098196,54090.65568405433,,0.19444444444444445,
CrawfordsvilleV2-TP2-4351_2_14,71.1294464560307,70.0,20214064,99.29350392523233,102.0,28217923,63.72202106359545,63.0,18108970,0.19152583513357493,0.19238900634249473,54429.15250910526,,0.18478260869565216,
CrawfordsvilleV2-TP2-4351_2_15,68.44704536655756,66.0,19447859,96.85206771548235,96.0,27518578,61.83637067539507,60.0,17569568,0.19707378599702205,0.19831223628691982,55994.57481533387,,0.1949685534591195,
CrawfordsvilleV2-TP2-4351_2_16,73.81809733672198,72.0,20970688,101.83471906394543,103.0,28929818,61.70324127200918,59.0,17529027,0.2030590589753789,0.20192307692307693,57686.235828079494,,0.19148936170212766,
CrawfordsvilleV2-TP2-4351_2_17,83.40859125035638,82.0,23696631,111.10712312083997,115.0,31565867,73.97787070182294,75.0,21017335,0.1744859770559266,0.1729957805907173,49571.98953951992,,0.1902439024390244,
CrawfordsvilleV2-TP2-4351_2_18,58.21300569183818,55.0,16537791,84.8734384404997,83.0,24111780,51.81596389889155,48.0,14720449,0.21505775354314458,0.21621621621621623,61095.97226182548,,0.2,
CrawfordsvilleV2-TP2-4351_2_19,73.55519681712555,71.0,20891147,101.30607351594958,101.0,28772951,67.08596225617914,65.0,19053755,0.18243168103169957,0.18251928020565553,51814.24604662331,,0.19090909090909092,
CrawfordsvilleV2-TP2-4351_2_20,63.05277056002704,59.0,17908374,91.07450831273634,89.0,25867164,56.57592369605172,54.0,16068807,0.21107351277430425,0.21025641025641026,59949.521245183445,,0.2054794520547945,
CrawfordsvilleV2-TP2-4351_3_13,81.9176020479928,79.0,23295400,109.58888935775171,112.0,31164450,69.73609938954061,68.0,19831273,0.191651748566798,0.18783542039355994,54501.15765043175,,0.2108843537414966,
