file_,Red_mean,Red_median,Red_sum,Green_mean,Green_median,Green_sum,Blue_mean,Blue_median,Blue_sum,GLI_mean,GLI_median,GLI_sum,NGRDI_mean,NGRDI_median,NGRDI_sum
Crawfordsville-TP4-4351_10_13,106.07638888888889,106.0,15275,94.59722222222223,95.5,13622,85.70138888888889,86.0,12341,-0.007345012954859743,-0.007231602976283827,-1.057681865499803,-0.05789802360201809,-0.05641025641025641,-8.337315398690604
Crawfordsville-TP4-4351_10_14,98.79166666666667,101.0,14226,94.5,98.0,13608,84.15277777777777,86.0,12118,0.015911919577754497,0.014779759737895887,2.2913164191966477,-0.022507336878294773,-0.023923444976076555,-3.2410565104744475
Crawfordsville-TP4-4351_10_15,108.76388888888889,108.0,15662,96.70833333333333,98.0,13926,88.26388888888889,89.0,12710,-0.009547496386420919,-0.010101010101010102,-1.3748394796446122,-0.05908833123234601,-0.058823529411764705,-8.508719697457826
Crawfordsville-TP4-4351_10_16,110.32638888888889,111.0,15887,97.27777777777777,98.0,14008,90.9375,92.0,13095,-0.017517526932557956,-0.014634146341463415,-2.5225238782883457,-0.06360177381073275,-0.06047544409613376,-9.158655428745515
Crawfordsville-TP4-4351_10_17,98.88888888888889,99.0,14240,101.25,101.0,14580,87.06944444444444,86.0,12538,0.042841199448302725,0.04216111662920173,6.169132720555592,0.012129638646088896,0.012990908238822757,1.7466679650368009
Crawfordsville-TP4-4351_10_18,93.09027777777777,93.0,13405,84.51388888888889,83.0,12170,77.52083333333333,78.0,11163,-0.0054855262478262,-0.004234210293205776,-0.7899157796869728,-0.04946115045211085,-0.05169912180221459,-7.122405665103963
Crawfordsville-TP4-4351_10_19,93.48611111111111,96.0,13462,91.11111111111111,93.0,13120,82.25,84.0,11844,0.017757121870567685,0.01808833839682169,2.5570255493617466,-0.013193126431924563,-0.013513513513513514,-1.8998102061971371
Crawfordsville-TP4-4351_10_20,112.99305555555556,113.0,16271,101.84027777777777,102.0,14665,93.54166666666667,95.0,13470,-0.007327592850094689,-0.00784422296050203,-1.0551733704136352,-0.05246388516702383,-0.05240274599542334,-7.554799464051431
Crawfordsville-TP4-4351_11_13,107.79861111111111,107.5,15523,96.09722222222223,95.5,13838,88.29861111111111,88.0,12715,-0.010056114823188906,-0.011381882218884342,-1.4480805345392025,-0.05745586299851541,-0.05965688734772094,-8.27364427178622
Crawfordsville-TP4-4351_11_14,113.99305555555556,116.0,16415,99.3125,101.0,14301,90.46527777777777,90.0,13027,-0.015227940834367749,-0.012658227848101266,-2.192823480148956,-0.06993354080685461,-0.06722689075630252,-10.070429876187065
