file_,Red_mean,Red_median,Red_sum,Green_mean,Green_median,Green_sum,Blue_mean,Blue_median,Blue_sum,GLI_mean,GLI_median,GLI_sum,NGRDI_mean,NGRDI_median,NGRDI_sum
Crawfordsville-TP3-4351_10_13,72.06944444444444,73.0,10378,86.98611111111111,89.0,12526,72.55555555555556,72.0,10448,0.09440579896558472,0.08975834292289989,13.5944350510442,0.09692996222673911,0.09150717703349281,13.957914560650432
Crawfordsville-TP3-4351_10_14,61.833333333333336,61.0,8904,71.72916666666667,72.0,10329,66.80555555555556,68.0,9620,0.05456803374896774,0.05289806795469687,7.857796859851354,0.07519207184691291,0.0717142857142857,10.82765834595546
Crawfordsville-TP3-4351_10_15,74.5625,75.0,10737,87.95138888888889,89.0,12665,77.09722222222223,78.0,11102,0.07502178808097118,0.07520666293741066,10.80313748365985,0.08439837878420021,0.0875,12.15336654492483
Crawfordsville-TP3-4351_10_16,70.36805555555556,68.5,10133,84.36805555555556,83.0,12149,74.26388888888889,72.0,10694,0.07894104618511992,0.08067345783814375,11.367510650657268,0.09395591258500458,0.10126582278481013,13.529651412240659
Crawfordsville-TP3-4351_10_17,72.3125,70.0,10413,86.26388888888889,84.0,12422,73.23611111111111,72.0,10546,0.0884457765529113,0.08554006968641115,12.736191823619228,0.09348402119112334,0.09467787114845938,13.46169905152176
Crawfordsville-TP3-4351_10_18,76.25,77.0,10980,85.45833333333333,88.0,12306,75.71527777777777,78.0,10903,0.0606387158301335,0.05993690851735016,8.731975079539223,0.06036625027589607,0.05952380952380952,8.692740039729035
Crawfordsville-TP3-4351_10_19,63.09722222222222,62.0,9086,76.21527777777777,77.0,10975,66.52777777777777,66.0,9580,0.08195349756563336,0.08143322475570032,11.801303649451205,0.09615255315878893,0.1,13.845967654865605
Crawfordsville-TP3-4351_10_20,72.71527777777777,75.0,10471,87.09722222222223,89.5,12542,75.74305555555556,78.0,10907,0.08265052420487529,0.0793388429752066,11.901675485502041,0.0942770965416095,0.09143155694879833,13.575901901991768
Crawfordsville-TP3-4351_11_13,71.09722222222223,71.0,10238,87.65277777777777,89.0,12622,72.91666666666667,74.0,10500,0.09886666900201967,0.09865371475004156,14.236800336290832,0.1056669129961914,0.10179640718562874,15.21603547145156
Crawfordsville-TP3-4351_11_14,73.75,75.0,10620,90.43055555555556,90.0,13022,76.44444444444444,77.0,11008,0.09382548902294162,0.09417128553549078,13.510870419303593,0.10366270725783018,0.10447282065915252,14.927429845127547
Crawfordsville-TP3-4351_11_15,71.98611111111111,73.0,10366,88.03472222222223,89.5,12677,74.09027777777777,75.0,10669,0.09560456514251361,0.09434373236438522,13.76705738052196,0.10350371737211365,0.10344827586206896,14.904535301584366
Crawfordsville-TP3-4351_11_16,69.61805555555556,69.0,10025,84.91666666666667,84.0,12228,72.74305555555556,72.0,10475,0.08933230749518803,0.08871640491821117,12.863852279307077,0.1012533190396313,0.10153111498521944,14.580477941706908
Crawfordsville-TP3-4351_11_17,68.85416666666667,69.0,9915,82.38194444444444,83.0,11863,70.5,70.0,10152,0.0850312881269316,0.08473718125747952,12.24450549027815,0.09181161323243879,0.09090909090909091,13.220872305471186
Crawfordsville-TP3-4351_11_18,74.52083333333333,75.0,10731,90.17361111111111,92.0,12985,76.02777777777777,77.0,10948,0.0925878322650435,0.09143155694879833,13.332647846166264,0.09860398726962037,0.09851566402626133,14.198974166825334
Crawfordsville-TP3-4351_11_19,70.04166666666667,70.0,10086,85.40972222222223,86.0,12299,74.56944444444444,75.0,10738,0.08447337606222034,0.08324248415528743,12.16416615295973,0.10156012374458025,0.09851566402626133,14.624657819219555
Crawfordsville-TP3-4351_11_20,72.61805555555556,73.0,10457,87.65277777777777,89.0,12622,74.22222222222223,75.0,10688,0.0914219806830314,0.08771929824561403,13.164765218356521,0.09840724335798991,0.09876543209876543,14.170643043550546
Crawfordsville-TP3-4351_12_13,64.95833333333333,65.0,9354,79.43055555555556,80.5,11438,70.58333333333333,71.0,10164,0.0808118226527828,0.08033891144647592,11.636902462000723,0.10358195147857813,0.10191496267445635,14.91580101291525
Crawfordsville-TP3-4351_12_14,69.51388888888889,71.0,10010,84.70138888888889,86.0,12197,72.97916666666667,74.0,10509,0.08758441074439456,0.08699640700252274,12.612155147192817,0.10075023848379737,0.10126582278481013,14.508034341666821
Crawfordsville-TP3-4351_12_15,72.67361111111111,73.0,10465,89.97222222222223,90.0,12956,77.08333333333333,77.0,11100,0.0927010844078345,0.09434373236438522,13.34895615472817,0.10851638330935152,0.1073913246486436,15.62635919654662
Crawfordsville-TP3-4351_12_16,70.90972222222223,73.0,10211,87.625,90.0,12618,73.32638888888889,75.0,10559,0.09918869025813416,0.10043912446381037,14.28317139717132,0.10887124530448238,0.11046885035324341,15.677459323845461
Crawfordsville-TP3-4351_12_17,69.41666666666667,70.0,9996,81.97222222222223,84.0,11804,70.38888888888889,73.0,10136,0.08166300212391833,0.07993837294471245,11.75947230584424,0.08597076216730509,0.08496732026143791,12.379789752091934
Crawfordsville-TP3-4351_12_18,61.479166666666664,61.0,8853,72.95833333333333,74.0,10506,65.70138888888889,66.0,9461,0.06971704285995414,0.06769870946152391,10.039254171833397,0.08710716296566699,0.0837227414330218,12.543431467056047
Crawfordsville-TP3-4351_12_19,72.80555555555556,73.0,10484,89.11111111111111,90.0,12832,76.63194444444444,77.0,11035,0.0888744503382455,0.0882192539755365,12.797920848707351,0.10257756022385395,0.10179640718562874,14.77116867223497
Crawfordsville-TP3-4351_12_20,81.11111111111111,83.0,11680,97.85416666666667,101.0,14091,81.22222222222223,83.0,11696,0.09620765085006251,0.09629161399072902,13.853901722409002,0.09794044027823123,0.09251336898395722,14.103423400065298
Crawfordsville-TP3-4351_13_13,67.70833333333333,68.5,9750,82.65277777777777,83.0,11902,70.84027777777777,71.5,10201,0.09018658855145868,0.08852459016393442,12.98686875141005,0.10303645117310209,0.10372413793103448,14.837248968926701
Crawfordsville-TP3-4351_13_14,70.60416666666667,70.5,10167,85.10416666666667,86.0,12255,72.72916666666667,73.0,10473,0.08668008642492649,0.087248322147651,12.481932445189415,0.09486964382858121,0.09227111897390536,13.661228711315694
Crawfordsville-TP3-4351_13_15,72.40972222222223,73.0,10427,88.27083333333333,89.0,12711,74.95138888888889,75.0,10793,0.09187663791332228,0.09090909090909091,13.230235859518407,0.10160434822973652,0.10126582278481013,14.631026145082059
Crawfordsville-TP3-4351_13_16,67.23611111111111,69.0,9682,80.58333333333333,81.0,11604,71.29861111111111,71.0,10267,0.07706226324841105,0.07753332410866656,11.09696590777119,0.0928652432530786,0.09090909090909091,13.37259502844332
Crawfordsville-TP3-4351_13_17,66.47916666666667,68.0,9573,79.94444444444444,81.0,11512,69.48611111111111,69.0,10006,0.08290850821264875,0.08332226555425426,11.93882518262142,0.09494192770877488,0.09554140127388536,13.671637590063582
Crawfordsville-TP3-4351_13_18,70.04861111111111,69.5,10087,83.34722222222223,83.5,12002,71.25,71.0,10260,0.08422218448160557,0.08497587488214742,12.127994565351202,0.08960922901026405,0.09090909090909091,12.903728977478023
