file_,Red_mean,Red_median,Red_sum,Green_mean,Green_median,Green_sum,Blue_mean,Blue_median,Blue_sum,GLI_mean,GLI_median,GLI_sum,NGRDI_mean,NGRDI_median,NGRDI_sum,NDVI_mean,NDVI_median,NDVI_sum,NDRE_mean,NDRE_median,NDRE_sum,RedEdge_mean,RedEdge_median,RedEdge_sum,DeepBlue_mean,DeepBlue_median,DeepBlue_sum,Nir_mean,Nir_median,Nir_sum
Crawfordsville-TP1-4351_10_13,316.26666666666665,318.5,56928,511.3666666666667,506.0,92046,397.8333333333333,400.0,71610,0.18114016398483987,0.17359910065721204,32.60522951727118,0.24453203732632156,0.22975798250966037,44.01576671873788,0.8767818082059752,0.8757893792641516,157.82072547707554,0.4232084129682606,0.4247432127336021,76.17751433428691,1930.9888888888888,1921.5,347578,396.68888888888887,392.5,71404,4769.633333333333,4761.0,858534
Crawfordsville-TP1-4351_10_14,302.96666666666664,306.5,54534,463.4888888888889,466.5,83428,369.72222222222223,370.5,66550,0.16590117794453837,0.1571647007426824,29.86221203001691,0.22604556482936916,0.20205954319623476,40.68820166928645,0.8736501380376763,0.8705789409264391,157.25702484678175,0.4264150222902385,0.4284581185099344,76.75470401224293,1776.6888888888889,1804.0,319804,394.4111111111111,398.5,70994,4424.344444444445,4516.0,796382
Crawfordsville-TP1-4351_10_15,362.9,357.0,65322,522.3222222222222,520.5,94018,408.3222222222222,405.5,73498,0.15577238059617596,0.15580096334174348,28.03902850731167,0.19141947759649558,0.19049938133366057,34.455505967369206,0.8527901521528723,0.855961160010925,153.50222738751702,0.4038713612409226,0.40151678155542203,72.69684502336607,1917.9444444444443,1940.5,345230,406.7111111111111,400.5,73208,4516.766666666666,4526.5,813018
Crawfordsville-TP1-4351_10_16,325.41052631578947,337.0,61828,498.88421052631577,506.0,94788,396.41052631578947,405.0,75318,0.16547643169650647,0.155893536121673,31.44052202233623,0.22214552471241278,0.20425029515938606,42.20764969535843,0.8656375456656852,0.8620689655172413,164.47113367648018,0.4160690908943728,0.41612266585699104,79.05312726993083,1840.8736842105263,1839.0,349766,397.89473684210526,401.0,75600,4464.6,4489.0,848274
Crawfordsville-TP1-4351_10_17,303.4021739130435,303.5,55826,469.35869565217394,469.0,86362,362.7173913043478,361.5,66740,0.17565143829060095,0.17102181902048294,32.319864645470574,0.22799964314610371,0.21467190143824028,41.951934338883085,0.8697832652584118,0.8701748621468969,160.04012080754777,0.4232549333517588,0.42638435389807383,77.87890773672362,1740.391304347826,1741.5,320232,384.42391304347825,385.0,70734,4298.0,4338.5,790832
Crawfordsville-TP1-4351_10_18,440.1111111111111,441.5,79220,608.1555555555556,608.0,109468,461.77777777777777,461.0,83120,0.1563781968425504,0.14711989646598897,28.14807543165907,0.17591728987299315,0.1548592969430313,31.665112177138766,0.8319293579805228,0.8254125051639085,149.7472844364941,0.39203630353099644,0.39216559496055226,70.56653463557936,2048.8333333333335,2029.5,368790,442.26666666666665,454.0,79608,4690.633333333333,4680.0,844314
Crawfordsville-TP1-4351_10_19,273.4111111111111,284.0,49214,436.9222222222222,447.5,78646,362.4111111111111,376.0,65234,0.16495375501510912,0.15154765486359098,29.69167590271964,0.24804945815300258,0.2205861035300434,44.648902467540466,0.8860928694710434,0.8811394757138191,159.4967165047878,0.4271085772879997,0.42884422183883525,76.87954391183995,1784.5333333333333,1814.0,321216,377.03333333333336,384.5,67866,4450.0,4513.0,801000
Crawfordsville-TP1-4351_10_20,340.81,355.0,68162,522.38,527.5,104476,422.91,426.0,84582,0.15907969638513042,0.1534782111693953,31.815939277026082,0.22051168942089064,0.20333144425553668,44.10233788417813,0.8651085692242737,0.8584503794525276,173.02171384485473,0.4185148548176659,0.4186128606120123,83.70297096353319,1912.69,1920.0,382538,407.53,412.5,81506,4665.75,4685.5,933150
Crawfordsville-TP1-4351_11_13,347.56,361.0,69512,542.12,553.0,108424,417.45,427.0,83490,0.17663643105137403,0.17307137465492295,35.327286210274806,0.22811609319346918,0.21688393865733263,45.623218638693835,0.8637736804051793,0.8605632716319295,172.75473608103587,0.40684822002062027,0.40283039221018435,81.36964400412405,1986.97,2025.5,397394,417.88,425.0,83576,4711.18,4729.5,942236
Crawfordsville-TP1-4351_11_14,341.53333333333336,372.5,61476,530.9444444444445,549.0,95570,415.23333333333335,433.5,74742,0.1847497521392331,0.16218866778893795,33.254955385061955,0.25885669579643017,0.20425109579352183,46.59420524335743,0.8648803591418971,0.8550922417705673,155.67846464554148,0.3980851699240863,0.3992293467389574,71.65533058633554,1961.6,1995.5,353088,393.31111111111113,409.0,70796,4560.2555555555555,4647.0,820846
