file,Red,Green,Blue,GLI,NGRDI
Crawfordsville-TP2-4351_18_19,56,76,62,0.1259259259259259,0.15151515151515152
Crawfordsville-TP2-4351_18_19,51,72,58,0.1383399209486166,0.17073170731707318
Crawfordsville-TP2-4351_18_19,68,85,70,0.1038961038961039,0.1111111111111111
Crawfordsville-TP2-4351_18_19,69,85,71,0.0967741935483871,0.1038961038961039
Crawfordsville-TP2-4351_18_19,60,78,64,0.11428571428571428,0.13043478260869565
Crawfordsville-TP2-4351_18_19,71,84,71,0.08387096774193549,0.08387096774193549
Crawfordsville-TP2-4351_18_19,72,85,73,0.07936507936507936,0.08280254777070063
Crawfordsville-TP2-4351_18_19,65,79,68,0.0859106529209622,0.09722222222222222
Crawfordsville-TP2-4351_18_19,75,88,77,0.07317073170731707,0.07975460122699386
Crawfordsville-TP2-4351_18_19,86,97,86,0.060109289617486336,0.060109289617486336
Crawfordsville-TP2-4351_18_19,77,90,80,0.06824925816023739,0.07784431137724551
Crawfordsville-TP2-4351_18_19,74,88,79,0.06990881458966565,0.08641975308641975
Crawfordsville-TP2-4351_18_19,74,88,79,0.06990881458966565,0.08641975308641975
Crawfordsville-TP2-4353_12_43,66,82,71,0.08970099667774087,0.10810810810810811
Crawfordsville-TP2-4353_12_43,71,85,74,0.07936507936507936,0.08974358974358974
Crawfordsville-TP2-4353_12_43,59,78,65,0.11428571428571428,0.1386861313868613
Crawfordsville-TP2-4353_12_43,78,93,79,0.08454810495626822,0.08771929824561403
Crawfordsville-TP2-4353_12_43,83,97,83,0.07777777777777778,0.07777777777777778
Crawfordsville-TP2-4353_12_43,75,93,77,0.10059171597633136,0.10714285714285714
Crawfordsville-TP2-4353_12_43,78,96,80,0.09714285714285714,0.10344827586206896
Crawfordsville-TP2-4353_12_43,72,91,76,0.10303030303030303,0.1165644171779141
Crawfordsville-TP2-4353_12_43,69,90,74,0.11455108359133127,0.1320754716981132
Crawfordsville-TP2-4353_12_43,72,91,76,0.10303030303030303,0.1165644171779141
Crawfordsville-TP2-4353_12_43,78,96,80,0.09714285714285714,0.10344827586206896
Crawfordsville-TP2-4353_12_43,87,101,86,0.07733333333333334,0.07446808510638298
Crawfordsville-TP2-4353_12_43,93,105,90,0.06870229007633588,0.06060606060606061
Crawfordsville-TP2-4353_12_43,97,108,93,0.06403940886699508,0.05365853658536585
Crawfordsville-TP2-4353_12_43,90,101,87,0.06596306068601583,0.05759162303664921
Crawfordsville-TP2-4353_12_43,77,90,77,0.07784431137724551,0.07784431137724551
Crawfordsville-TP2-4353_12_43,75,90,77,0.08433734939759036,0.09090909090909091
Crawfordsville-TP2-4353_12_43,87,99,86,0.0673854447439353,0.06451612903225806
Crawfordsville-TP2-4353_12_43,78,93,82,0.07514450867052024,0.08771929824561403
Crawfordsville-TP2-4353_12_43,53,73,64,0.11026615969581749,0.15873015873015872
Crawfordsville-TP2-4353_12_43,71,87,76,0.08411214953271028,0.10126582278481013
Crawfordsville-TP2-4352_9_7,53,72,61,0.11627906976744186,0.152
Crawfordsville-TP2-4352_9_7,72,87,74,0.0875,0.09433962264150944
Crawfordsville-TP2-4352_9_7,81,94,82,0.07122507122507123,0.07428571428571429
Crawfordsville-TP2-4352_9_7,87,99,87,0.06451612903225806,0.06451612903225806
Crawfordsville-TP2-4352_9_7,59,79,68,0.10877192982456141,0.14492753623188406
Crawfordsville-TP2-4352_9_7,47,72,61,0.14285714285714285,0.21008403361344538
Crawfordsville-TP2-4352_9_7,71,88,76,0.08978328173374613,0.1069182389937107
Crawfordsville-TP2-4352_9_7,69,88,74,0.10344827586206896,0.12101910828025478
Crawfordsville-TP2-4352_9_7,68,88,73,0.11041009463722397,0.1282051282051282
Crawfordsville-TP2-4352_9_7,63,84,68,0.12374581939799331,0.14285714285714285
Crawfordsville-TP2-4352_9_7,71,90,74,0.1076923076923077,0.11801242236024845
Crawfordsville-TP2-4352_9_7,68,88,73,0.11041009463722397,0.1282051282051282
Crawfordsville-TP2-4352_9_7,68,88,71,0.11746031746031746,0.1282051282051282
Crawfordsville-TP2-4352_9_7,54,78,62,0.14705882352941177,0.18181818181818182
Crawfordsville-TP2-4352_9_7,54,78,62,0.14705882352941177,0.18181818181818182
Crawfordsville-TP2-4352_9_7,47,70,56,0.1522633744855967,0.19658119658119658
Crawfordsville-TP2-4352_9_7,59,78,65,0.11428571428571428,0.1386861313868613
Crawfordsville-TP2-4352_9_7,78,91,80,0.07058823529411765,0.07692307692307693
Crawfordsville-TP2-4352_9_7,77,90,80,0.06824925816023739,0.07784431137724551
Crawfordsville-TP2-4352_9_7,81,93,83,0.06285714285714286,0.06896551724137931
Crawfordsville-TP2-4353_13_46,59,76,65,0.10144927536231885,0.1259259259259259
Crawfordsville-TP2-4353_13_46,77,90,80,0.06824925816023739,0.07784431137724551
Crawfordsville-TP2-4353_13_46,80,93,82,0.06896551724137931,0.07514450867052024
Crawfordsville-TP2-4353_13_46,68,82,73,0.07540983606557378,0.09333333333333334
Crawfordsville-TP2-4353_13_46,65,81,71,0.087248322147651,0.1095890410958904
Crawfordsville-TP2-4353_13_46,51,72,61,0.125,0.17073170731707318
Crawfordsville-TP2-4353_13_46,39,63,52,0.16129032258064516,0.23529411764705882
Crawfordsville-TP2-4353_13_46,71,87,74,0.09090909090909091,0.10126582278481013
Crawfordsville-TP2-4353_13_46,78,93,79,0.08454810495626822,0.08771929824561403
Crawfordsville-TP2-4353_13_46,51,72,61,0.125,0.17073170731707318
Crawfordsville-TP2-4353_13_46,63,81,68,0.10580204778156997,0.125
Crawfordsville-TP2-4353_13_46,81,93,82,0.0659025787965616,0.06896551724137931
Crawfordsville-TP2-4353_13_46,66,82,71,0.08970099667774087,0.10810810810810811
Crawfordsville-TP2-4353_13_46,60,76,65,0.09747292418772563,0.11764705882352941
Crawfordsville-TP2-4353_13_46,74,87,76,0.07407407407407407,0.08074534161490683
Crawfordsville-TP2-4353_13_46,92,101,89,0.05483028720626632,0.046632124352331605
Crawfordsville-TP2-4353_13_46,104,112,98,0.051643192488262914,0.037037037037037035
Crawfordsville-TP2-4353_13_46,51,72,59,0.13385826771653545,0.17073170731707318
Crawfordsville-TP2-4353_13_46,63,81,68,0.10580204778156997,0.125
Crawfordsville-TP2-4352_19_8,60,78,65,0.1103202846975089,0.13043478260869565
Crawfordsville-TP2-4352_19_8,72,87,73,0.09090909090909091,0.09433962264150944
Crawfordsville-TP2-4352_19_8,77,90,76,0.08108108108108109,0.07784431137724551
Crawfordsville-TP2-4352_19_8,62,78,65,0.10247349823321555,0.11428571428571428
Crawfordsville-TP2-4352_19_8,48,69,58,0.13114754098360656,0.1794871794871795
Crawfordsville-TP2-4352_19_8,66,81,70,0.087248322147651,0.10204081632653061
Crawfordsville-TP2-4352_19_8,71,84,74,0.07348242811501597,0.08387096774193549
Crawfordsville-TP2-4352_19_8,66,82,71,0.08970099667774087,0.10810810810810811
Crawfordsville-TP2-4352_19_8,66,82,71,0.08970099667774087,0.10810810810810811
Crawfordsville-TP2-4352_19_8,65,81,68,0.09830508474576272,0.1095890410958904
Crawfordsville-TP2-4352_19_8,74,88,76,0.07975460122699386,0.08641975308641975
Crawfordsville-TP2-4352_19_8,69,85,73,0.08974358974358974,0.1038961038961039
Crawfordsville-TP2-4352_19_8,41,64,53,0.15315315315315314,0.21904761904761905
Crawfordsville-TP2-4352_3_2,38,66,50,0.2,0.2692307692307692
Crawfordsville-TP2-4352_3_2,74,91,76,0.0963855421686747,0.10303030303030303
Crawfordsville-TP2-4352_3_2,72,90,74,0.10429447852760736,0.1111111111111111
Crawfordsville-TP2-4352_3_2,59,81,64,0.1368421052631579,0.15714285714285714
Crawfordsville-TP2-4352_3_2,60,81,64,0.13286713286713286,0.14893617021276595
Crawfordsville-TP2-4352_3_2,45,70,55,0.16666666666666666,0.21739130434782608
Crawfordsville-TP2-4352_3_2,51,75,58,0.1583011583011583,0.19047619047619047
Crawfordsville-TP2-4352_3_2,68,88,71,0.11746031746031746,0.1282051282051282
Crawfordsville-TP2-4352_3_2,63,84,68,0.12374581939799331,0.14285714285714285
Crawfordsville-TP2-4352_3_2,51,76,59,0.16030534351145037,0.1968503937007874
Crawfordsville-TP2-4352_3_2,48,73,58,0.15873015873015872,0.2066115702479339
Crawfordsville-TP2-4352_3_2,57,81,65,0.14084507042253522,0.17391304347826086
Crawfordsville-TP2-4352_3_2,33,63,47,0.22330097087378642,0.3125
Crawfordsville-TP2-4352_3_2,35,64,49,0.20754716981132076,0.29292929292929293
Crawfordsville-TP2-4352_3_2,60,81,65,0.1289198606271777,0.14893617021276595
Crawfordsville-TP2-4352_3_2,48,72,58,0.152,0.2
Crawfordsville-TP2-4352_3_2,51,73,61,0.13178294573643412,0.1774193548387097
Crawfordsville-TP2-4352_3_2,54,75,62,0.12781954887218044,0.16279069767441862
Crawfordsville-TP2-4352_3_2,81,94,82,0.07122507122507123,0.07428571428571429
Crawfordsville-TP2-4352_3_2,62,81,68,0.1095890410958904,0.13286713286713286
Crawfordsville-TP2-4353_25_45,62,79,67,0.10104529616724739,0.12056737588652482
Crawfordsville-TP2-4353_25_45,77,90,79,0.07142857142857142,0.07784431137724551
Crawfordsville-TP2-4353_25_45,63,79,70,0.0859106529209622,0.11267605633802817
Crawfordsville-TP2-4353_25_45,56,73,64,0.09774436090225563,0.13178294573643412
Crawfordsville-TP2-4353_25_45,72,87,77,0.07739938080495357,0.09433962264150944
Crawfordsville-TP2-4353_25_45,83,94,85,0.056179775280898875,0.062146892655367235
Crawfordsville-TP2-4353_25_45,68,84,73,0.08737864077669903,0.10526315789473684
Crawfordsville-TP2-4353_25_45,71,85,74,0.07936507936507936,0.08974358974358974
Crawfordsville-TP2-4353_25_45,86,97,85,0.06301369863013699,0.060109289617486336
Crawfordsville-TP2-4353_25_45,90,101,89,0.06036745406824147,0.05759162303664921
Crawfordsville-TP2-4353_25_45,90,101,87,0.06596306068601583,0.05759162303664921
Crawfordsville-TP2-4351_13_18,68,84,70,0.09803921568627451,0.10526315789473684
Crawfordsville-TP2-4351_13_18,74,88,74,0.08641975308641975,0.08641975308641975
Crawfordsville-TP2-4351_13_18,47,67,55,0.13559322033898305,0.17543859649122806
Crawfordsville-TP2-4351_13_18,56,73,61,0.11026615969581749,0.13178294573643412
Crawfordsville-TP2-4351_21_17,56,76,65,0.11355311355311355,0.15151515151515152
Crawfordsville-TP2-4351_21_17,66,84,73,0.09446254071661238,0.12
Crawfordsville-TP2-4351_21_17,71,85,76,0.07255520504731862,0.08974358974358974
Crawfordsville-TP2-4351_21_17,81,93,83,0.06285714285714286,0.06896551724137931
Crawfordsville-TP2-4351_21_17,29,54,46,0.18032786885245902,0.30120481927710846
Crawfordsville-TP2-4351_21_17,1,24,16,0.47692307692307695,0.92
Crawfordsville-TP2-4352_19_9,50,69,58,0.12195121951219512,0.15966386554621848
Crawfordsville-TP2-4352_19_9,66,81,70,0.087248322147651,0.10204081632653061
Crawfordsville-TP2-4352_19_9,66,81,71,0.08361204013377926,0.10204081632653061
Crawfordsville-TP2-4352_19_9,74,87,77,0.07076923076923076,0.08074534161490683
Crawfordsville-TP2-4352_19_9,74,87,77,0.07076923076923076,0.08074534161490683
Crawfordsville-TP2-4352_19_9,57,75,65,0.10294117647058823,0.13636363636363635
Crawfordsville-TP2-4352_19_9,62,79,70,0.0896551724137931,0.12056737588652482
Crawfordsville-TP2-4352_19_9,60,78,68,0.09859154929577464,0.13043478260869565
Crawfordsville-TP2-4352_19_9,57,76,67,0.10144927536231885,0.14285714285714285
Crawfordsville-TP2-4352_19_9,53,72,64,0.10344827586206896,0.152
Crawfordsville-TP2-4352_19_9,60,78,68,0.09859154929577464,0.13043478260869565
Crawfordsville-TP2-4352_19_9,66,82,74,0.07894736842105263,0.10810810810810811
Crawfordsville-TP2-4352_19_9,69,84,76,0.07348242811501597,0.09803921568627451
Crawfordsville-TP2-4352_19_9,50,70,61,0.11553784860557768,0.16666666666666666
Crawfordsville-TP2-4352_19_9,36,60,50,0.1650485436893204,0.25
Crawfordsville-TP2-4352_19_9,74,87,76,0.07407407407407407,0.08074534161490683
Crawfordsville-TP2-4352_19_9,78,90,77,0.07462686567164178,0.07142857142857142
Crawfordsville-TP2-4352_19_9,63,78,67,0.09090909090909091,0.10638297872340426
Crawfordsville-TP2-4352_19_9,77,87,76,0.06422018348623854,0.06097560975609756
Crawfordsville-TP2-4352_19_9,74,85,74,0.06918238993710692,0.06918238993710692
Crawfordsville-TP2-4351_10_17,89,97,83,0.060109289617486336,0.043010752688172046
Crawfordsville-TP2-4351_10_17,90,99,85,0.06166219839142091,0.047619047619047616
Crawfordsville-TP2-4351_10_17,87,99,85,0.07027027027027027,0.06451612903225806
Crawfordsville-TP2-4351_10_17,89,100,86,0.06666666666666667,0.0582010582010582
Crawfordsville-TP2-4351_10_17,83,96,82,0.07563025210084033,0.07262569832402235
Crawfordsville-TP2-4351_10_17,87,100,86,0.07238605898123325,0.06951871657754011
Crawfordsville-TP2-4351_10_17,81,96,82,0.08169014084507042,0.0847457627118644
Crawfordsville-TP2-4351_10_17,86,99,85,0.07317073170731707,0.07027027027027027
Crawfordsville-TP2-4351_10_17,87,100,86,0.07238605898123325,0.06951871657754011
Crawfordsville-TP2-4351_10_17,84,97,83,0.07479224376731301,0.0718232044198895
Crawfordsville-TP2-4351_10_17,84,97,83,0.07479224376731301,0.0718232044198895
Crawfordsville-TP2-4351_10_17,81,94,80,0.07736389684813753,0.07428571428571429
Crawfordsville-TP2-4351_10_17,78,91,79,0.07374631268436578,0.07692307692307693
Crawfordsville-TP2-4351_10_17,81,94,80,0.07736389684813753,0.07428571428571429
Crawfordsville-TP2-4351_10_17,78,91,77,0.08011869436201781,0.07692307692307693
Crawfordsville-TP2-4351_10_17,72,88,73,0.09657320872274143,0.1
Crawfordsville-TP2-4351_10_17,78,91,77,0.08011869436201781,0.07692307692307693
Crawfordsville-TP2-4351_10_17,78,91,79,0.07374631268436578,0.07692307692307693
Crawfordsville-TP2-4351_10_17,75,90,77,0.08433734939759036,0.09090909090909091
Crawfordsville-TP2-4351_10_17,54,73,62,0.11450381679389313,0.14960629921259844
Crawfordsville-TP2-4351_10_17,30,57,46,0.2,0.3103448275862069
Crawfordsville-TP2-4351_11_17,33,57,46,0.18134715025906736,0.26666666666666666
Crawfordsville-TP2-4351_11_17,54,72,59,0.12062256809338522,0.14285714285714285
Crawfordsville-TP2-4351_11_17,74,87,73,0.08411214953271028,0.08074534161490683
Crawfordsville-TP2-4351_11_17,48,69,55,0.14522821576763487,0.1794871794871795
Crawfordsville-TP2-4351_11_17,35,61,47,0.19607843137254902,0.2708333333333333
Crawfordsville-TP2-4351_11_17,51,72,58,0.1383399209486166,0.17073170731707318
Crawfordsville-TP2-4351_11_17,65,81,68,0.09830508474576272,0.1095890410958904
Crawfordsville-TP2-4351_11_17,54,73,61,0.11877394636015326,0.14960629921259844
Crawfordsville-TP2-4351_11_17,23,51,41,0.2289156626506024,0.3783783783783784
Crawfordsville-TP2-4351_11_17,57,73,64,0.09363295880149813,0.12307692307692308
Crawfordsville-TP2-4351_11_17,84,93,83,0.053824362606232294,0.05084745762711865
Crawfordsville-TP2-4351_11_17,71,84,74,0.07348242811501597,0.08387096774193549
Crawfordsville-TP2-4351_11_17,57,72,62,0.09505703422053231,0.11627906976744186
Crawfordsville-TP2-4351_11_17,48,66,56,0.11864406779661017,0.15789473684210525
Crawfordsville-TP2-4351_11_17,71,82,71,0.0718954248366013,0.0718954248366013
Crawfordsville-TP2-4351_11_17,81,91,79,0.06432748538011696,0.05813953488372093
Crawfordsville-TP2-4351_11_17,65,78,67,0.08333333333333333,0.09090909090909091
Crawfordsville-TP2-4351_11_17,84,94,80,0.06818181818181818,0.056179775280898875
Crawfordsville-TP2-4352_22_6,56,76,61,0.13011152416356878,0.15151515151515152
Crawfordsville-TP2-4352_22_6,56,76,61,0.13011152416356878,0.15151515151515152
Crawfordsville-TP2-4352_22_6,42,66,52,0.168141592920354,0.2222222222222222
Crawfordsville-TP2-4352_22_6,45,67,53,0.15517241379310345,0.19642857142857142
Crawfordsville-TP2-4352_22_6,56,75,61,0.12359550561797752,0.1450381679389313
Crawfordsville-TP2-4352_22_6,62,79,65,0.10877192982456141,0.12056737588652482
Crawfordsville-TP2-4352_22_6,41,64,50,0.1689497716894977,0.21904761904761905
Crawfordsville-TP2-4352_22_6,6,43,29,0.4214876033057851,0.7551020408163265
Crawfordsville-TP2-4352_22_6,21,54,40,0.2781065088757396,0.44
Crawfordsville-TP2-4352_22_6,57,78,64,0.1263537906137184,0.15555555555555556
Crawfordsville-TP2-4352_22_6,45,70,55,0.16666666666666666,0.21739130434782608
Crawfordsville-TP2-4352_22_6,50,73,58,0.14960629921259844,0.18699186991869918
Crawfordsville-TP2-4352_22_6,75,93,77,0.10059171597633136,0.10714285714285714
Crawfordsville-TP2-4352_22_6,77,94,77,0.09941520467836257,0.09941520467836257
Crawfordsville-TP2-4352_22_6,36,66,49,0.21658986175115208,0.29411764705882354
Crawfordsville-TP2-4351_16_17,50,72,59,0.1383399209486166,0.18032786885245902
Crawfordsville-TP2-4351_16_17,68,84,71,0.09446254071661238,0.10526315789473684
Crawfordsville-TP2-4351_16_17,69,85,73,0.08974358974358974,0.1038961038961039
Crawfordsville-TP2-4351_16_17,53,73,61,0.12307692307692308,0.15873015873015872
Crawfordsville-TP2-4351_16_17,57,75,64,0.1070110701107011,0.13636363636363635
Crawfordsville-TP2-4351_16_17,47,67,58,0.12133891213389121,0.17543859649122806
Crawfordsville-TP2-4351_16_17,27,54,44,0.20670391061452514,0.3333333333333333
Crawfordsville-TP2-4351_16_17,41,63,52,0.1506849315068493,0.21153846153846154
Crawfordsville-TP2-4351_16_17,71,84,74,0.07348242811501597,0.08387096774193549
Crawfordsville-TP2-4351_16_17,74,87,76,0.07407407407407407,0.08074534161490683
Crawfordsville-TP2-4351_16_17,71,82,73,0.06493506493506493,0.0718954248366013
Crawfordsville-TP2-4351_16_17,68,81,70,0.08,0.087248322147651
Crawfordsville-TP2-4353_21_42,41,61,50,0.14553990610328638,0.19607843137254902
Crawfordsville-TP2-4353_21_42,53,69,58,0.10843373493975904,0.13114754098360656
Crawfordsville-TP2-4351_22_18,80,91,80,0.06432748538011696,0.06432748538011696
Crawfordsville-TP2-4351_22_18,72,85,74,0.0759493670886076,0.08280254777070063
Crawfordsville-TP2-4351_22_18,59,76,65,0.10144927536231885,0.1259259259259259
Crawfordsville-TP2-4351_22_18,65,81,70,0.09090909090909091,0.1095890410958904
Crawfordsville-TP2-4351_22_18,62,78,68,0.09090909090909091,0.11428571428571428
Crawfordsville-TP2-4351_22_18,59,76,67,0.09352517985611511,0.1259259259259259
Crawfordsville-TP2-4351_22_18,63,81,70,0.09830508474576272,0.125
Crawfordsville-TP2-4351_22_18,62,79,68,0.09722222222222222,0.12056737588652482
Crawfordsville-TP2-4351_22_18,66,82,71,0.08970099667774087,0.10810810810810811
Crawfordsville-TP2-4351_22_18,56,75,64,0.1111111111111111,0.1450381679389313
Crawfordsville-TP2-4351_22_18,42,64,53,0.14798206278026907,0.20754716981132076
Crawfordsville-TP2-4351_22_18,47,69,56,0.14522821576763487,0.1896551724137931
Crawfordsville-TP2-4351_22_18,54,73,61,0.11877394636015326,0.14960629921259844
Crawfordsville-TP2-4351_22_18,57,76,64,0.11355311355311355,0.14285714285714285
Crawfordsville-TP2-4351_22_18,42,66,53,0.16299559471365638,0.2222222222222222
Crawfordsville-TP2-4351_22_18,53,75,61,0.13636363636363635,0.171875
Crawfordsville-TP2-4351_22_18,78,93,80,0.08139534883720931,0.08771929824561403
Crawfordsville-TP2-4351_22_18,65,84,71,0.10526315789473684,0.12751677852348994
Crawfordsville-TP2-4351_6_18,54,70,61,0.09803921568627451,0.12903225806451613
Crawfordsville-TP2-4351_6_18,86,97,86,0.060109289617486336,0.060109289617486336
Crawfordsville-TP2-4351_6_18,78,91,82,0.06432748538011696,0.07692307692307693
Crawfordsville-TP2-4351_6_18,81,94,83,0.06818181818181818,0.07428571428571429
Crawfordsville-TP2-4351_6_18,86,99,87,0.0673854447439353,0.07027027027027027
Crawfordsville-TP2-4351_6_18,75,90,79,0.07784431137724551,0.09090909090909091
Crawfordsville-TP2-4351_6_18,77,91,79,0.07692307692307693,0.08333333333333333
Crawfordsville-TP2-4351_6_18,84,97,85,0.06887052341597796,0.0718232044198895
Crawfordsville-TP2-4351_6_18,84,97,85,0.06887052341597796,0.0718232044198895
Crawfordsville-TP2-4351_6_18,41,66,55,0.15789473684210525,0.2336448598130841
Crawfordsville-TP2-4351_6_18,51,73,62,0.1274131274131274,0.1774193548387097
Crawfordsville-TP2-4351_6_18,77,91,79,0.07692307692307693,0.08333333333333333
Crawfordsville-TP2-4351_6_18,71,85,76,0.07255520504731862,0.08974358974358974
Crawfordsville-TP2-4351_6_18,74,88,77,0.0764525993883792,0.08641975308641975
Crawfordsville-TP2-4351_6_18,68,82,73,0.07540983606557378,0.09333333333333334
Crawfordsville-TP2-4351_6_18,54,72,62,0.1076923076923077,0.14285714285714285
Crawfordsville-TP2-4351_6_18,69,82,73,0.0718954248366013,0.08609271523178808
Crawfordsville-TP2-4351_6_18,94,103,90,0.05641025641025641,0.04568527918781726
Crawfordsville-TP2-4351_6_18,83,93,80,0.0659025787965616,0.056818181818181816
Crawfordsville-TP2-4351_6_18,62,78,65,0.10247349823321555,0.11428571428571428
Crawfordsville-TP2-4351_21_18,54,75,64,0.11940298507462686,0.16279069767441862
Crawfordsville-TP2-4351_21_18,80,94,82,0.07428571428571429,0.08045977011494253
Crawfordsville-TP2-4351_21_18,83,96,85,0.06666666666666667,0.07262569832402235
Crawfordsville-TP2-4351_21_18,66,82,71,0.08970099667774087,0.10810810810810811
Crawfordsville-TP2-4351_21_18,59,78,65,0.11428571428571428,0.1386861313868613
Crawfordsville-TP2-4351_21_18,62,81,67,0.1134020618556701,0.13286713286713286
Crawfordsville-TP2-4351_21_18,51,73,59,0.140625,0.1774193548387097
Crawfordsville-TP2-4351_21_18,50,73,58,0.14960629921259844,0.18699186991869918
Crawfordsville-TP2-4351_21_18,68,85,73,0.0932475884244373,0.1111111111111111
Crawfordsville-TP2-4351_21_18,69,87,74,0.09779179810725552,0.11538461538461539
Crawfordsville-TP2-4351_21_18,56,76,65,0.11355311355311355,0.15151515151515152
Crawfordsville-TP2-4351_21_18,56,78,67,0.11827956989247312,0.16417910447761194
Crawfordsville-TP2-4351_21_18,69,87,76,0.09090909090909091,0.11538461538461539
Crawfordsville-TP2-4351_21_18,63,82,71,0.10067114093959731,0.1310344827586207
Crawfordsville-TP2-4351_21_18,57,78,67,0.11428571428571428,0.15555555555555556
Crawfordsville-TP2-4351_21_18,62,81,70,0.10204081632653061,0.13286713286713286
Crawfordsville-TP2-4351_21_18,62,79,70,0.0896551724137931,0.12056737588652482
Crawfordsville-TP2-4351_21_18,68,84,73,0.08737864077669903,0.10526315789473684
Crawfordsville-TP2-4351_21_18,59,75,64,0.0989010989010989,0.11940298507462686
Crawfordsville-TP2-4351_21_18,81,91,79,0.06432748538011696,0.05813953488372093
Crawfordsville-TP2-4351_18_16,17,48,38,0.271523178807947,0.47692307692307695
Crawfordsville-TP2-4351_18_16,68,84,73,0.08737864077669903,0.10526315789473684
Crawfordsville-TP2-4351_18_16,74,88,77,0.0764525993883792,0.08641975308641975
Crawfordsville-TP2-4351_18_16,62,81,70,0.10204081632653061,0.13286713286713286
Crawfordsville-TP2-4351_18_16,72,88,77,0.08307692307692308,0.1
Crawfordsville-TP2-4351_18_16,74,91,79,0.08656716417910448,0.10303030303030303
Crawfordsville-TP2-4351_18_16,66,85,73,0.10032362459546926,0.12582781456953643
Crawfordsville-TP2-4351_18_16,90,103,90,0.06735751295336788,0.06735751295336788
Crawfordsville-TP2-4351_18_16,77,93,80,0.08454810495626822,0.09411764705882353
Crawfordsville-TP2-4351_18_16,42,66,53,0.16299559471365638,0.2222222222222222
Crawfordsville-TP2-4351_18_16,57,76,64,0.11355311355311355,0.14285714285714285
Crawfordsville-TP2-4351_18_16,63,79,68,0.09342560553633218,0.11267605633802817
Crawfordsville-TP2-4351_18_16,53,72,61,0.11627906976744186,0.152
Crawfordsville-TP2-4351_18_16,48,67,58,0.11666666666666667,0.16521739130434782
Crawfordsville-TP2-4351_18_16,62,78,67,0.09473684210526316,0.11428571428571428
Crawfordsville-TP2-4351_18_16,77,88,79,0.060240963855421686,0.06666666666666667
Crawfordsville-TP2-4351_18_16,74,85,76,0.0625,0.06918238993710692
Crawfordsville-TP2-4351_18_16,68,81,71,0.07641196013289037,0.087248322147651
Crawfordsville-TP2-4351_18_16,77,88,79,0.060240963855421686,0.06666666666666667
Crawfordsville-TP2-4351_18_16,53,70,62,0.09803921568627451,0.13821138211382114
Crawfordsville-TP2-4351_18_16,47,67,59,0.11666666666666667,0.17543859649122806
Crawfordsville-TP2-4352_18_8,48,70,59,0.13360323886639677,0.1864406779661017
Crawfordsville-TP2-4352_18_8,89,100,89,0.0582010582010582,0.0582010582010582
Crawfordsville-TP2-4352_18_8,78,91,80,0.07058823529411765,0.07692307692307693
Crawfordsville-TP2-4352_18_8,44,67,58,0.13559322033898305,0.2072072072072072
Crawfordsville-TP2-4352_18_8,83,96,85,0.06666666666666667,0.07262569832402235
Crawfordsville-TP2-4352_18_8,75,90,79,0.07784431137724551,0.09090909090909091
Crawfordsville-TP2-4352_18_8,74,88,77,0.0764525993883792,0.08641975308641975
Crawfordsville-TP2-4352_18_8,74,87,76,0.07407407407407407,0.08074534161490683
Crawfordsville-TP2-4352_18_8,74,87,76,0.07407407407407407,0.08074534161490683
Crawfordsville-TP2-4352_18_8,54,73,62,0.11450381679389313,0.14960629921259844
Crawfordsville-TP2-4352_18_8,41,64,53,0.15315315315315314,0.21904761904761905
Crawfordsville-TP2-4352_18_8,69,85,73,0.08974358974358974,0.1038961038961039
Crawfordsville-TP2-4352_18_8,59,79,67,0.11267605633802817,0.14492753623188406
Crawfordsville-TP2-4352_18_8,50,72,59,0.1383399209486166,0.18032786885245902
Crawfordsville-TP2-4352_18_8,42,67,56,0.15517241379310345,0.22935779816513763
Crawfordsville-TP2-4352_18_8,53,73,62,0.11877394636015326,0.15873015873015872
Crawfordsville-TP2-4352_18_8,81,94,83,0.06818181818181818,0.07428571428571429
Crawfordsville-TP2-4352_18_8,72,88,77,0.08307692307692308,0.1
Crawfordsville-TP2-4352_18_8,62,79,68,0.09722222222222222,0.12056737588652482
Crawfordsville-TP2-4352_18_8,68,85,73,0.0932475884244373,0.1111111111111111
Crawfordsville-TP2-4353_22_44,29,60,44,0.24352331606217617,0.34831460674157305
Crawfordsville-TP2-4353_22_44,48,72,58,0.152,0.2
Crawfordsville-TP2-4353_22_44,63,84,68,0.12374581939799331,0.14285714285714285
Crawfordsville-TP2-4353_22_44,72,90,76,0.0975609756097561,0.1111111111111111
Crawfordsville-TP2-4353_22_44,62,82,70,0.10810810810810811,0.1388888888888889
Crawfordsville-TP2-4353_22_44,39,66,53,0.17857142857142858,0.2571428571428571
Crawfordsville-TP2-4353_22_44,45,69,56,0.15481171548117154,0.21052631578947367
Crawfordsville-TP2-4353_22_44,41,66,55,0.15789473684210525,0.2336448598130841
Crawfordsville-TP2-4353_22_44,42,67,55,0.16017316017316016,0.22935779816513763
Crawfordsville-TP2-4353_20_44,35,57,46,0.16923076923076924,0.2391304347826087
Crawfordsville-TP2-4353_20_44,80,90,79,0.061946902654867256,0.058823529411764705
Crawfordsville-TP2-4353_20_44,93,100,89,0.04712041884816754,0.03626943005181347
Crawfordsville-TP2-4353_20_44,68,81,71,0.07641196013289037,0.087248322147651
Crawfordsville-TP2-4353_20_44,45,64,56,0.11790393013100436,0.1743119266055046
