file_,Red_mean,Red_median,Red_sum,Green_mean,Green_median,Green_sum,Blue_mean,Blue_median,Blue_sum,GLI_mean,GLI_median,GLI_sum,NGRDI_mean,NGRDI_median,NGRDI_sum,NDVI_mean,NDVI_median,NDVI_sum,NDRE_mean,NDRE_median,NDRE_sum,RedEdge_mean,RedEdge_median,RedEdge_sum,DeepBlue_mean,DeepBlue_median,DeepBlue_sum
Crawfordsville-TP3-4351_13_19,543.784140969163,556.0,123439,713.9339207048458,717.0,162063,574.9691629955947,580.0,130518,0.12416567485020658,0.11949186184994046,28.18560819099689,0.14198976172920086,0.13277052954719878,32.231675912528594,0.7921733142794439,0.7888908733702447,179.82334234143377,0.3462043395849352,0.3473741794310722,78.58838508578029,2251.466960352423,2266.0,511083,588.352422907489,593.0,133556
Crawfordsville-TP3-4351_13_20,571.0761904761905,569.5,119926,737.3142857142857,734.5,154836,585.1,586.5,122871,0.1243826676948446,0.12049527386654238,26.120360215917366,0.13454455507758947,0.13196222692339743,28.254356566293787,0.7812097300626117,0.7790094707511488,164.05404331314847,0.3394511969525232,0.3383310372842678,71.28475136002987,2260.8190476190475,2262.5,474772,602.9809523809524,601.0,126626
Crawfordsville-TP3-4351_14_13,571.1327014218009,587.0,120509,735.7582938388625,744.0,155245,586.1232227488151,591.0,123672,0.12106969932796464,0.11963882618510158,25.54570655820054,0.1297012433888198,0.12342941611234294,27.36696235504098,0.7864752959883144,0.7839005942733658,165.94628745353435,0.3444786221677479,0.34489823794563584,72.6849892773948,2315.478672985782,2331.0,488566,598.7298578199052,607.0,126332
Crawfordsville-TP3-4351_14_14,560.035,561.0,112007,720.955,723.0,144191,575.955,578.5,115191,0.12037420010620814,0.11859480441974915,24.074840021241627,0.12958182123665646,0.1265337379364097,25.91636424733129,0.7855572202472083,0.7853563398920242,157.11144404944167,0.34713515127339145,0.3483431760383964,69.42703025467829,2244.225,2257.5,448845,588.4,587.0,117680
Crawfordsville-TP3-4351_14_15,542.55,536.0,108510,696.42,696.0,139284,568.465,565.5,113693,0.11441291322402268,0.11260232162962033,22.882582644804536,0.1286888199636863,0.1238489275147929,25.73776399273726,0.7813924288943163,0.781092114941568,156.27848577886326,0.34411971279126397,0.3443106493139886,68.8239425582528,2139.705,2143.0,427941,579.925,578.0,115985
Crawfordsville-TP3-4351_14_16,519.5131578947369,518.0,118449,691.5745614035088,684.0,157679,551.2236842105264,549.0,125679,0.13137939998301687,0.12718856585999674,29.954503196127845,0.15162796850369722,0.1435831572952413,34.571176818842964,0.7970835886385245,0.7957615771921256,181.73505820958357,0.3516624957576799,0.351568779708918,80.17904903275101,2171.25,2160.5,495045,579.5526315789474,574.0,132138
Crawfordsville-TP3-4351_14_17,559.495238095238,568.5,117494,737.2190476190476,746.5,154816,583.1857142857143,590.0,122469,0.13035375713637287,0.12693959814331787,27.374288998638303,0.14525421912689943,0.13418742479742213,30.50338601664888,0.7909569242195066,0.7861833885134659,166.10095408609638,0.3462062650476063,0.3479668476904491,72.70331565999733,2295.9285714285716,2322.5,482145,600.2523809523809,607.0,126053
Crawfordsville-TP3-4351_14_18,537.1105769230769,550.0,111719,677.8317307692307,682.0,140989,570.6201923076923,577.0,118689,0.10223633240617461,0.09950773621562556,21.26515714048432,0.11954521202907947,0.11056078299159183,24.86540410204853,0.7896582248113534,0.7862187185107088,164.2489107607615,0.35596125412541196,0.35647318960703556,74.03994085808569,2157.1490384615386,2167.0,448687,592.9711538461538,596.5,123338
Crawfordsville-TP3-4351_14_19,536.8962264150944,532.0,113822,683.4764150943396,680.0,144897,563.5235849056604,562.0,119467,0.11043566005512766,0.10718027710492783,23.412359931687064,0.12604467114833093,0.11946096165642252,26.721470283446155,0.7887389603236432,0.7882442993305752,167.21265958861235,0.3563914527912385,0.35805862880590067,75.55498799174256,2133.561320754717,2136.0,452315,600.8679245283018,599.5,127384
Crawfordsville-TP3-4351_14_20,541.0144230769231,530.0,112531,698.7884615384615,697.0,145348,573.4326923076923,568.0,119274,0.11643752771732033,0.11578270872221533,24.219005765202628,0.13620988443585832,0.1347939820026766,28.331655962658534,0.7856392108343583,0.7877666060203556,163.41295585354652,0.3479978990838393,0.34882714475502896,72.38356300943857,2148.6201923076924,2168.0,446913,595.9278846153846,593.0,123953
Crawfordsville-TP3-4351_15_13,523.046511627907,527.0,112455,697.7255813953489,704.0,150011,567.6,569.0,122034,0.12634815293647858,0.12206216830932524,27.164852881342895,0.15245383454219025,0.14237573715248525,32.7775744265709,0.7982734578021103,0.7944394618834081,171.62879342745373,0.35118181233750745,0.35226192093465564,75.5040896525641,2208.758139534884,2221.0,474883,582.8511627906977,586.0,125313
Crawfordsville-TP3-4351_15_14,550.4678899082569,550.5,120002,718.8807339449542,713.0,156716,584.4220183486239,581.5,127404,0.12127537605629193,0.11945128603038839,26.438031980271642,0.14125683929894142,0.13503665416708896,30.793990967169233,0.7883644286687184,0.78757170606868,171.8634454497806,0.34596519486202804,0.34639297336119057,75.4204124799221,2226.5733944954127,2234.0,485393,591.8532110091743,590.0,129024
Crawfordsville-TP3-4351_15_15,535.7095238095238,544.0,112499,709.995238095238,716.5,149099,569.3714285714286,574.0,119568,0.12670720920567624,0.12365067028843928,26.60851393319201,0.1445715390057517,0.1371307625757014,30.360023191207855,0.7868277125964347,0.785521049927443,165.2338196452513,0.3397399428117366,0.3407578448424773,71.34538799046469,2195.1666666666665,2197.5,460985,581.7380952380952,585.0,122165
