file_,Red_mean,Red_median,Red_sum,Green_mean,Green_median,Green_sum,Blue_mean,Blue_median,Blue_sum,GLI_mean,GLI_median,GLI_sum,NGRDI_mean,NGRDI_median,NGRDI_sum
Crawfordsville-TP5-4351_10_13,98.72916666666667,97.0,14217,85.47222222222223,85.0,12308,77.57638888888889,77.5,11171,-0.016757219777946114,-0.01456344998232591,-2.4130396480242404,-0.07385725918536382,-0.07056480295916916,-10.635445322692389
Crawfordsville-TP5-4351_10_14,109.27083333333333,112.0,15735,92.95138888888889,95.5,13385,83.02083333333333,85.0,11955,-0.01814218311783416,-0.016091954022988506,-2.612474368968119,-0.08293705044921654,-0.08019134005731177,-11.942935264687181
Crawfordsville-TP5-4351_10_15,99.55555555555556,101.0,14336,87.0,90.0,12528,79.15277777777777,80.0,11398,-0.01432581291851515,-0.012473792592869097,-2.0629170602661815,-0.06852884782475059,-0.065961956824901,-9.868154086764084
Crawfordsville-TP5-4351_10_16,95.27083333333333,100.5,13719,83.31944444444444,89.0,11998,77.82638888888889,82.5,11207,-0.021726112367079786,-0.01793344257776008,-3.128560180859489,-0.06949146517481437,-0.06666666666666667,-10.00677098517327
Crawfordsville-TP5-4351_10_17,106.375,106.5,15318,93.02777777777777,93.0,13396,83.11111111111111,83.0,11968,-0.010087084508999622,-0.008797956603627545,-1.4525401692959454,-0.06844998843108847,-0.06601379178239633,-9.85679833407674
Crawfordsville-TP5-4351_10_18,92.47222222222223,95.0,13316,79.92361111111111,83.0,11509,74.95833333333333,77.0,10794,-0.025522938403679724,-0.02197802197802198,-3.67530313012988,-0.07519490515269268,-0.06964307921900262,-10.828066341987746
Crawfordsville-TP5-4351_10_19,108.3125,110.0,15597,92.625,92.0,13338,83.59722222222223,83.5,12038,-0.018506466869907177,-0.018967997123336928,-2.6649312292666334,-0.07937271957063945,-0.07900856793145655,-11.42967161817208
Crawfordsville-TP5-4351_10_20,105.8125,106.5,15237,91.1875,91.5,13131,81.53472222222223,82.0,11741,-0.014034535573306759,-0.014164305949008499,-2.0209731225561733,-0.07519711471422946,-0.07513440860215054,-10.828384518849042
Crawfordsville-TP5-4351_11_13,102.78472222222223,107.0,14801,89.76388888888889,94.5,12926,79.46527777777777,83.0,11443,-0.008324010955319244,-0.006866282936946468,-1.1986575775659711,-0.06910321464526172,-0.06607929515418502,-9.950862908917687
Crawfordsville-TP5-4351_11_14,107.6875,111.5,15507,92.90972222222223,96.0,13379,83.36805555555556,86.0,12005,-0.015125830027332908,-0.013764074502788593,-2.1781195239359388,-0.07541067690376813,-0.07423580786026202,-10.85913747414261
Crawfordsville-TP5-4351_11_15,103.5625,105.0,14913,89.90277777777777,91.0,12946,81.33333333333333,80.0,11712,-0.01698478722737619,-0.012658227848101266,-2.445809360742171,-0.07470227939555513,-0.06701208981001727,-10.757128232959937
Crawfordsville-TP5-4351_11_16,101.97916666666667,102.0,14685,89.15277777777777,90.0,12838,82.47916666666667,83.0,11877,-0.018503334635378538,-0.015544041450777202,-2.6644801874945094,-0.06861773696331369,-0.06593406593406594,-9.88095412271717
Crawfordsville-TP5-4351_11_17,96.54166666666667,98.0,13902,83.86111111111111,86.0,12076,78.16666666666667,79.0,11256,-0.022380689666413576,-0.01938615721891638,-3.222819311963555,-0.07251229113247341,-0.06951871657754011,-10.441769923076171
Crawfordsville-TP5-4351_11_18,104.97916666666667,107.0,15117,91.57638888888889,94.0,13187,83.13194444444444,84.0,11971,-0.014639996460505813,-0.013404825737265416,-2.108159490312837,-0.06974024657194226,-0.06872370266479663,-10.042595506359685
Crawfordsville-TP5-4351_11_19,102.47222222222223,103.0,14756,87.41666666666667,90.0,12588,80.11805555555556,83.0,11537,-0.025054625690536913,-0.020501564470181664,-3.6078660994373153,-0.08355052558193923,-0.07722122838401908,-12.03127568379925
Crawfordsville-TP5-4351_11_20,103.47222222222223,105.0,14900,88.36111111111111,89.0,12724,81.75,83.0,11772,-0.02572198353498426,-0.022489974348784275,-3.703965629037733,-0.08159045895202699,-0.0761904761904762,-11.749026089091887
Crawfordsville-TP5-4351_12_13,100.97222222222223,101.5,14540,87.81944444444444,89.0,12646,78.23611111111111,78.0,11266,-0.01012086570401556,-0.009939114694750699,-1.4574046613782408,-0.06992890308625221,-0.06806282722513089,-10.069762044420319
Crawfordsville-TP5-4351_12_14,107.38194444444444,110.0,15463,93.29166666666667,95.5,13434,82.95833333333333,85.0,11946,-0.011773030491699147,-0.009247648902821317,-1.695316390804677,-0.0732891681736926,-0.0688819117390546,-10.553640217011734
Crawfordsville-TP5-4351_12_15,108.46527777777777,111.0,15619,94.375,96.0,13590,84.08333333333333,85.0,12108,-0.011036097358091539,-0.009419175489442242,-1.5891980195651816,-0.07122554007774064,-0.06837606837606838,-10.256477771194652
Crawfordsville-TP5-4351_12_16,108.74305555555556,114.0,15659,95.0625,100.0,13689,84.88194444444444,89.0,12223,-0.01241363814412816,-0.006396704810485686,-1.787563892754455,-0.07160011822763862,-0.06485863366096348,-10.31041702477996
Crawfordsville-TP5-4351_12_17,107.55555555555556,106.5,15488,93.65277777777777,92.0,13486,84.75694444444444,84.0,12205,-0.014654391578721346,-0.010478384902348037,-2.110232387335874,-0.07097882776645349,-0.06738662164522327,-10.220951198369303
Crawfordsville-TP5-4351_12_18,109.59027777777777,109.0,15781,92.22222222222223,91.5,13280,83.30555555555556,83.0,11996,-0.024557866169237396,-0.021610084706196225,-3.536332728370185,-0.0894517616266094,-0.08571428571428572,-12.881053674231753
