file_,Red_mean,Red_median,Red_sum,Green_mean,Green_median,Green_sum,Blue_mean,Blue_median,Blue_sum,GLI_mean,GLI_median,GLI_sum,NGRDI_mean,NGRDI_median,NGRDI_sum,NDVI_mean,NDVI_median,NDVI_sum,NDRE_mean,NDRE_median,NDRE_sum,RedEdge_mean,RedEdge_median,RedEdge_sum,DeepBlue_mean,DeepBlue_median,DeepBlue_sum,Nir_mean,Nir_median,Nir_sum
Crawfordsville-TP6-4351_10_13,1483.02,1509.0,296604,1083.17,1111.5,216634,826.57,843.0,165314,-0.023138676227653157,-0.031157481278564603,-4.627735245530632,-0.1409724145998431,-0.15675498089078477,-28.194482919968625,0.24980420196169054,0.2166438972907213,49.960840392338106,0.09658859570518714,0.09831966043453336,19.31771914103743,1892.92,1917.0,378584,640.84,652.0,128168,2303.69,2332.0,460738
Crawfordsville-TP6-4351_10_14,1312.57,1348.5,262514,929.96,955.0,185992,725.98,744.5,145196,-0.04030370443015746,-0.04778751123090746,-8.060740886031493,-0.16195566679346463,-0.17481555302820698,-32.391133358692926,0.2707632576201569,0.24160561112791668,54.15265152403138,0.10647778619752916,0.10663325310419644,21.295557239505833,1751.4,1785.5,350280,590.44,609.5,118088,2170.1,2201.5,434020
Crawfordsville-TP6-4351_10_15,1544.3,1628.0,277974,1094.1444444444444,1130.5,196946,822.3666666666667,868.5,148026,-0.03027623304594274,-0.04290109079718519,-5.449721948269693,-0.1567477505842363,-0.17375943788935777,-28.21459510516253,0.23428693561512598,0.2027924288891377,42.171648410722675,0.09486908873719509,0.0953291326795707,17.076435972695116,1938.9555555555555,2018.0,349012,649.6666666666666,679.0,116940,2351.311111111111,2467.5,423236
Crawfordsville-TP6-4351_10_16,1327.97,1221.0,265594,953.34,850.0,190668,737.1,660.0,147420,-0.03187876597760169,-0.040207296838280046,-6.375753195520338,-0.15204878220609153,-0.1657974643392246,-30.409756441218303,0.2540481822530921,0.24177929212433605,50.80963645061843,0.10454297828316539,0.10650051669124665,20.90859565663308,1705.85,1587.0,341170,617.76,581.5,123552,2112.04,1992.5,422408
Crawfordsville-TP6-4351_10_17,1339.8068181818182,1244.0,235806,964.0113636363636,864.5,169666,728.8636363636364,669.0,128280,-0.006651615349986457,-0.031433080911668784,-1.1706843015976165,-0.12261606409346451,-0.15705970850736,-21.580427280449754,0.3085816802583722,0.2572255856932154,54.310375725473506,0.09261007291475779,0.09486578756996181,16.29937283299737,1834.6818181818182,1701.0,322904,611.5568181818181,559.0,107634,2232.534090909091,2091.5,392926
Crawfordsville-TP6-4351_10_18,1441.67,1585.0,288334,1037.97,1141.0,207594,785.82,868.5,157164,-0.031047139977674366,-0.034414917435423076,-6.209427995534873,-0.1575467063790834,-0.1592568584867292,-31.50934127581668,0.2442825691272121,0.21309529249176445,48.85651382544242,0.1069467713497923,0.10814488549162138,21.38935426995846,1839.76,1930.5,367952,639.81,691.0,127962,2285.41,2433.5,457082
Crawfordsville-TP6-4351_10_19,1456.6666666666667,1398.5,262200,1045.6,1002.5,188208,770.6222222222223,740.0,138712,-0.017022497396953128,-0.03230627949247308,-3.064049531451563,-0.14285547454853476,-0.16524306523511895,-25.713985418736257,0.2742242128496628,0.23973127889844495,49.360358312939304,0.11177302900302345,0.1145440427869845,20.119145220544222,1853.1555555555556,1779.0,333568,631.0,600.5,113580,2330.1555555555556,2265.5,419428
Crawfordsville-TP6-4351_10_20,1380.01,1466.5,276002,993.77,1040.5,198754,768.33,804.5,153666,-0.030652539246858915,-0.03994568183703678,-6.130507849371783,-0.14968595783817673,-0.16315238961064354,-29.937191567635345,0.25201238235429163,0.22095479541045332,50.402476470858325,0.09929100408151101,0.09983637908972229,19.8582008163022,1793.84,1871.0,358768,622.0,660.5,124400,2196.35,2283.0,439270
Crawfordsville-TP6-4351_11_13,1582.5604395604396,1783.0,288026,1111.923076923077,1256.0,202370,838.989010989011,948.0,152696,-0.03449964899458455,-0.04358733145186579,-6.278936117014387,-0.1603944723824019,-0.17682426892593606,-29.191793973597143,0.24843458590110193,0.20715036803364878,45.21509463400055,0.10283475000615018,0.1043360433604336,18.715924501119332,1990.4945054945056,2191.0,362270,679.032967032967,755.0,123584,2456.186813186813,2718.0,447026
Crawfordsville-TP6-4351_11_14,1356.2555555555555,1345.5,244126,985.1666666666666,974.0,177330,752.4555555555555,753.0,135442,-0.024823060463222888,-0.03335814409109657,-4.46815088338012,-0.14533498278995097,-0.1584502377126879,-26.160296902191174,0.2578551520992339,0.22809257704760763,46.4139273778621,0.09442731615606258,0.09324510256490698,16.996916908091265,1797.3,1768.5,323514,606.9333333333333,609.0,109248,2174.9555555555557,2140.5,391492
Crawfordsville-TP6-4351_11_15,1343.5348837209303,1400.5,231088,969.9186046511628,1004.5,166826,740.9186046511628,776.5,127438,-0.027700685850089973,-0.0352005801528184,-4.764517966215475,-0.14971246641165478,-0.16081207867838826,-25.75054422280462,0.25185222040982497,0.21499345520564433,43.3185819104899,0.09795381040504615,0.0992228307545018,16.848055389667937,1744.3255813953488,1810.0,300024,597.546511627907,609.5,102778,2126.1976744186045,2232.5,365706
Crawfordsville-TP6-4351_11_16,1395.1222222222223,1596.0,251122,1012.1666666666666,1159.0,182190,766.2333333333333,876.0,137922,-0.02326877354197563,-0.0336109528070232,-4.188379237555614,-0.14637291055157228,-0.15978871966872027,-26.347123899283012,0.24250599193436398,0.202542729030683,43.65107854818552,0.09709772172675686,0.09782917281985015,17.477589910816235,1783.388888888889,1963.5,321010,637.3555555555556,701.0,114724,2176.5444444444443,2396.0,391778
Crawfordsville-TP6-4351_11_17,1435.32,1384.5,287064,1005.21,968.5,201042,759.13,723.0,151826,-0.03230775142730834,-0.042222518467590744,-6.4615502854616675,-0.1592284084095005,-0.17577375586528904,-31.8456816819001,0.24992810996858272,0.2231506129091277,49.98562199371654,0.09643640768012957,0.09870810434194704,19.287281536025912,1835.98,1780.0,367196,628.2,611.5,125640,2234.32,2170.5,446864
Crawfordsville-TP6-4351_11_18,1273.31,1231.5,254662,924.77,902.0,184954,703.4,683.5,140680,-0.029228988920004747,-0.031423023912375045,-5.84579778400095,-0.1512512911320538,-0.15751850770822828,-30.250258226410757,0.2696599783766708,0.23797939099769877,53.93199567533415,0.10736176175317143,0.1086031885329823,21.472352350634285,1668.05,1596.5,333610,601.65,597.5,120330,2069.74,1973.0,413948
Crawfordsville-TP6-4351_11_19,1593.1358024691358,1838.0,258088,1149.9876543209878,1310.0,186298,873.7777777777778,996.0,141552,-0.019987074163185032,-0.03248633000964941,-3.2379060144359753,-0.13663941583955205,-0.16,-22.135585366007433,0.2565752226178727,0.19948130538145667,41.56518606409538,0.10143800337804526,0.10106716886377903,16.432956547243332,2009.6172839506173,2256.0,325558,678.925925925926,746.0,109986,2464.3703703703704,2774.0,399228
Crawfordsville-TP6-4351_11_20,1348.3111111111111,1351.5,242696,955.4555555555555,958.5,171982,749.5888888888888,750.0,134926,-0.037355502632941955,-0.0463827377173656,-6.723990473929552,-0.1536052986081862,-0.17111183412221306,-27.648953749473513,0.262189581517002,0.2322858849447318,47.19412467306036,0.10004207117786103,0.10208610422992676,18.007572812014985,1764.1666666666667,1783.5,317550,625.9222222222222,629.5,112666,2164.7555555555555,2168.5,389656
Crawfordsville-TP6-4351_12_13,1258.6222222222223,1313.0,226552,894.1444444444444,904.5,160946,692.4555555555555,711.0,124642,-0.029332685390628555,-0.045873267437462936,-5.27988337031314,-0.14667381518555545,-0.1703736626878452,-26.40128673339998,0.28226628587260005,0.23863464546521773,50.80793145706801,0.10966121088338636,0.11140504532903847,19.739017959009544,1642.7888888888888,1665.0,295702,575.7888888888889,579.5,103642,2055.1555555555556,2104.0,369928
Crawfordsville-TP6-4351_12_14,1432.1808510638298,1521.0,269250,1024.4574468085107,1091.0,192598,770.0425531914893,819.0,144768,-0.030973365573683218,-0.03860949437858819,-5.822992727852445,-0.15819286536839097,-0.167921232363375,-29.740258689257505,0.24951971215642563,0.21335674510948643,46.909705885408016,0.10130940199089294,0.10133683374684371,19.046167574287875,1848.563829787234,1933.0,347530,632.7765957446809,671.5,118962,2264.4148936170213,2353.5,425710
Crawfordsville-TP6-4351_12_15,1553.19,1626.5,310638,1122.85,1178.5,224570,850.94,898.0,170188,-0.02538348897759981,-0.034972100714490334,-5.076697795519962,-0.14851391843426925,-0.16155665646566025,-29.70278368685385,0.2474159147993127,0.21100883006920307,49.48318295986254,0.09695202728338909,0.09443935544371175,19.39040545667782,1985.62,2039.5,397124,696.13,720.5,139226,2401.33,2469.0,480266
Crawfordsville-TP6-4351_12_16,1493.1888888888889,1686.5,268774,1075.0555555555557,1193.5,193510,803.1888888888889,899.5,144574,-0.024480089412277115,-0.02971023439379543,-4.406416094209881,-0.15166670734453616,-0.15884686831543904,-27.30000732201651,0.24332615549469097,0.20899722978537927,43.798707989044374,0.10935534829960859,0.1099857330433165,19.683962693929548,1881.5666666666666,2044.0,338682,628.8111111111111,690.0,113186,2349.7555555555555,2563.0,422956
Crawfordsville-TP6-4351_12_17,1465.716049382716,1542.0,237446,1039.3827160493827,1083.0,168380,780.679012345679,830.0,126470,-0.02373016766579864,-0.039600153787004995,-3.8442871618593797,-0.14611140460890149,-0.17232375979112272,-23.670047546642042,0.2665581547153894,0.21774604793472718,43.18242106389308,0.1012509877442444,0.10272727272727272,16.402660014567594,1877.7283950617284,1964.0,304192,627.1111111111111,650.0,101592,2308.7901234567903,2428.0,374024
Crawfordsville-TP6-4351_12_18,1353.3,1380.0,270660,969.24,990.5,193848,734.09,761.5,146818,-0.028504449898552893,-0.035364710773947775,-5.7008899797105785,-0.15183826465723305,-0.16471516293511163,-30.367652931446607,0.2818290171247029,0.23748936367991647,56.36580342494057,0.10853624914861781,0.10728683071445771,21.707249829723562,1796.83,1799.0,359366,591.12,609.0,118224,2231.41,2258.0,446282
Crawfordsville-TP6-4351_12_19,1386.8555555555556,1620.0,249634,1026.0555555555557,1147.5,184690,758.1222222222223,876.5,136462,-0.0022714986336781085,-0.027903939267641467,-0.4088697540620595,-0.12267792417872181,-0.15756889050036257,-22.082026352169926,0.26304333333191154,0.20876053229185368,47.347799999744076,0.10821335457364308,0.11037747789244795,19.478403823255753,1759.7444444444445,1968.5,316754,612.3111111111111,680.5,110216,2191.8444444444444,2473.5,394532
Crawfordsville-TP6-4351_12_20,1533.5666666666666,1601.0,276042,1102.611111111111,1144.5,198470,818.2777777777778,854.0,147290,-0.026331570016339297,-0.033657078845548985,-4.739682602941073,-0.15575024757202793,-0.1639211241825892,-28.035044562965027,0.2266224213869261,0.21355802841821764,40.792035849646695,0.09947879183312568,0.09976013517379621,17.90618252996262,1938.8222222222223,2030.0,348988,672.7,690.0,121086,2371.911111111111,2460.5,426944
Crawfordsville-TP6-4351_13_13,1429.21,1538.5,285842,1017.58,1099.5,203516,789.74,862.5,157948,-0.03851945548340454,-0.04425326551685414,-7.703891096680908,-0.1605114912587692,-0.17030375399801104,-32.102298251753844,0.24053100442055025,0.21653956516318346,48.10620088411005,0.10114765779862292,0.10395928960144163,20.229531559724585,1824.16,1947.0,364832,612.68,659.0,122536,2241.8,2373.0,448360
