file,RedMean,RedMedian,RedSum,GreenMean,GreenMedian,GreenSum,BlueMean,BlueMedian,BlueSum,GLIMean,GLIMedian,GLIsum,NGRDIMean,NGRDIMedian,NGRDISum
Crawfordsville-TP2-4351_16_19,71.94059405940594,74.0,14532,85.07425742574257,85.0,17185,74.5990099009901,76.0,15069,0.07973288565124806,0.07213812677388837,16.106042901552108,0.09446668520203994,0.08074534161490683,19.082270410812068
Crawfordsville-TP2-4351_16_20,69.30985915492958,72.0,14763,86.54460093896714,88.0,18434,72.65258215962442,74.0,15475,0.1044803768208251,0.0932475884244373,22.254320262835748,0.12111033614028152,0.10303030303030303,25.796501597879963
Crawfordsville-TP2-4351_17_13,72.685,75.0,14537,87.27,90.0,17454,74.64,76.0,14928,0.09263909805394958,0.08238488044272736,18.527819610789916,0.10690230542966488,0.08625623415910391,21.380461085932975
Crawfordsville-TP2-4351_17_14,80.325,72.0,16065,90.32,84.0,18064,83.65,76.5,16730,0.06260383183231547,0.05669754261303557,12.520766366463093,0.08589354528648943,0.0687293339631554,17.178709057297887
Crawfordsville-TP2-4351_17_15,70.23636363636363,69.0,15452,85.64545454545454,85.0,18842,73.22727272727273,72.0,16110,0.09367068033849911,0.08781869688385269,20.607549674469805,0.10891860395293178,0.09901960784313726,23.96209286964499
Crawfordsville-TP2-4351_17_16,69.66,72.0,13932,84.71,87.0,16942,73.94,76.0,14788,0.08632491219007855,0.07936507936507936,17.26498243801571,0.10507062805726244,0.09262435677530018,21.01412561145249
Crawfordsville-TP2-4351_17_17,71.01442307692308,74.0,14771,86.57211538461539,90.0,18007,74.53365384615384,77.0,15503,0.09372289174697129,0.08238353196099675,19.494361483370028,0.11315043183671789,0.09032634032634032,23.53528982203732
Crawfordsville-TP2-4351_17_18,61.80952380952381,63.0,14278,78.05194805194805,79.0,18030,68.47619047619048,70.0,15818,0.10146766241933876,0.08571428571428572,23.439030018867253,0.1423873326757754,0.10810810810810811,32.89147384810412
Crawfordsville-TP2-4351_17_19,68.03365384615384,69.0,14151,85.73557692307692,87.0,17833,72.0625,73.0,14989,0.1050440309238784,0.0975609756097561,21.849158432166707,0.12416269436523278,0.11035007610350075,25.82584042796842
Crawfordsville-TP2-4351_17_20,72.24,72.0,14448,88.145,88.0,17629,74.925,75.0,14985,0.09657178815407991,0.0896304535904091,19.31435763081598,0.11204277382860024,0.09872721018231853,22.408554765720048
Crawfordsville-TP2-4351_18_13,71.71563981042654,75.0,15132,87.55450236966824,91.0,18474,74.77725118483413,77.0,15778,0.09658637223431046,0.08387096774193549,20.379724541439508,0.11487936855052375,0.0898876404494382,24.23954676416051
Crawfordsville-TP2-4351_18_14,68.74509803921569,72.0,14024,86.71078431372548,89.0,17689,73.16666666666667,76.0,14926,0.11037751991688668,0.09313039747822356,22.517014063044883,0.13630888174412048,0.1069182389937107,27.807011875800576
Crawfordsville-TP2-4351_18_15,71.76388888888889,75.0,15501,84.52777777777777,87.0,18258,73.81481481481481,76.0,15944,0.08027244747614135,0.07076923076923076,17.33884865484653,0.0933796382475199,0.07407407407407407,20.170001861464296
Crawfordsville-TP2-4351_18_16,61.73777777777778,62.0,13891,77.00888888888889,78.0,17327,67.60888888888888,68.0,15212,0.09293028161414474,0.08454810495626822,20.909313363182566,0.1232843159464762,0.10526315789473684,27.738971087957143
Crawfordsville-TP2-4351_18_17,72.96534653465346,75.0,14739,88.64356435643565,89.0,17906,76.23267326732673,77.0,15399,0.09058594778255301,0.08333333333333333,18.298361452075707,0.10645457377291874,0.09302325581395349,21.503823902129586
Crawfordsville-TP2-4351_18_18,72.68656716417911,75.0,14610,89.2089552238806,90.0,17931,75.96517412935323,79.0,15269,0.10103644380979196,0.0875,20.308325205768185,0.12211708174825471,0.09411764705882353,24.545533431399196
Crawfordsville-TP2-4351_18_19,64.52511415525115,66.0,14131,80.46575342465754,81.0,17622,69.55251141552512,70.0,15232,0.09783348133931909,0.087248322147651,21.42553241331088,0.12414263215879581,0.10204081632653061,27.187236442776282
Crawfordsville-TP2-4351_18_20,76.185,75.0,15237,90.5,90.0,18100,77.98,77.0,15596,0.08435989261467913,0.07935098482402325,16.871978522935827,0.093742499308996,0.08625623415910391,18.7484998617992
