file_,Red_mean,Red_median,Red_sum,Green_mean,Green_median,Green_sum,Blue_mean,Blue_median,Blue_sum,GLI_mean,GLI_median,GLI_sum,NGRDI_mean,NGRDI_median,NGRDI_sum
CrawfordsvilleV2-TP2-4351_10_13,81.01789954476021,77.0,21427290,107.89203935328726,107.0,28534855,67.43685627429332,65.0,17835430,0.19098775655635106,0.1875,50511.6779029975,0.14358801909646884,0.1452991452991453,37975.584938557695
CrawfordsvilleV2-TP2-4351_10_14,62.27594931758633,58.0,15924583,90.66005631379296,88.0,23182683,54.65129247976223,50.0,13974882,0.21685540762276515,0.21585903083700442,55452.09628321727,0.18134799416127392,0.1870967741935484,46372.495586979356
CrawfordsvilleV2-TP2-4351_10_15,85.55236154327173,83.0,22710901,113.71302107269591,114.0,30186486,75.39967302288086,74.0,20015748,0.17653754010204298,0.17307692307692307,46864.00847056853,0.1424605461042501,0.14482758620689656,37817.86148992644
CrawfordsvilleV2-TP2-4351_10_16,76.06608784904273,72.0,19861388,103.6753285051722,102.0,27070354,66.70259701961265,63.0,17416515,0.185993580626582,0.18571428571428572,48564.22585666495,0.14969185375122915,0.15476190476190477,39085.59085742219
CrawfordsvilleV2-TP2-4351_10_17,81.59896959970227,75.0,21049107,107.76005008567286,104.0,27797567,68.11739120321913,63.0,17571426,0.18519604976655768,0.18238993710691823,47772.80260568169,0.13756625857941285,0.14093959731543623,35486.31693062818
CrawfordsvilleV2-TP2-4351_10_18,95.09462236389449,95.0,24850412,118.48240300317997,122.0,30962177,79.93764039139303,81.0,20889544,0.15452178951192835,0.1509433962264151,40380.09760062565,0.10946814421998242,0.10967741935483871,28606.543851998467
CrawfordsvilleV2-TP2-4351_10_19,59.593890861971566,56.0,15084942,88.13878299207124,85.0,22310482,54.02420900015407,50.0,13675094,0.2160855415093096,0.216,54697.51703671003,0.18997988070905553,0.19402985074626866,48089.417224002515
CrawfordsvilleV2-TP2-4351_10_20,73.08316293832209,69.0,19157728,102.73052156132694,102.0,26929368,67.03622928556169,65.0,17572609,0.19079392539801984,0.1903114186851211,50013.95642813533,0.16794104177329716,0.1724137931034483,44023.39292628502
CrawfordsvilleV2-TP2-4351_11_13,78.3872685078102,75.0,20333971,110.21913308969792,109.0,28591284,69.84667160105472,67.0,18118506,0.20038740743136868,0.2,51981.29503732676,0.16690675137561578,0.175,43296.278933840236
CrawfordsvilleV2-TP2-4351_11_14,82.97447997352866,82.0,22066897,115.95271256035015,118.0,30837392,76.49548783972807,76.0,20343822,0.18746225643493622,0.18777292576419213,49855.21217435842,0.16260649758825632,0.16883116883116883,43244.872820601595
CrawfordsvilleV2-TP2-4351_11_15,82.59684896941691,81.0,21735526,115.61556058855719,117.0,30424466,71.51423511886667,70.0,18819114,0.2023713154066294,0.20300751879699247,53254.41639188534,0.16370352286797524,0.17054263565891473,43078.90944975342
CrawfordsvilleV2-TP2-4351_11_16,78.65519134494302,75.0,20487475,111.58929558647378,111.0,29065887,68.97980205166006,66.0,17967307,0.20703427671141095,0.20683111954459202,53926.63212357463,0.17065393326492678,0.17829457364341086,44450.57130538201
CrawfordsvilleV2-TP2-4351_11_17,76.88943156430389,72.0,20339792,103.0343359807661,102.0,27255982,65.4977413025974,63.0,17326314,0.18636476226004012,0.1839323467230444,49299.62965493519,0.14505709453238494,0.1482889733840304,38372.38838793538
CrawfordsvilleV2-TP2-4351_11_18,91.57972773746386,89.0,23915588,122.31799957877807,124.0,31942734,79.60028336747784,79.0,20787216,0.18201662791441464,0.1794871794871795,47532.73229670981,0.1455652683808458,0.14644351464435146,38013.64201131598
CrawfordsvilleV2-TP2-4351_11_19,75.30266429840142,74.0,20349792,105.80160968028419,107.0,28591827,69.03125740082889,68.0,18655007,0.18895890333354115,0.18974358974358974,51064.25403685616,0.16487079915601188,0.1703056768558952,44554.68476392065
CrawfordsvilleV2-TP2-4351_11_20,80.58916051543285,78.0,22195786,108.42038494076299,109.0,29861034,74.18319723766334,73.0,20431462,0.16869062993144054,0.16890080428954424,46460.60460508742,0.14607814969485375,0.1517509727626459,40232.69791080692
